team,side,position,depth_rank,name,class_year,jersey,ourlads_id
Michigan Wolverines,offense,RB,4,Micah Ka'apana,RS-SO,25,170984
Michigan Wolverines,offense,RB,5,Jonathan Brown,FR,29,179635
Michigan Wolverines,defense,LDE,1,Cameron Brandt,SR,9,165766
Michigan Wolverines,defense,LDE,2,Dominic Nichols,RS-SO,8,169185
Michigan Wolverines,defense,LDE,3,Lugard Edokpayi,RS-SO,88,170982
Michigan Wolverines,defense,LDE,4,Julius Holly,RS-FR,37,174062
Michigan Wolverines,defense,LDT,1,Trey Pierce,SR,95,159986
Michigan Wolverines,defense,LDT,2,Deyvid Palepale,RS-SO,54,170986
Michigan Wolverines,defense,LDT,3,Chibi Anwunah,RS-SR,97,157921
Michigan Wolverines,defense,LDT,4,Alister Vallejo,FR,56,179655
Michigan Wolverines,defense,LDT,5,Ted Hammond,RS-SO,92,170983
Michigan Wolverines,defense,RDT,1,Enow Etta,RS-JR,17,159976
Michigan Wolverines,defense,RDT,2,Jonah Lea'ea,RS-JR/TR,91,166297
Michigan Wolverines,defense,RDT,3,Bobby Kanka,RS-FR,99,174063
Michigan Wolverines,defense,RDT,4,Travis Moten,RS-FR,57,174065
Michigan Wolverines,defense,RDT,5,Titan Davis,FR,97,179643
Michigan Wolverines,defense,RDE,1,John Henry Daley,RS-JR/TR,90,79523
Michigan Wolverines,defense,RDE,2,Nate Marshall,SO,94,174064
Michigan Wolverines,defense,RDE,3,Benny Patterson III,RS-FR,93,174068
Michigan Wolverines,defense,RDE,4,Carter Meadows,FR,14,179651
Michigan Wolverines,defense,WLB,1,Nathaniel Owusu-Boateng,SO,12,174066
Michigan Wolverines,defense,WLB,2,Nathaniel Staehling,RS-SR/TR,44,179660
Michigan Wolverines,defense,WLB,3,Aisea Moa,RS-SR/TR,13,152690
Michigan Wolverines,defense,MLB,1,Troy Bowles,RS-JR/TR,18,165976
Michigan Wolverines,defense,MLB,2,Chase Taylor,SO,29,174071
Michigan Wolverines,defense,MLB,3,Max Alford,RS-SR/TR,30,155543
Michigan Wolverines,defense,MLB,4,Markel Dabney,FR,23,179642
Michigan Wolverines,defense,LCB,1,Zeke Berry,RS-SR,10,152736
Michigan Wolverines,defense,LCB,2,Shamari Earls,SO,2,174059
Michigan Wolverines,defense,LCB,3,Jamarion Vincent,FR,24,179656
Michigan Wolverines,defense,SS,1,Chris Bracy,RS-JR/TR,7,164594
Michigan Wolverines,defense,SS,2,Mason Curtis,JR,25,170980
Michigan Wolverines,defense,SS,3,Kainoa Winston,RS-FR,28,174074
Michigan Wolverines,defense,SS,4,Taylor Tatum,RS-SO/TR,26,170763
Michigan Wolverines,defense,FS,1,Rod Moore,RS-SR,1,149992
Michigan Wolverines,defense,FS,2,Jordan Young,SO,6,174075
Michigan Wolverines,defense,FS,3,Jacob Oden,RS-SO,5,169186
Michigan Wolverines,defense,FS,4,Jordan Deck,FR,22,179644
Michigan Wolverines,defense,RCB,1,Jyaire Hill,RS-JR,0,159980
Michigan Wolverines,defense,RCB,2,Jo'Ziah Edmond,RS-SO,16,170981
Michigan Wolverines,defense,RCB,3,Joshua Nichols,RS-SR,36,157929
Michigan Wolverines,defense,NB,1,Smith Snowden,SR/TR,3,166304
Michigan Wolverines,defense,NB,2,Jamarion Vincent,FR,24,179656
Michigan Wolverines,defense,NB,3,Jeremiah Lowe,RS-SO,20,170988
Michigan Wolverines,special_teams,PT,1,Cam Brown,SO/TR,33,174710
Michigan Wolverines,special_teams,PT,2,Hudson Hollenbeck,RS-SR/TR,90,165764
Michigan Wolverines,special_teams,PT,3,Hunter Robertson,RS-JR/TR,93,177344
Michigan Wolverines,special_teams,PK,1,Trey Butkowski,SO/TR,99,176497
Michigan Wolverines,special_teams,PK,2,Stuart Blake,RS-SO,35,171769
Michigan Wolverines,special_teams,PK,3,Jacob Baggett,FR,30,179636
Michigan Wolverines,special_teams,KO,1,Trey Butkowski,SO/TR,99,176497
Michigan Wolverines,special_teams,KO,2,Stuart Blake,RS-SO,35,171769
Michigan Wolverines,special_teams,KO,3,Jacob Baggett,FR,30,179636
Michigan Wolverines,special_teams,LS,1,Nico Crawford,RS-SR/TR,49,168548
Michigan Wolverines,special_teams,LS,2,Gavin Magorien,SO/TR,46,177394
Michigan Wolverines,special_teams,LS,3,Trent Middleton,RS-JR/TR,67,165676
Michigan Wolverines,special_teams,H,1,Cam Brown,SO/TR,33,174710
Michigan Wolverines,special_teams,H,2,Hudson Hollenbeck,RS-SR/TR,90,165764
Michigan Wolverines,special_teams,H,3,Hunter Robertson,RS-JR/TR,93,177344
Michigan Wolverines,special_teams,PR,1,I'Marion Stewart,RS-SO,28,167705
Michigan Wolverines,special_teams,PR,2,Andrew Marsh,SO,3,174078
Michigan Wolverines,special_teams,KR,1,Micah Ka'apana,RS-SO,25,170984
Michigan Wolverines,special_teams,KR,2,Andrew Marsh,SO,3,174078
Michigan State Spartans,offense,WR-X,1,Fredrick Moore,RS-JR/TR,6,159990
Michigan State Spartans,offense,WR-X,2,Bryson Williams,RS-FR,14,178673
Michigan State Spartans,offense,WR-X,3,Samson Gash,FR,5,183084
Michigan State Spartans,offense,WR-Z,1,Charles Taplin,RS-FR,19,174385
Michigan State Spartans,offense,WR-Z,2,KK Smith,RS-JR/TR,8,164151
Michigan State Spartans,offense,WR-SL,1,Rodney Bullard Jr.,RS-SR/TR,3,174374
Michigan State Spartans,offense,WR-SL,2,Chrishon McCray,RS-SR/TR,13,158807
Michigan State Spartans,offense,WR-SL,3,Braylon Collier,RS-FR,17,174378
Michigan State Spartans,offense,LT,1,Ben Murawski,RS-SR/TR,75,159019
Michigan State Spartans,offense,LT,2,Rustin Young,RS-SO,73,172031
Michigan State Spartans,offense,LG,1,Conner Moore,RS-SR/TR,58,174390
Michigan State Spartans,offense,LG,2,Andrew Dennis,RS-SO/TR,77,168936
Michigan State Spartans,offense,C,1,Trent Fraley,RS-SR/TR,63,157136
Michigan State Spartans,offense,C,2,Drew Nichols,RS-FR,76,178672
Michigan State Spartans,offense,RG,1,Nick Sharpe,RS-SR/TR,52,147474
Michigan State Spartans,offense,RG,2,Luka Vincic,RS-SR/TR,70,158841
Michigan State Spartans,offense,RT,1,Rakeem Johnson,RS-SO,55,172022
Michigan State Spartans,offense,RT,2,Robert Wright Jr.,RS-JR/TR,71,166963
Michigan State Spartans,offense,TE,1,Jayden Savoury,RS-FR,31,178665
Michigan State Spartans,offense,TE,2,Brennan Parachek,RS-JR,82,161105
Michigan State Spartans,offense,TE,3,Kai Rios,RS-SR/TR,88,178663
Michigan State Spartans,offense,TE,4,Carson Gulker,RS-SR/TR,12,180124
Michigan State Spartans,offense,QB,1,Alessio Milivojevic,RS-SO,11,168975
Michigan State Spartans,offense,QB,2,Cam Fancher,RS-SR/TR,2,79183
Michigan State Spartans,offense,QB,3,Leo Hannan,RS-FR,15,174381
Michigan State Spartans,offense,RB,1,Cam Edwards,RS-SR/TR,0,159012
Michigan State Spartans,offense,RB,2,Jaziun Patterson,RS-SR/TR,4,154584
Michigan State Spartans,offense,RB,3,Brandon Tullis,JR,7,168979
Michigan State Spartans,offense,RB,4,Marvis Parrish,SO/TR,21,177898
Michigan State Spartans,offense,FB,1,Jay Coyne,RS-SR,44,157325
Michigan State Spartans,defense,LDE,1,Isaac Smith,RS-SR/TR,13,151013
Michigan State Spartans,defense,LDE,2,Kekai Burnett,RS-SO,51,172015
Michigan State Spartans,defense,LDE,3,Keahnist Thompson,RS-SR/TR,9,75910
Michigan State Spartans,defense,LDT,1,Eli Coenen,RS-JR/TR,96,178710
Michigan State Spartans,defense,LDT,2,Carlos Hazelwood,RS-SO/TR,25,173125
Michigan State Spartans,defense,LDT,3,Mikeshun Beeler,RS-SO,52,172011
Michigan State Spartans,defense,RDT,1,Ben Roberts,RS-SR/TR,55,153657
Michigan State Spartans,defense,RDT,2,Derrick Simmons,RS-FR,98,174384
Michigan State Spartans,defense,RDE,1,Kenny Soares Jr.,RS-SR/TR,1,156808
Michigan State Spartans,defense,RDE,2,Anelu Lafaele,RS-SO/TR,11,168924
Michigan State Spartans,defense,RDE,3,Trey Lisle,RS-SO/TR,8,180125
Michigan State Spartans,defense,WLB,1,Caleb Wheatland,RS-SR/TR,44,152943
Michigan State Spartans,defense,WLB,2,Cam Stodghill,SR/TR,12,180128
Michigan State Spartans,defense,WLB,3,Brady Pretzlaff,RS-SO,45,168976
Michigan State Spartans,defense,MLB,1,Jordan Hall,SR,5,161110
Michigan State Spartans,defense,MLB,2,Dion Crawford,SR/TR,18,161506
Michigan State Spartans,defense,MLB,3,Adam Shaw,FR,16,180127
Michigan State Spartans,defense,LCB,1,Tre Bell,RS-SR/TR,3,174104
Michigan State Spartans,defense,LCB,2,NiJhay Burt,RS-SR/TR,0,174375
Michigan State Spartans,defense,SS,1,Devin Vaught,RS-JR/TR,2,180130
Michigan State Spartans,defense,SS,2,Aveon Grose,RS-SR/TR,30,77783
Michigan State Spartans,defense,FS,1,Nikai Martinez,RS-SR/TR,21,154523
Michigan State Spartans,defense,FS,2,Trevaughn Martinez,RS-JR/TR,26,180126
Michigan State Spartans,defense,RCB,1,Charles Brantley,RS-SR/TR,4,167598
Michigan State Spartans,defense,RCB,2,Tyran Chappell,RS-SO/TR,22,180117
Michigan State Spartans,defense,NB,1,Michael Richard,SR/TR,7,162015
Michigan State Spartans,defense,NB,2,Khalil Majeed,RS-SR,34,150338
Michigan State Spartans,special_teams,PT,1,Rhys Dakin,JR/TR,9,167709
Michigan State Spartans,special_teams,PT,2,Alex Weeks,RS-FR/TR,49,180132
Michigan State Spartans,special_teams,PK,1,Liam Boyd,RS-SR/TR,37,165656
Michigan State Spartans,special_teams,KO,1,Liam Boyd,RS-SR/TR,37,165656
Michigan State Spartans,special_teams,LS,1,Nick Duzansky,RS-JR/TR,50,159920
Michigan State Spartans,special_teams,H,1,Rhys Dakin,JR/TR,9,167709
Michigan State Spartans,special_teams,H,2,Alex Weeks,RS-FR/TR,49,180132
Michigan State Spartans,special_teams,PR,1,Braylon Collier,RS-FR,17,174378
Michigan State Spartans,special_teams,KR,1,Kenneth Williams,RS-JR/TR,32,167440
Michigan State Spartans,special_teams,KR,2,Chrishon McCray,RS-SR/TR,13,158807
Middle Tennessee Blue Raiders,offense,WR-X,1,Markus Allen,GR/TR,1,72554
Middle Tennessee Blue Raiders,offense,WR-X,2,Tyree Patterson,RS-JR/TR,4,163947
Middle Tennessee Blue Raiders,offense,WR-X,3,Kason Stokes,RS-SO/TR,19,169367
Middle Tennessee Blue Raiders,offense,WR-Z,1,AJ Jones,RS-SR/TR,6,154402
Middle Tennessee Blue Raiders,offense,WR-Z,2,Landon Collins,SO,89,177976
Middle Tennessee Blue Raiders,offense,WR-SL,1,Cam'ron Lacy,RS-JR,3,161081
Middle Tennessee Blue Raiders,offense,WR-SL,2,Hogan Wasson,RS-SR/TR,7,181843
Middle Tennessee Blue Raiders,offense,WR-SL,3,Zaidyn Moore,RS-SO,80,177970
Middle Tennessee Blue Raiders,offense,LT,1,Reese Tripp,RS-JR/TR,75,160539
Middle Tennessee Blue Raiders,offense,LT,2,Tim Jacobs,JR/TR,62,181825
Middle Tennessee Blue Raiders,offense,LT,3,Kyle Larkin,RS-FR,78,175077
Middle Tennessee Blue Raiders,offense,LG,1,Adrian Crespin,RS-JR/TR,55,181819
Middle Tennessee Blue Raiders,offense,LG,2,Chris Moreno,RS-JR/TR,50,181833
Middle Tennessee Blue Raiders,offense,C,1,Otto Janse Van Rensburg,SO,61,175087
Middle Tennessee Blue Raiders,offense,C,2,Quentin Butler,RS-JR/TR,71,175065
Middle Tennessee Blue Raiders,offense,RG,1,Alex Gale,RS-SO,63,169954
Middle Tennessee Blue Raiders,offense,RG,2,Trevaris Edwards,JR/TR,58,181820
Middle Tennessee Blue Raiders,offense,RT,1,Brennan Smith,GR/TR,65,169935
Middle Tennessee Blue Raiders,offense,RT,2,Diego Blattler,RS-SR/TR,77,175064
Middle Tennessee Blue Raiders,offense,TE,1,Tayvion Galloway,RS-SO/TR,88,167839
Middle Tennessee Blue Raiders,offense,TE,2,Evan Poticher,JR,39,172123
Middle Tennessee Blue Raiders,offense,TE,3,Jadin Hambrick,JR/TR,84,181823
Middle Tennessee Blue Raiders,offense,QB,1,Roman Gagliano,RS-SO,16,169953
Middle Tennessee Blue Raiders,offense,QB,2,Peter Costelli,GR/TR,11,66729
Middle Tennessee Blue Raiders,offense,QB,3,Stanley Anderson-Lofton,RS-FR,18,175062
Middle Tennessee Blue Raiders,offense,QB,4,Rocco Williams,FR,15,181844
Middle Tennessee Blue Raiders,offense,RB,1,Antonio Martin,RS-SR/TR,8,176954
Middle Tennessee Blue Raiders,offense,RB,2,Terrence Brown,RS-SR/TR,9,181817
Middle Tennessee Blue Raiders,offense,RB,3,DJ Taylor,SO,29,175091
Middle Tennessee Blue Raiders,offense,RB,4,Austin Clemons,RS-SO,31,169950
Middle Tennessee Blue Raiders,defense,DE,1,Aidan Butts,JR,93,169947
Middle Tennessee Blue Raiders,defense,DE,2,Tiyyan Robinson,RS-SO,49,169962
Middle Tennessee Blue Raiders,defense,DE,3,Matthew Blomquist,RS-SO,75,177962
Middle Tennessee Blue Raiders,defense,NT,1,Felix Hixon,RS-SR/TR,91,79013
Middle Tennessee Blue Raiders,defense,NT,2,Emmanuel Gyamfi,JR/TR,98,169956
Middle Tennessee Blue Raiders,defense,NT,3,Archie Roseman V,RS-FR,99,175084
Middle Tennessee Blue Raiders,defense,DT,1,Zeion Simpson-Smith,RS-SO,95,169963
Middle Tennessee Blue Raiders,defense,DT,2,Justin Bodford,RS-SO/TR,90,171082
Middle Tennessee Blue Raiders,defense,EDGE,1,Reggie Johnson,RS-SR/TR,46,172127
Middle Tennessee Blue Raiders,defense,EDGE,2,Mathias Malaki-Donaldson,RS-SR/TR,31,153703
Middle Tennessee Blue Raiders,defense,EDGE,3,Kaven Call,RS-JR/TR,44,162981
Middle Tennessee Blue Raiders,defense,WLB,1,Ashton Taylor,RS-SR/TR,13,181840
Middle Tennessee Blue Raiders,defense,WLB,2,Jaiyden Thompson,SR/TR,16,175085
Middle Tennessee Blue Raiders,defense,WLB,3,Micah Smith,RS-FR,52,175090
Middle Tennessee Blue Raiders,defense,MLB,1,Korey Smith,JR,26,172130
Middle Tennessee Blue Raiders,defense,MLB,2,Jayson Lowe,RS-JR/TR,17,169959
Middle Tennessee Blue Raiders,defense,LCB,1,Jason Hardy,RS-SR/TR,21,181824
Middle Tennessee Blue Raiders,defense,LCB,2,Aidan Singleton,SR/TR,19,181838
Middle Tennessee Blue Raiders,defense,LCB,3,Devan Carlisle,RS-JR/TR,15,175067
Middle Tennessee Blue Raiders,defense,SS,1,Christofer Noble,SO,7,175082
Middle Tennessee Blue Raiders,defense,SS,2,James Johnson,SO/TR,11,175740
Middle Tennessee Blue Raiders,defense,SS,3,Locke Kennedy,SO,38,175076
Middle Tennessee Blue Raiders,defense,SS,4,Justis Haggard,FR,37,181822
Middle Tennessee Blue Raiders,defense,FS,1,Kalen Woods,RS-SR/TR,0,74995
Middle Tennessee Blue Raiders,defense,FS,2,Jordan Chestnut,RS-SR/TR,10,175069
Middle Tennessee Blue Raiders,defense,FS,3,Bryce Williams,FR,30,181845
Middle Tennessee Blue Raiders,defense,RCB,1,Jackson Lowe,RS-SO,2,169965
Middle Tennessee Blue Raiders,defense,RCB,2,Ricky Lee,RS-JR/TR,12,163011
Middle Tennessee Blue Raiders,defense,RCB,3,Camari Hall,SO,24,175072
Middle Tennessee Blue Raiders,defense,NB,1,Dyson McCutcheon,GR/TR,5,167605
Middle Tennessee Blue Raiders,defense,NB,2,Gumbo Gaskins,RS-SR/TR,22,153378
Middle Tennessee Blue Raiders,defense,NB,3,KJ Miniefield,RS-JR/TR,23,175080
Middle Tennessee Blue Raiders,special_teams,PT,1,Ashton Logan,RS-SR/TR,92,165078
Middle Tennessee Blue Raiders,special_teams,PT,2,Aden Caine,RS-JR/TR,97,175066
Middle Tennessee Blue Raiders,special_teams,PK,1,Dominic Bourgeois,SR/TR,91,181816
Middle Tennessee Blue Raiders,special_teams,PK,2,Wyatt Joyce,RS-JR,96,173345
Middle Tennessee Blue Raiders,special_teams,KO,1,Dominic Bourgeois,SR/TR,91,181816
Middle Tennessee Blue Raiders,special_teams,KO,2,Wyatt Joyce,RS-JR,96,173345
Middle Tennessee Blue Raiders,special_teams,LS,1,Connor Dougherty,RS-SR,54,157740
Middle Tennessee Blue Raiders,special_teams,H,1,Ashton Logan,RS-SR/TR,92,165078
Middle Tennessee Blue Raiders,special_teams,H,2,Aden Caine,RS-JR/TR,97,175066
Middle Tennessee Blue Raiders,special_teams,PR,1,Terrence Brown,RS-SR/TR,9,181817
Middle Tennessee Blue Raiders,special_teams,PR,2,Cam'ron Lacy,RS-JR,3,161081
Middle Tennessee Blue Raiders,special_teams,KR,1,DJ Taylor,SO,29,175091
Middle Tennessee Blue Raiders,special_teams,KR,2,Cam'ron Lacy,RS-JR,3,161081
Minnesota Golden Gophers,offense,WR-X,1,Jalen Smith,RS-SO,8,170963
Minnesota Golden Gophers,offense,WR-X,2,Hayden Moore,FR,84,180154
Minnesota Golden Gophers,offense,WR-X,3,Donielle Hayes,RS-JR,18,160525
Minnesota Golden Gophers,offense,WR-X,4,Bradley Martino,RS-FR,7,176448
Minnesota Golden Gophers,offense,WR-Z,1,Noah Jennings,SR/TR,13,174844
Minnesota Golden Gophers,offense,WR-Z,2,Quayd Hendryx,FR,89,183725
Minnesota Golden Gophers,offense,WR-Z,3,Perry Thompson,JR/TR,3,170630
Minnesota Golden Gophers,offense,WR-SL,1,Javon Tracy,RS-SR/TR,11,158511
Minnesota Golden Gophers,offense,WR-SL,2,Zion Steptoe,RS-SR/TR,25,79466
Minnesota Golden Gophers,offense,LT,1,Nathan Roy,RS-SO,50,167732
Minnesota Golden Gophers,offense,LT,2,Kaveon Lee,RS-FR,60,176445
Minnesota Golden Gophers,offense,LG,1,Greg Johnson,SR,65,160548
Minnesota Golden Gophers,offense,LG,2,Jerome Williams,RS-JR,55,160545
Minnesota Golden Gophers,offense,C,1,Ashton Beers,RS-SR,78,154135
Minnesota Golden Gophers,offense,C,2,Brett Carroll,RS-SO,56,167735
Minnesota Golden Gophers,offense,RG,1,Tony Nelson,RS-SR,59,152854
Minnesota Golden Gophers,offense,RG,2,Jaden Ball,RS-SO/TR,58,167835
Minnesota Golden Gophers,offense,RT,1,Daniel Shipp,RS-FR,51,175060
Minnesota Golden Gophers,offense,RT,2,Bennett Warren,RS-SO/TR,68,170329
Minnesota Golden Gophers,offense,TE,1,Julian Johnson,RS-SO,82,167723
Minnesota Golden Gophers,offense,TE,2,Pierce Walsh,RS-JR,19,160541
Minnesota Golden Gophers,offense,TE,3,Kaden Helms,RS-SR/TR,87,153002
Minnesota Golden Gophers,offense,TE,4,Jacob Simpson,RS-SO,88,167733
Minnesota Golden Gophers,offense,TE,5,Roman Voss,FR,4,183731
Minnesota Golden Gophers,offense,QB,1,Drake Lindsey,RS-SO,5,167724
Minnesota Golden Gophers,offense,QB,2,Max Shikenjanski,RS-JR,6,160537
Minnesota Golden Gophers,offense,QB,3,Dylan Wittke,RS-JR/TR,14,160168
Minnesota Golden Gophers,offense,QB,4,Michael Merdinger,RS-SO/TR,12,168491
Minnesota Golden Gophers,offense,RB,1,Darius Taylor,SR,1,160538
Minnesota Golden Gophers,offense,RB,2,TJ Thomas,JR/TR,23,180151
Minnesota Golden Gophers,offense,RB,3,Ryan Estrada,FR,20,183723
Minnesota Golden Gophers,offense,RB,4,A.J. Turner,RS-SR/TR,2,154696
Minnesota Golden Gophers,offense,RB,5,Zeke Bates,FR,26,180136
Minnesota Golden Gophers,defense,DE,1,Anthony Smith,RS-SR,0,152861
Minnesota Golden Gophers,defense,DE,2,Jaxon Howard,RS-JR/TR,1,162927
Minnesota Golden Gophers,defense,DE,3,Adam Kissayi,RS-SO/TR,98,168183
Minnesota Golden Gophers,defense,NT,1,Riley Sunram,RS-SO,93,170962
Minnesota Golden Gophers,defense,NT,2,Naquan Crowder,RS-JR/TR,70,175525
Minnesota Golden Gophers,defense,NT,3,Howie Johnson,FR,91,183726
Minnesota Golden Gophers,defense,DT,1,Theorin Randle,RS-JR,99,160535
Minnesota Golden Gophers,defense,DT,2,Xion Chapman,RS-JR/TR,90,176767
Minnesota Golden Gophers,defense,DT,3,Sid Kaba,RS-JR/TR,92,164315
Minnesota Golden Gophers,defense,DT,4,Jaylin Hicks,RS-SO,55,170955
Minnesota Golden Gophers,defense,RUSH,1,Karter Menz,RS-JR,11,160531
Minnesota Golden Gophers,defense,RUSH,2,TJ Bush Jr.,SR/TR,3,163060
Minnesota Golden Gophers,defense,WLB,1,Matt Kingsbury,RS-JR,49,160527
Minnesota Golden Gophers,defense,WLB,2,Emmanuel Karmo,SO,2,174357
Minnesota Golden Gophers,defense,WLB,3,Nate Cleveland,SO,35,176442
Minnesota Golden Gophers,defense,WLB,4,Mason Carrier,RS-SO,46,170950
Minnesota Golden Gophers,defense,MLB,1,Maverick Baranowski,RS-SR,6,152836
Minnesota Golden Gophers,defense,MLB,2,Joey Gerlach,RS-SR,19,152843
Minnesota Golden Gophers,defense,MLB,3,Andrew Marshall,RS-JR/TR,29,164421
Minnesota Golden Gophers,defense,LCB,1,John Nestor,SR/TR,17,163327
Minnesota Golden Gophers,defense,LCB,2,Mike Gerald,RS-SO,8,167721
Minnesota Golden Gophers,defense,SS,1,Kerry Brown,RS-JR,14,160519
Minnesota Golden Gophers,defense,SS,2,Zahir Rainer,RS-SO,13,170958
Minnesota Golden Gophers,defense,FS,1,Mekhai Smith,JR/TR,22,180149
Minnesota Golden Gophers,defense,FS,2,Zack Harden,SO,4,176444
Minnesota Golden Gophers,defense,RCB,1,Aydan West,SO/TR,5,174388
Minnesota Golden Gophers,defense,RCB,2,Naiim Parrish,SO,21,175059
Minnesota Golden Gophers,defense,NB,1,Aidan Gousby,RS-SR,7,152844
Minnesota Golden Gophers,defense,NB,2,Garrison Monroe,RS-JR,9,160533
Minnesota Golden Gophers,special_teams,PT,1,Tom Weston,RS-JR/TR,42,176454
Minnesota Golden Gophers,special_teams,PT,2,Zachary Robbins,SO/TR,37,176704
Minnesota Golden Gophers,special_teams,PK,1,Luke Drzewiecki,RS-SR/TR,,155078
Minnesota Golden Gophers,special_teams,PK,2,Beckham Sunderland,RS-SR/TR,92,172568
Minnesota Golden Gophers,special_teams,PK,3,Daniel Jackson,RS-FR,36,176455
Minnesota Golden Gophers,special_teams,KO,1,Luke Drzewiecki,RS-SR/TR,,155078
Minnesota Golden Gophers,special_teams,KO,2,Beckham Sunderland,RS-SR/TR,92,172568
Minnesota Golden Gophers,special_teams,KO,3,Daniel Jackson,RS-FR,36,176455
Minnesota Golden Gophers,special_teams,LS,1,Alan Soukup,JR,80,170961
Minnesota Golden Gophers,special_teams,LS,2,Jakob Lutz,RS-FR,43,176446
Minnesota Golden Gophers,special_teams,H,1,Tom Weston,RS-JR/TR,42,176454
Minnesota Golden Gophers,special_teams,H,2,Zachary Robbins,SO/TR,37,176704
Minnesota Golden Gophers,special_teams,PR,1,Noah Jennings,SR/TR,13,174844
Minnesota Golden Gophers,special_teams,PR,2,Javon Tracy,RS-SR/TR,11,158511
Minnesota Golden Gophers,special_teams,PR,3,Jalen Smith,RS-SO,8,170963
Minnesota Golden Gophers,special_teams,PR,4,Quayd Hendryx,FR,89,183725
Minnesota Golden Gophers,special_teams,KR,1,TJ Thomas,JR/TR,23,180151
Mississippi Rebels,offense,WR-X,1,Deuce Alexander,RS-JR/TR,1,160383
Mississippi Rebels,offense,WR-X,2,Horatio Fields,RS-SR/TR,11,149363
Mississippi Rebels,offense,WR-X,3,Isaiah Spencer,SR/TR,85,176899
Mississippi Rebels,offense,WR-Z,1,Darrell Gill Jr.,SR/TR,15,165895
Mississippi Rebels,offense,WR-Z,2,Caleb Cunningham,RS-FR,3,173890
Mississippi Rebels,offense,WR-Z,3,Samari Reed,RS-FR,81,173898
Mississippi Rebels,offense,WR-SL,1,Johntay Cook II,SR/TR,0,160421
Mississippi Rebels,offense,WR-SL,2,Cameron Miller,SO/TR,22,175030
Mississippi Rebels,offense,WR-SL,3,Dillon Alfred,RS-FR,84,173884
Mississippi Rebels,offense,WR-SL,4,Traylon Ray,RS-JR/TR,7,166975
Mississippi Rebels,offense,LT,1,Terez Davis,RS-SO/TR,55,167798
Mississippi Rebels,offense,LT,2,Enoch Wangoy,RS-SO/TR,77,172757
Mississippi Rebels,offense,LG,1,Delano Townsend,RS-JR/TR,51,164606
Mississippi Rebels,offense,LG,2,Troy Everett,RS-SR/TR,50,163543
Mississippi Rebels,offense,C,1,Brycen Sanders,RS-JR,62,160138
Mississippi Rebels,offense,C,2,Joe Koury,RS-SO,69,171075
Mississippi Rebels,offense,C,3,John Wayne Oliver,RS-SO,76,167963
Mississippi Rebels,offense,RG,1,Patrick Kutas,RS-SR/TR,75,156757
Mississippi Rebels,offense,RG,2,Connor Howes,SO,65,173895
Mississippi Rebels,offense,RT,1,Tommy Kinsler IV,RS-JR/TR,61,162147
Mississippi Rebels,offense,RT,2,Carius Curne,SO/TR,57,174081
Mississippi Rebels,offense,TE,1,Luke Hasz,SR/TR,9,160649
Mississippi Rebels,offense,TE,2,Caleb Odom,JR/TR,4,167940
Mississippi Rebels,offense,TE,3,Brady Prieskorn,RS-SO/TR,86,169187
Mississippi Rebels,offense,TE,4,Michael Smith,RS-SO/TR,82,171137
Mississippi Rebels,offense,QB,1,Trinidad Chambliss,RS-SR/TR,6,176154
Mississippi Rebels,offense,QB,2,Deuce Knight,RS-FR/TR,2,173862
Mississippi Rebels,offense,QB,3,AJ Maddox,RS-SO,8,167971
Mississippi Rebels,offense,QB,4,Walker Howard,RS-SR/TR,14,160142
Mississippi Rebels,offense,RB,1,Kewan Lacy,JR/TR,5,171093
Mississippi Rebels,offense,RB,2,Makhi Frazier,JR/TR,25,170295
Mississippi Rebels,offense,RB,3,Joshua Dye,RS-JR/TR,28,166018
Mississippi Rebels,defense,DE,1,Kam Franklin,JR,5,167968
Mississippi Rebels,defense,DE,2,Jonathan Maldonado,RS-SR/TR,17,158269
Mississippi Rebels,defense,DE,3,Jordan Renaud,RS-JR/TR,1,159844
