player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,epa,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,positive_epa_percent,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Jaden Craig,159342,QB,TCU,2,83.6,61,64,10.2,2.71,0,5,7.6,68.8,44,0,15,13.7,72,7,0.14,27,305,26.7,83.8,83.0,64.0,1,0,74,1,44.4,26.7,117.1,5.6,4,4,0,2,4,3,4.1,566,8.8
Alberto Mendoza,188673,QB,GA TECH,2,76.7,60,64,7.0,2.45,1,3,4.3,67.2,43,0,23,6.5,71,3,-0.13,23,176,72.1,70.9,69.3,63.2,0,2,77,0,45.1,30.4,80.1,9.9,7,0,1,2,1,2,2.6,458,7.2
Arch Manning,173162,QB,TEXAS,2,82.3,62,64,8.0,3.3,0,5,7.6,67.2,43,0,15,15.7,74,8,0.29,29,311,55.3,85.8,87.6,58.7,1,2,76,0,54.1,20.0,103.5,4.1,3,7,0,1,5,2,2.6,497,7.8
Byrum Brown,156206,QB,AUBURN,2,73.0,63,64,9.7,3.25,1,1,1.5,68.8,44,0,21,4.3,80,2,0.09,27,115,75.7,78.5,69.9,74.0,0,3,83,0,47.5,42.9,81.8,11.3,9,7,0,0,2,2,2.4,485,7.6
Keldric Luster,175287,QB,BALL ST,2,72.1,61,64,8.0,2.81,1,1,1.5,68.8,44,0,26,0.0,77,0,-0.08,21,117,74.4,68.0,65.3,67.3,0,2,83,1,37.2,19.2,84.6,6.5,5,7,0,2,3,2,2.4,347,5.4
Mason McKenzie,207982,QB,BOSTON COL,2,63.8,58,64,10.0,3.39,0,1,1.4,56.3,36,0,34,2.7,88,1,0.02,28,121,56.2,58.0,51.3,67.8,1,3,93,1,46.6,14.7,70.7,5.7,5,19,0,5,2,4,4.3,474,7.4
Ethan Grunkemeyer,183606,QB,VA TECH,2,83.3,60,63,7.0,2.55,1,0,0.0,76.2,48,0,16,4.0,65,2,0.37,22,337,72.0,73.6,68.2,77.4,0,0,66,1,47.7,12.5,123.2,3.1,2,0,0,2,4,0,0.0,551,8.7
Deuce Bailey,198907,QB,COAST CAR,2,67.3,55,63,12.5,3.43,3,4,5.8,52.4,33,0,37,10.8,77,4,0.23,27,141,48.2,78.1,75.2,69.1,0,0,83,1,45.5,13.5,114.9,6.5,5,8,0,5,6,2,2.4,566,9.0
Hauss Hejny,183824,QB,COLO STATE,2,72.6,62,63,9.0,2.62,0,4,6.1,65.1,41,0,19,8.9,68,4,0.36,23,144,73.4,81.5,73.2,74.1,1,1,72,0,48.5,5.3,125.2,1.5,1,4,0,0,9,2,2.8,543,8.6
Trinidad Chambliss,178723,QB,OLE MISS,2,77.2,57,62,7.6,2.57,1,3,4.7,69.4,43,0,14,2.3,69,1,0.31,26,226,49.3,83.6,86.0,59.7,1,1,72,0,53.6,7.1,117.8,1.4,1,5,1,2,5,2,2.8,562,9.1
Elijah Holmes,215228,QB,BUFFALO,2,70.2,57,62,8.0,2.24,1,2,3.1,56.5,35,0,13,12.5,69,5,-0.2,18,126,72.4,78.9,82.1,56.2,2,0,72,1,34.8,15.4,82.3,2.9,2,5,0,2,3,0,0.0,253,4.1
Nick Minicucci,173617,QB,DELAWARE,2,64.3,56,62,10.2,2.72,0,1,1.5,50.0,31,0,30,13.9,74,5,0.06,24,151,49.0,60.5,59.2,61.3,2,3,78,0,43.2,20.0,74.1,8.1,6,6,0,4,3,3,3.8,512,8.3
Cole Gonzales,159939,QB,CHARLOTTE,2,73.8,61,62,7.5,2.5,0,5,7.6,67.7,42,0,17,6.7,66,3,0.03,22,136,72.5,76.8,80.5,55.8,0,3,71,1,47.0,5.9,84.7,1.5,1,3,0,1,3,2,2.8,450,7.3
Jackson Sharman,178252,QB,SACRAMENTO,2,61.8,55,61,11.9,2.71,4,3,4.6,54.1,33,0,15,2.9,64,1,-0.08,13,279,45.7,52.4,57.9,35.0,0,2,68,1,42.2,6.7,82.7,1.6,1,2,0,2,4,1,1.5,400,6.6
Cutter Boley,184630,QB,ARIZONA ST,2,80.7,57,61,6.6,2.53,0,5,7.9,68.9,42,0,20,8.7,67,4,0.18,25,110,72.1,90.2,90.0,69.4,3,2,69,1,53.7,10.0,128.8,3.0,2,4,0,1,8,0,0.0,636,10.4
Will Hammond,184898,QB,TEXAS TECH,2,81.0,58,60,7.1,2.7,2,2,3.2,76.7,46,0,8,2.1,68,1,0.22,25,315,27.6,64.4,64.0,57.5,0,1,72,0,52.9,50.0,104.0,5.9,4,3,0,0,2,3,4.2,487,8.1
Noah Fifita,158722,QB,ARIZONA,2,79.7,59,60,7.3,2.9,0,1,1.6,75.0,45,0,16,4.3,72,2,0.21,25,109,72.3,74.2,67.7,74.9,0,1,75,0,59.7,31.3,108.5,6.9,5,6,0,1,3,1,1.3,492,8.2
Kenny Minchey,171091,QB,KENTUCKY,2,71.2,52,59,8.3,2.64,1,0,0.0,61.0,36,0,16,2.7,64,1,0.04,22,202,45.8,47.3,47.4,52.4,1,1,66,0,43.8,25.0,105.7,6.3,4,1,1,4,5,3,4.5,447,7.6
Bishop Davenport,163426,QB,S ALABAMA,2,72.4,58,59,8.8,2.71,1,2,3.0,67.8,40,0,10,4.8,69,2,0.33,25,288,51.9,73.0,71.0,65.1,0,0,77,0,49.3,30.0,107.2,4.3,3,7,0,0,3,0,0.0,449,7.6
Gio Lopez,172309,QB,WAKE,2,71.7,53,58,9.8,2.94,0,0,0.0,62.1,36,0,21,5.3,66,2,0.53,25,339,74.2,78.3,68.0,80.1,3,0,70,0,54.5,9.5,118.0,3.0,2,6,0,2,4,0,0.0,573,9.9
Rickie Collins,172474,QB,KENNESAW,2,75.9,54,58,7.9,2.85,0,3,4.8,69.0,40,0,28,2.4,68,1,0.02,23,200,50.5,76.1,73.7,67.3,1,1,75,0,50.0,17.9,94.8,7.4,5,5,0,3,2,3,4.0,431,7.4
Maddux Madsen,163379,QB,BOISE ST,2,61.1,54,57,7.8,2.65,0,3,5.0,56.1,32,0,22,3.0,64,1,0.12,18,120,71.8,76.3,75.6,62.0,2,0,67,1,48.4,13.6,101.6,4.7,3,4,0,1,4,0,0.0,402,7.1
Anthony Colandrea,170131,QB,NEBRASKA,2,82.0,50,57,8.2,2.59,4,3,5.2,66.7,38,0,17,7.3,63,3,0.42,26,238,72.3,91.5,85.7,88.4,0,1,65,1,52.4,17.6,126.2,4.8,3,3,0,3,7,0,0.0,497,8.7
Julian Sayin,183708,QB,OHIO STATE,2,72.7,55,57,12.3,3.08,0,2,3.4,66.7,38,0,19,5.0,65,2,0.49,31,260,70.6,85.6,85.8,57.6,0,1,67,0,58.5,21.1,117.4,6.2,4,3,0,2,4,1,1.5,598,10.5
Kamario Taylor,198868,QB,MISS STATE,2,72.7,55,56,10.3,2.93,1,2,3.2,67.9,38,0,12,5.0,69,2,0.57,35,227,45.2,75.4,71.3,69.5,0,0,75,0,58.0,8.3,141.4,1.4,1,12,0,0,7,2,2.7,581,10.4
Marcel Reed,175940,QB,TEXAS A&M,2,75.0,52,55,9.9,3.17,1,3,4.8,65.5,36,0,18,7.7,67,3,0.16,26,312,72.0,70.4,70.2,60.4,0,1,74,0,49.3,22.2,109.4,6.0,4,8,0,2,5,2,2.7,396,7.2
Avery Johnson,173108,QB,KANSAS ST,2,75.9,54,55,9.9,3.0,0,0,0.0,67.3,37,0,6,9.8,62,4,0.3,26,199,71.9,59.9,55.5,66.2,1,2,63,0,58.1,0.0,109.0,0.0,0,7,0,0,6,3,4.8,391,7.1
Tayven Jackson,157615,QB,N TEXAS,2,77.6,49,54,7.4,2.8,0,4,6.9,68.5,37,0,14,2.6,60,1,0.15,23,251,72.5,89.5,89.3,69.1,2,1,64,1,50.0,21.4,95.4,5.0,3,3,0,3,2,1,1.6,409,7.6
Rodney Tisdale Jr.,188754,QB,W KENTUCKY,2,63.3,49,54,7.0,2.6,0,0,0.0,55.6,30,0,17,3.2,66,1,-0.2,13,346,21.9,33.6,41.5,35.3,2,1,69,0,36.4,23.5,58.7,6.1,4,7,0,3,0,4,5.8,234,4.3
Keelon Russell,198077,QB,ALABAMA,2,76.1,46,54,9.2,3.14,3,1,1.6,63.0,34,0,21,2.9,67,1,0.22,26,103,50.4,74.7,70.4,72.4,2,2,77,4,55.9,19.0,79.6,6.0,4,9,0,3,1,3,3.9,444,8.2
Mitch Griffis,123386,QB,E CAROLINA,2,69.4,49,54,10.2,2.67,2,2,3.7,59.3,32,0,21,5.9,60,2,-0.26,14,156,49.0,57.9,51.3,70.6,0,2,60,0,38.3,19.0,83.7,6.7,4,2,0,3,3,5,8.3,378,7.0
DJ Lagway,184426,QB,BAYLOR,1,58.0,50,54,11.1,2.17,2,5,8.8,50.0,27,0,15,6.9,56,2,0.12,18,118,25.7,68.4,75.2,28.3,1,1,59,0,42.9,13.3,74.1,3.6,2,0,0,1,2,2,3.4,333,6.2
Alessio Milivojevic,183542,QB,MICH STATE,2,75.5,53,54,9.2,2.84,0,4,7.3,70.4,38,0,14,5.0,65,2,0.28,22,223,72.1,84.9,88.3,58.9,0,0,68,0,53.8,35.7,111.4,7.7,5,6,0,1,3,0,0.0,417,7.7
Katin Houser,158386,QB,ILLINOIS,2,81.6,49,53,9.5,2.63,0,2,3.4,69.8,37,0,9,7.5,59,3,0.43,25,187,70.8,77.5,79.2,56.8,0,1,64,0,66.1,0.0,125.7,0.0,0,6,1,3,6,1,1.6,453,8.5
Baylor Hayes,192135,QB,TULSA,2,74.5,51,53,9.1,2.58,0,1,1.7,62.3,33,0,13,13.2,63,5,0.03,16,320,73.0,50.8,53.1,51.4,2,1,71,0,38.1,15.4,80.3,3.2,2,8,0,0,1,3,4.2,355,6.7
Brad Jackson,184354,QB,TEXAS ST,2,68.8,48,53,8.6,2.35,2,2,3.6,60.4,32,0,11,3.0,57,1,-0.03,20,314,29.2,61.9,59.3,62.8,1,3,60,0,49.1,9.1,61.8,1.8,1,3,0,2,1,3,5.0,340,6.4
Cibastian Broughton,199586,QB,AKRON,2,86.5,52,53,3.2,3.07,0,2,3.8,83.0,44,0,18,2.2,72,1,0.13,19,102,73.5,69.9,66.7,65.7,0,0,72,1,48.6,27.8,118.9,6.9,5,14,0,1,4,3,4.2,344,6.5
Malachi Singleton,172426,QB,APP STATE,2,88.0,50,52,6.7,2.74,1,1,1.9,80.8,42,0,15,4.5,58,2,0.53,30,108,50.2,85.7,81.8,72.5,0,0,61,0,60.3,26.7,130.6,6.9,4,2,0,1,3,1,1.6,558,10.7
Kevin Jennings,158272,QB,SMU,2,80.0,50,52,8.6,2.8,0,2,3.7,76.9,40,0,11,0.0,58,0,1.0,28,287,70.9,84.7,83.5,66.1,0,2,60,0,69.0,9.1,141.8,1.7,1,5,0,2,8,4,6.7,767,14.8
Colton Joseph,172283,QB,WISCONSIN,2,61.5,52,52,7.6,2.35,0,1,1.9,59.6,31,0,13,3.1,55,1,-0.07,16,349,73.7,63.8,63.0,58.8,0,1,57,0,41.8,15.4,87.8,3.6,2,1,0,0,2,2,3.6,390,7.5
Ethan Hampton,145858,QB,SO MISS,2,75.0,48,51,4.9,2.35,0,0,0.0,60.8,31,0,16,13.9,56,5,-0.18,18,296,70.9,62.3,63.7,53.3,0,3,60,1,44.6,6.3,67.9,1.8,1,4,0,3,2,1,1.7,326,6.4
Lincoln Kienholz,170256,QB,LOUISVILLE,2,75.0,48,51,8.1,2.85,1,3,5.5,66.7,34,0,15,5.6,59,2,0.53,21,210,73.8,69.5,64.7,72.2,0,0,63,2,50.8,20.0,135.9,5.1,3,5,1,1,4,2,3.2,639,12.5
Goose Crowder,144781,QB,TROY,2,68.2,44,51,12.0,2.71,3,2,3.8,51.0,26,0,21,13.3,58,4,0.14,17,318,48.2,85.9,82.0,73.8,1,0,60,0,39.7,23.8,100.6,8.6,5,2,0,3,4,1,1.7,366,7.2
Julian Lewis,198304,QB,COLORADO,2,79.5,44,50,10.2,2.77,2,2,3.8,62.0,31,0,14,11.4,55,4,0.26,19,143,25.9,73.0,72.0,60.6,2,0,58,0,43.6,35.7,127.9,9.1,5,0,0,2,5,2,3.4,490,9.8
Hank Brown,172439,QB,IOWA,2,69.4,49,50,9.3,2.49,1,1,1.9,66.0,33,0,9,2.9,53,1,0.09,18,192,72.3,63.6,60.6,64.9,0,0,55,0,47.2,0.0,90.4,0.0,0,3,0,0,1,1,1.8,320,6.4
Ashton Daniels,157259,QB,FLORIDA ST,2,69.8,43,50,9.6,3.57,1,2,3.8,58.0,29,0,24,3.3,63,1,0.14,20,167,74.3,65.1,62.9,62.8,1,1,65,0,39.7,16.7,82.7,6.3,4,9,0,5,2,1,1.5,327,6.5
John Mateer,158516,QB,OKLAHOMA,2,59.6,47,50,10.1,2.79,2,2,3.8,56.0,28,0,19,0.0,58,0,0.1,20,261,72.8,63.9,58.1,69.0,0,1,62,0,37.9,15.8,101.6,5.2,3,5,0,1,4,2,3.2,414,8.3
Alonza Barnett III,156710,QB,UCF,2,73.3,45,50,7.7,2.83,2,2,3.7,62.0,31,0,23,6.1,63,2,-0.15,17,323,27.8,54.1,50.4,65.8,0,1,68,1,41.3,17.4,87.4,6.3,4,9,0,3,2,3,4.4,344,6.9
Isaiah Marshall,183809,QB,KANSAS,2,58.3,48,49,12.5,3.19,0,6,11.5,55.1,27,0,26,3.6,59,1,0.06,23,198,25.3,59.4,64.0,49.8,1,2,63,0,45.8,15.4,93.4,6.8,4,6,0,0,4,4,6.3,414,8.4
CJ Carr,184093,QB,NOTRE DAME,2,84.4,45,49,8.9,2.27,1,3,5.8,71.4,35,0,9,7.9,50,3,0.48,23,258,70.2,91.2,91.0,60.0,1,0,53,0,60.0,11.1,143.0,2.0,1,0,0,2,6,0,0.0,492,10.0
Austin Simmons,175891,QB,MISSOURI,2,87.0,46,48,12.3,2.47,1,2,4.2,75.0,36,0,5,10.0,51,4,0.77,25,229,70.5,92.3,92.8,53.6,1,0,51,0,56.9,20.0,151.4,2.0,1,2,0,0,7,1,2.0,544,11.3
Walker Eget,146170,QB,DUKE,2,75.6,41,48,8.1,2.4,3,2,4.0,58.3,28,0,11,9.7,50,3,0.13,17,154,70.8,67.2,65.5,60.8,2,0,53,0,46.0,9.1,100.8,2.0,1,0,1,1,3,0,0.0,337,7.0
Billy Edwards Jr.,144185,QB,N CAROLINA,2,72.3,47,48,9.8,2.77,0,1,2.0,64.6,31,0,13,8.8,55,3,0.35,25,245,70.7,73.0,71.4,68.3,0,0,56,1,54.5,38.5,111.1,9.1,5,2,0,1,2,1,1.8,476,9.9
Michael Van Buren Jr.,184764,QB,USF,2,80.4,46,48,10.8,2.53,0,3,6.1,62.5,30,0,14,18.9,54,7,0.26,20,327,72.9,90.7,91.6,61.2,0,0,55,0,53.7,7.1,97.5,1.9,1,4,0,2,2,0,0.0,339,7.1
Kalieb Osborne,184132,QB,UCONN,2,75.0,44,47,11.7,2.82,1,5,9.6,61.7,29,0,25,12.1,59,4,0.2,24,146,72.8,92.9,88.8,90.6,1,1,64,0,50.8,20.0,110.3,8.5,5,7,0,1,4,1,1.6,421,9.0
Ryder Burton,175011,QB,UAB,2,65.9,44,47,11.0,3.19,0,2,4.1,55.3,26,0,33,10.3,61,3,0.09,20,321,73.1,66.3,59.8,68.7,1,2,64,0,47.5,12.1,74.2,6.6,4,10,0,2,2,3,4.7,334,7.1
David McComb,198587,QB,MIAMI OH,2,69.0,42,47,10.9,2.17,1,2,4.0,61.7,29,0,12,0.0,49,0,0.44,20,221,70.9,72.7,70.8,65.4,0,0,52,1,49.0,8.3,124.0,2.0,1,1,0,4,4,1,1.9,475,10.1
Trey Owens,184514,QB,ARK STATE,2,82.2,45,47,8.3,2.85,0,3,6.0,72.3,34,0,11,8.1,55,3,0.04,19,113,44.8,78.5,71.8,77.5,0,4,58,0,50.9,45.5,89.0,9.1,5,3,0,2,3,3,5.2,460,9.8
Jay Kastantin,215229,QB,BOWL GREEN,2,86.0,43,46,4.6,2.99,1,1,2.0,73.9,34,0,17,8.1,50,3,0.04,20,122,27.3,48.1,49.3,51.8,0,1,55,1,50.0,11.8,93.2,4.0,2,2,0,2,1,6,10.9,346,7.5
Dru DeShields,176094,QB,KENT STATE,2,72.1,43,46,7.8,2.57,2,4,8.2,60.9,28,0,19,9.7,52,3,-0.05,15,201,72.6,79.6,69.8,79.8,1,2,55,0,42.3,5.3,70.6,1.9,1,5,0,0,1,2,3.6,316,6.9
Bear Bachmeier,203434,QB,BYU,2,77.3,44,46,8.3,2.54,1,1,2.1,69.6,32,0,11,5.9,50,2,0.34,19,128,72.8,83.1,68.7,90.7,0,0,51,1,58.0,18.2,137.2,4.0,2,2,0,1,6,1,2.0,415,9.0
LaNorris Sellers,174326,QB,S CAROLINA,2,82.6,46,46,8.6,2.43,0,2,4.1,63.0,29,0,14,23.7,51,9,0.32,19,289,71.3,86.9,76.3,87.2,0,1,56,0,51.0,14.3,100.5,3.9,2,3,0,0,3,1,1.8,366,8.0
Carson Conklin,170765,QB,SACRAMENTO,1,62.5,40,46,7.4,2.7,1,2,4.1,54.3,25,0,15,0.0,48,0,-0.35,9,279,26.5,66.5,65.7,60.0,2,1,51,1,39.6,13.3,58.4,4.2,2,0,0,3,0,2,3.9,222,4.8
Darian Mensah,169984,QB,MIAMI FL,2,93.2,44,45,10.6,2.47,0,4,8.7,91.1,41,0,8,0.0,48,0,1.19,31,220,70.0,94.4,94.1,67.1,1,0,49,0,89.6,0.0,158.3,0.0,0,3,0,0,8,0,0.0,653,14.5
Caden Pinnick,185116,QB,WASH STATE,2,71.4,42,45,6.6,3.19,1,1,2.1,55.6,25,0,30,16.7,60,5,-0.22,17,341,29.4,78.2,80.4,64.6,1,2,63,1,40.0,23.3,49.0,11.7,7,8,0,1,0,1,1.6,207,4.6
Deshawn Purdie,184271,QB,LIBERTY,2,58.1,43,45,12.3,3.07,0,5,10.2,51.1,23,0,14,8.0,52,2,-0.06,14,206,44.9,70.9,77.5,44.6,1,0,56,1,40.4,28.6,92.1,7.7,4,3,0,1,2,2,3.6,352,7.8
Tyler Hughes,159218,QB,WYOMING,2,77.5,40,45,7.8,3.06,1,2,4.3,66.7,30,0,22,3.2,54,1,-0.24,15,351,49.1,59.9,59.7,60.4,1,3,55,1,48.1,13.6,70.5,5.6,3,6,0,3,2,2,3.6,279,6.2
Nico Iamaleava,174728,QB,UCLA,2,75.0,40,45,8.8,2.81,4,3,6.3,62.2,28,0,17,6.7,56,2,-0.15,16,324,50.9,62.7,57.1,66.1,0,2,59,1,42.9,23.5,66.3,7.1,4,7,1,0,0,3,5.1,333,7.4
John Alan Richter,156999,QB,TOLEDO,2,69.0,42,45,10.4,2.56,1,2,3.9,60.0,27,0,15,6.9,48,2,0.36,19,316,70.3,68.1,70.8,52.7,0,1,54,2,50.0,6.7,121.3,2.1,1,2,0,2,5,3,5.6,448,10.0
Rocco Becht,157567,QB,PENN STATE,2,83.7,43,44,10.0,2.6,1,4,8.7,77.3,34,0,9,5.6,50,2,0.66,23,266,70.2,90.7,92.0,53.6,0,0,52,1,56.0,22.2,157.1,4.0,2,4,0,0,7,0,0.0,539,12.3
Lunch Winfield,176367,QB,LA LAFAYET,2,78.0,41,44,6.6,2.64,1,2,4.3,72.7,32,0,20,0.0,51,0,0.49,23,207,58.0,85.5,72.0,82.1,0,2,55,0,56.9,5.0,90.1,2.0,1,6,0,2,1,1,1.8,409,9.3
