player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,epa,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,positive_epa_percent,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Jayden Mandal,173516,QB,FRESNO ST,2,86.5,37,43,6.1,2.62,0,3,6.4,69.8,30,0,21,6.3,50,2,0.09,18,169,44.0,66.1,60.5,60.8,0,1,54,1,54.0,19.0,104.1,8.0,4,3,1,5,2,2,3.7,393,9.1
Devon Dampier,171556,QB,UTAH,2,76.2,42,43,10.7,2.7,0,2,4.5,72.1,31,0,12,3.1,48,1,0.48,28,328,48.5,80.9,86.1,60.9,0,1,49,3,66.7,0.0,133.6,0.0,0,5,0,1,5,0,0.0,437,10.2
Kadin Semonza,174001,QB,TULANE,2,71.1,38,43,11.2,2.91,1,3,6.4,58.1,25,0,17,7.4,50,2,-0.06,13,319,45.1,69.1,74.9,47.8,2,0,54,0,34.0,23.5,92.4,8.0,4,3,0,2,1,1,1.9,352,8.2
Cameran Brown,184894,QB,GA STATE,2,74.4,43,43,8.7,2.4,0,4,8.9,72.1,31,0,5,3.1,47,1,0.7,21,175,73.0,90.5,91.3,62.6,0,1,49,0,61.7,0.0,110.9,0.0,0,4,0,0,2,1,2.0,443,10.3
Conner Weigman,158683,QB,HOUSTON,2,78.6,42,42,9.5,2.57,0,1,2.1,69.0,29,0,11,12.1,46,4,0.54,19,182,72.2,75.3,69.4,74.2,0,1,51,0,58.7,9.1,123.6,2.2,1,3,0,0,4,0,0.0,425,10.1
Aaron Philo,183222,QB,FLORIDA,2,82.9,41,42,9.1,2.57,1,2,4.5,76.2,32,0,9,5.9,47,2,0.69,23,163,71.1,76.1,74.9,66.7,0,1,50,0,59.6,11.1,146.5,2.1,1,4,0,0,5,0,0.0,517,12.3
Grady Brosterhous,156379,QB,UTAH ST,2,61.5,39,42,11.4,3.2,0,0,0.0,52.4,22,0,20,8.3,59,2,-0.02,16,329,74.3,47.7,39.3,64.7,0,4,62,0,44.1,30.0,48.1,10.2,6,11,1,2,2,7,11.3,263,6.3
Broc Lowry,173383,QB,W MICHIGAN,2,81.1,37,41,8.3,2.69,0,3,6.7,70.7,29,0,15,3.3,46,1,-0.05,12,347,74.6,67.2,67.6,60.5,1,0,51,0,43.5,13.3,116.0,4.3,2,2,0,3,3,1,2.0,301,7.3
Taron Dickens,177946,QB,N ILLINOIS,2,82.5,40,41,6.8,2.4,0,1,2.2,75.6,31,0,18,6.1,52,2,-0.31,13,254,39.9,52.8,59.0,33.7,1,2,56,0,42.3,50.0,82.3,17.3,9,2,0,0,1,3,5.4,289,7.0
Bryce Underwood,198795,QB,MICHIGAN,2,56.8,37,40,12.2,2.88,1,1,2.3,52.5,21,0,12,0.0,46,0,-0.08,12,222,24.1,53.4,45.0,66.6,0,1,49,1,37.0,25.0,73.0,6.5,3,3,1,1,1,5,10.2,281,7.0
CJ Bailey,183349,QB,NC STATE,2,70.3,37,40,11.9,3.02,2,1,2.2,62.5,25,0,16,3.8,49,1,0.19,17,248,46.1,64.0,64.6,59.0,0,1,55,0,51.0,18.8,90.1,6.1,3,6,0,1,1,2,3.6,365,9.1
JC French IV,162521,QB,CINCINNATI,2,86.8,38,38,6.2,2.85,0,3,7.1,81.6,31,0,7,6.1,48,2,0.3,21,138,72.8,88.1,89.7,67.3,0,0,52,0,62.5,14.3,128.3,2.1,1,9,0,0,3,0,0.0,322,8.5
Faizon Brandon,215605,QB,TENNESSEE,2,76.5,34,38,10.2,2.71,3,2,5.0,60.5,23,0,9,11.5,47,3,0.55,20,307,71.8,80.5,72.2,76.0,0,0,51,0,53.2,22.2,133.1,4.3,2,7,0,1,5,0,0.0,374,9.8
Skyler Locklear,164027,QB,MO STATE,2,69.4,36,37,8.3,2.6,1,3,7.5,67.6,25,0,17,0.0,40,0,0.02,9,230,38.4,62.5,62.2,58.4,0,0,44,0,36.6,11.8,99.8,5.0,2,1,0,0,1,1,2.3,288,7.8
Nick Poulos,188474,QB,OHIO,2,54.8,31,36,13.6,2.92,2,1,2.6,44.4,16,0,14,5.9,45,1,0.03,11,259,40.4,63.4,57.4,68.2,3,0,47,0,40.0,14.3,69.2,4.4,2,7,0,0,1,1,2.1,180,5.0
Blake Baker,170448,QB,LA TECH,2,71.9,32,36,8.8,2.87,1,2,5.3,61.1,22,0,21,4.3,46,1,-0.19,10,208,40.8,53.9,59.0,45.8,0,1,50,0,34.8,33.3,119.8,15.2,7,3,0,3,4,3,6.0,357,9.9
Nate Bennett,184815,QB,BAYLOR,1,67.6,34,36,10.6,2.65,0,2,5.6,63.9,23,0,5,0.0,37,0,0.16,14,118,69.3,65.1,59.6,66.7,1,2,38,0,50.0,20.0,85.5,2.7,1,0,1,0,2,3,8.1,301,8.4
AJ Surace,184666,QB,RUTGERS,2,71.4,35,36,10.4,2.67,1,2,5.4,66.7,24,0,12,4.0,41,1,0.27,16,278,70.4,70.7,73.2,51.8,0,4,42,0,53.7,33.3,90.9,9.8,4,1,0,0,4,3,7.1,309,8.6
Jaylen Raynor,172203,QB,IOWA STATE,2,61.3,31,35,14.8,3.12,2,3,7.9,51.4,18,0,9,5.3,41,1,0.22,14,193,72.6,65.0,59.9,67.2,0,0,44,0,39.0,22.2,109.3,4.9,2,4,0,2,3,2,4.5,301,8.6
Jayden Denegal,158533,QB,S DIEGO ST,2,60.0,30,34,11.9,2.83,0,3,7.0,52.9,18,0,8,0.0,39,0,-0.14,9,284,69.9,63.6,57.9,69.0,1,2,48,0,38.5,25.0,73.4,5.1,2,3,0,3,3,3,6.3,182,5.4
Tait Reynolds,213354,QB,CLEMSON,2,67.7,31,34,10.1,2.77,1,0,0.0,58.8,20,0,15,4.8,46,1,-0.22,12,140,26.3,46.3,54.2,46.3,0,0,50,1,39.1,40.0,75.6,13.0,6,6,1,1,0,1,2.0,200,5.9
William Watson III,174771,QB,UMASS,2,90.6,32,33,10.4,3.31,0,3,8.8,84.8,28,0,14,3.4,41,1,0.67,18,216,71.5,92.0,90.8,76.9,1,0,42,0,61.0,7.1,150.3,2.4,1,7,0,0,4,1,2.4,349,10.6
Quinn Henicle,190064,QB,DOMINION,2,80.0,30,33,11.6,2.89,1,4,11.4,66.7,22,0,17,8.3,47,2,0.12,14,263,29.5,80.4,64.4,84.8,1,1,49,1,42.6,52.9,117.0,19.1,9,5,0,1,3,3,6.1,330,10.0
Carlos Del Rio-Wilson,146687,QB,MARSHALL,2,80.0,30,33,4.7,2.43,0,0,0.0,72.7,24,0,14,0.0,36,0,-0.2,8,214,44.9,67.9,60.7,69.1,1,0,41,0,41.7,7.1,97.3,2.8,1,2,0,2,1,0,0.0,194,5.9
Gunner Stockton,157072,QB,GEORGIA,2,90.6,32,32,6.6,2.34,0,2,6.1,87.5,28,0,7,3.4,33,1,1.03,20,173,68.5,85.3,86.4,57.3,0,0,34,0,78.8,0.0,158.3,0.0,0,1,0,0,8,0,0.0,436,13.6
Jared Curtis,215600,QB,VANDERBILT,2,82.8,29,32,11.5,2.87,0,4,12.5,65.6,21,0,17,12.5,35,3,0.12,12,333,29.1,79.9,82.6,66.7,2,0,35,3,51.4,11.8,102.3,5.7,2,1,0,1,1,0,0.0,270,8.4
EJ Colson Jr.,190335,QB,UTEP,2,71.9,32,32,10.3,2.96,0,1,2.9,62.5,20,0,19,13.0,43,3,0.3,13,330,74.8,66.6,58.8,69.2,0,0,46,0,48.8,21.1,123.3,9.3,4,7,0,0,3,3,6.5,291,9.1
McCae Hillstead,174761,QB,UTAH ST,1,51.7,29,31,12.2,2.88,0,2,5.7,48.4,15,0,9,0.0,38,0,-0.05,14,329,70.0,46.9,44.4,59.9,0,3,42,0,50.0,22.2,48.3,5.3,2,5,1,1,2,4,9.5,178,5.7
Dylan Lonergan,172386,QB,RUTGERS,1,60.7,28,30,12.0,2.69,0,0,0.0,53.3,16,0,11,5.9,33,1,-0.27,9,278,32.1,28.4,27.8,60.6,1,3,34,1,39.4,27.3,62.8,9.1,3,0,0,1,2,5,14.7,242,8.1
Austin Carlisle,199711,QB,LA MONROE,2,69.2,26,30,3.1,2.73,1,0,0.0,53.3,16,0,11,11.1,39,2,0.13,11,209,74.5,76.0,51.9,83.7,0,1,40,0,51.3,18.2,61.7,5.1,2,7,1,2,1,1,2.5,129,4.3
Josh Hoover,127148,QB,INDIANA,2,73.1,26,27,15.1,2.77,0,2,7.4,70.4,19,0,5,0.0,32,0,1.07,17,190,26.6,81.8,81.2,63.6,0,0,33,0,65.6,40.0,152.4,6.3,2,3,0,1,8,1,3.0,377,14.0
Jason Wright,198203,QB,BUFFALO,1,68.2,22,27,15.3,2.41,1,5,16.7,48.1,13,1,12,13.3,29,2,0.14,8,126,28.8,82.7,81.4,63.8,1,1,33,1,31.0,16.7,81.1,6.9,2,0,0,3,2,3,9.1,192,7.1
Luke Moga,184857,QB,NEW MEXICO,2,65.4,26,27,12.1,2.68,0,0,0.0,63.0,17,0,4,0.0,29,0,0.17,9,241,68.8,72.5,76.0,57.4,0,0,30,1,48.3,0.0,122.1,0.0,0,2,0,1,3,0,0.0,198,7.3
Camden Coleman,170901,QB,JAMES MAD,2,80.0,25,26,9.3,2.49,0,0,0.0,61.5,16,0,4,20.0,29,4,0.25,11,197,68.8,61.9,58.0,67.7,1,0,31,0,55.2,25.0,102.6,3.4,1,2,0,0,1,2,6.5,227,8.7
Beau Pribula,164182,QB,VIRGINIA,2,84.0,25,25,10.1,3.14,0,1,4.0,84.0,21,0,8,0.0,30,0,0.36,12,335,73.3,91.4,90.7,74.8,0,1,30,1,63.3,25.0,141.7,6.7,2,3,0,0,5,0,0.0,317,12.7
Blaze Berlowitz,171066,QB,VANDERBILT,2,70.8,24,25,9.2,2.99,0,0,0.0,56.0,14,0,10,17.6,30,3,-0.02,12,333,23.0,47.1,58.2,43.2,0,0,31,0,53.3,0.0,78.4,0.0,0,5,0,1,0,1,3.2,178,7.1
Aidan Chiles,173727,QB,NWESTERN,1,65.2,23,24,11.0,3.31,0,0,0.0,58.3,14,0,11,6.7,28,1,0.14,12,256,70.2,71.5,65.9,70.2,0,0,29,0,46.4,18.2,112.0,7.1,2,2,0,1,1,1,3.4,273,11.4
Christopher Vizzina,170032,QB,CLEMSON,2,65.2,23,23,8.2,2.16,0,0,0.0,60.9,14,0,10,6.7,24,1,-0.51,4,140,70.0,28.8,27.6,61.3,0,2,25,0,25.0,10.0,49.4,4.2,1,0,0,0,1,4,16.0,101,4.4
Brock Glenn,170335,QB,W KENTUCKY,1,68.2,22,23,4.8,2.46,1,0,0.0,52.2,12,0,8,20.0,25,3,-0.46,6,346,40.1,60.4,53.3,65.6,0,1,26,0,32.0,12.5,57.2,4.0,1,1,0,0,1,1,3.8,84,3.7
Jaxon Smolik,170299,QB,TEMPLE,2,75.0,20,22,4.0,3.21,0,1,4.2,63.6,14,0,13,6.7,32,1,-0.37,10,306,19.3,48.4,38.6,66.4,0,1,36,0,37.5,30.8,73.3,12.5,4,6,0,2,1,3,8.3,116,5.3
Michael Hawkins Jr.,184595,QB,W VIRGINIA,2,80.0,20,21,12.1,2.36,1,2,9.1,76.2,16,0,8,0.0,23,0,0.61,10,343,51.1,89.0,86.6,73.2,0,0,24,0,52.2,12.5,157.2,4.3,1,0,0,0,3,1,4.2,287,13.7
Angel Flores,164493,QB,C MICHIGAN,2,77.8,18,20,10.0,2.67,2,1,5.0,50.0,10,0,14,28.6,27,4,-0.55,5,134,77.1,73.9,60.1,72.8,0,2,27,0,25.9,28.6,19.0,14.8,4,3,0,0,0,1,3.7,71,3.6
AJ Bianco,158232,QB,NEVADA,1,70.0,20,20,11.0,3.37,0,0,0.0,60.0,12,0,6,14.3,24,2,-0.2,7,239,68.9,73.9,75.6,63.9,0,1,25,1,37.5,0.0,72.1,0.0,0,4,0,0,1,0,0.0,116,5.8
Cale Hellums,170981,QB,ARMY,2,72.2,18,19,12.4,2.94,0,1,5.0,68.4,13,0,5,0.0,23,0,0.09,6,114,75.9,84.3,80.9,71.8,0,0,25,0,52.2,20.0,124.5,4.3,1,3,0,1,2,0,0.0,138,7.3
Jacurri Brown,156344,QB,RICE,2,72.2,18,18,8.3,2.58,0,1,5.3,61.1,11,0,6,15.4,23,2,0.02,8,275,21.0,61.8,69.5,55.6,0,0,24,0,39.1,16.7,90.5,4.3,1,4,0,0,1,0,0.0,82,4.6
Ryan Puglisi,184571,QB,GEORGIA,2,72.2,18,18,10.4,2.54,0,0,0.0,50.0,9,0,4,30.8,19,4,-0.14,6,173,24.3,79.4,72.1,74.3,0,0,19,0,42.1,0.0,91.9,0.0,0,1,0,0,1,2,10.5,128,7.1
Toa Fa'avae,200292,QB,NEW MEXICO,2,47.1,17,17,14.5,3.14,0,1,4.2,41.2,7,0,12,12.5,25,1,0.01,6,241,69.9,62.4,54.7,70.5,0,0,33,0,46.2,25.0,90.1,12.0,3,5,0,0,1,3,9.4,139,8.2
Braxton Woodson,175276,QB,NAVY,2,56.3,16,17,11.4,2.9,0,0,0.0,35.3,6,0,6,33.3,24,3,0.01,7,237,77.5,78.7,45.0,83.7,0,1,24,2,45.8,16.7,23.7,4.2,1,5,0,1,0,2,8.3,68,4.0
Tramell Jones Jr.,200122,QB,FLORIDA,2,86.7,15,16,6.2,2.37,0,0,0.0,75.0,12,0,5,7.7,17,1,0.15,8,163,67.6,71.4,72.3,59.4,1,0,18,0,47.1,20.0,118.2,5.9,1,0,0,0,1,0,0.0,126,7.9
Aidan Armenta,175731,QB,LA MONROE,1,81.3,16,16,3.6,2.68,0,0,0.0,62.5,10,0,4,23.1,20,3,-0.18,3,209,33.1,64.6,59.0,66.6,0,0,20,0,50.0,25.0,71.6,5.0,1,3,0,0,0,0,0.0,67,4.2
Luke Duncan,173972,QB,NEVADA,1,61.5,13,16,4.2,2.69,1,0,0.0,43.8,7,0,4,12.5,16,1,-0.78,2,239,68.3,38.5,35.2,60.1,0,2,18,0,25.0,0.0,12.2,0.0,0,0,0,2,0,2,11.1,51,3.2
Jeremy Hecklinski,183388,QB,IOWA,1,50.0,16,16,8.6,2.72,0,0,0.0,43.8,7,0,4,12.5,16,1,-0.46,5,192,67.5,36.5,31.7,63.3,0,1,17,0,37.5,0.0,53.1,0.0,0,0,0,0,1,2,11.8,76,4.8
Ajani Sheppard,170317,QB,TEMPLE,2,66.7,15,16,10.4,2.87,0,1,6.3,50.0,8,0,8,20.0,18,2,0.0,4,306,70.7,66.3,64.8,66.0,0,0,18,1,44.4,12.5,78.4,5.6,1,1,0,1,0,0,0.0,133,8.3
Carter Jones,198923,QB,NEVADA,1,60.0,15,15,10.8,3.09,0,2,13.3,60.0,9,0,4,0.0,16,0,0.05,6,239,70.1,68.9,60.7,71.5,0,1,17,0,43.8,0.0,109.4,0.0,0,1,0,0,2,1,5.9,164,10.9
Liam Szarka,197814,QB,AIR FORCE,2,60.0,15,15,13.6,3.13,0,2,11.1,53.3,8,0,8,11.1,19,1,0.02,7,101,78.0,76.1,60.3,76.1,0,1,22,1,36.8,12.5,52.6,5.3,1,3,0,0,0,2,9.1,122,8.1
Jonas Williams,214568,QB,USC,3,85.7,14,14,5.7,3.21,0,0,0.0,85.7,12,0,5,0.0,17,0,0.15,6,326,68.2,75.5,75.6,61.4,0,1,17,0,64.7,20.0,74.4,5.9,1,2,0,0,0,1,5.9,126,9.0
Bryce Baker,199821,QB,VA TECH,2,100.0,14,14,6.1,2.56,0,1,6.7,78.6,11,0,1,21.4,18,3,0.16,6,337,67.8,85.6,89.8,59.5,0,0,20,0,38.9,100.0,128.3,5.6,1,3,0,0,1,0,0.0,127,9.1
AJ Hill,198754,QB,ARKANSAS,1,64.3,14,14,10.4,2.71,0,0,0.0,57.1,8,0,5,11.1,17,1,0.29,6,111,66.8,56.3,56.0,,0,0,18,0,41.2,60.0,104.8,17.6,3,0,0,0,1,1,5.6,105,7.5
Matt Vezza,176960,QB,OHIO,2,83.3,12,14,4.2,3.46,1,0,0.0,71.4,10,0,7,0.0,25,0,0.08,7,259,28.2,44.5,46.3,51.9,0,1,26,0,48.0,42.9,79.5,12.0,3,8,1,0,1,1,3.8,80,5.7
Jadyn Glasser,184670,QB,C MICHIGAN,2,38.5,13,13,11.9,3.21,0,0,0.0,38.5,5,0,6,0.0,17,0,-1.18,1,134,27.5,24.8,22.7,56.7,0,1,18,0,17.6,33.3,14.6,11.8,2,2,0,0,0,5,27.8,24,1.8
Jalen Macon,153929,QB,N ILLINOIS,2,46.2,13,13,5.4,3.06,0,0,0.0,38.5,5,0,12,16.7,22,1,-1.26,0,254,69.3,36.9,34.4,54.5,0,1,22,0,4.5,25.0,14.6,13.6,3,5,0,0,0,1,4.5,20,1.5
Brayden Roggow,184145,QB,AKRON,2,100.0,12,13,4.3,2.78,0,0,0.0,92.3,12,0,3,0.0,15,0,0.79,7,102,66.7,82.5,79.2,64.3,0,0,17,0,86.7,33.3,138.3,6.7,1,1,0,1,2,0,0.0,100,7.7
Ty Hawkins,199163,QB,SMU,1,91.7,12,13,6.9,2.9,0,1,7.1,84.6,11,0,5,0.0,15,0,0.51,8,287,67.4,90.1,91.0,60.3,1,0,16,0,53.3,0.0,139.6,0.0,0,2,0,0,2,0,0.0,104,8.0
Luke Nickel,200166,QB,MIAMI FL,2,84.6,13,13,15.7,2.25,0,2,15.4,84.6,11,0,4,0.0,13,0,0.83,8,220,67.8,92.2,91.8,64.7,0,1,13,0,69.2,0.0,126.3,0.0,0,0,0,0,3,0,0.0,171,13.2
Matt Zollers,198887,QB,MISSOURI,2,69.2,13,13,6.7,3.14,0,0,0.0,61.5,8,0,2,11.1,16,1,-0.08,5,229,68.8,74.4,65.7,72.3,0,0,16,0,37.5,50.0,81.3,6.3,1,2,0,0,0,0,0.0,87,6.7
Braden Streeter,185330,QB,DELAWARE,2,72.7,11,12,11.2,2.28,0,2,14.3,58.3,7,0,4,12.5,13,1,-0.15,4,151,24.1,74.6,72.5,64.6,1,0,15,0,38.5,25.0,81.3,7.7,1,0,0,0,0,1,6.7,88,7.3
Byrd Ficklin,199457,QB,UTAH,2,66.7,12,12,15.4,2.9,0,2,16.7,50.0,6,0,3,25.0,12,2,0.23,5,328,73.1,78.5,82.4,69.3,0,0,12,0,41.7,0.0,129.5,0.0,0,0,0,0,2,0,0.0,133,11.1
Zion Turner,158636,QB,MARSHALL,2,70.0,10,12,8.3,3.02,0,0,0.0,58.3,7,0,4,0.0,13,0,-0.02,4,214,25.7,50.3,61.7,44.9,0,1,15,0,46.2,0.0,39.2,0.0,0,1,0,2,0,1,6.7,67,5.6
Jackson Gutierrez,189488,QB,NAVY,2,70.0,10,11,11.7,2.86,1,1,7.1,54.5,6,0,5,14.3,16,1,0.69,6,237,31.4,71.7,60.8,70.4,0,0,20,0,50.0,20.0,125.0,6.3,1,4,0,0,2,1,5.0,100,9.1
Will Wilson,198972,QB,NC STATE,2,90.0,10,11,5.5,2.95,1,0,0.0,72.7,8,0,5,11.1,15,1,0.1,3,248,73.3,90.8,71.9,83.7,0,0,15,0,46.7,20.0,105.5,6.7,1,3,0,0,1,0,0.0,33,3.0
Cutter Woods,199951,QB,S CAROLINA,2,72.7,11,11,11.8,2.65,0,1,9.1,63.6,7,0,2,12.5,13,1,0.05,5,289,66.0,56.7,60.2,52.9,0,0,13,0,46.2,0.0,113.4,0.0,0,2,0,0,1,0,0.0,74,6.7
Noah Grubbs,216106,QB,NOTRE DAME,1,63.6,11,11,9.3,1.99,0,0,0.0,63.6,7,0,0,0.0,11,0,0.07,4,258,65.6,54.3,53.4,,0,0,11,0,54.5,,84.7,0.0,0,0,0,0,0,0,0.0,78,7.1
Landry Lyddy,156581,QB,SO MISS,2,77.8,9,10,8.4,2.22,0,1,10.0,70.0,7,0,3,0.0,11,0,-0.2,4,296,65.6,80.0,79.4,,0,0,11,1,45.5,33.3,93.8,9.1,1,0,0,1,0,0,0.0,80,8.0
Landen Clark,188534,QB,LSU,2,88.9,9,10,8.4,3.31,0,0,0.0,70.0,7,0,4,12.5,14,1,0.68,7,211,68.7,90.6,91.4,68.7,0,0,14,0,78.6,0.0,139.2,0.0,0,4,0,1,1,0,0.0,109,10.9
Zeon Chriss-Gremillion,156733,QB,TULANE,1,100.0,7,9,2.0,2.28,2,0,0.0,66.7,6,0,4,14.3,9,1,0.09,2,319,69.8,72.4,76.3,60.2,0,0,9,0,33.3,0.0,87.3,0.0,0,0,0,0,0,0,0.0,64,7.1
JC Evans,184302,QB,JAMES MAD,1,88.9,9,9,5.4,2.99,0,1,10.0,77.8,7,0,5,12.5,13,1,0.49,5,197,26.1,72.4,86.4,56.0,0,0,14,0,46.2,0.0,131.9,0.0,0,4,0,0,1,0,0.0,61,6.8
Kaneal Sweetwyne,213720,QB,COLORADO,1,77.8,9,9,5.3,2.88,0,0,0.0,77.8,7,0,2,0.0,11,0,-0.09,3,143,65.8,59.8,58.9,52.8,0,0,12,0,50.0,0.0,82.9,0.0,0,2,0,0,0,0,0.0,35,3.9
Alex Manske,198567,QB,PENN STATE,1,85.7,7,8,4.7,2.51,1,0,0.0,75.0,6,0,2,0.0,9,0,-0.02,2,266,66.3,61.5,59.2,61.0,0,0,9,0,55.6,0.0,94.3,0.0,0,1,0,0,0,0,0.0,57,7.1
TJ Lateef,199810,QB,NEBRASKA,1,75.0,8,8,11.4,2.88,0,0,0.0,75.0,6,0,1,0.0,8,0,0.58,4,238,66.2,59.2,55.9,58.2,0,0,8,0,62.5,0.0,135.4,0.0,0,0,0,0,1,0,0.0,60,7.5
Arrington Maiden,184715,QB,JAMES MAD,1,87.5,8,8,11.6,3.44,0,1,11.1,87.5,7,0,1,0.0,10,0,0.95,6,197,68.5,81.7,80.4,66.5,0,0,11,0,70.0,0.0,158.3,0.0,0,2,0,0,2,0,0.0,111,13.9
Brady Hart,199994,QB,TEXAS A&M,1,50.0,8,8,12.9,2.06,0,0,0.0,50.0,4,0,1,0.0,8,0,0.06,2,312,66.2,50.8,50.0,59.8,0,0,8,0,37.5,0.0,102.1,0.0,0,0,0,0,1,0,0.0,36,4.5
Turner Helton,163044,QB,GA SOUTHRN,1,71.4,7,8,9.4,3.08,0,0,0.0,62.5,5,0,2,0.0,9,0,0.21,4,174,21.2,56.9,65.5,51.2,1,0,9,0,55.6,0.0,90.6,0.0,0,1,0,0,0,0,0.0,70,8.8
Sawyer Anderson,198105,QB,ARIZONA,1,75.0,8,8,4.9,2.53,0,0,0.0,62.5,5,0,4,16.7,10,1,-0.52,2,109,67.6,55.2,46.9,66.9,0,1,11,0,60.0,25.0,41.7,10.0,1,1,0,0,0,1,9.1,52,6.5
Deuce Knight,198161,QB,OLE MISS,1,85.7,7,8,8.1,2.26,0,0,0.0,50.0,4,0,1,33.3,8,2,-0.1,2,226,69.0,91.9,76.6,86.5,1,1,8,0,50.0,0.0,39.6,0.0,0,0,0,0,0,0,0.0,68,8.5
Parker Puckett,205096,QB,MISS STATE,1,71.4,7,8,18.1,2.86,1,0,0.0,62.5,5,0,2,0.0,10,0,0.41,4,227,65.4,65.5,55.9,69.3,0,0,10,1,60.0,0.0,87.0,0.0,0,2,0,0,0,0,0.0,63,7.9
Keisean Henderson,213714,QB,HOUSTON,2,75.0,8,8,12.4,2.4,0,0,0.0,75.0,6,0,2,0.0,8,0,0.84,5,182,17.4,77.8,73.2,64.8,0,0,8,0,75.0,0.0,147.4,0.0,0,0,0,0,2,0,0.0,83,10.4
Mikey Keene,70961,QB,ARIZONA ST,1,71.4,7,7,2.9,1.84,0,0,0.0,57.1,4,0,0,20.0,7,1,0.08,2,110,64.9,72.2,71.7,,0,0,8,0,42.9,,68.8,0.0,0,0,0,0,0,0,0.0,32,4.6
Ayden Pereira,159129,QB,GA STATE,1,71.4,7,7,6.6,2.8,0,1,14.3,71.4,5,0,3,0.0,9,0,0.52,4,175,65.1,81.6,74.0,70.4,0,0,9,0,66.7,0.0,91.4,0.0,0,2,0,0,0,0,0.0,50,7.1
Tucker McDonald,171056,QB,UCONN,1,85.7,7,7,8.0,2.63,0,0,0.0,85.7,6,0,1,0.0,7,0,0.82,3,146,65.9,71.5,65.4,63.2,0,1,7,0,42.9,0.0,118.8,0.0,0,0,0,0,1,1,14.3,105,15.0
Cole Ballard,173062,QB,KANSAS,2,85.7,7,7,13.4,3.09,0,1,14.3,71.4,5,0,4,16.7,8,1,1.2,6,198,64.9,83.0,82.2,64.3,0,0,8,0,75.0,0.0,113.7,0.0,0,1,0,0,0,1,12.5,96,13.7
K'saan Farrar,198321,QB,COLO STATE,1,66.7,6,7,8.5,2.34,0,0,0.0,57.1,4,0,0,0.0,7,0,-0.13,1,144,66.2,62.1,62.2,60.0,0,0,8,0,42.9,,83.6,0.0,0,0,0,1,0,1,12.5,57,8.1
Trey Kukuk,198675,QB,LA TECH,2,100.0,7,7,4.1,2.49,0,0,0.0,100.0,7,0,2,0.0,7,0,0.64,3,208,72.1,82.9,81.4,70.1,0,0,7,0,71.4,0.0,142.0,0.0,0,0,0,0,2,0,0.0,60,8.6
George MacIntyre,199971,QB,TENNESSEE,1,100.0,6,7,6.7,2.23,0,0,0.0,71.4,5,0,0,16.7,7,1,0.38,2,307,65.9,76.3,76.0,60.0,0,0,7,0,71.4,,134.5,0.0,0,0,0,1,1,0,0.0,56,8.0
Karle Lacey Jr.,208850,QB,TEXAS,1,85.7,7,7,6.6,2.45,0,0,0.0,85.7,6,0,3,0.0,8,0,0.42,4,311,66.2,74.1,81.1,54.5,0,0,8,0,75.0,0.0,99.4,0.0,0,1,0,0,0,0,0.0,55,7.9
Evan Medders,210383,QB,AIR FORCE,2,57.1,7,7,15.0,3.75,0,1,14.3,42.9,3,0,4,25.0,10,1,0.25,3,101,72.5,77.8,86.0,62.9,0,0,11,0,50.0,0.0,105.4,0.0,0,3,0,0,1,0,0.0,47,6.7
Landon Varnes,214943,QB,KENNESAW,1,85.7,7,7,4.1,2.71,0,0,0.0,85.7,6,0,3,0.0,10,0,-0.28,2,200,65.4,62.2,68.9,53.6,0,0,10,0,30.0,33.3,92.3,10.0,1,2,0,0,0,0,0.0,43,6.1
Luke Fahey,214565,QB,OHIO STATE,1,83.3,6,6,5.5,3.21,0,0,0.0,83.3,5,0,2,0.0,7,0,0.25,2,260,64.9,76.4,81.1,57.3,0,1,8,0,42.9,0.0,109.7,0.0,0,1,0,0,1,0,0.0,62,10.3
Edward Griffin,200107,QB,BAYLOR,1,60.0,5,6,7.2,2.84,1,0,0.0,33.3,2,0,1,33.3,7,1,-0.78,2,118,64.9,63.8,66.7,57.3,0,1,8,0,28.6,0.0,3.5,0.0,0,1,0,0,0,0,0.0,19,3.2
Gavin Parkhurst,200020,QB,TEXAS ST,1,83.3,6,6,5.5,2.68,0,0,0.0,83.3,5,0,4,0.0,8,0,0.29,1,314,67.2,63.7,62.2,61.0,0,0,8,0,50.0,25.0,93.1,12.5,1,1,0,0,0,0,0.0,38,6.3
Jackson Brousseau,173480,QB,CAL,1,50.0,6,6,7.7,2.73,0,0,0.0,33.3,2,0,2,33.3,6,1,-0.3,1,130,64.2,35.6,36.0,,0,0,6,0,33.3,0.0,43.8,0.0,0,0,0,0,0,1,16.7,20,3.3
Dereon Coleman,216934,QB,MIAMI FL,1,83.3,6,6,4.0,2.26,0,0,0.0,83.3,5,0,3,0.0,8,0,-1.35,2,220,67.2,60.4,57.9,60.7,0,0,8,0,37.5,0.0,87.5,0.0,0,2,0,0,0,0,0.0,30,5.0
