player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,epa,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,positive_epa_percent,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Bryce Archie,156667,QB,USF,11,69.6,240,258,9.8,2.88,5,10,3.6,57.4,148,0,97,11.4,293,19,-0.14,80,327,46.5,62.4,60.1,63.7,7,9,312,1,39.2,18.6,74.2,6.1,18,16,2,4,9,13,4.2,1683,6.5
Michael Van Buren Jr.,184764,QB,MISS STATE,9,65.8,231,256,11.4,2.75,11,14,5.1,54.7,140,0,113,7.9,311,12,-0.01,91,227,45.9,65.9,67.1,55.4,6,7,334,6,43.1,23.0,81.3,8.4,26,28,0,8,11,11,3.3,1885,7.4
Hunter Watson,183993,QB,SM HOUSTON,11,65.7,236,255,8.8,2.63,3,7,2.6,59.6,152,0,90,1.9,301,3,-0.03,90,281,72.7,69.5,62.6,70.7,2,8,315,3,39.9,24.4,79.1,7.3,22,24,1,13,11,12,3.8,1595,6.3
Kirk Francis,173296,QB,TULSA,11,67.4,239,253,10.1,2.76,5,17,6.3,58.9,149,0,89,7.5,284,12,-0.19,76,320,47.4,62.6,64.9,49.2,4,6,300,3,35.2,15.7,79.3,4.9,14,17,0,5,9,15,5.0,1587,6.3
Hudson Card,123109,QB,PURDUE,10,72.1,222,250,9.4,3.1,5,8,3.0,57.6,144,0,123,10.0,285,16,-0.17,84,273,77.9,73.3,72.0,63.8,5,7,300,2,41.4,16.3,77.8,7.0,20,15,1,17,9,9,3.0,1641,6.6
Ethan Hampton,145858,QB,N ILLINOIS,11,71.0,221,249,8.2,2.59,8,5,1.9,57.8,144,0,93,8.3,291,13,0.02,88,254,52.9,70.3,65.0,74.0,2,6,305,2,42.6,16.1,83.1,5.2,15,27,1,17,12,12,3.9,1601,6.4
Jackson Arnold,173684,QB,OKLAHOMA,10,72.5,229,246,7.8,2.94,4,7,2.7,62.6,154,0,132,7.2,327,12,-0.22,84,261,34.6,63.2,57.7,65.6,1,3,341,1,37.0,27.3,89.3,11.0,36,43,0,12,12,8,2.3,1410,5.7
Tyler Huff,142567,QB,JVILLE ST,12,68.1,229,245,10.6,2.55,5,8,3.0,59.2,145,0,84,7.1,288,11,0.19,96,196,49.4,88.1,75.2,84.7,1,6,315,3,47.2,20.2,89.8,5.9,17,25,2,8,11,10,3.2,1979,8.1
Parker Navarro,123758,QB,OHIO,11,72.4,228,241,10.2,2.9,6,12,4.7,64.7,156,0,84,5.5,287,9,0.06,101,259,38.5,79.1,71.7,76.1,2,10,300,2,50.5,16.7,86.0,4.9,14,32,1,4,10,13,4.3,1934,8.0
Haynes King,124329,QB,GA TECH,10,82.5,217,238,6.4,2.41,7,7,2.8,71.8,171,0,49,4.5,247,8,0.39,91,176,62.8,89.3,84.3,76.0,0,1,261,0,57.1,8.2,108.9,1.6,4,5,2,12,11,1,0.4,1900,8.0
Taisun Phommachanh,99577,QB,UMASS,9,67.8,214,235,9.9,2.84,7,8,3.1,56.2,132,0,96,9.0,288,13,-0.02,78,216,46.5,62.7,62.7,59.4,3,6,310,4,41.7,22.9,78.0,7.6,22,30,0,11,8,9,2.9,1599,6.8
Skyler Locklear,164027,QB,UTEP,10,72.9,214,234,8.9,2.94,3,14,5.7,63.7,149,0,96,4.5,280,7,-0.05,72,330,56.3,67.9,65.7,61.2,5,6,293,0,41.1,14.6,87.0,5.0,14,30,0,12,10,11,3.8,1587,6.8
Evan Svoboda,157664,QB,WYOMING,10,61.2,209,226,11.7,2.86,1,8,3.3,49.1,111,0,88,13.3,263,17,-0.27,59,351,32.1,54.8,50.1,64.8,3,8,281,1,31.9,30.7,59.9,10.3,27,9,1,12,5,14,5.0,1318,5.8
Matthew Caldwell,150302,QB,TROY,9,74.0,204,225,8.3,2.61,7,7,3.0,63.1,142,0,65,6.0,239,9,0.17,85,318,29.6,63.7,62.0,59.1,3,8,251,1,48.1,15.4,88.8,4.2,10,3,0,11,13,13,5.2,1601,7.1
Kyron Drones,144506,QB,VA TECH,9,72.7,205,225,8.6,2.99,4,9,3.8,60.4,136,0,100,8.7,256,13,-0.02,72,337,51.0,79.6,73.2,73.4,2,6,266,1,39.5,13.0,85.1,5.1,13,16,0,14,10,9,3.4,1561,6.9
Isaac Wilson,183872,QB,UTAH,9,64.9,211,225,9.7,2.98,1,7,3.0,56.4,127,0,94,7.3,263,10,-0.14,69,328,34.9,49.9,51.3,49.4,7,11,270,0,36.5,20.2,71.5,7.2,19,19,0,6,10,17,6.3,1506,6.7
Colton Joseph,172283,QB,DOMINION,9,65.4,214,222,10.4,2.89,0,6,2.6,59.9,133,0,93,5.0,269,7,0.14,93,263,25.3,67.8,54.6,79.9,3,5,284,1,43.5,19.4,89.6,6.7,18,27,0,5,11,20,7.0,1625,7.3
Brock Vandagriff,146713,QB,KENTUCKY,11,70.6,194,221,10.5,3.04,4,15,6.3,57.0,126,0,103,8.0,265,11,-0.07,81,202,49.2,71.8,66.7,71.7,2,8,286,2,40.4,24.3,79.6,9.4,25,19,1,20,10,12,4.2,1594,7.2
Emmett Brown,157344,QB,S JOSE ST,8,66.5,203,219,12.4,2.52,7,13,5.5,57.5,126,0,64,6.7,233,9,0.11,78,285,35.7,71.5,69.9,66.1,0,5,252,3,48.1,10.9,95.8,3.0,7,7,0,9,16,13,5.2,1625,7.4
Katin Houser,158386,QB,E CAROLINA,8,67.1,207,218,11.1,2.31,3,19,8.1,59.6,130,1,48,6.5,238,9,0.06,83,156,47.5,76.2,75.1,64.7,3,9,256,4,44.5,18.8,97.2,3.8,9,7,1,4,18,13,5.1,1839,8.4
Cam Fancher,145266,QB,FAU,9,70.7,191,212,8.1,3.23,2,4,1.8,59.0,125,0,113,7.4,273,10,-0.11,78,165,55.1,62.2,59.9,63.3,3,6,287,2,41.8,21.2,78.9,8.8,24,37,1,15,6,11,3.8,1529,7.2
Hajj-Malik Williams,102348,QB,UNLV,10,71.3,202,208,10.8,2.93,1,11,5.0,63.5,132,0,83,8.3,277,12,0.23,110,325,45.6,82.2,74.1,78.4,0,4,292,1,50.5,22.9,109.0,6.9,19,50,1,4,17,9,3.1,1735,8.3
Gevani McCoy,147609,QB,OREGON ST,9,67.0,197,204,8.4,2.95,1,7,3.2,61.3,125,0,76,5.3,246,7,0.03,74,265,35.0,68.7,66.7,63.0,1,6,262,1,44.7,19.7,72.4,6.1,15,27,0,5,3,7,2.7,1303,6.4
Deshawn Purdie,184271,QB,CHARLOTTE,9,57.7,189,204,14.7,2.79,2,24,11.0,50.0,102,0,87,6.4,242,7,-0.08,68,136,20.8,50.7,49.5,59.8,0,6,258,3,37.2,26.4,85.0,9.5,23,12,0,13,10,20,7.8,1822,8.9
Marcel Reed,175940,QB,TEXAS A&M,9,66.1,192,201,10.7,3.21,3,7,3.3,60.2,121,0,85,4.7,252,6,0.18,88,312,50.1,69.1,65.0,67.9,2,4,262,4,49.2,14.1,96.5,4.8,12,39,1,3,12,8,3.1,1575,7.8
Davis Warren,73940,QB,MICHIGAN,8,73.2,183,198,6.7,2.8,7,6,2.9,63.6,126,0,65,6.0,214,8,-0.1,63,222,51.1,70.5,69.4,59.3,2,9,221,1,44.4,10.8,69.9,3.3,7,8,0,6,6,9,4.1,1123,5.7
Aidan Armenta,175731,QB,LA MONROE,11,66.9,181,191,11.0,2.75,0,10,5.0,53.9,103,0,75,14.9,226,18,-0.07,57,209,56.3,71.6,67.4,71.7,3,10,237,6,35.0,21.3,69.0,7.1,16,12,0,7,9,13,5.5,1286,6.7
Joe Fagnano,104768,QB,UCONN,9,70.2,168,184,9.5,2.48,3,5,2.6,56.5,104,0,57,11.9,193,14,0.19,64,146,65.4,65.1,64.7,57.6,4,4,204,1,46.1,5.3,106.2,1.6,3,6,0,9,18,4,2.0,1480,8.0
Jake Garcia,143941,QB,E CAROLINA,6,70.4,169,182,11.1,2.53,3,12,6.2,59.9,109,0,70,8.4,208,10,-0.02,70,156,44.4,68.1,63.2,72.8,0,12,220,0,46.6,21.4,71.7,7.2,15,11,0,10,8,17,7.7,1422,7.8
Nick Evers,158082,QB,UCONN,8,67.6,170,181,9.4,2.78,3,7,3.7,54.1,98,0,63,14.8,209,17,-0.18,52,146,53.1,61.0,61.7,57.4,1,5,217,2,39.2,19.0,66.2,5.7,12,16,0,7,5,8,3.7,925,5.1
Braylon Braxton,144442,QB,MARSHALL,10,69.1,165,181,10.4,2.76,3,9,4.7,58.6,106,0,55,7.0,208,8,0.24,75,214,61.2,82.6,77.9,72.7,1,2,220,2,44.7,14.5,110.7,3.8,8,18,0,12,17,6,2.7,1438,7.9
Tommy Ulatowski,163150,QB,KENT STATE,9,60.4,144,176,13.3,3.42,5,15,8.0,46.0,81,0,102,6.9,219,6,-0.16,52,201,51.0,57.2,58.3,52.8,2,8,230,2,31.1,27.5,82.1,12.8,28,15,0,25,15,9,3.9,1358,7.7
Cade McNamara,101620,QB,IOWA,8,68.9,164,173,7.1,2.64,2,6,3.3,60.1,104,0,52,8.0,185,9,-0.15,56,192,50.0,67.1,66.9,50.0,0,5,193,0,41.1,15.4,76.2,4.3,8,4,0,7,6,5,2.6,1019,5.9
Nate Yarnell,144037,QB,PITTSBURGH,8,69.2,156,168,10.0,2.79,2,7,3.9,58.3,98,0,83,9.3,202,10,-0.04,64,268,63.5,72.6,72.9,60.6,6,5,216,3,44.1,20.5,84.3,8.4,17,15,0,4,10,9,4.2,1056,6.3
Tate Rodemaker,122414,QB,SO MISS,8,69.8,149,166,7.1,2.58,5,4,2.3,59.6,99,0,73,4.8,185,5,-0.19,43,296,63.4,56.2,54.6,57.2,4,7,195,1,36.8,19.2,72.9,7.6,14,5,0,8,7,10,5.1,983,5.9
Parker Awad,183974,QB,NEW MEX ST,7,62.7,142,164,11.1,2.84,8,8,4.5,46.3,76,0,73,14.6,197,13,-0.11,56,242,58.4,59.6,49.6,77.3,3,4,210,2,36.0,23.3,72.7,8.6,17,14,0,11,7,11,5.2,1099,6.7
Cooper Legas,101286,QB,TULSA,9,61.2,147,162,11.4,2.76,5,14,8.1,53.7,87,0,80,3.3,182,3,-0.1,48,320,53.5,60.5,56.3,65.3,2,6,195,1,34.6,13.8,85.5,6.0,11,9,0,8,12,10,5.1,1144,7.1
Tommy Castellanos,158433,QB,BOSTON COL,8,67.3,153,161,10.9,3.29,2,6,3.6,61.5,99,0,67,3.9,202,4,0.19,64,121,31.4,66.3,74.8,50.9,3,5,208,4,44.1,26.9,113.0,8.9,18,22,0,3,18,7,3.4,1366,8.5
Joe Labas,144847,QB,C MICHIGAN,6,70.3,148,161,9.2,2.57,2,6,3.5,58.4,94,0,56,9.6,178,10,-0.11,51,134,47.5,64.3,65.7,52.8,6,7,190,1,42.1,14.3,75.9,4.5,8,9,1,4,7,10,5.3,1114,6.9
DJ Lagway,184426,QB,FLORIDA,11,67.3,150,161,12.0,2.89,4,17,10.1,57.8,93,0,63,7.9,187,8,0.1,61,163,66.6,70.3,75.0,51.7,1,7,194,4,44.4,19.0,96.5,6.4,12,14,4,2,11,5,2.6,1610,10.0
DJ Uiagalelei,122162,QB,FLORIDA ST,5,70.1,137,158,10.8,2.92,3,6,3.7,52.5,83,0,76,13.5,179,13,-0.08,51,167,65.1,71.2,72.5,56.3,7,6,186,2,38.0,13.2,66.5,5.6,10,11,1,10,4,5,2.7,1061,6.7
Zach Gibson,100201,QB,GA STATE,6,78.7,141,151,6.2,2.79,0,4,2.5,67.5,102,0,70,8.1,183,9,0.03,54,175,68.3,73.8,73.5,63.0,1,2,195,2,43.7,20.0,96.0,7.7,14,18,0,9,7,4,2.1,1005,6.7
Donovan Smith,73929,QB,HOUSTON,7,73.8,122,134,6.5,2.9,2,2,1.4,64.2,86,0,58,4.4,164,4,-0.24,40,182,65.6,60.5,53.0,70.6,1,8,177,5,37.6,27.6,67.4,9.8,16,13,0,9,4,7,4.0,862,6.4
Byrum Brown,156206,QB,USF,5,68.8,125,132,8.6,3.07,1,2,1.4,59.1,78,0,70,9.3,164,8,-0.03,40,327,66.0,67.0,61.5,67.2,2,0,177,1,41.5,22.9,82.8,9.8,16,16,0,4,2,2,1.1,837,6.3
Zeon Chriss-Gremillion,156733,QB,HOUSTON,10,73.0,122,130,6.9,2.96,2,4,2.9,63.8,83,0,71,6.7,167,6,-0.25,46,182,25.9,60.8,53.4,65.1,0,8,175,1,37.7,22.5,66.1,9.6,16,21,0,6,4,10,5.7,816,6.3
Jayden Maiava,158135,QB,USC,4,71.7,120,130,9.1,2.82,2,8,6.0,60.8,79,0,46,8.1,137,7,-0.1,47,326,48.4,86.7,80.9,81.4,0,3,140,1,46.0,8.7,90.1,2.9,4,3,0,8,7,5,3.6,906,7.0
Ben Gulbranson,131734,QB,OREGON ST,4,71.4,119,129,9.9,2.64,1,4,2.9,60.5,78,0,39,8.2,136,7,0.05,46,265,74.7,80.7,75.3,82.5,1,4,147,1,41.9,12.8,80.3,3.7,5,2,0,8,4,5,3.4,943,7.3
Blake Horvath,162555,QB,NAVY,11,63.6,118,127,12.7,2.7,2,5,3.7,57.5,73,0,56,2.7,150,2,0.3,50,237,26.9,85.4,59.3,91.3,3,4,159,2,44.7,19.6,112.4,7.3,11,11,0,4,13,12,7.5,1261,9.9
Bryson Barnes,131845,QB,UTAH ST,7,72.8,114,126,9.7,2.61,1,4,3.1,60.3,76,0,47,8.4,147,7,0.02,45,329,59.0,76.7,63.5,80.5,4,6,154,1,47.6,12.8,88.2,4.1,6,13,0,7,11,7,4.5,805,6.4
Grayson James,145214,QB,BOSTON COL,5,77.1,109,125,9.5,2.72,4,5,3.7,64.0,80,0,57,4.8,145,4,0.11,50,121,76.1,73.1,69.8,67.9,3,2,154,0,44.8,15.8,94.8,6.2,9,11,0,9,6,5,3.2,902,7.2
Stone Earle,123504,QB,MARSHALL,8,62.9,116,122,9.1,2.4,3,3,2.3,54.1,66,0,42,9.6,146,7,-0.08,39,214,43.5,58.0,55.2,62.8,0,2,152,3,39.7,14.3,82.4,4.1,6,14,0,3,7,3,2.0,671,5.5
Jacob Zeno,98014,QB,UAB,4,82.1,112,121,4.6,2.81,3,2,1.6,67.8,82,0,52,10.9,148,10,0.09,48,321,61.6,68.0,66.4,62.4,1,5,160,2,50.0,15.4,86.1,5.4,8,19,1,4,6,7,4.4,819,6.8
Kaden Anderson,127312,QB,WYOMING,9,71.4,112,120,10.8,2.75,0,8,6.3,58.3,70,1,43,12.5,123,10,0.15,42,351,62.5,67.2,72.0,49.8,1,3,129,2,44.7,2.3,90.2,0.8,1,2,0,7,6,5,3.9,958,8.0
Ethan Crawford,173571,QB,SO MISS,8,56.0,109,120,13.4,3.04,3,9,7.2,41.7,50,0,88,18.0,158,11,-0.45,34,296,40.7,65.5,55.2,72.3,4,7,165,1,29.1,29.5,41.7,16.5,26,12,0,4,0,9,5.5,841,7.0
Dylan Rizk,174360,QB,UCF,6,70.0,110,119,10.1,2.85,2,4,3.3,60.5,72,0,33,6.5,132,5,0.15,47,323,32.7,67.9,71.0,53.1,0,2,136,3,49.2,15.2,91.2,3.8,5,8,0,7,5,6,4.4,904,7.6
Conner Weigman,158683,QB,TEXAS A&M,6,67.9,106,114,9.0,2.98,1,5,4.1,56.1,64,0,54,11.1,139,8,-0.01,47,312,74.2,59.0,55.3,68.2,3,5,148,2,43.9,16.7,69.2,6.5,9,16,0,4,3,8,5.4,815,7.1
Brock Glenn,170335,QB,FLORIDA ST,7,61.9,97,114,9.8,3.17,4,5,4.1,44.7,51,0,56,15.0,140,9,-0.26,35,167,61.2,54.2,51.0,63.7,6,5,149,1,33.6,21.4,54.4,8.6,12,13,0,7,4,6,4.0,591,5.2
Santino Marucci,144197,QB,NEW MEX ST,7,58.9,95,112,10.5,2.73,9,0,0.0,43.8,49,0,48,12.5,134,7,-0.27,38,242,27.6,50.5,50.5,55.3,2,5,147,1,33.6,14.6,48.2,5.2,7,15,0,6,3,8,5.4,519,4.6
Blake Shapen,122282,QB,MISS STATE,4,78.6,103,109,9.3,2.67,2,7,5.9,67.9,74,0,47,8.6,138,7,0.11,48,227,29.3,77.2,84.6,45.4,0,1,149,1,44.2,23.4,116.5,8.0,11,18,1,3,8,6,4.0,974,8.9
KJ Jefferson,99129,QB,UCF,5,65.7,102,108,11.1,3.09,2,5,4.4,59.3,64,0,47,4.5,131,3,0.07,42,323,53.9,69.7,64.9,69.9,2,4,137,2,42.0,27.7,96.7,9.9,13,10,0,2,7,7,5.1,1012,9.4
Forrest Brock,173260,QB,TEMPLE,3,65.6,96,102,6.7,2.48,3,2,1.8,58.8,60,0,39,4.8,113,3,-0.31,26,306,32.5,60.5,68.6,41.6,1,5,125,1,32.7,20.5,56.0,7.1,8,3,0,2,1,3,2.4,539,5.3
Graham Mertz,97994,QB,FLORIDA,5,82.4,91,94,7.6,2.81,1,4,4.0,76.6,72,0,28,4.0,107,3,0.18,45,163,40.4,73.7,75.4,55.5,0,2,116,0,56.1,14.3,113.4,3.7,4,9,0,2,6,5,4.3,791,8.4
Max Brown,157756,QB,CHARLOTTE,5,58.1,74,94,13.2,3.11,1,7,7.0,45.7,43,0,47,0.0,118,0,-0.36,29,136,42.7,45.3,44.5,56.4,1,6,125,1,33.9,21.3,49.1,8.5,10,14,1,17,3,11,8.8,561,6.0
Bryson Daily,147303,QB,ARMY,11,63.5,85,92,16.5,2.83,3,9,9.1,54.3,50,0,41,7.4,102,4,0.36,35,114,63.5,91.2,70.3,89.8,4,4,109,3,45.1,9.8,103.5,3.9,4,5,0,0,9,9,8.3,920,10.0
Arch Manning,173162,QB,TEXAS,7,76.5,85,90,11.1,2.74,2,6,6.4,67.8,61,0,26,6.2,101,4,0.4,39,311,42.6,87.0,81.0,78.7,2,2,107,0,52.5,26.9,126.1,6.9,7,4,0,1,9,2,1.9,939,10.4
Grant Wilson,143041,QB,DOMINION,3,65.1,83,88,9.2,2.83,0,3,3.3,55.7,49,0,45,9.3,108,5,-0.07,30,263,23.5,43.3,41.1,57.8,0,3,114,0,35.2,26.7,73.9,11.1,12,8,1,4,4,8,7.0,517,5.9
Luke Kromenhoek,183305,QB,FLORIDA ST,6,63.2,76,84,11.1,3.39,0,7,8.0,52.4,44,0,60,8.3,129,4,-0.23,33,167,33.8,62.3,57.4,65.9,2,2,136,0,33.3,43.3,72.6,20.2,26,18,0,6,3,5,3.7,502,6.0
Devin Kargman,156913,QB,KENT STATE,4,61.0,77,83,9.4,2.41,3,3,3.4,54.2,45,0,32,4.3,92,2,-0.16,19,201,33.8,47.7,46.0,65.2,0,2,98,2,34.8,21.9,71.1,7.6,7,2,0,3,3,3,3.1,435,5.2
Drew Pyne,122910,QB,MISSOURI,6,72.2,72,82,6.3,2.57,1,1,1.1,59.8,49,0,31,5.8,90,3,-0.17,20,229,73.2,60.3,57.9,61.1,3,3,95,0,36.7,12.9,69.0,4.4,4,4,0,6,3,4,4.2,396,4.8
Josh Holst,171312,QB,N ILLINOIS,6,67.1,76,82,8.8,2.75,0,1,1.2,57.3,47,0,21,7.8,101,4,-0.02,30,254,59.1,53.8,49.6,61.8,0,1,103,0,43.6,19.0,65.9,4.0,4,15,1,5,0,4,3.9,416,5.1
Chandler Fields,97286,QB,LA LAFAYET,6,78.9,76,80,9.8,3.06,2,6,7.1,73.8,59,0,21,1.7,95,1,0.36,36,207,75.3,86.4,90.6,57.7,0,1,99,1,51.6,19.0,120.4,4.2,4,11,0,2,5,1,1.0,792,9.9
Grayson McCall,98002,QB,NC STATE,4,76.6,77,80,8.6,2.76,2,1,1.2,66.3,53,0,25,10.2,94,6,-0.18,30,248,35.7,70.1,77.9,43.8,0,2,100,1,46.8,16.0,86.4,4.3,4,10,0,1,3,3,3.0,518,6.5
John Busha,173849,QB,AIR FORCE,6,51.4,72,80,14.9,3.05,2,4,4.8,36.3,29,0,38,21.6,94,8,-0.32,17,101,28.4,58.4,53.3,62.1,2,5,97,1,27.7,18.4,31.8,7.4,7,7,0,4,1,5,5.2,410,5.1
T.J. Finley,124093,QB,W KENTUCKY,3,77.5,71,77,7.0,2.28,4,1,1.3,64.9,50,0,18,9.1,85,5,-0.08,26,346,72.5,66.9,67.7,56.9,1,2,87,0,44.7,11.1,76.5,2.4,2,5,0,1,1,3,3.4,496,6.4
Michael Hawkins Jr.,184595,QB,OKLAHOMA,6,76.9,65,77,7.7,3.31,0,1,1.1,62.3,48,1,53,4.0,109,2,-0.27,25,261,32.7,53.7,54.0,55.5,0,2,122,1,40.4,22.6,76.5,11.0,12,20,0,12,1,4,3.3,536,7.0
Tony Muskett,142933,QB,VIRGINIA,7,68.9,74,77,9.5,2.7,0,3,3.5,58.4,45,0,31,11.8,90,6,0.09,25,335,74.9,72.0,61.2,83.6,2,3,98,1,46.7,22.6,77.0,7.8,7,6,0,1,3,4,4.1,545,7.1
Ryan Browne,174949,QB,PURDUE,8,67.1,70,76,9.1,3.64,0,4,5.0,56.6,43,0,48,8.5,102,4,-0.16,29,273,61.5,67.0,57.1,73.4,1,2,107,0,41.2,20.8,84.9,9.8,10,16,0,5,4,5,4.7,531,7.0
Jack Turner,162969,QB,LA TECH,6,63.0,73,76,7.7,2.48,0,4,5.2,52.6,40,0,19,13.0,83,6,-0.26,21,208,74.0,59.5,56.7,64.5,2,2,84,0,32.5,21.1,69.6,4.8,4,2,0,1,2,5,6.0,471,6.2
Jadyn Glasser,184670,QB,C MICHIGAN,4,67.1,70,76,11.3,2.62,3,2,2.5,53.9,41,0,37,12.8,89,6,-0.42,21,134,26.8,41.0,41.8,52.8,2,4,95,2,36.0,27.0,57.9,11.2,10,3,0,1,2,6,6.3,439,5.8
Maealiuaki Smith,183921,QB,OKLA STATE,4,65.3,72,75,8.3,2.29,1,2,2.4,58.7,44,0,17,6.4,79,3,-0.26,21,262,74.0,53.9,51.7,62.5,1,4,86,3,35.4,23.5,64.7,5.1,4,0,0,1,2,5,5.8,487,6.5
Aaron Philo,183222,QB,GA TECH,4,64.3,70,74,13.6,2.81,2,7,9.5,51.4,38,0,21,15.6,79,7,0.15,25,176,73.0,91.3,90.9,69.4,1,2,79,1,43.0,0.0,69.9,0.0,0,5,0,1,1,1,1.3,565,7.6
Kasen Weisman,171910,QB,FAU,5,67.2,64,74,9.8,3.51,0,4,5.1,52.7,39,0,39,9.3,83,4,-0.01,28,165,52.0,57.7,59.2,55.8,0,3,88,1,37.3,2.6,61.5,1.2,1,8,0,10,2,5,5.7,416,5.6
Demond Williams Jr.,183648,QB,WASHINGTON,12,82.4,68,73,6.0,3.15,2,3,3.9,76.7,56,0,45,0.0,107,0,0.08,32,340,63.6,77.1,65.4,77.3,1,0,112,0,44.9,35.6,116.8,15.0,16,17,0,2,4,2,1.8,570,7.8
AJ Hairston Jr.,184157,QB,UMASS,4,66.2,65,73,9.8,2.78,3,1,1.2,54.8,40,0,26,7.0,89,3,0.05,22,216,36.8,52.9,50.6,60.1,2,0,97,0,43.8,26.9,98.0,7.9,7,9,0,3,5,2,2.1,480,6.6
Cade McConnell,73935,QB,UTEP,4,71.4,70,71,7.7,2.55,0,5,6.6,56.3,40,0,24,20.0,81,10,-0.05,22,330,31.2,53.3,59.8,40.8,0,3,87,1,37.0,20.8,81.9,6.2,5,4,0,1,4,7,8.0,540,7.6
Micah Alejado,184162,QB,HAWAII,3,77.3,66,70,9.5,2.73,1,2,2.8,70.0,49,0,15,3.9,82,2,0.41,31,180,73.8,79.3,86.4,52.5,0,0,84,1,54.9,20.0,123.8,3.7,3,9,0,3,6,0,0.0,585,8.4
John Alan Richter,156999,QB,TOLEDO,5,73.8,65,68,10.1,2.84,0,4,5.5,63.2,43,0,28,10.4,81,5,0.06,21,316,50.7,70.9,77.0,44.4,2,0,86,2,43.2,17.9,104.8,6.2,5,8,0,1,4,1,1.2,497,7.3
Tyler Van Dyke,122225,QB,WISCONSIN,3,73.0,63,68,7.1,2.91,0,2,2.8,63.2,43,0,19,6.5,74,3,0.01,22,349,47.9,72.9,77.5,52.6,1,0,79,1,43.2,21.1,85.5,5.4,4,2,0,4,1,1,1.3,422,6.2
Jacurri Brown,156344,QB,UCF,6,58.1,62,68,12.1,3.09,1,3,4.4,51.5,35,0,26,2.8,87,1,-0.29,24,323,46.5,65.3,48.9,78.2,0,4,87,3,42.5,19.2,49.8,5.7,5,14,1,4,1,4,4.6,398,5.9
Zach Pyron,156309,QB,GA TECH,5,69.0,58,67,8.2,2.75,1,1,1.5,52.2,35,0,23,12.5,80,5,-0.12,25,176,76.3,60.2,53.0,67.2,4,3,81,1,38.8,17.4,62.3,5.0,4,9,2,2,2,5,6.2,409,6.1
Mike Wright Jr.,124366,QB,NWESTERN,3,67.8,59,66,9.5,2.77,1,2,2.9,57.6,38,0,20,5.0,72,2,-0.07,24,256,74.1,62.2,57.9,65.8,2,1,76,0,43.1,0.0,66.1,0.0,0,6,0,4,0,4,5.3,354,5.4
Cameron Rising,77663,QB,UTAH,3,62.9,62,66,10.1,2.88,0,1,1.4,51.5,34,0,21,12.8,74,5,0.19,26,328,71.1,49.9,46.9,64.9,1,3,78,1,41.9,14.3,96.5,4.1,3,5,0,3,7,4,5.1,555,8.4
Jase Bauer,145714,QB,SM HOUSTON,7,77.2,57,65,7.2,2.8,1,2,2.9,61.5,40,0,30,9.1,81,4,-0.25,17,281,63.0,68.8,71.1,60.4,0,1,84,0,34.6,13.3,76.7,4.9,4,12,0,7,2,1,1.2,304,4.7
Goose Crowder,144781,QB,TROY,4,83.1,59,63,8.5,3.0,0,5,7.7,68.3,43,0,26,12.2,77,6,0.46,29,318,30.1,84.5,85.7,63.4,2,0,83,1,50.6,11.5,121.6,3.9,3,11,0,2,5,2,2.4,547,8.7
Tyriq Starks,156514,QB,FAU,4,72.4,58,63,6.4,2.91,1,0,0.0,61.9,39,0,33,7.1,77,3,0.22,26,165,53.4,62.3,49.8,74.6,1,2,81,0,46.8,15.2,108.6,6.5,5,9,0,3,6,4,4.9,551,8.7
MJ Morris,157404,QB,MARYLAND,6,70.2,57,61,8.5,2.55,2,3,4.6,59.0,36,0,31,10.0,75,4,-0.33,18,215,74.6,59.2,56.5,64.1,2,5,80,1,33.3,29.0,68.3,12.0,9,5,0,0,5,4,5.0,350,5.7
Trexler Ivey,122184,QB,CHARLOTTE,4,63.0,54,59,7.4,2.33,0,2,3.1,57.6,34,0,11,0.0,63,0,-0.15,17,136,72.7,55.5,52.8,63.4,0,2,69,0,39.7,18.2,76.0,3.2,2,2,0,5,3,3,4.3,326,5.5
Tyler Jefferson,171233,QB,C MICHIGAN,7,52.8,53,58,14.9,3.11,3,2,3.2,46.6,27,0,35,3.6,84,1,-0.37,19,134,23.5,42.4,36.8,57.0,1,1,90,0,34.5,22.9,54.2,9.5,8,17,0,1,0,6,6.7,286,4.9
Noah Kim,129623,QB,COAST CAR,7,61.5,52,56,9.4,2.41,1,2,3.4,53.6,30,0,14,6.3,60,2,-0.06,13,141,29.2,57.0,58.8,53.0,0,1,63,0,38.3,21.4,87.9,5.0,3,1,0,3,4,2,3.2,333,5.9
Nicco Marchiol,157363,QB,W VIRGINIA,7,74.5,55,56,9.9,3.26,0,5,8.2,66.1,37,0,21,9.8,75,4,0.06,20,343,42.1,60.1,65.6,52.3,1,2,80,0,41.3,38.1,104.3,10.7,8,11,0,0,5,4,5.0,434,7.8
