player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,epa,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,positive_epa_percent,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Bishop Davenport,163426,QB,S ALABAMA,5,71.2,52,56,6.9,2.7,1,0,0.0,58.9,33,0,22,10.8,65,4,0.01,17,288,56.6,60.5,56.4,65.3,2,0,70,2,44.6,9.1,81.9,3.1,2,6,0,1,1,2,2.9,333,5.9
General Booty,71008,QB,LA MONROE,5,73.9,46,55,6.7,2.49,3,0,0.0,52.7,29,0,17,14.7,60,5,-0.24,12,209,71.9,46.9,42.9,64.0,1,2,63,1,33.3,29.4,66.2,8.3,5,0,0,5,2,3,4.8,306,5.6
Preston Stone,124716,QB,SMU,6,69.4,49,53,11.5,2.89,2,4,7.0,60.4,32,0,18,5.9,60,2,0.2,23,287,48.6,81.9,82.3,65.0,0,1,64,1,40.0,16.7,109.3,5.0,3,4,0,2,5,2,3.1,424,8.0
Cutter Boley,184630,QB,KENTUCKY,4,57.1,49,53,13.2,2.95,1,2,3.5,49.1,26,0,26,7.1,61,2,-0.34,14,202,21.9,46.4,51.7,35.2,1,4,66,1,32.8,26.9,50.7,11.5,7,1,0,2,2,6,9.1,338,6.4
JP Pickles,183996,QB,UTEP,3,68.9,45,52,8.0,2.95,1,1,1.9,55.8,29,0,25,6.5,69,2,-0.16,16,330,76.3,58.3,46.7,69.2,1,1,71,0,37.7,24.0,57.6,8.7,6,10,0,5,0,2,2.8,213,4.1
Aidan Warner,177520,QB,FLORIDA,4,48.9,47,52,8.9,2.9,0,2,3.8,40.4,21,0,18,8.7,57,2,-0.42,13,163,71.1,44.4,44.7,54.8,0,3,58,1,24.6,22.2,30.0,7.0,4,1,2,3,0,2,3.4,228,4.4
Tucker Kilcrease,156863,QB,TROY,6,60.9,46,51,11.8,3.02,0,3,5.7,54.9,28,0,34,0.0,69,0,-0.25,21,318,57.8,53.1,58.4,50.6,4,1,72,0,36.2,23.5,90.1,11.6,8,10,0,1,3,4,5.6,377,7.4
Jack Tuttle,83580,QB,MICHIGAN,2,65.2,46,50,7.1,2.98,2,1,2.0,60.0,30,0,24,0.0,62,0,-0.25,14,222,20.7,29.1,33.9,32.4,0,2,63,0,37.1,25.0,67.6,9.7,6,6,0,2,1,6,9.5,306,6.1
Nick Poulos,188474,QB,OHIO,5,58.5,41,49,10.8,2.95,1,2,3.6,44.9,22,0,24,8.3,60,2,0.11,21,259,22.5,65.9,63.5,64.5,4,1,66,1,41.7,12.5,67.6,5.0,3,8,0,3,2,2,3.0,271,5.5
Elijah Brown,183276,QB,STANFORD,3,70.2,47,48,8.2,2.65,0,2,3.8,58.3,28,1,30,15.2,61,5,-0.3,13,300,45.1,33.4,39.5,39.6,1,3,66,2,34.4,26.7,62.3,13.1,8,5,0,0,2,4,6.1,274,5.7
Matthew Sluka,143059,QB,UNLV,3,51.1,47,48,17.6,3.28,0,6,11.8,43.8,21,0,24,12.5,61,3,-0.03,16,325,27.9,75.4,59.2,81.8,0,1,64,1,36.1,25.0,97.0,9.8,6,6,0,1,6,3,4.7,318,6.6
Collin Schlee,98025,QB,VA TECH,5,64.6,48,48,11.4,3.15,0,2,3.9,52.1,25,0,26,19.4,64,6,-0.11,17,337,39.6,61.8,51.8,69.8,0,1,71,0,32.8,23.1,87.2,9.4,6,10,0,0,3,3,4.2,340,7.1
Justin Lamson,144052,QB,STANFORD,8,61.4,44,47,14.0,3.22,1,5,10.0,53.2,25,0,32,7.4,66,2,-0.17,19,300,34.6,65.1,58.2,66.8,1,2,70,0,36.4,40.6,83.6,19.7,13,6,0,1,4,4,5.7,300,6.4
William Watson III,174771,QB,VA TECH,2,64.3,42,46,12.4,3.39,0,3,6.3,56.5,26,0,32,3.7,64,1,-0.01,20,337,74.3,69.7,60.9,73.0,0,1,67,0,40.6,28.1,83.6,14.1,9,8,0,4,1,2,3.0,400,8.7
Michael Kern,97799,QB,WAKE,5,62.8,43,45,11.4,2.89,1,5,10.4,53.3,24,0,18,11.1,51,3,-0.35,14,339,40.9,65.3,65.4,56.7,0,3,54,0,39.2,22.2,52.8,7.8,4,2,0,1,1,4,7.4,288,6.4
Hank Brown,172439,QB,AUBURN,3,73.2,41,44,8.9,2.17,0,2,4.4,61.4,27,0,10,10.0,45,3,0.28,17,115,70.2,59.6,59.9,60.3,0,3,46,1,46.7,0.0,102.6,0.0,0,1,1,2,6,3,6.5,403,9.2
Alex Orji,158545,QB,MICHIGAN,6,61.5,39,44,7.7,3.06,4,0,0.0,52.3,23,0,27,4.2,57,1,-0.37,10,222,62.1,63.0,44.7,71.7,0,1,58,0,33.3,11.1,72.9,5.3,3,10,0,1,3,2,3.4,148,3.4
Dequan Finn,97804,QB,BAYLOR,2,59.5,42,43,10.0,3.26,0,1,2.1,53.5,23,0,19,8.0,50,2,-0.35,11,118,29.5,54.4,43.7,72.0,0,2,55,0,34.0,21.1,80.3,8.0,4,2,0,1,3,3,5.5,307,7.1
Quentin Hayes,186423,QB,AIR FORCE,8,67.5,40,43,12.1,3.03,1,4,8.2,58.1,25,0,26,7.4,61,2,0.32,19,101,44.7,85.1,64.8,81.0,1,2,68,0,45.9,38.5,98.5,16.4,10,8,0,1,3,2,2.9,455,10.6
Javance Tupou'ata-Johnson,175766,QB,S DIEGO ST,3,59.0,39,39,10.9,3.1,0,1,2.3,51.3,20,0,21,13.0,51,3,-0.03,11,284,72.0,55.6,53.6,60.1,0,2,56,0,39.2,23.8,64.3,9.8,5,7,0,0,2,5,8.9,222,5.7
Gavin Wimsatt,155757,QB,KENTUCKY,6,52.8,36,39,15.9,2.98,0,6,14.0,41.0,16,0,15,15.8,44,3,-0.33,10,202,62.2,68.9,57.5,71.2,2,4,49,0,29.5,20.0,53.0,6.8,3,2,0,1,3,5,10.2,287,7.4
Drew Devillier,190639,QB,RICE,3,61.8,34,39,5.9,2.39,4,0,0.0,51.3,20,0,13,4.8,44,1,-0.28,5,275,41.1,53.8,51.5,63.5,0,0,46,2,29.5,15.4,59.5,4.5,2,3,0,1,0,2,4.3,137,3.5
Eddie Lee Marburger,145511,QB,UTSA,5,62.2,37,38,7.5,2.44,0,2,5.1,55.3,21,0,17,8.7,44,2,-0.13,15,331,39.9,65.0,66.9,55.2,1,3,45,0,45.5,11.8,58.2,4.5,2,4,0,0,2,1,2.2,232,6.1
Conner Harrell,156352,QB,N CAROLINA,4,67.6,34,37,8.4,2.82,0,0,0.0,56.8,21,0,11,8.7,42,2,-0.06,13,245,20.9,60.8,63.0,54.5,1,1,49,1,35.7,18.2,87.9,4.8,2,3,0,2,2,1,2.0,282,7.6
Tayven Jackson,157615,QB,INDIANA,4,73.5,34,37,9.6,2.61,1,2,5.1,62.2,23,0,10,8.0,40,2,0.19,16,190,76.2,79.3,75.1,70.1,1,1,42,0,50.0,10.0,118.0,2.5,1,2,0,1,4,2,4.8,349,9.4
Brandon Rose,158503,QB,UTAH,2,60.0,35,36,9.1,2.75,0,1,2.6,52.8,19,0,8,9.5,39,2,-0.15,9,328,72.5,65.3,54.4,77.3,0,2,42,0,35.9,12.5,59.6,2.6,1,2,0,1,2,2,4.8,157,4.4
Brendan Sullivan,145034,QB,IOWA,5,79.4,34,36,6.8,3.43,0,1,2.7,66.7,24,0,19,11.1,54,3,-0.08,16,192,20.3,59.0,58.7,57.4,0,2,55,1,38.9,21.1,92.7,7.4,4,14,0,2,2,3,5.5,343,9.5
Braxton Woodson,175276,QB,NAVY,3,61.8,34,36,8.3,2.47,1,0,0.0,50.0,18,0,8,14.3,42,3,-0.02,12,237,46.1,58.5,56.0,60.7,0,2,43,1,40.5,25.0,67.2,4.8,2,4,0,1,2,0,0.0,243,6.8
Justyn Martin,162461,QB,UCLA,3,75.8,33,35,3.8,2.57,0,0,0.0,68.6,24,0,22,4.0,41,1,-0.06,11,324,35.1,67.7,67.5,60.0,2,0,42,0,36.6,13.6,90.1,7.3,3,3,0,0,1,1,2.4,179,5.1
Jackson Stratton,157206,QB,IOWA,3,75.0,32,35,6.3,2.55,3,0,0.0,60.0,21,0,16,12.5,41,3,-0.14,10,192,35.7,60.6,62.9,49.9,0,0,41,1,36.6,12.5,87.7,4.9,2,2,0,0,1,0,0.0,219,6.3
Blake Baker,170448,QB,LA TECH,2,72.7,33,35,7.7,2.48,2,0,0.0,54.3,19,0,16,20.8,43,5,-0.18,12,208,73.5,65.5,65.7,60.3,0,3,45,0,34.9,25.0,58.5,9.3,4,4,0,0,1,1,2.2,314,9.0
Beau Pribula,164182,QB,PENN STATE,6,82.4,34,35,8.2,2.59,0,3,7.9,74.3,26,0,8,7.1,39,2,0.49,19,266,35.8,91.7,92.8,77.0,1,1,42,1,61.5,0.0,124.4,0.0,0,4,0,0,5,0,0.0,275,7.9
Christopher Vizzina,170032,QB,CLEMSON,7,71.0,31,34,7.5,2.31,2,0,0.0,55.9,19,0,9,13.6,40,3,-0.31,8,140,41.9,59.6,55.1,64.1,1,0,43,0,30.0,33.3,71.9,7.5,3,2,0,0,0,0,0.0,190,5.6
Garret Rangel,157795,QB,OKLA STATE,4,60.0,30,33,8.8,2.69,2,0,0.0,51.5,17,0,10,5.6,38,1,-0.11,10,262,71.4,44.8,39.8,66.0,0,1,38,1,36.8,10.0,76.8,2.6,1,2,0,1,2,2,5.3,192,5.8
Robby Ashford,131702,QB,S CAROLINA,6,83.3,30,32,9.5,2.95,1,3,8.1,71.9,23,0,17,8.0,47,2,0.22,15,289,21.6,77.2,74.5,68.4,0,0,52,0,46.8,35.3,125.0,12.8,6,9,0,1,2,2,3.8,324,10.1
Austin Simmons,175891,QB,OLE MISS,6,64.5,31,31,11.4,2.32,0,1,3.0,58.1,18,0,3,10.0,33,2,0.22,15,226,70.1,78.0,76.3,65.2,0,0,35,0,54.5,33.3,105.3,3.0,1,1,0,0,2,0,0.0,248,8.0
Luke Bottari,73931,QB,UTAH,3,71.4,28,31,8.6,2.82,0,1,2.9,61.3,19,0,11,5.0,33,1,-0.04,10,328,38.5,56.7,61.2,52.4,0,0,37,2,42.4,18.2,86.9,6.1,2,0,0,3,1,0,0.0,171,5.5
John White,184784,QB,SO MISS,3,62.1,29,31,10.7,2.77,0,1,2.9,54.8,17,0,14,5.6,39,1,-0.56,8,296,22.3,38.9,51.3,27.3,1,3,43,0,33.3,35.7,40.5,12.8,5,3,0,1,0,2,4.7,240,7.7
Dexter Williams II,129457,QB,GA SOUTHRN,4,73.3,30,31,12.2,2.68,0,3,9.4,61.3,19,0,6,13.6,35,3,0.47,13,174,25.6,66.2,73.2,53.4,0,0,36,1,51.4,16.7,118.8,2.9,1,3,0,1,3,0,0.0,248,8.0
Brandon Nunez,183978,QB,NEW MEX ST,5,50.0,28,30,11.1,2.54,1,0,0.0,40.0,12,0,10,14.3,34,2,-0.43,7,242,50.0,51.8,43.3,62.0,0,1,35,0,23.5,20.0,56.3,5.9,2,2,0,1,2,1,2.9,89,3.0
Tommy Schuster,108954,QB,MICH STATE,4,75.9,29,29,6.6,3.14,0,0,0.0,69.0,20,0,15,9.1,36,2,-0.31,10,223,31.1,62.2,57.7,69.5,0,0,36,0,36.1,40.0,88.6,16.7,6,1,0,0,0,2,5.6,202,7.0
Ruel Tomlinson,188241,QB,KENT STATE,4,59.3,27,29,8.3,2.93,2,0,0.0,34.5,10,0,22,37.5,52,6,-0.84,5,201,44.4,37.6,39.3,48.9,0,2,52,0,17.3,50.0,14.6,21.2,11,11,0,0,0,2,3.8,70,2.4
Gabarri Johnson,175905,QB,OREGON ST,6,60.0,25,28,8.4,3.24,3,0,0.0,50.0,14,0,14,6.7,41,1,-0.4,9,265,46.2,58.9,46.4,72.0,0,1,41,2,39.0,35.7,54.5,12.2,5,8,0,0,0,2,4.9,172,6.1
Tahj Bullock,144070,QB,AKRON,9,88.5,26,28,2.0,2.11,1,0,0.0,71.4,20,0,11,13.0,34,3,-0.22,7,102,32.5,71.1,70.3,73.4,0,0,37,0,44.1,45.5,85.6,14.7,5,1,0,1,0,1,2.7,161,5.8
Malachi Singleton,172426,QB,ARKANSAS,4,77.8,27,28,12.6,2.72,1,1,3.3,75.0,21,0,11,0.0,36,0,0.35,16,111,25.5,80.9,69.0,79.9,0,0,38,0,52.8,54.5,127.7,16.7,6,2,0,0,1,1,2.6,344,12.3
Steve Angeli,156966,QB,NOTRE DAME,6,78.6,28,28,9.4,2.84,0,2,6.9,64.3,18,0,11,18.2,33,4,0.34,13,258,70.9,82.9,75.5,78.3,0,0,35,0,51.5,27.3,124.7,9.1,3,2,0,0,3,0,0.0,224,8.0
Gaston Moore,123756,QB,TENNESSEE,5,70.4,27,27,13.1,2.57,0,2,5.9,59.3,16,0,6,15.8,28,3,-0.09,8,307,28.2,70.0,74.1,46.8,0,2,35,0,53.6,0.0,76.3,0.0,0,1,0,0,2,2,5.7,201,7.4
Quinn Henicle,190064,QB,DOMINION,3,60.0,25,25,9.3,2.91,0,0,0.0,56.0,14,0,19,6.7,34,1,-0.37,9,263,55.0,73.9,40.8,87.7,0,1,37,0,26.5,31.6,88.9,17.6,6,3,0,0,2,3,8.1,181,7.2
Ty Simpson,157008,QB,ALABAMA,4,72.0,25,25,11.1,2.69,0,1,3.7,56.0,14,0,7,22.2,27,4,0.3,9,103,71.5,74.9,67.3,74.2,0,0,29,0,51.9,14.3,76.6,3.7,1,1,0,0,0,0,0.0,167,6.7
Jeff Sims,122496,QB,ARIZONA ST,2,56.5,23,25,14.0,3.39,0,0,0.0,52.0,13,0,12,0.0,33,0,-0.07,10,110,72.7,56.1,48.6,64.3,0,0,35,0,45.5,16.7,73.4,6.1,2,6,0,2,0,0,0.0,168,6.7
Chubba Purdy,122412,QB,NEVADA,4,75.0,24,25,8.9,2.81,0,1,3.7,72.0,18,0,9,0.0,28,0,-0.16,7,239,72.9,69.7,70.0,63.3,1,1,31,0,53.6,22.2,97.6,7.1,2,1,0,0,1,1,3.2,233,9.3
AJ Bianco,158232,QB,NEVADA,3,69.6,23,24,12.1,3.28,0,1,3.8,66.7,16,0,7,0.0,28,0,0.41,11,239,70.2,74.7,74.3,65.0,0,0,30,0,50.0,28.6,101.6,7.1,2,2,0,1,1,2,6.7,173,7.2
Chandler Rogers,98683,QB,CAL,5,63.6,22,24,8.3,2.98,2,1,3.7,50.0,12,0,12,14.3,34,2,-0.34,4,130,76.5,60.8,56.0,63.3,0,0,38,0,29.4,33.3,64.1,11.8,4,6,0,0,0,0,0.0,117,4.9
RJ Martinez,147690,QB,TEXAS ST,2,75.0,24,24,4.2,2.62,0,0,0.0,75.0,18,0,8,0.0,30,0,0.01,10,314,71.2,50.3,53.0,52.3,0,1,31,1,46.7,25.0,72.9,6.7,2,4,0,0,0,1,3.2,148,6.2
Will Hammond,184898,QB,TEXAS TECH,3,75.0,20,22,10.5,2.71,1,2,8.7,63.6,14,0,7,6.7,30,1,0.49,9,315,21.7,68.9,77.2,55.2,0,0,32,1,50.0,28.6,108.1,6.7,2,5,0,1,1,1,3.1,200,9.1
Kahlib Johnson,156331,QB,KENNESAW,3,36.4,22,22,15.4,3.17,0,1,4.5,27.3,6,0,9,25.0,25,2,-0.86,3,200,18.0,25.5,26.2,44.1,0,3,25,2,20.0,22.2,0.0,8.0,2,1,0,0,0,5,20.0,57,2.6
Timmy McClain,144488,QB,ARK STATE,4,84.2,19,21,8.5,3.15,1,0,0.0,66.7,14,0,13,12.5,29,2,0.37,10,113,39.5,61.2,67.6,54.0,0,0,31,0,51.7,30.8,129.6,13.8,4,4,0,1,3,0,0.0,163,7.8
Devin Brown,156479,QB,OHIO STATE,6,60.0,20,20,7.6,2.84,0,0,0.0,55.0,11,0,5,8.3,25,1,-0.03,8,260,70.0,66.9,65.9,61.2,0,0,25,0,40.0,40.0,88.3,8.0,2,3,0,0,1,0,0.0,114,5.7
Max Johnson,124099,QB,N CAROLINA,1,72.2,18,19,4.4,2.68,0,0,0.0,63.2,12,0,8,7.7,24,1,-0.36,7,245,27.6,47.0,42.8,62.3,0,1,28,0,37.5,25.0,48.4,8.3,2,3,0,1,0,1,3.6,71,3.7
Logan Smothers,129713,QB,JVILLE ST,2,66.7,18,19,7.7,2.39,0,0,0.0,57.9,11,0,5,8.3,23,1,-0.62,5,196,26.2,57.3,49.5,62.5,0,0,24,0,30.4,40.0,77.3,8.7,2,2,0,1,0,1,4.2,123,6.5
Deuce Hogan,129470,QB,NEW MEX ST,2,53.3,15,19,12.9,3.19,0,1,4.8,31.6,6,0,8,25.0,22,2,-0.92,2,242,67.6,56.1,57.0,57.8,1,2,24,1,13.6,25.0,1.3,9.1,2,1,0,3,0,1,4.2,31,1.6
Henry Hesson,145798,QB,MIAMI OH,4,46.7,15,18,11.3,2.93,1,0,0.0,38.9,7,0,8,0.0,23,0,-0.14,7,221,68.2,38.2,38.2,50.8,0,0,24,0,30.4,25.0,74.5,8.7,2,3,1,1,1,1,4.2,93,5.2
Heinrich Haarberg,144993,QB,NEBRASKA,5,55.6,18,18,11.4,2.81,0,0,0.0,55.6,10,0,5,0.0,20,0,0.08,6,238,76.5,69.9,53.7,75.4,0,1,24,0,40.0,20.0,48.6,5.0,1,1,0,0,0,1,4.2,101,5.6
Malachi Nelson,174203,QB,BOISE ST,3,76.5,17,17,6.4,2.38,0,1,5.6,70.6,12,0,3,7.7,19,1,0.08,7,120,67.8,80.4,80.1,60.0,0,1,20,0,52.6,66.7,67.8,10.5,2,0,0,0,0,0,0.0,128,7.5
Dewayne Coleman,163179,QB,ARMY,6,68.8,16,16,10.5,2.74,0,1,5.6,68.8,11,0,9,0.0,18,0,0.35,6,114,79.6,72.8,74.6,65.0,0,0,20,1,44.4,22.2,111.7,11.1,2,0,0,0,1,0,0.0,121,7.6
Gunner Stockton,157072,QB,GEORGIA,2,81.3,16,16,7.7,2.61,0,0,0.0,81.3,13,0,4,0.0,17,0,0.33,6,173,68.9,63.1,62.4,60.4,0,0,17,0,58.8,25.0,101.8,5.9,1,0,0,0,0,0,0.0,135,8.4
EJ Colson Jr.,190335,QB,UCF,2,62.5,16,16,9.7,3.57,0,0,0.0,56.3,9,0,12,10.0,26,1,-0.71,5,323,28.8,38.0,30.0,62.0,0,1,28,0,46.2,41.7,60.4,19.2,5,5,0,0,1,1,3.6,64,4.0
Ryan Hilinski,71295,QB,NWESTERN,3,71.4,14,16,12.4,2.3,0,1,5.9,56.3,9,0,4,10.0,16,1,-0.22,6,256,25.0,44.6,52.9,46.5,0,1,17,1,37.5,0.0,54.4,0.0,0,0,0,2,0,2,11.8,121,7.6
Brad Jackson,184354,QB,TEXAS ST,2,61.5,13,15,7.3,2.5,2,0,0.0,53.3,8,0,6,0.0,18,0,0.17,5,314,75.5,74.1,45.6,80.1,0,0,19,0,33.3,0.0,101.5,0.0,0,3,0,0,1,1,5.3,118,7.9
Israel Carter,175310,QB,USF,3,83.3,12,14,13.8,2.82,1,1,6.7,71.4,10,0,7,0.0,18,0,0.95,8,327,28.8,60.0,70.3,50.0,0,0,19,1,55.6,0.0,153.3,0.0,0,4,1,0,4,0,0.0,203,14.5
Josh Johnson,186429,QB,AIR FORCE,5,57.1,14,14,19.8,3.26,0,2,13.3,42.9,6,0,10,25.0,19,2,-0.16,7,101,32.4,48.8,47.9,55.9,0,3,20,0,42.1,10.0,59.5,5.3,1,4,0,0,1,3,15.0,126,9.0
Ui Ale,173036,QB,HOUSTON,2,84.6,13,13,7.2,2.33,0,0,0.0,76.9,10,0,3,9.1,14,1,0.35,6,182,68.0,73.6,77.1,55.5,0,0,14,0,64.3,33.3,127.7,7.1,1,0,0,0,1,0,0.0,112,8.6
Ryan Boe,190878,QB,NWESTERN,1,40.0,10,13,11.3,2.79,1,0,0.0,30.8,4,0,6,0.0,14,0,-1.04,3,256,20.6,26.7,26.8,,1,1,14,0,21.4,16.7,9.1,7.1,1,0,0,1,0,2,14.3,42,3.2
Amari Jones,156543,QB,FIU,3,63.6,11,12,6.8,2.9,0,1,7.1,58.3,7,0,6,0.0,16,0,0.5,4,166,71.2,55.7,57.7,55.7,0,1,19,1,50.0,16.7,78.1,6.3,1,3,0,1,1,1,5.3,99,8.3
Jeremiah Salem,157478,QB,E MICHIGAN,3,75.0,12,12,5.6,2.69,0,0,0.0,75.0,9,0,5,0.0,15,0,-0.36,2,160,68.2,54.4,51.0,61.8,0,1,16,0,33.3,40.0,102.1,13.3,2,1,0,0,1,1,6.3,128,10.7
Julian Sayin,183708,QB,OHIO STATE,4,54.5,11,12,10.2,2.66,0,0,0.0,41.7,5,0,2,16.7,14,1,0.05,4,260,66.2,58.3,55.4,62.5,1,0,14,0,50.0,0.0,93.8,0.0,0,2,0,0,1,0,0.0,84,7.0
Lucian Anderson III,173364,QB,BOWL GREEN,4,54.5,11,12,6.8,3.25,1,0,0.0,41.7,5,0,7,16.7,16,1,-0.48,3,122,75.5,66.2,47.6,72.2,0,1,17,0,25.0,28.6,42.4,12.5,2,2,0,0,1,0,0.0,32,2.7
Emory Williams,170099,QB,MIAMI FL,1,100.0,12,12,5.9,2.03,0,2,16.7,91.7,11,0,0,8.3,12,1,0.76,7,220,65.8,91.7,91.8,,0,0,12,0,75.0,,146.5,0.0,0,0,0,0,1,0,0.0,161,13.4
Chayden Peery,143925,QB,FIU,1,70.0,10,12,7.1,2.81,0,1,7.1,58.3,7,0,7,0.0,14,0,-0.49,2,166,72.5,71.1,60.8,70.7,0,0,16,0,35.7,14.3,98.6,7.1,1,1,0,2,1,0,0.0,58,4.8
Cardell Williams,156190,QB,TULSA,5,55.6,9,11,12.1,2.99,0,0,0.0,45.5,5,0,6,0.0,15,0,-0.37,3,320,72.5,70.1,52.7,74.9,0,0,16,0,26.7,16.7,54.0,6.7,1,2,0,2,0,0,0.0,37,3.4
Ty Thompson,146568,QB,TULANE,5,60.0,10,11,7.5,2.95,0,2,16.7,54.5,6,0,4,0.0,13,0,0.53,5,319,58.0,90.8,74.1,83.3,1,0,15,0,53.8,0.0,115.2,0.0,0,2,0,0,2,0,0.0,74,6.7
Gunnar Gray,171202,QB,BUFFALO,1,44.4,9,11,7.9,2.23,0,0,0.0,36.4,4,0,2,0.0,11,0,-0.3,2,126,65.6,42.1,45.1,,0,1,11,1,27.3,0.0,10.0,0.0,0,0,0,2,0,1,9.1,41,3.7
Ken Seals,124359,QB,TCU,4,100.0,9,11,-0.6,2.03,1,0,0.0,81.8,9,0,3,0.0,12,0,0.76,5,305,26.0,51.0,68.9,42.3,0,0,12,0,58.3,0.0,131.8,0.0,0,1,0,1,1,0,0.0,92,8.4
Will Perry,184159,QB,UMASS,1,80.0,10,11,10.3,2.68,0,0,0.0,63.6,7,1,4,12.5,12,1,0.52,5,216,65.8,65.7,72.4,57.3,0,0,12,1,50.0,0.0,112.7,0.0,0,1,0,1,1,0,0.0,72,6.5
CJ Harris,130594,QB,CAL,1,60.0,10,11,9.9,2.49,0,1,9.1,54.5,6,0,4,0.0,13,0,-0.52,3,130,69.3,49.4,32.9,72.2,0,1,13,0,23.1,25.0,38.1,7.7,1,1,0,1,0,3,23.1,75,6.8
Braden Bohannon,160367,QB,KENNESAW,1,60.0,10,11,10.4,2.69,0,0,0.0,45.5,5,0,2,16.7,13,1,-0.5,2,200,23.1,32.0,46.4,36.7,0,0,13,1,30.8,0.0,59.3,0.0,0,1,0,1,0,1,7.7,51,4.6
Roman Gagliano,183961,QB,MIDDLE TN,2,60.0,10,10,5.8,2.52,0,1,10.0,50.0,5,0,2,16.7,12,1,-0.38,1,224,65.8,55.9,47.6,64.3,0,0,12,0,16.7,50.0,61.2,8.3,1,1,0,0,0,1,8.3,42,4.2
David Lynch,170120,QB,PITTSBURGH,2,77.8,9,9,5.2,2.54,0,0,0.0,66.7,6,0,4,14.3,11,1,-0.64,2,268,65.8,64.9,68.9,56.3,0,1,12,0,27.3,25.0,39.4,9.1,1,1,0,0,0,0,0.0,46,5.1
Ahmad Haston,173396,QB,UMASS,3,88.9,9,9,3.7,2.64,0,0,0.0,88.9,8,0,2,0.0,12,0,0.24,2,216,75.1,83.3,70.6,75.0,0,0,12,0,66.7,0.0,84.7,0.0,0,3,0,0,0,0,0.0,39,4.3
Cameran Brown,184894,QB,TEXAS TECH,2,44.4,9,9,5.1,1.72,0,0,0.0,44.4,4,0,0,0.0,9,0,-1.26,0,315,71.6,42.7,27.6,69.0,0,1,9,0,22.2,,12.0,0.0,0,0,0,0,0,1,11.1,11,1.2
Tim Carpenter,190715,QB,TULSA,4,62.5,8,9,16.0,2.73,0,1,10.0,44.4,4,0,2,20.0,11,1,0.79,4,320,72.1,80.6,61.5,78.4,0,0,13,0,45.5,0.0,100.0,0.0,0,2,1,0,2,1,7.7,46,5.1
Jake Merklinger,184888,QB,TENNESSEE,2,87.5,8,9,4.6,2.93,0,0,0.0,66.7,6,0,5,14.3,12,1,-0.04,4,307,69.3,64.9,64.8,60.2,1,0,12,0,50.0,40.0,79.9,16.7,2,1,0,0,0,0,0.0,48,5.3
Cameron Edge,162791,QB,MARYLAND,2,71.4,7,8,6.9,1.78,1,0,0.0,62.5,5,0,1,0.0,8,0,0.59,4,215,64.9,65.3,64.4,,0,0,8,0,62.5,0.0,128.6,0.0,0,0,0,0,1,0,0.0,67,8.4
Lex Thomas,170381,QB,NC STATE,2,62.5,8,8,7.9,2.13,0,0,0.0,62.5,5,0,2,0.0,8,0,-0.22,3,248,67.2,60.7,54.1,64.7,0,1,8,0,37.5,0.0,88.0,0.0,0,0,0,0,1,1,12.5,65,8.1
Harrison Bailey,124266,QB,LOUISVILLE,2,100.0,8,8,1.1,2.19,0,0,0.0,100.0,8,0,2,0.0,8,0,0.27,3,210,68.2,62.7,66.3,60.8,0,0,8,1,50.0,0.0,99.5,0.0,0,0,0,0,0,0,0.0,63,7.9
Ta'Quan Roberson,101625,QB,KANSAS ST,3,57.1,7,7,6.6,2.77,0,0,0.0,42.9,3,0,3,25.0,7,1,-0.8,1,199,67.1,54.4,53.7,58.2,0,0,7,0,14.3,0.0,50.3,0.0,0,0,0,0,0,0,0.0,18,2.6
Ryan Burger,157544,QB,LIBERTY,4,66.7,6,7,6.8,3.06,0,0,0.0,57.1,4,0,1,0.0,8,0,-0.33,2,206,71.0,60.2,59.9,59.2,0,0,8,0,37.5,0.0,78.3,0.0,0,1,0,1,0,0,0.0,48,6.9
Cole Pennington,156787,QB,MARSHALL,2,71.4,7,7,6.6,2.35,0,0,0.0,71.4,5,0,2,0.0,8,0,0.46,3,214,69.1,52.9,48.5,61.4,0,0,10,0,50.0,0.0,135.1,0.0,0,1,0,0,1,1,10.0,57,8.1
John-Keawe Sagapolutele,175709,QB,HAWAII,2,57.1,7,7,11.9,2.29,0,1,14.3,57.1,4,0,2,0.0,8,0,-0.89,2,180,69.8,53.9,45.6,66.1,0,2,8,0,37.5,50.0,35.1,12.5,1,0,0,0,0,1,12.5,42,6.0
Kyle Lowe,156595,QB,GA STATE,2,66.7,6,7,14.2,2.99,0,0,0.0,42.9,3,0,5,25.0,8,1,-0.25,2,175,26.3,60.1,59.5,60.0,0,0,9,0,25.0,20.0,89.9,12.5,1,0,0,1,1,1,11.1,18,2.6
Jalen Macon,153929,QB,N ILLINOIS,1,85.7,7,7,4.7,2.97,0,0,0.0,57.1,4,0,4,33.3,9,2,0.39,5,254,68.3,79.1,75.2,68.3,0,0,9,0,66.7,0.0,79.5,0.0,0,2,0,0,0,0,0.0,50,7.1
