Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,,,Roster Position
133865-192429,WR,Jackson,Jackson Harris,Harris,19.280000305175783,10,8700,CLEM@LSU,LSU,CLEM,,,,,,WR/Super FLEX
133865-192228,WR,Keshaun,Keshaun Singleton,Singleton,13.558333079020182,12,8600,BAY@AUB,AUB,BAY,,,,,,WR/Super FLEX
133865-188162,RB,Carson,Carson Hansen,Hansen,15.480000305175782,10,8600,MAR@PSU,PSU,MAR,,,,,,RB/Super FLEX
133865-167706,QB,Zeon,Zeon Chriss-Gremillion,Chriss-Gremillion,4.304999828338623,4,8600,TULN@DUKE,TULN,DUKE,,,,,,QB/Super FLEX
133865-199552,QB,DJ,DJ Lagway,Lagway,13.005454323508523,11,8500,BAY@AUB,BAY,AUB,,,,,,QB/Super FLEX
133865-177896,WR,Isaiah,Isaiah Horton,Horton,8.938461303710938,13,8500,MOST@TXAM,TXAM,MOST,,,,,,WR/Super FLEX
133865-175113,RB,Makhi,Makhi Hughes,Hughes,2.5999999046325684,4,8400,ORST@HOU,HOU,ORST,,,,,,RB/Super FLEX
133865-202086,QB,Brad,Brad Jackson,Jackson,29.768333435058594,12,8400,TXST@TEX,TXST,TEX,,,,,,QB/Super FLEX
133865-202362,WR,Charlie,Charlie Becker,Becker,9.075000127156576,12,8400,NTEX@IND,IND,NTEX,,,,,,WR/Super FLEX
133865-151710,QB,Carlos,Carlos Del Rio-Wilson,Del Rio-Wilson,22.24727283824574,11,8300,MAR@PSU,MAR,PSU,,,,,,QB/Super FLEX
133865-199628,WR,Cam,Cam Coleman,Coleman,10.545454545454545,11,8300,TXST@TEX,TEX,TXST,,,,,,WR/Super FLEX
133865-187400,RB,Jeremiah,Jeremiah Cobb,Cobb,12.363636363636363,11,8300,BAY@AUB,AUB,BAY,,,,,,RB/Super FLEX
133865-226073,WR,Dakorien,Dakorien Moore,Moore,8.509090770374645,11,8200,BOIS@ORE,ORE,BOIS,,,,,,WR/Super FLEX
133865-183522,QB,Christopher,Christopher Vizzina,Vizzina,6.668000030517578,5,8200,CLEM@LSU,CLEM,LSU,,,,,,QB/Super FLEX
133865-242975,QB,Tait,Tait Reynolds,Reynolds,,0,8200,CLEM@LSU,CLEM,LSU,,,,,,QB/Super FLEX
133865-200812,RB,Dilin,Dilin Jones,Jones,6.942856924874442,7,8100,CLEM@LSU,LSU,CLEM,,,,,,RB/Super FLEX
133865-183661,QB,Broc,Broc Lowry,Lowry,20.03846153846154,13,8100,WMU@MICH,WMU,MICH,,,,,,QB/Super FLEX
133865-176736,RB,Gi'Bran,Gi'Bran Payne,Payne,2.6500000953674316,2,8000,BC@CIN,CIN,BC,,,,,,RB/Super FLEX
133865-158709,WR,Trent,Trent Walker,Walker,12.237999725341798,10,8000,ORST@HOU,HOU,ORST,,,,,,WR/Super FLEX
133865-175578,QB,Maddux,Maddux Madsen,Madsen,16.94727256081321,11,8000,BOIS@ORE,BOIS,ORE,,,,,,QB/Super FLEX
133865-187382,WR,Brandon,Brandon Inniss,Inniss,4.441538590651292,13,7900,BALL@OSU,OSU,BALL,,,,,,WR/Super FLEX
133865-205934,RB,Kevin,Kevin Riley,Riley,5.188888973659939,9,7900,ECU@BAMA,BAMA,ECU,,,,,,RB/Super FLEX
133865-184492,RB,Hollywood,Hollywood Smothers,Smothers,14.483999633789063,10,7800,TXST@TEX,TEX,TXST,,,,,,RB/Super FLEX
133865-242333,QB,Braden,Braden Atkinson,Atkinson,,0,7800,ORST@HOU,ORST,HOU,,,,,,QB/Super FLEX
133865-225987,WR,Andrew,Andrew Marsh,Marsh,9.575000127156576,12,7800,WMU@MICH,MICH,WMU,,,,,,WR/Super FLEX
133865-166794,QB,Maalik,Maalik Murphy,Murphy,10.902222527398003,9,7800,ORST@HOU,ORST,HOU,,,,,,QB/Super FLEX
133865-202359,RB,Khobie,Khobie Martin,Martin,8.045454545454545,11,7700,NTEX@IND,IND,NTEX,,,,,,RB/Super FLEX
133865-223225,WR,JV,JV Gibson,Gibson,3.913333468967014,9,7700,BC@CIN,CIN,BC,,,,,,WR/Super FLEX
133865-230596,RB,Jaylin,Jaylin Carter,Carter,15.699999809265137,1,7600,ARKST@MEM,MEM,ARKST,,,,,,RB/Super FLEX
133865-200557,WR,Nick,Nick Marsh,Marsh,11.066666920979818,12,7600,NTEX@IND,IND,NTEX,,,,,,WR/Super FLEX
133865-199761,RB,Caden,Caden Durham,Durham,7.133333206176758,12,7500,CLEM@LSU,LSU,CLEM,,,,,,RB/Super FLEX
133865-199797,WR,Mario,Mario Craver,Craver,13.183333079020182,12,7500,MOST@TXAM,TXAM,MOST,,,,,,WR/Super FLEX
133865-200102,WR,Bryant,Bryant Wesco Jr.,Wesco Jr.,15.085714067731585,7,7500,CLEM@LSU,CLEM,LSU,,,,,,WR/Super FLEX
133865-207333,RB,Nykahi,Nykahi Davenport,Davenport,10.350909146395596,11,7400,BAY@AUB,AUB,BAY,,,,,,RB/Super FLEX
133865-187072,WR,Chauncy,Chauncy Cobb,Cobb,9.916666666666666,12,7400,ARKST@MEM,ARKST,MEM,,,,,,WR/Super FLEX
133865-173758,WR,Louis,Louis Brown IV,Brown IV,5.633333206176758,3,7400,BAY@AUB,BAY,AUB,,,,,,WR/Super FLEX
133865-171998,QB,Skyler,Skyler Locklear,Locklear,23.102500915527344,8,7400,MOST@TXAM,MOST,TXAM,,,,,,QB/Super FLEX
133865-172687,WR,Chase,Chase Sowell,Sowell,7.8,10,7300,MAR@PSU,PSU,MAR,,,,,,WR/Super FLEX
133865-224096,WR,Winston,Winston Watkins Jr.,Watkins Jr.,5.309091047807173,11,7300,CLEM@LSU,LSU,CLEM,,,,,,WR/Super FLEX
133865-189827,RB,Dawson,Dawson Pendergrass,Pendergrass,,0,7300,BAY@AUB,BAY,AUB,,,,,,RB/Super FLEX
133865-129077,QB,Mitch,Mitch Griffis,Griffis,6.235000133514404,4,7200,ECU@BAMA,ECU,BAMA,,,,,,QB/Super FLEX
133865-168164,WR,Chas,Chas Nimrod,Nimrod,12.683333079020182,6,7200,BAY@AUB,AUB,BAY,,,,,,WR/Super FLEX
133865-224035,RB,Jamarion,Jamarion Morrow,Morrow,4.109090978449041,11,7200,MOST@TXAM,TXAM,MOST,,,,,,RB/Super FLEX
133865-247119,WR,Jared,Jared Richardson,Richardson,,0,7200,TULN@DUKE,DUKE,TULN,,,,,,WR/Super FLEX
133865-191226,WR,Jaedn,Jaedn Skeete,Skeete,11.550000190734863,2,7100,BC@CIN,BC,CIN,,,,,,WR/Super FLEX
133865-199768,TE,Trey'Dez,Trey'Dez Green,Green,12.975000381469727,8,7100,CLEM@LSU,LSU,CLEM,,,,,,WR/Super FLEX
133865-167609,WR,Evan,Evan Stewart,Stewart,,0,7100,BOIS@ORE,ORE,BOIS,,,,,,WR/Super FLEX
133865-190279,RB,Ja'Kobi,Ja'Kobi Jackson,Jackson,3.8999999364217124,3,7100,BALL@OSU,OSU,BALL,,,,,,RB/Super FLEX
133865-168084,QB,Tayven,Tayven Jackson,Jackson,13.403636585582387,11,7000,NTEX@IND,NTEX,IND,,,,,,QB/Super FLEX
133865-183477,WR,Jayce,Jayce Brown,Brown,15.255555894639757,9,7000,CLEM@LSU,LSU,CLEM,,,,,,WR/Super FLEX
133865-191744,WR,Devin,Devin McCuin,McCuin,12.327273282137783,11,7000,BALL@OSU,OSU,BALL,,,,,,WR/Super FLEX
133865-167217,RB,Kenyon,Kenyon Clay,Clay,9.166666666666666,12,7000,ARKST@MEM,ARKST,MEM,,,,,,RB/Super FLEX
133865-177912,RB,Jalen,Jalen Buckley,Buckley,13.215384850135216,13,7000,WMU@MICH,WMU,MICH,,,,,,RB/Super FLEX
133865-190548,RB,Ezell,Ezell Jolly,Jolly,,0,6900,ARKST@MEM,ARKST,MEM,,,,,,RB/Super FLEX
133865-207823,WR,Ashton,Ashton Bethel-Roman,Bethel-Roman,9.030000305175781,10,6900,MOST@TXAM,TXAM,MOST,,,,,,WR/Super FLEX
133865-202087,WR,Beau,Beau Sparks,Sparks,18.581666310628254,12,6900,TXST@TEX,TXST,TEX,,,,,,WR/Super FLEX
133865-204137,RB,Cole,Cole Tabb,Tabb,6.063636086203835,11,6900,BC@CIN,CIN,BC,,,,,,RB/Super FLEX
133865-243731,RB,Savion,Savion Hiter,Hiter,,0,6800,WMU@MICH,MICH,WMU,P,Undisclosed,,,,RB/Super FLEX
133865-225455,RB,Caden,Caden Knighten,Knighten,6.316666920979817,12,6800,BAY@AUB,BAY,AUB,,,,,,RB/Super FLEX
133865-223966,WR,Lotzeir,Lotzeir Brooks,Brooks,6.025000254313151,12,6800,ECU@BAMA,BAMA,ECU,P,Undisclosed,,,,WR/Super FLEX
133865-224105,QB,Karle,Karle Lacey Jr.,Lacey Jr.,0.2800000011920929,1,6800,TXST@TEX,TEX,TXST,,,,,,QB/Super FLEX
133865-226235,QB,Tavien,Tavien St. Clair,St. Clair,,0,6800,BALL@OSU,OSU,BALL,,,,,,QB/Super FLEX
133865-226423,WR,Jeremiah,Jeremiah Koger,Koger,14.077777438693577,9,6800,BAY@AUB,AUB,BAY,,,,,,WR/Super FLEX
133865-190151,WR,Anthony,Anthony Brown-Stephens,Brown-Stephens,6.86923100398137,13,6800,TULN@DUKE,TULN,DUKE,,,,,,WR/Super FLEX
133865-202921,WR,Cade,Cade Wolford,Wolford,9.40999984741211,10,6700,BC@CIN,CIN,BC,,,,,,WR/Super FLEX
133865-202996,WR,Brett,Brett Eskildsen,Eskildsen,8.890000152587891,10,6700,MAR@PSU,PSU,MAR,,,,,,WR/Super FLEX
133865-226087,RB,Dierre,Dierre Hill Jr.,Hill Jr.,8.220000203450521,15,6700,BOIS@ORE,ORE,BOIS,,,,,,RB/Super FLEX
133865-183394,QB,Austin,Austin Mack,Mack,4.973333358764648,3,6700,ECU@BAMA,BAMA,ECU,,,,,,QB/Super FLEX
133865-200111,WR,T.J.,T.J. Moore,Moore,10.346153846153847,13,6700,CLEM@LSU,CLEM,LSU,P,Undisclosed,,,,WR/Super FLEX
133865-200751,RB,James,James Peoples,Peoples,5.136363636363637,11,6600,MAR@PSU,PSU,MAR,,,,,,RB/Super FLEX
133865-201201,RB,Dylan,Dylan Riley,Riley,14.778570992606026,14,6600,BOIS@ORE,BOIS,ORE,,,,,,RB/Super FLEX
133865-191313,QB,Keldric,Keldric Luster,Luster,1.2000000476837158,1,6600,BALL@OSU,BALL,OSU,,,,,,QB/Super FLEX
133865-242531,QB,Keisean,Keisean Henderson,Henderson,,0,6600,ORST@HOU,HOU,ORST,,,,,,QB/Super FLEX
133865-170860,WR,Javen,Javen Nicholas,Nicholas,11.863636363636363,11,6600,TULN@DUKE,DUKE,TULN,,,,,,WR/Super FLEX
133865-172965,WR,Terrell,Terrell Timmons Jr.,Timmons Jr.,3.6500000953674316,2,6600,ARKST@MEM,MEM,ARKST,,,,,,WR/Super FLEX
133865-183876,WR,Noah,Noah Rogers,Rogers,6.1099998474121096,10,6600,ECU@BAMA,BAMA,ECU,O,Leg,,,,WR/Super FLEX
133865-174234,WR,Shazz,Shazz Preston,Preston,8.414285932268415,14,6500,NTEX@IND,IND,NTEX,,,,,,WR/Super FLEX
133865-225902,RB,Gideon,Gideon Davidson,Davidson,3.709090839732777,11,6500,CLEM@LSU,CLEM,LSU,,,,,,RB/Super FLEX
133865-224091,QB,Brady,Brady Hart,Hart,1.690000057220459,2,6500,MOST@TXAM,TXAM,MOST,,,,,,QB/Super FLEX
133865-173412,WR,Iverson,Iverson Hooks,Hooks,14.281667073567709,12,6500,BOIS@ORE,ORE,BOIS,,,,,,WR/Super FLEX
133865-192105,RB,Bryson,Bryson Kuzdzal,Kuzdzal,8.228571210588727,7,6500,WMU@MICH,MICH,WMU,,,,,,RB/Super FLEX
133865-200431,WR,Emmett,Emmett Mosley V,Mosley V,8.088889227973091,9,6500,TXST@TEX,TEX,TXST,,,,,,WR/Super FLEX
133865-200625,QB,Dylan,Dylan Raiola,Raiola,14.811111450195312,9,6500,BOIS@ORE,ORE,BOIS,,,,,,QB/Super FLEX
133865-178359,WR,Jmariyae,Jmariyae Robinson,Robinson,11.436363913796164,11,6400,MOST@TXAM,MOST,TXAM,,,,,,WR/Super FLEX
133865-158202,WR,Ben,Ben Ford,Ford,10.428571428571429,7,6400,BOIS@ORE,BOIS,ORE,,,,,,WR/Super FLEX
133865-232155,QB,Tristan,Tristan Ti'a,Ti'a,11.720000267028809,2,6400,BAY@AUB,AUB,BAY,,,,,,QB/Super FLEX
133865-166759,RB,Jaylin,Jaylin Lucas,Lucas,2.272727272727273,11,6400,TULN@DUKE,TULN,DUKE,,,,,,RB/Super FLEX
133865-230715,QB,Husan,Husan Longstreet,Longstreet,6.429999828338623,4,6400,CLEM@LSU,LSU,CLEM,,,,,,QB/Super FLEX
133865-190124,WR,Eugene,Eugene Wilson III,Wilson III,9.7,5,6400,CLEM@LSU,LSU,CLEM,,,,,,WR/Super FLEX
133865-231282,RB,Omar,Omar Mabson II,Mabson II,3.2166665395100913,6,6400,BAY@AUB,AUB,BAY,,,,,,RB/Super FLEX
133865-176169,RB,Lee,Lee Beebe Jr.,Beebe Jr.,8.700000127156576,3,6300,NTEX@IND,IND,NTEX,,,,,,RB/Super FLEX
133865-188541,RB,Re'Shaun,Re'Shaun Sanford II,Sanford II,,0,6300,ORST@HOU,HOU,ORST,,,,,,RB/Super FLEX
133865-229711,WR,JJ,JJ Buchanan,Buchanan,7.7909088134765625,11,6300,WMU@MICH,MICH,WMU,,,,,,WR/Super FLEX
133865-187009,WR,Hunter,Hunter Summers,Summers,7.508333206176758,12,6300,ARKST@MEM,ARKST,MEM,,,,,,WR/Super FLEX
133865-154845,RB,CJ,CJ Campbell Jr.,Campbell Jr.,5.75,2,6300,TULN@DUKE,DUKE,TULN,,,,,,RB/Super FLEX
133865-200322,WR,Javarius,Javarius Green,Green,2.388888888888889,9,6300,BC@CIN,BC,CIN,,,,,,WR/Super FLEX
133865-190165,RB,Khalifa,Khalifa Keith,Keith,0.5,1,6300,ECU@BAMA,BAMA,ECU,,,,,,RB/Super FLEX
133865-171853,TE,Jeremiah,Jeremiah Hasley,Hasley,8.366666793823242,12,6300,TULN@DUKE,DUKE,TULN,,,,,,WR/Super FLEX
133865-202591,RB,Ashton,Ashton Gray,Gray,7.5444446139865455,9,6300,ECU@BAMA,ECU,BAMA,,,,,,RB/Super FLEX
133865-223187,RB,Harlem,Harlem Berry,Berry,4.9461540809044475,13,6300,CLEM@LSU,LSU,CLEM,,,,,,RB/Super FLEX
133865-241766,RB,Derrek,Derrek Cooper,Cooper,,0,6200,TXST@TEX,TEX,TXST,,,,,,RB/Super FLEX
133865-229521,RB,Jo'Shon,Jo'Shon Barbie,Barbie,6.711111280653212,9,6200,MAR@PSU,MAR,PSU,,,,,,RB/Super FLEX
133865-184517,RB,Bryson,Bryson Washington,Washington,10.925000508626303,12,6200,BAY@AUB,AUB,BAY,,,,,,RB/Super FLEX
133865-225638,QB,Dan,Dan Mahan,Mahan,,0,6200,TULN@DUKE,DUKE,TULN,,,,,,QB/Super FLEX
133865-242043,RB,KJ,KJ Edwards,Edwards,,0,6200,MOST@TXAM,TXAM,MOST,,,,,,RB/Super FLEX
133865-191743,TE,Patrick,Patrick Overmyer,Overmyer,7.025000254313151,12,6200,ORST@HOU,HOU,ORST,,,,,,WR/Super FLEX
133865-206249,RB,Jamauri,Jamauri McClure,McClure,6.630000305175781,10,6200,TULN@DUKE,TULN,DUKE,Q,Foot,,,,RB/Super FLEX
133865-188005,RB,Nolan,Nolan Ray,Ray,3.918181679465554,11,6200,BC@CIN,BC,CIN,,,,,,RB/Super FLEX
133865-188130,WR,Chris,Chris Dawn Jr.,Dawn Jr.,12.908332824707031,12,6200,TXST@TEX,TXST,TEX,,,,,,WR/Super FLEX
133865-243670,WR,Chris,Chris Henry Jr.,Henry Jr.,,0,6200,BALL@OSU,OSU,BALL,,,,,,WR/Super FLEX
133865-192509,WR,Adrian,Adrian Norton,Norton,10.287500381469727,8,6200,MAR@PSU,MAR,PSU,,,,,,WR/Super FLEX
133865-200761,QB,Air,Air Noland,Noland,0.9200000166893005,1,6100,ARKST@MEM,MEM,ARKST,,,,,,QB/Super FLEX
133865-200880,WR,Brady,Brady Kluse,Kluse,2.4000000953674316,1,6100,ARKST@MEM,MEM,ARKST,,,,,,WR/Super FLEX
133865-184507,QB,Kadin,Kadin Semonza,Semonza,,0,6100,TULN@DUKE,TULN,DUKE,,,,,,QB/Super FLEX
133865-201049,RB,Sire,Sire Gaines,Gaines,10.278570992606026,14,6100,BOIS@ORE,BOIS,ORE,,,,,,RB/Super FLEX
133865-184941,QB,Grant,Grant Wilson,Wilson,0.4000000059604645,2,6100,NTEX@IND,IND,NTEX,,,,,,QB/Super FLEX
133865-207521,WR,Dre'lon,Dre'lon Miller,Miller,4.709090839732777,11,6100,BAY@AUB,BAY,AUB,,,,,,WR/Super FLEX
133865-207817,WR,Terry,Terry Bussey,Bussey,2.883333206176758,12,6100,MOST@TXAM,TXAM,MOST,,,,,,WR/Super FLEX
133865-207850,RB,Cornell,Cornell Hatcher Jr.,Hatcher Jr.,5.387499809265137,8,6100,ORST@HOU,ORST,HOU,,,,,,RB/Super FLEX
133865-189486,RB,Ramone,Ramone Green Jr.,Green Jr.,8.966666539510092,12,6100,MOST@TXAM,MOST,TXAM,,,,,,RB/Super FLEX
133865-199885,QB,Nate,Nate Bennett,Bennett,1.3600000143051147,1,6100,BAY@AUB,BAY,AUB,,,,,,QB/Super FLEX
133865-247225,RB,Corey,Corey Reddick,Reddick,,0,6100,ARKST@MEM,ARKST,MEM,,,,,,RB/Super FLEX
133865-188158,TE,Benjamin,Benjamin Brahmer,Brahmer,7.681818181818182,11,6100,MAR@PSU,PSU,MAR,,,,,,WR/Super FLEX
133865-243714,QB,Tommy,Tommy Carr,Carr,,0,6000,WMU@MICH,MICH,WMU,,,,,,QB/Super FLEX
133865-192660,RB,Chris,Chris Johnson Jr.,Johnson Jr.,7.833333333333333,12,6000,CLEM@LSU,CLEM,LSU,,,,,,RB/Super FLEX
133865-174393,WR,Gavin,Gavin Freeman,Freeman,7.98181845925071,11,6000,BAY@AUB,BAY,AUB,,,,,,WR/Super FLEX
133865-166408,RB,Michael,Michael Allen,Allen,10.800000190734863,8,6000,ECU@BAMA,ECU,BAMA,Q,Undisclosed,,,,RB/Super FLEX
133865-186979,WR,Destyn,Destyn Hill,Hill,1.600000023841858,2,6000,TULN@DUKE,TULN,DUKE,,,,,,WR/Super FLEX
133865-226272,RB,Isaiah,Isaiah West,West,3.888888888888889,9,6000,BALL@OSU,OSU,BALL,,,,,,RB/Super FLEX
133865-202159,WR,Jeremiah,Jeremiah McClellan,McClellan,6.621428353445871,14,6000,BOIS@ORE,ORE,BOIS,,,,,,WR/Super FLEX
133865-183826,TE,Jamari,Jamari Johnson,Johnson,6.214285714285714,14,6000,BOIS@ORE,ORE,BOIS,,,,,,WR/Super FLEX
133865-241603,WR,Cederian,Cederian Morgan,Morgan,,0,6000,ECU@BAMA,BAMA,ECU,,,,,,WR/Super FLEX
133865-241757,QB,Dia,Dia Bell,Bell,,0,5900,TXST@TEX,TEX,TXST,,,,,,QB/Super FLEX
133865-241774,WR,Jermaine,Jermaine Bishop Jr.,Bishop Jr.,,0,5900,TXST@TEX,TEX,TXST,,,,,,WR/Super FLEX
133865-225421,RB,Zion,Zion Johnson,Johnson,6.366666793823242,3,5900,BC@CIN,CIN,BC,,,,,,RB/Super FLEX
133865-184510,RB,TJ,TJ Horton,Horton,4.333333333333333,9,5900,BALL@OSU,BALL,OSU,,,,,,RB/Super FLEX
133865-229682,WR,Karon,Karon Brookins,Brookins,,0,5900,MAR@PSU,PSU,MAR,,,,,,WR/Super FLEX
133865-223936,WR,Derek,Derek Meadows,Meadows,,0,5900,ECU@BAMA,BAMA,ECU,,,,,,WR/Super FLEX
133865-166985,WR,Brock,Brock Spalding,Spalding,6.825000127156575,12,5900,ECU@BAMA,ECU,BAMA,,,,,,WR/Super FLEX
133865-183464,RB,Jahiem,Jahiem White,White,10.800000190734863,1,5900,NTEX@IND,NTEX,IND,P,Knee,,,,RB/Super FLEX
133865-246998,RB,TJ,TJ Lester,Lester,,0,5900,MAR@PSU,MAR,PSU,,,,,,RB/Super FLEX
133865-204286,WR,Donovan,Donovan Hamilton,Hamilton,5.633333206176758,6,5900,BALL@OSU,BALL,OSU,,,,,,WR/Super FLEX
133865-188195,TE,Mason,Mason Williams,Williams,4.816666603088379,12,5900,BALL@OSU,OSU,BALL,,,,,,WR/Super FLEX
133865-241598,RB,EJ,EJ Crowell,Crowell,,0,5900,ECU@BAMA,BAMA,ECU,P,Ankle,,,,RB/Super FLEX
133865-202742,WR,Koby,Koby Young,Young,3.6999999455043246,7,5900,ORST@HOU,HOU,ORST,,,,,,WR/Super FLEX
133865-241848,WR,DeShawn,DeShawn Spencer,Spencer,,0,5800,BAY@AUB,AUB,BAY,,,,,,WR/Super FLEX
133865-201208,WR,Cam,Cam Bates,Bates,5.666666666666667,12,5800,BOIS@ORE,BOIS,ORE,,,,,,WR/Super FLEX
133865-174627,QB,Drew,Drew Dickey,Dickey,8.420000076293945,1,5800,ARKST@MEM,ARKST,MEM,,,,,,QB/Super FLEX
133865-203320,RB,DJ,DJ Butler,Butler,3.6272728659889917,11,5800,ORST@HOU,HOU,ORST,,,,,,RB/Super FLEX
133865-166586,WR,Tyler,Tyler Morris,Morris,,0,5800,NTEX@IND,IND,NTEX,,,,,,WR/Super FLEX
133865-170830,RB,Maurice,Maurice Turner,Turner,1.9428571973528181,7,5800,TULN@DUKE,TULN,DUKE,,,,,,RB/Super FLEX
133865-207845,WR,Eddie,Eddie Freauff,Freauff,4.316666603088379,6,5800,ORST@HOU,ORST,HOU,,,,,,WR/Super FLEX
133865-183445,RB,Manny,Manny Covey,Covey,5.300000190734863,1,5800,ARKST@MEM,MEM,ARKST,,,,,,RB/Super FLEX
133865-195772,WR,Tyler,Tyler Brown,Brown,4.320000076293946,10,5800,CLEM@LSU,CLEM,LSU,,,,,,WR/Super FLEX
133865-175304,RB,Torrance,Torrance Burgess Jr.,Burgess Jr.,1.566666603088379,3,5800,TXST@TEX,TXST,TEX,,,,,,RB/Super FLEX
133865-183874,QB,Emory,Emory Williams,Williams,2.0350000858306885,4,5800,ECU@BAMA,ECU,BAMA,,,,,,QB/Super FLEX
133865-188296,WR,Corri,Corri Milliner,Milliner,12.819999694824219,5,5800,NTEX@IND,NTEX,IND,,,,,,WR/Super FLEX
133865-176047,TE,Houston,Houston Thomas,Thomas,5.418181679465554,11,5800,MOST@TXAM,TXAM,MOST,,,,,,WR/Super FLEX
133865-241595,QB,Jett,Jett Thomalla,Thomalla,,0,5800,ECU@BAMA,BAMA,ECU,,,,,,QB/Super FLEX
133865-231395,WR,Tre',Tre' Brown,Brown,9.15000025431315,12,5800,CLEM@LSU,LSU,CLEM,,,,,,WR/Super FLEX
133865-208864,RB,Rod,Rod Gainey Jr.,Gainey Jr.,2.6799999237060548,10,5800,CLEM@LSU,LSU,CLEM,,,,,,RB/Super FLEX
133865-243729,WR,Salesi,Salesi Moa,Moa,,0,5700,WMU@MICH,MICH,WMU,,,,,,WR/Super FLEX
133865-200911,TE,Jonathan,Jonathan Echols,Echols,4.771428789411273,7,5700,BAY@AUB,AUB,BAY,Q,Undisclosed,,,,WR/Super FLEX
