player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,fumble_recovery_touchdowns,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interception_touchdowns,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,safeties,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,tackles_for_loss,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Daniel Ndukwe,183680,ED,INDIANA,2,0,0,100.0,0,0,190,0,0,61.0,65.8,80.1,54.9,70.8,50.9,0,1,0,0,9,25.0,1,0,0,79.2,2,0,0,0,0,11,48,43,0,0,43,0,0,5,13,24,5,3,3,3,2,1,0,5,14,2.5
Jeremiah Beasley,183682,LB,MISSOURI,2,2,0,66.7,0,0,229,0,0,57.9,70.1,74.1,67.2,77.6,82.8,0,0,0,0,6,0.0,0,0,0,70.1,2,0,0,29,0,17,39,1,0,0,1,0,0,38,2,20,8,3,5,0,3,0,0,7,6,3.5
Dom Nichols,183687,ED,MICHIGAN,2,2,1,,0,0,222,0,0,62.6,90.3,22.2,91.0,79.4,58.0,1,5,0,0,,22.2,2,0,1,0.0,0,4,0,0,0,5,105,104,0,5,93,6,0,1,49,51,1,7,5,1,0,10,0,0,0,
Cole Sullivan,183691,LB,OKLAHOMA,2,1,0,0.0,0,0,261,0,0,79.0,58.9,79.0,46.3,47.9,25.3,0,2,0,0,,50.0,3,1,0,39.6,0,0,0,42,0,19,63,10,0,0,10,0,1,53,7,37,10,2,2,0,2,2,0,0,0,
Callen Campbell,183692,ED,NWESTERN,1,0,0,,0,0,256,0,0,,52.5,78.2,52.0,55.7,73.5,0,2,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,71,71,1,7,41,22,0,0,46,25,0,2,2,0,0,2,0,0,0,
Eddrick Houston,183699,DI,OHIO STATE,2,0,0,,0,0,260,0,0,,63.8,77.4,60.9,64.1,72.2,1,2,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,77,77,0,26,6,45,0,0,47,30,0,2,2,0,0,3,0,0,0,
Jaylen McClain,183702,S,OHIO STATE,2,1,0,25.0,0,0,260,0,0,59.4,64.1,79.9,,75.1,84.8,0,0,0,1,14,0.0,0,0,0,2.1,1,0,0,16,0,76,121,1,0,0,1,0,99,120,0,45,5,1,6,0,4,0,0,14,12,14.0
Eric Mensah,183703,DI,VA TECH,2,2,0,,0,0,337,0,0,,70.5,74.5,57.9,71.1,74.6,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,27,27,1,26,0,0,0,0,6,21,0,2,2,0,0,0,0,0,0,
Payton Pierce,183707,LB,OHIO STATE,2,5,0,83.3,0,1,260,0,0,76.4,72.8,78.0,40.1,70.7,54.5,0,2,0,0,22,21.4,3,0,0,96.5,5,0,0,88,0,53,93,0,0,0,0,0,0,93,5,35,5,2,6,0,6,2,0,43,22,8.6
Garrett Stover,183711,LB,OHIO STATE,1,1,0,100.0,0,0,260,0,0,53.7,49.8,68.5,,54.7,74.3,0,0,0,0,5,0.0,0,0,0,87.5,1,0,0,12,0,8,12,0,0,0,0,0,0,12,0,4,0,0,0,0,1,0,0,5,9,5.0
Bryce West,183712,CB,WISCONSIN,2,0,2,60.0,0,0,349,0,0,54.2,62.4,81.8,80.0,75.3,60.8,1,0,0,0,30,16.7,1,1,1,94.6,3,0,0,7,0,44,102,1,0,0,1,0,0,101,5,53,94,3,5,0,5,1,0,51,31,17.0
Smiley Bradford,183716,CB,PURDUE,1,3,0,100.0,0,0,273,0,0,63.2,68.7,76.1,68.9,73.2,81.2,1,0,0,0,11,0.0,0,0,0,112.5,1,0,0,11,2,23,47,0,0,0,0,0,0,47,4,20,34,1,1,0,1,1,0,11,4,11.0
Demeco Kennedy,183720,DI,LOUISVILLE,1,0,0,,0,0,210,0,0,,51.9,72.3,55.7,53.4,23.1,0,0,0,0,,100.0,1,0,0,0.0,0,0,0,0,0,0,19,19,0,10,0,9,0,0,8,11,0,0,0,0,0,0,0,0,0,
Johno Price,183732,CB,ARIZONA,1,1,0,50.0,0,0,109,0,0,71.3,72.8,72.0,,63.0,76.6,0,0,0,0,4,0.0,0,0,0,56.3,1,0,0,0,11,7,12,0,0,0,0,0,0,12,0,5,1,1,1,0,2,0,0,4,0,4.0
Rodney Bimage Jr.,183737,CB,ARIZONA ST,2,0,0,57.1,0,0,110,0,0,63.9,65.0,78.5,,66.7,60.0,0,0,0,0,16,25.0,1,1,1,72.9,4,0,0,1,83,51,86,1,0,0,1,0,0,85,0,35,1,0,3,0,7,0,0,39,10,9.8
Jason Brown Jr.,183738,HB,ARIZONA ST,1,0,0,,0,0,110,0,0,,60.0,60.0,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
James Giggey,183742,TE,ARIZONA ST,1,0,0,,0,0,110,0,0,,60.0,60.0,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
Martell Hughes,183743,LB,ARIZONA ST,2,4,0,40.0,0,0,110,0,0,65.8,60.2,0.0,46.2,63.4,67.7,0,1,0,0,33,18.2,2,1,1,106.7,2,0,0,65,0,38,79,4,0,0,4,0,0,75,4,37,10,2,5,0,5,1,1,38,15,19.0
Salesi Manu,183747,ED,ARIZONA ST,1,1,0,,0,0,110,0,0,,69.7,71.3,60.0,66.7,71.5,0,0,0,0,,50.0,1,0,0,0.0,0,0,0,0,0,0,6,6,0,0,6,0,0,0,1,5,0,0,0,0,0,0,0,0,0,
Kyan McDonald,183748,S,ARIZONA ST,2,2,0,0.0,0,0,110,0,0,75.6,73.9,76.9,67.7,57.5,54.6,0,1,0,0,,20.0,1,1,0,39.6,0,0,0,7,0,20,43,0,0,0,0,0,10,43,1,22,25,2,2,0,1,1,0,0,0,
Tony-Louis Nkuba,183749,CB,UNLV,3,0,0,16.7,0,0,325,0,0,64.8,62.4,81.7,56.3,51.6,62.5,0,0,0,0,16,14.3,1,0,0,39.6,1,0,0,6,0,55,90,1,0,0,1,0,3,89,2,33,80,0,6,0,6,0,0,16,9,16.0
Albert Smith III,183752,ED,ARIZONA ST,2,0,0,,0,0,110,0,0,,74.7,71.8,73.4,60.0,,0,2,0,0,,,0,0,0,0.0,0,0,0,0,0,0,10,9,0,0,9,0,0,1,9,1,0,0,0,0,0,2,0,0,0,
Ramar Williams,183756,ED,ARIZONA ST,2,0,0,,0,0,110,0,0,,57.8,76.0,57.4,58.4,73.4,0,2,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,37,37,0,6,22,9,0,0,15,22,0,2,2,0,0,2,0,0,0,
Therrian Alexander III,183757,CB,BYU,2,0,0,0.0,0,0,128,0,0,70.0,67.7,77.6,60.0,52.6,76.6,0,0,0,1,,0.0,0,0,0,0.0,0,0,0,3,62,41,68,1,0,0,1,0,0,67,1,26,2,1,1,0,3,0,0,0,0,
Dallin Havea,183769,ED,UCLA,2,0,0,,0,0,324,0,0,,89.9,74.0,88.5,60.0,,1,1,0,0,,,0,0,0,0.0,0,0,0,0,0,0,11,11,0,0,11,0,0,0,9,2,0,0,0,0,0,2,0,0,0,
Orion Maile-Kaufusi,183777,ED,BYU,1,0,0,,0,0,128,0,0,60.0,65.8,73.1,57.1,65.4,73.0,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,1,7,6,0,0,6,0,0,1,4,2,1,1,1,0,0,0,0,0,0,
Viliami Po'uha,183779,DI,BYU,2,1,0,,0,0,128,0,0,59.2,60.6,75.9,61.1,61.7,70.2,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,1,37,37,3,15,14,5,0,0,23,13,0,0,0,0,0,0,0,0,0,
Tommy Prassas,183780,S,BYU,2,1,0,50.0,0,0,128,0,0,59.0,54.9,78.6,58.9,43.6,24.5,0,0,0,0,6,57.1,4,0,1,56.3,2,0,0,15,0,49,81,2,0,0,2,0,53,79,1,31,11,0,2,0,4,0,0,10,9,5.0
Danny Saili,183781,DI,OKLAHOMA,2,0,0,,0,0,261,0,0,,44.8,72.1,58.2,45.6,21.2,0,0,0,0,,66.7,2,0,0,0.0,0,0,0,0,0,0,13,13,0,12,1,0,0,0,5,8,0,1,1,0,0,0,0,0,0,
Payton VanSteenkiste,183784,S,BYU,1,0,0,,0,0,128,0,0,60.5,54.7,68.7,,53.9,27.1,0,0,0,0,,50.0,1,0,0,0.0,0,0,0,2,0,2,4,0,0,0,0,0,2,4,0,2,0,0,1,0,0,0,0,0,0,
Simeon Coleman,183790,LB,CINCINNATI,2,5,0,100.0,0,1,138,0,0,72.6,70.0,79.3,52.7,63.7,74.8,0,1,0,0,19,5.9,1,0,0,108.3,4,0,0,71,0,47,79,2,0,0,2,0,0,77,7,25,6,5,11,1,4,1,0,40,23,10.0
Willie Goodwyn,183793,CB,TULSA,1,0,0,,0,0,320,0,0,63.0,63.9,69.7,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,7,4,7,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,0,0,
Zay Johnson,183796,CB,CINCINNATI,2,0,0,50.0,0,0,138,0,0,80.1,80.7,72.3,,60.0,74.2,0,0,0,0,2,0.0,0,1,0,56.3,1,0,0,0,15,11,15,0,0,0,0,0,0,15,0,4,0,1,1,0,2,0,0,2,1,2.0
Nathan Nunn,183799,DI,CINCINNATI,2,0,0,,0,0,138,0,0,60.0,71.2,75.9,67.2,66.4,70.1,0,2,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,27,27,13,5,1,8,0,0,20,7,0,0,1,0,0,2,0,0,0,
Quan Sanks,183800,S,INDIANA,2,1,0,50.0,0,0,190,0,0,53.4,56.7,75.4,,62.4,82.4,0,0,0,1,15,0.0,0,0,0,35.4,1,0,0,11,0,18,36,1,0,0,1,0,20,35,0,18,4,1,4,0,2,0,0,15,0,15.0
Dakyus Brinkley,183804,ED,KANSAS,2,1,0,100.0,0,0,198,0,0,62.3,76.9,79.1,59.0,81.5,81.9,0,0,0,0,-4,0.0,0,0,0,79.2,1,0,0,3,0,2,40,37,0,0,37,0,0,3,19,19,0,5,8,0,1,0,0,-4,1,-4.0
Jalen Todd,183816,CB,KANSAS,2,4,0,66.7,0,0,198,0,0,60.4,65.5,77.7,,78.4,80.9,0,0,0,0,8,0.0,0,0,0,116.7,2,0,0,6,73,36,79,0,0,0,0,0,0,79,0,43,0,1,2,0,3,0,1,14,12,7.0
Devyn Hidrogo,183825,S,TCU,2,0,0,0.0,0,0,305,0,0,60.7,64.2,76.4,,69.2,78.0,0,0,0,0,,0.0,0,0,0,39.6,0,0,0,14,0,22,38,0,0,0,0,0,17,38,0,16,7,1,2,0,1,0,0,0,0,
Tristan Johnson,183829,DI,TCU,2,1,0,,0,0,305,0,0,,74.0,76.2,67.2,72.6,73.9,0,1,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,52,52,2,35,1,14,0,0,25,27,0,1,2,0,0,1,0,0,0,
Kaden McFadden,183833,S,TCU,2,4,0,100.0,0,1,305,0,0,76.4,89.8,76.8,77.1,93.1,88.6,0,0,0,0,3,0.0,0,0,0,79.2,1,1,0,20,0,33,55,0,0,0,0,0,32,55,0,22,3,3,8,0,1,1,0,3,0,3.0
Devondre McGee,183834,CB,TCU,1,0,0,,0,0,305,0,0,,60.0,67.2,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,
Marcus Downs,183845,DI,GA SOUTHRN,1,0,0,,0,0,174,0,0,,68.6,67.7,68.2,,,0,1,0,0,,,0,0,0,0.0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,
Jakob Gude,183848,CB,APP STATE,2,1,0,100.0,0,0,108,0,0,63.4,59.8,75.0,,48.4,81.2,0,0,0,0,11,0.0,0,0,0,90.8,5,0,0,11,0,22,36,0,0,0,0,0,0,36,0,14,25,1,3,0,5,0,0,29,13,5.8
Chasen Johnson,183849,CB,USC,3,0,0,60.0,0,0,326,0,0,61.3,62.4,77.0,,64.6,,0,0,0,0,7,,0,0,0,69.6,3,0,0,2,62,33,64,0,0,0,0,0,0,64,0,31,0,0,0,0,5,0,0,21,5,7.0
Christian Peterson,183850,S,E CAROLINA,2,0,0,100.0,0,0,156,0,0,58.8,58.4,0.0,58.6,67.2,50.9,0,1,0,0,18,20.0,1,0,1,116.7,3,0,0,8,0,29,54,9,0,0,9,0,2,45,1,24,35,2,4,1,3,1,0,36,42,12.0
Jackson Bennee,183856,S,UTAH,2,3,0,33.3,0,0,328,0,0,68.3,66.9,81.1,,57.6,83.8,0,1,0,1,14,0.0,0,2,0,14.9,5,0,0,9,5,63,97,1,0,0,1,0,8,96,0,34,74,3,6,0,15,1,0,46,17,9.2
Israel Boyce,183875,S,USF,2,0,0,25.0,0,0,327,0,0,63.4,64.3,75.8,,63.7,78.9,0,0,0,0,4,0.0,0,0,0,39.6,1,0,0,12,0,26,42,0,0,0,0,0,25,42,0,16,5,2,2,0,4,0,0,4,7,4.0
Nate Gabriel,183878,DI,W VIRGINIA,2,0,0,,0,1,343,0,0,,74.7,79.2,74.8,66.9,52.8,0,5,0,0,,20.0,1,0,0,0.0,0,1,0,0,0,0,89,89,31,54,0,4,0,0,59,30,0,5,4,0,0,6,0,0,0,
Elijah Kinsler,183880,ED,MEMPHIS,3,7,0,,0,0,218,0,0,75.6,65.4,31.9,68.0,57.0,66.9,1,2,0,0,,12.5,2,0,1,0.0,0,5,0,3,0,1,142,139,0,11,119,9,0,3,77,64,0,9,7,1,0,8,0,0,0,
Obinna Onwuka,183881,ED,COAST CAR,2,1,0,,0,0,141,0,0,60.0,55.7,77.7,75.0,40.3,38.5,0,0,0,0,,33.3,1,0,0,0.0,0,1,0,0,0,1,25,25,0,0,25,0,0,0,11,13,0,1,1,0,0,1,0,0,0,
Brandon Davis-Swain,183883,DI,TEXAS A&M,2,1,0,,0,0,312,0,0,,65.0,74.5,56.6,66.6,72.2,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,32,32,1,27,0,4,0,0,10,22,0,1,1,0,0,0,0,0,0,
Zion Taylor,183893,ED,SM HOUSTON,2,0,0,,0,0,281,0,0,,53.2,78.9,63.3,43.0,46.5,1,0,0,0,,50.0,1,0,0,0.0,0,1,0,0,0,0,37,35,0,0,35,0,0,2,24,13,0,2,1,0,0,2,0,0,0,
Landyn Cleveland,183906,S,UNLV,3,2,0,66.7,0,0,325,0,0,49.8,50.0,0.0,59.3,64.8,69.9,0,0,0,0,16,10.0,1,1,1,141.7,2,0,0,20,1,31,60,3,0,0,3,0,23,57,2,27,13,2,7,0,3,0,1,32,6,16.0
Kaden Jones,183913,DI,MO STATE,2,1,0,,0,0,230,0,0,,53.5,0.0,54.2,60.9,26.8,0,1,0,0,,33.3,1,0,1,0.0,0,0,0,0,0,0,54,54,0,42,0,12,0,0,28,26,0,0,1,0,0,1,0,0,0,
Willie Nelson III,183917,LB,UTSA,2,2,0,60.0,0,0,331,0,0,58.0,54.8,0.0,69.3,52.8,50.5,0,2,0,0,25,20.0,1,0,1,82.9,3,0,0,7,0,30,68,22,0,0,22,0,0,46,6,32,39,2,2,1,5,2,0,37,24,12.3
Travion Barnes,183924,LB,BAYLOR,2,4,0,100.0,0,0,118,0,0,57.4,66.4,75.2,70.8,71.6,67.9,0,0,0,0,10,9.1,1,0,0,104.2,4,0,0,65,0,34,68,0,0,0,0,0,0,68,6,28,3,4,6,0,4,0,0,36,22,9.0
Germaine Carter,183927,DI,FIU,2,0,0,,0,0,166,0,0,,54.9,73.3,54.5,59.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,20,20,0,17,0,3,0,0,16,4,0,0,0,0,0,0,0,0,0,
Dwight Nunoo,183930,LB,AKRON,2,5,0,100.0,0,0,102,0,0,58.7,61.8,77.9,53.6,68.5,64.5,0,0,0,0,4,11.1,1,0,0,79.2,4,0,0,59,1,38,73,5,0,0,5,0,0,68,7,28,8,3,3,0,4,0,0,5,10,1.3
Raheim Sexil,183932,CB,UMASS,1,0,0,33.3,0,0,216,0,0,74.9,76.5,74.8,,71.0,76.6,0,0,0,0,11,0.0,0,1,0,45.1,1,0,0,0,32,12,33,0,0,0,0,0,0,33,0,21,1,1,2,0,3,0,0,11,5,11.0
Shamir Sterlin,183933,S,FIU,2,2,0,85.7,0,0,166,0,0,68.0,64.8,77.7,58.0,56.9,63.3,0,1,0,0,22,16.7,2,1,0,92.9,6,0,0,59,0,57,104,0,0,0,0,0,17,104,2,45,28,2,8,0,7,1,0,44,10,7.3
Josiah Taylor,183934,LB,FIU,2,2,1,,0,0,166,0,0,66.1,82.4,77.0,82.4,82.9,81.5,0,2,0,0,,0.0,0,0,0,0.0,0,0,0,65,0,32,68,0,0,0,0,0,0,68,3,33,3,4,5,0,0,2,0,0,0,
KJ Burley,183954,ED,W MICHIGAN,1,1,0,,0,0,347,1,0,60.0,49.5,0.0,56.9,47.4,74.7,0,0,0,0,,0.0,0,0,1,0.0,0,1,0,1,0,0,38,37,0,0,37,0,0,1,23,15,0,1,0,0,0,1,0,0,0,
Aidan Butts,183955,ED,MIDDLE TN,2,0,0,,0,1,224,0,0,60.0,71.4,78.6,63.2,72.4,71.5,0,2,0,0,,0.0,0,0,0,0.0,0,0,0,1,0,1,56,55,1,7,40,7,0,1,23,32,0,1,1,0,0,2,0,0,0,
Jackson Lowe,183968,CB,MIDDLE TN,2,1,0,66.7,0,0,224,0,0,67.6,67.7,78.7,58.9,64.8,54.8,0,0,0,0,19,25.0,2,1,0,81.7,6,0,0,9,80,45,97,2,0,0,2,0,0,95,1,51,6,2,5,0,9,0,0,52,31,8.7
Tiyyan Robinson,183972,DI,MIDDLE TN,1,0,0,,0,0,224,0,0,,41.2,69.4,59.0,48.6,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,5,5,0,1,2,2,0,0,2,3,0,0,0,0,0,0,0,0,0,
Zeion Simpson-Smith,183973,DI,MIDDLE TN,2,3,0,,0,0,224,0,0,63.2,85.0,77.8,69.6,83.8,79.1,1,3,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,84,84,4,61,3,16,0,0,45,39,0,7,7,1,0,4,0,0,0,
Henry Davis III,183975,DI,NEW MEX ST,3,2,0,,0,0,242,0,0,60.1,56.7,78.9,54.1,58.7,29.0,0,2,0,0,,28.6,2,0,0,0.0,0,0,0,0,0,1,92,92,25,56,3,8,0,0,54,37,0,3,3,1,0,2,0,0,0,
Malaki Ta'ase,183980,ED,IOWA STATE,2,5,0,100.0,0,0,193,0,0,67.7,75.6,77.8,53.1,81.0,80.3,0,0,0,0,4,0.0,0,0,0,83.3,1,0,0,0,0,1,48,47,0,1,35,11,0,1,24,23,1,2,3,0,1,0,0,4,4,4.0
Darrick Bledsoe III,183985,WR,SM HOUSTON,1,0,0,,0,0,281,0,0,,60.0,60.0,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
Harper Holloman,184000,ED,W VIRGINIA,2,0,1,100.0,0,0,343,0,0,63.2,78.0,82.7,72.5,78.5,78.5,0,5,0,0,6,0.0,0,1,1,91.7,1,0,0,1,0,11,74,67,0,0,66,1,0,7,30,33,6,2,4,1,1,5,0,6,3,6.0
Cole Earlewine,184008,CB,BALL ST,1,0,0,100.0,0,0,117,0,0,35.5,35.6,74.0,,50.0,26.4,0,0,0,0,12,66.7,2,0,0,105.2,4,0,0,8,0,9,22,0,0,0,0,0,1,22,0,13,13,1,1,0,4,0,0,37,33,9.3
Justin Thomas,184017,ED,BALL ST,2,1,0,,0,0,117,0,0,61.5,70.6,79.9,90.3,45.0,76.3,1,5,0,0,,0.0,0,0,0,0.0,0,0,0,1,0,3,45,44,0,0,44,0,0,1,22,20,0,0,1,0,0,6,0,0,0,
Jacari Bennett,184021,ED,BUFFALO,2,1,0,,0,0,126,0,0,62.7,71.3,0.0,68.6,76.2,77.4,1,5,0,0,,0.0,0,0,1,0.0,0,0,0,4,0,5,53,49,0,0,41,8,0,4,31,17,0,3,3,0,0,6,0,0,0,
Mathew Hilty,184026,CB,BUFFALO,1,0,0,100.0,0,0,126,0,0,50.6,48.9,66.7,,60.0,21.4,0,0,0,0,11,100.0,1,0,0,112.5,1,0,0,2,0,3,5,0,0,0,0,0,0,5,0,2,3,0,0,0,1,0,0,11,18,11.0
Xavier Leonard,184027,S,BUFFALO,2,0,0,0.0,0,0,126,0,0,63.1,63.0,71.3,,,,0,0,0,0,,,0,0,0,39.6,0,0,0,4,0,10,10,0,0,0,0,0,3,10,0,0,3,0,0,0,1,0,0,0,0,
Kaleb Stewart,184038,ED,BALL ST,2,1,0,33.3,0,0,117,0,0,57.3,70.5,74.4,65.4,83.2,69.2,0,1,0,0,9,10.0,1,0,0,42.4,1,1,0,51,0,31,55,0,0,0,0,0,0,55,4,20,4,4,8,0,3,2,0,9,3,9.0
Caleb Dobbs,184045,CB,E MICHIGAN,3,0,0,58.8,0,0,160,0,0,66.4,67.6,80.6,60.0,70.6,61.8,0,0,0,1,27,14.3,1,2,0,93.8,10,0,0,8,165,107,174,1,0,0,1,0,0,173,1,66,0,0,6,0,17,0,2,114,11,11.4
Marvell Eggleston,184046,ED,E MICHIGAN,3,0,0,100.0,0,0,160,1,0,82.2,68.1,0.0,62.8,61.0,74.6,2,2,0,0,3,0.0,0,1,1,79.2,1,0,0,10,0,10,63,50,0,0,50,0,0,13,33,20,3,1,2,0,1,4,0,3,6,3.0
Reggie Gardner,184050,DI,E MICHIGAN,1,1,0,,0,0,160,0,0,,57.6,70.7,58.9,58.3,72.4,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,7,6,0,6,0,0,0,1,2,5,1,0,1,0,0,0,0,0,0,
Ray Hester,184052,S,E MICHIGAN,1,0,0,,0,0,160,0,0,,60.1,69.9,60.0,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,1,4,5,0,0,0,0,0,0,0,0,
Noah Patterson,184058,DI,E MICHIGAN,3,1,0,,0,0,160,0,0,61.2,58.7,74.1,56.2,55.7,38.5,0,0,0,0,,33.3,1,0,0,0.0,0,0,0,0,0,0,25,25,1,23,1,0,0,0,9,16,0,1,1,1,0,0,0,0,0,
Javon Thomas,184065,DI,E MICHIGAN,3,0,0,,0,0,160,0,0,,66.5,75.3,59.8,68.2,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,43,43,0,37,1,5,0,0,22,21,0,0,0,0,0,0,0,0,0,
Jordan Toney,184066,CB,E MICHIGAN,3,3,0,100.0,0,0,160,0,0,57.0,65.2,72.4,,77.5,78.8,0,0,0,0,9,0.0,0,0,0,104.2,1,0,0,2,18,11,20,0,0,0,0,0,0,20,0,9,0,0,0,0,1,0,0,9,0,9.0
Armahn Hale,184074,ED,BOWL GREEN,1,0,0,,0,0,122,0,0,60.0,60.9,65.7,,,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Jayden Studio,184079,LB,JAMES MAD,2,1,0,100.0,0,0,197,0,0,44.7,73.4,71.1,66.0,90.0,82.6,0,0,0,0,34,0.0,0,0,0,158.3,2,0,0,27,0,11,28,0,0,0,0,0,0,28,2,15,1,6,7,2,2,0,1,40,8,20.0
Javon Hammonds,184082,DI,MIAMI OH,2,1,0,,0,0,221,0,0,,76.8,73.0,69.1,71.7,73.2,1,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,17,17,0,0,1,16,0,0,10,7,0,1,1,0,0,1,0,0,0,
Jackson Pons,184084,S,MIAMI OH,2,2,0,100.0,0,0,221,0,0,60.7,65.5,72.2,,71.0,80.6,0,0,0,0,8,0.0,0,0,0,100.0,1,0,0,12,0,17,27,0,0,0,0,0,9,27,0,10,6,0,2,0,1,0,0,8,2,8.0
Josh Ringer,184085,CB,MIAMI OH,1,0,0,,0,0,221,0,0,61.5,61.8,68.2,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,2,0,4,5,0,0,0,0,0,2,5,0,1,1,0,0,0,0,0,0,0,0,
Sam Williams,184087,DI,MIAMI OH,1,0,0,,0,0,221,0,0,,64.0,72.1,63.5,60.0,,0,1,0,0,,,0,0,0,0.0,0,0,0,0,0,0,7,7,0,0,5,2,0,0,5,2,0,0,0,0,0,1,0,0,0,
Cole Mullins,184100,DI,NOTRE DAME,1,0,0,,0,0,258,0,0,,63.5,70.1,59.6,62.7,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,7,7,0,7,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,
Sean Sevillano Jr.,184102,DI,NOTRE DAME,2,0,0,,0,0,258,0,0,,65.5,74.2,56.2,67.8,34.4,0,0,0,0,,33.3,1,0,0,0.0,0,0,0,0,0,0,26,26,3,21,0,2,0,0,11,15,0,1,2,0,0,0,0,0,0,
Loghan Thomas,184103,ED,NOTRE DAME,2,2,0,,0,0,258,0,0,60.0,72.0,78.3,62.7,72.1,75.2,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,1,37,37,0,0,32,5,0,0,10,26,0,0,0,0,0,0,0,0,0,
Kennedy Urlacher,184104,S,USC,3,0,0,100.0,0,1,326,0,0,50.0,65.2,77.4,93.0,69.8,84.0,0,0,0,0,42,0.0,0,0,0,118.8,3,2,1,14,0,34,60,1,0,0,1,0,23,59,2,24,22,2,6,0,3,2,0,100,23,33.3
Kyngstonn Viliamu-Asa,184105,LB,NOTRE DAME,1,1,0,100.0,0,0,258,1,0,78.8,91.6,72.4,57.9,89.2,79.0,0,0,0,0,-7,0.0,0,0,0,79.2,1,0,0,16,0,3,17,0,0,0,0,0,0,17,2,12,1,3,3,1,1,0,0,-7,-3,-7.0
Bryce Young,184110,ED,NOTRE DAME,2,1,0,,0,0,258,0,0,60.0,79.5,79.3,70.7,78.2,79.0,1,2,0,0,,0.0,0,0,0,0.0,0,1,0,0,0,1,60,60,0,9,49,2,0,0,30,29,0,5,5,3,0,4,0,0,0,
Stellan Bowman,184112,LB,CHARLOTTE,1,1,0,,0,0,136,0,0,61.8,64.4,74.3,,63.8,78.0,1,1,0,0,,0.0,0,0,0,0.0,0,0,0,28,0,7,31,2,0,0,2,0,0,29,0,24,1,2,2,2,0,2,0,0,0,
Josh Lee,184128,ED,TOLEDO,1,0,0,,0,0,316,0,0,,59.9,67.4,59.1,60.1,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,3,3,0,1,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,
Hyajah Miller,184131,CB,TOLEDO,1,0,0,100.0,0,0,316,0,0,66.7,67.1,73.6,,60.4,77.9,0,0,0,0,11,0.0,0,0,0,93.8,2,0,0,0,22,15,22,0,0,0,0,0,0,22,0,7,0,1,3,0,2,0,0,13,1,6.5
