player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,fumble_recovery_touchdowns,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interception_touchdowns,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,safeties,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,tackles_for_loss,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception,week
Adon Shuler,171098,S,NOTRE DAME,1,3,0,100.0,0,0,258,0,0,47.3,56.8,76.2,,77.5,74.9,0,0,0,0,9.0,11.1,1,0,0,100.0,4,0,0,21,0,42,62,2,0,0,2,0,34,60,0,20,5,1,5,0,4,0,0,32,10,8.0,6
Luke Talich,171100,S,NOTRE DAME,1,0,0,50.0,0,0,258,0,0,70.2,70.8,71.5,,60.2,76.7,0,0,0,1,13.0,0.0,0,0,1,31.3,1,0,0,7,2,16,18,0,0,0,0,0,2,18,0,2,7,2,2,0,2,0,0,13,0,13.0,6
Boubacar Traore,171102,ED,NOTRE DAME,1,0,0,,0,0,258,0,0,60.6,71.9,0.0,71.0,72.9,76.5,1,1,0,0,,0.0,0,0,1,0.0,0,1,0,0,0,1,47,47,0,0,47,0,0,0,30,16,0,4,3,0,0,3,0,0,0,,6
Dion Crawford,171199,LB,BUFFALO,1,1,0,,1,0,126,0,0,52.3,52.1,0.0,62.4,62.4,26.9,0,0,0,0,,50.0,1,0,1,0.0,0,0,0,13,0,7,30,14,0,0,14,0,0,16,8,15,3,0,0,0,0,0,0,0,0,,6
Junior Poyser,171210,DI,BUFFALO,1,1,0,,0,0,126,0,0,,62.8,76.2,65.9,59.4,71.9,0,2,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,53,53,1,51,0,1,0,0,21,32,0,1,1,0,0,2,0,0,0,,6
Evan Boyd,171223,WR,MICH STATE,1,0,0,,0,0,223,0,0,,60.0,60.0,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,6
Keshawn Hayden,171230,ED,C MICHIGAN,1,0,0,,0,0,134,0,0,,81.4,74.0,83.4,65.6,,1,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,15,15,0,0,12,3,0,0,7,8,0,0,0,0,0,1,0,0,0,,6
Sayed Abuhamdeh,171249,LB,KENT STATE,1,1,0,100.0,0,0,201,0,0,68.1,69.4,75.4,60.0,66.2,79.0,0,0,0,0,8.0,0.0,0,1,0,100.0,1,0,0,17,0,10,28,1,0,0,1,0,0,27,1,17,10,0,2,0,1,0,0,8,5,8.0,6
Joel Boamah,171252,CB,KENT STATE,1,1,0,33.3,0,0,201,0,0,53.1,63.6,74.9,,81.3,52.1,0,0,0,0,6.0,20.0,1,0,1,42.4,1,0,0,2,29,12,32,1,0,0,1,0,0,31,0,20,0,1,3,1,3,0,0,6,3,6.0,6
Tevin Tucker,171266,S,KENT STATE,1,0,0,75.0,0,0,201,0,0,30.2,39.6,75.1,,75.4,78.7,0,0,0,0,30.0,0.0,0,0,0,149.0,3,0,0,27,0,20,39,0,0,0,0,0,7,39,0,19,5,2,3,2,4,0,2,43,10,14.3,6
CJ Young,171269,LB,KENT STATE,1,1,0,66.7,0,0,201,0,0,50.9,48.0,75.7,53.6,52.3,52.1,0,1,0,0,14.0,33.3,1,0,0,85.4,2,0,0,26,0,15,40,2,0,0,2,0,0,38,6,19,12,1,1,0,3,1,0,20,17,10.0,6
Roosevelt Andrews III,171270,DI,MIAMI OH,1,0,0,,0,0,221,0,0,,73.5,73.0,58.2,74.2,71.9,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,20,20,0,20,0,0,0,0,6,14,0,2,2,0,0,0,0,0,0,,6
Malcolm McCain,171282,LB,MIAMI OH,1,2,0,100.0,0,0,221,0,0,68.9,78.2,73.6,58.0,82.0,80.7,0,0,0,0,2.0,0.0,0,0,0,79.2,1,0,0,27,0,17,32,3,0,0,3,0,0,29,2,13,2,4,4,1,1,0,0,2,1,2.0,6
Mychal Yharbrough,171297,CB,MIAMI OH,1,0,0,40.0,0,0,221,1,0,69.0,69.3,76.7,,63.8,78.8,0,0,0,0,8.0,0.0,0,1,1,47.9,4,0,0,4,46,33,52,2,0,0,2,0,0,50,0,19,0,2,3,0,10,0,0,20,5,5.0,6
Skyler Gill-Howard,171308,DI,TEXAS TECH,1,0,0,,0,0,315,0,0,,74.7,75.0,91.4,45.8,37.5,1,3,0,0,,33.3,1,0,0,0.0,0,0,0,0,0,0,36,36,1,19,0,16,0,0,20,16,0,1,2,0,0,4,0,0,0,,6
Mark Hensley,171311,DI,N ILLINOIS,1,0,0,,0,0,254,0,0,,75.1,76.8,61.6,77.0,50.1,0,1,0,0,,20.0,1,0,0,0.0,0,0,0,0,0,0,53,53,2,50,1,0,0,0,21,32,0,3,4,1,0,1,0,0,0,,6
Filip Maciorowski,171319,LB,N ILLINOIS,1,4,0,100.0,0,0,254,0,0,49.6,63.7,78.8,70.0,72.7,55.2,0,4,0,0,18.0,20.0,2,0,0,158.3,3,0,0,40,0,23,71,5,0,0,5,0,0,66,9,39,26,3,4,0,3,4,1,38,8,12.7,6
Jay'shon Thomas,171332,ED,N ILLINOIS,1,0,0,,0,0,254,0,0,,59.6,76.9,60.3,58.4,73.0,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,25,25,0,0,25,0,0,0,10,15,0,0,1,0,0,0,0,0,0,,6
Ethan Tierney,171334,S,FRESNO ST,1,0,0,,0,0,169,0,0,61.5,62.3,67.4,58.9,60.6,,0,0,0,0,,,0,0,0,0.0,0,0,0,6,0,3,10,0,0,0,0,0,4,10,2,5,0,0,0,0,0,0,0,0,0,,6
Kendall Bannister,171338,CB,OHIO,1,0,0,50.0,0,0,259,0,0,73.9,73.7,78.5,,64.7,79.1,0,0,0,0,7.0,0.0,0,1,0,58.3,1,0,0,1,72,43,75,2,0,0,2,0,0,73,0,32,0,0,4,0,2,0,0,7,2,7.0,6
Jay Crable,171340,ED,OHIO,1,2,1,,0,0,259,0,0,61.2,61.1,0.0,65.6,67.2,60.0,1,1,0,0,,12.5,1,0,2,0.0,0,0,0,2,0,4,60,58,0,1,56,1,0,2,31,25,0,5,5,2,0,2,0,0,0,,6
Andrew Marshall,171354,LB,E MICHIGAN,1,1,0,75.0,0,0,160,0,0,63.9,73.2,73.7,67.7,72.7,82.6,0,0,0,0,7.0,0.0,0,0,0,120.8,3,0,0,33,0,15,34,0,0,0,0,0,0,34,2,17,1,5,7,0,4,0,1,16,1,5.3,6
Austin Mitchell,171355,DI,OHIO,1,1,0,,0,0,259,0,0,,69.7,75.4,59.7,71.6,28.3,0,1,0,0,,40.0,2,0,0,0.0,0,0,0,0,0,0,42,42,2,40,0,0,0,0,20,22,0,1,2,1,0,1,0,0,0,,6
Tank Pearson,171357,CB,OHIO,1,2,0,54.5,0,0,259,0,0,60.4,51.9,0.0,60.0,39.7,56.6,0,0,0,0,43.0,16.7,1,2,1,114.6,6,0,0,10,56,41,78,12,0,0,12,0,0,66,1,36,0,2,3,0,11,0,1,97,55,16.2,6
Kadin Schmitz,171359,LB,CHARLOTTE,1,2,0,80.0,0,1,136,0,0,86.6,74.7,0.0,57.6,64.5,83.5,0,0,0,1,13.0,0.0,0,0,1,48.8,4,0,0,44,0,16,52,3,0,0,3,0,0,49,2,34,5,3,8,0,5,0,0,26,18,6.5,6
Jalen Thomeson,171363,S,OHIO,1,3,0,75.0,0,0,259,0,0,60.5,63.5,81.7,59.2,68.5,42.3,0,0,0,0,11.0,25.0,2,1,1,83.3,3,0,0,6,0,39,72,17,0,0,17,0,0,55,3,30,49,0,3,0,4,0,0,18,11,6.0,6
DJ Walker,171364,S,OHIO,1,1,0,33.3,0,0,259,0,0,57.4,61.3,78.4,,71.1,81.8,0,0,0,0,10.0,0.0,0,0,0,43.8,1,0,0,11,0,43,79,0,0,0,0,0,49,79,0,36,19,2,4,1,3,0,0,10,12,10.0,6
Joshua Franklin,171395,CB,W MICHIGAN,1,1,0,100.0,0,0,347,0,0,64.8,65.7,78.4,60.0,66.1,57.6,0,0,0,0,15.0,16.7,1,0,0,100.0,3,0,0,5,6,33,52,0,0,0,0,0,0,52,1,18,41,1,4,0,3,0,0,24,4,8.0,6
Dalton Gustwiller,171396,DI,W MICHIGAN,1,0,0,,0,0,347,0,0,,44.2,69.4,59.0,48.2,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,6,6,0,6,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,,6
Angelo Stockstill,171404,CB,KENT STATE,1,0,0,100.0,0,0,201,0,0,55.8,57.3,73.9,,62.0,,0,0,0,0,14.0,,0,0,0,118.8,1,0,0,0,24,8,24,0,0,0,0,0,0,24,0,16,0,0,0,0,1,0,0,14,20,14.0,6
Marcel Tyler,171406,DI,W MICHIGAN,1,1,0,,0,0,347,0,0,,69.5,75.7,63.9,69.1,36.3,0,1,0,0,,33.3,1,0,0,0.0,0,0,0,0,0,0,43,43,0,41,0,2,0,0,27,16,0,1,1,1,0,1,0,0,0,,6
Kaleno Levine,171451,CB,TROY,1,0,0,100.0,0,0,318,0,0,51.3,55.5,78.0,,66.1,21.8,0,0,0,0,28.0,100.0,1,0,0,118.8,1,0,0,2,67,21,71,1,0,0,1,0,0,70,0,50,1,0,0,0,1,0,0,28,19,28.0,6
Brad Vislisel,171484,ED,NEW MEX ST,1,0,0,,0,0,242,0,0,,69.6,75.0,63.0,69.6,73.6,0,1,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,28,28,0,2,13,13,0,0,20,8,0,2,2,0,0,1,0,0,0,,6
Jamir Conn,171492,CB,NEBRASKA,1,0,0,,0,0,238,0,0,61.0,62.0,67.8,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,1,0,2,4,0,0,0,0,0,1,4,0,2,2,0,0,0,0,0,0,0,0,,6
Jamond Mathis,171503,ED,KENT STATE,1,0,0,,0,0,201,0,0,60.3,66.8,78.1,74.7,52.1,33.9,1,1,0,0,,100.0,1,0,0,0.0,0,1,0,0,0,2,34,34,0,0,33,1,0,0,18,14,0,1,0,0,0,3,0,0,0,,6
Jaylen Castleberry,171518,CB,TEMPLE,1,2,0,42.9,0,0,306,0,0,65.4,63.2,78.4,,50.2,81.2,0,0,0,0,16.0,0.0,0,0,0,53.3,3,0,0,4,54,44,66,4,0,0,4,0,0,62,0,22,4,1,3,0,7,0,0,26,8,8.7,6
Tanner Vaughan,171553,DI,NEVADA,1,0,0,,0,0,239,0,0,,61.0,66.3,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,,6
Jelani McLaughlin,171572,S,S DIEGO ST,1,0,0,,0,0,284,0,0,63.2,57.6,69.9,,60.0,27.4,0,0,0,0,,100.0,1,0,0,0.0,0,0,0,4,0,5,7,0,0,0,0,0,3,7,0,2,0,0,0,0,0,0,0,0,0,,6
Marcus Ratcliffe,171575,S,TEXAS A&M,1,0,0,,0,0,312,0,0,72.4,76.0,75.6,,75.7,83.5,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,32,1,25,51,0,0,0,0,0,15,51,0,26,2,1,7,0,0,0,0,0,0,,6
Kamrin Canterbury,171584,S,LA MONROE,1,0,0,80.0,0,0,209,0,0,51.9,49.3,75.0,59.0,47.1,24.9,0,0,0,0,37.0,60.0,3,0,0,147.1,4,0,0,19,0,27,52,0,0,0,0,0,2,52,2,23,31,1,2,1,5,0,1,49,22,12.3,6
Paul Tangelo,171678,ED,COLO STATE,1,0,0,,0,0,144,0,0,60.4,74.3,76.4,65.1,71.8,72.2,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,4,0,2,18,14,0,0,14,0,0,4,4,12,0,1,1,0,0,0,0,0,0,,6
Eyan Thomas,171680,DI,MARYLAND,1,0,0,100.0,0,0,215,0,0,59.4,40.8,76.0,56.8,32.9,73.2,0,1,0,0,8.0,25.0,1,0,0,100.0,1,0,0,0,0,1,44,44,3,40,0,1,0,0,29,14,0,1,3,0,1,1,0,8,4,8.0,6
Ethan Stuhlsatz,171775,LB,WYOMING,1,2,0,0.0,0,0,351,0,0,43.5,56.2,69.0,,75.7,79.5,0,0,0,0,,0.0,0,0,0,39.6,0,0,0,8,0,4,9,0,0,0,0,0,0,9,0,5,1,1,2,0,1,0,0,0,0,,6
Jaylon Stone,171807,DI,VANDERBILT,1,2,0,,0,0,333,0,0,,69.9,75.3,55.5,74.1,75.6,0,2,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,33,33,6,26,0,1,0,0,16,17,0,2,3,0,0,2,0,0,0,,6
Taye Brown,171843,LB,ARIZONA,1,1,0,0.0,0,0,109,0,0,64.4,68.9,77.2,54.6,75.0,77.6,0,0,0,0,,0.0,0,0,0,39.6,0,0,0,23,0,24,44,12,0,0,12,0,0,32,6,14,9,2,2,1,1,0,0,0,0,,6
Dominic Hanger,171850,LB,ARIZONA,1,0,0,,0,0,109,0,0,60.0,63.0,65.7,60.0,61.4,75.1,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,1,0,1,3,0,0,0,0,0,0,3,1,1,2,1,1,0,0,0,0,0,0,,6
Kamuela Ka'aihue,171855,LB,UNLV,1,1,0,,0,0,325,0,0,64.0,67.6,73.6,63.1,60.4,73.2,0,1,0,0,,0.0,0,0,0,0.0,0,0,0,26,0,15,26,0,0,0,0,0,0,26,1,10,0,0,0,0,0,1,0,0,0,,6
Emmanuel Karnley,171856,CB,VIRGINIA,1,0,0,75.0,0,0,335,0,0,65.0,67.6,76.2,,72.7,80.3,0,0,0,0,33.0,0.0,0,1,0,116.7,3,0,0,0,46,31,47,0,0,0,0,0,1,47,0,16,0,2,5,1,4,0,0,61,16,20.3,6
Dominic Lolesio,171858,ED,ARIZONA,1,0,0,,0,0,109,0,0,60.0,62.5,74.8,60.3,61.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,1,0,1,14,13,0,0,13,0,0,1,8,5,0,0,0,0,0,0,0,0,0,,6
Keanu Mailoto,171860,DI,BOISE ST,1,0,0,,0,0,120,0,0,,54.0,70.3,59.3,55.9,,0,1,0,0,,,0,0,0,0.0,0,0,0,0,0,0,6,6,0,6,0,0,0,0,2,4,0,0,0,0,0,1,0,0,0,,6
Julian Savaiinaea,171867,DI,ARIZONA,1,1,0,,0,0,109,0,0,60.0,76.1,73.0,67.8,70.1,74.6,0,1,0,0,,0.0,0,0,0,0.0,0,1,0,0,0,0,14,14,2,6,4,2,0,0,9,5,0,2,1,0,0,2,0,0,0,,6
Genesis Smith,171868,S,ARIZONA,1,1,0,,0,0,109,0,0,60.6,62.9,76.9,,66.6,79.5,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,7,0,33,51,0,0,0,0,0,40,51,0,18,4,0,1,0,0,0,0,0,0,,6
Keontez Bradley,171877,CB,BUFFALO,1,0,0,0.0,0,0,126,0,0,59.6,62.5,76.5,,66.5,73.5,0,0,0,0,,0.0,0,0,1,39.6,0,0,0,0,39,11,41,2,0,0,2,0,0,39,0,30,0,0,1,0,1,0,0,0,0,,6
Josiah Cox,171878,CB,S DIEGO ST,1,3,0,100.0,0,0,284,0,0,52.9,59.8,75.8,59.1,78.4,64.1,0,0,0,0,17.0,12.5,1,0,0,109.4,4,0,0,3,0,16,25,1,0,0,1,0,0,24,1,8,21,3,4,1,4,0,0,41,10,10.3,6
Landen Thomas,171889,ED,UNLV,1,0,1,,0,0,325,0,0,,56.7,76.2,63.7,49.6,75.2,1,2,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,39,39,0,23,11,5,0,0,27,12,0,1,3,1,0,3,0,0,0,,6
K'vion Thunderbird,171890,LB,FRESNO ST,1,2,0,0.0,0,0,169,0,0,70.7,79.6,73.2,59.5,79.8,80.6,1,0,0,1,,0.0,0,0,0,0.0,0,0,0,44,1,19,47,1,0,0,1,0,0,46,1,27,1,2,4,0,1,1,0,0,0,,6
Cormani McClain,171899,CB,FLORIDA,1,0,0,71.4,0,0,163,0,0,44.1,46.3,77.5,,65.7,81.1,0,0,0,0,38.0,0.0,0,0,0,153.3,5,0,0,1,59,44,60,0,0,0,0,0,0,60,0,16,0,0,5,0,7,0,1,118,8,23.6,6
Jaden Milliner-Jones,171902,S,SMU,1,0,0,100.0,0,0,287,0,0,50.2,50.4,68.4,,,,0,0,0,0,26.0,,0,0,0,118.8,1,0,0,1,0,5,5,0,0,0,0,0,2,5,0,0,2,0,0,0,1,0,0,26,4,26.0,6
Carter Stoutmire,171907,S,COLORADO,1,1,0,,0,0,143,0,0,65.3,66.6,79.7,56.9,68.7,60.5,0,2,0,0,,22.2,2,0,0,0.0,0,0,0,12,1,39,71,5,0,0,5,0,50,66,2,30,3,2,6,0,0,2,0,0,0,,6
Deven Bryant,171914,LB,WASHINGTON,1,1,0,85.7,0,0,340,0,0,61.2,58.9,75.4,55.1,55.4,63.0,0,0,0,0,14.0,12.5,1,0,0,88.1,6,0,0,48,1,40,61,0,0,0,0,0,0,61,3,18,12,2,6,0,7,0,0,36,24,6.0,6
Leroy Bryant,171915,CB,WASHINGTON,1,0,0,50.0,0,0,340,0,0,60.5,60.9,78.4,,60.6,27.0,0,0,0,0,16.0,100.0,1,0,0,56.3,3,0,0,3,0,38,45,0,0,0,0,0,0,45,0,7,42,0,0,0,6,0,0,16,25,5.3,6
Elinneus Davis,171920,DI,WASHINGTON,1,1,0,,0,0,340,0,0,60.0,65.0,75.1,61.5,64.3,74.6,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,34,34,1,31,0,2,0,0,25,9,0,1,3,0,0,0,0,0,0,,6
Jacob Lane,171930,ED,WASHINGTON,1,1,0,100.0,0,0,340,0,0,49.0,54.3,80.5,60.0,55.5,33.9,0,2,0,0,14.0,50.0,1,0,0,118.8,1,0,0,0,0,4,46,46,0,0,46,0,0,0,30,12,0,0,0,0,1,2,0,14,5,14.0,6
Gavin Willis,171971,LB,CHARLOTTE,1,1,0,50.0,0,0,136,0,0,59.6,52.0,75.0,65.8,47.1,37.1,1,1,0,0,13.0,33.3,2,0,0,70.8,1,0,0,27,0,7,29,0,0,0,0,0,0,29,2,20,2,3,3,0,2,2,0,13,3,13.0,6
Zeraun Daniel,172021,S,UMASS,1,3,0,100.0,0,0,216,0,0,61.5,63.0,76.4,,63.8,64.6,0,0,0,0,13.0,23.1,3,0,0,118.8,1,0,0,49,0,22,59,0,0,0,0,0,5,59,0,37,5,0,7,0,1,0,0,13,7,13.0,6
Cheick Kaba,172160,DI,CHARLOTTE,1,3,0,,0,0,136,0,0,60.0,44.9,75.5,54.7,47.3,21.1,0,0,0,0,,50.0,3,0,0,0.0,0,0,0,0,0,0,43,43,1,38,1,3,0,0,22,21,0,0,0,0,0,0,0,0,0,,6
Caleb Sandstrom,172174,ED,APP STATE,1,0,0,,0,0,108,0,0,,57.1,75.9,58.7,56.7,,1,0,0,0,,,0,0,0,0.0,0,0,0,1,0,0,22,21,0,1,15,5,0,1,13,9,0,0,0,0,0,1,0,0,0,,6
Brandon Greil,172190,S,ARK STATE,1,1,0,50.0,0,0,113,0,0,48.0,54.2,78.5,,65.6,57.4,0,0,0,0,13.0,20.0,2,0,0,110.4,1,0,0,15,0,33,75,0,0,0,0,0,40,75,0,42,20,1,7,0,2,0,1,13,13,13.0,6
Ian Jeffries,172196,DI,PURDUE,1,0,0,,0,0,273,0,0,,60.4,75.6,55.6,62.3,71.1,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,34,34,2,27,2,3,0,0,14,20,0,1,1,0,0,0,0,0,0,,6
Dontay Joyner,172197,CB,MARYLAND,1,0,0,66.7,0,0,215,0,0,61.9,58.0,0.0,,51.3,66.4,0,0,0,0,34.0,16.7,1,0,2,133.3,4,0,0,4,68,54,79,0,0,0,0,0,0,79,0,25,7,1,5,0,6,0,2,52,14,13.0,6
Jaylen Jones,172228,S,GA STATE,1,1,0,,0,0,175,0,0,66.3,66.2,76.2,59.1,64.8,70.9,0,0,0,0,,9.1,1,0,0,0.0,0,0,0,21,2,16,50,5,0,0,5,0,17,45,1,33,3,1,9,0,0,0,0,0,0,,6
Ricardo Williams Jr.,172237,ED,DOMINION,1,0,0,,0,0,263,0,0,,61.0,73.7,55.7,64.2,73.6,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,18,18,0,3,8,7,0,0,10,8,0,1,1,0,0,0,0,0,0,,6
Derrick Barksdale,172239,CB,JAMES MAD,1,1,0,16.7,0,0,197,0,0,50.3,50.8,78.8,60.0,56.6,39.9,0,0,0,0,19.0,33.3,1,1,1,79.9,1,0,0,5,10,36,56,1,0,0,1,0,3,55,1,19,37,1,1,0,6,0,1,19,2,19.0,6
Yamir Knight,172250,WR,SMU,1,0,0,,0,0,287,0,0,,60.0,60.0,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,6
Mychal McMullin,172254,DI,JAMES MAD,1,1,0,,0,0,197,0,0,,68.2,0.0,56.0,81.5,74.5,0,0,0,0,,0.0,0,0,1,0.0,0,0,0,0,0,0,20,20,2,16,1,1,0,0,11,9,0,3,3,0,0,0,0,0,0,,6
Gannon Weathersby,172266,LB,JAMES MAD,1,4,0,100.0,0,0,197,0,0,48.5,56.7,75.7,65.0,68.7,62.7,0,0,0,0,15.0,11.1,1,0,0,102.5,5,0,0,48,1,31,57,4,0,0,4,0,1,53,4,22,3,1,4,0,5,0,0,43,22,8.6,6
Zion Frink,172279,CB,DOMINION,1,0,0,50.0,0,0,263,0,0,67.3,67.6,75.0,,62.4,73.5,0,0,0,0,5.0,0.0,0,0,0,56.3,1,0,0,0,32,19,33,0,0,0,0,0,0,33,0,14,1,1,1,0,2,0,0,5,9,5.0,6
DeAndre Lynch,172289,DI,DOMINION,1,0,0,,0,0,263,0,0,,53.1,75.0,56.5,53.8,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,18,18,14,4,0,0,0,0,10,8,0,0,0,0,0,0,0,0,0,,6
Ryan Ramey,172292,S,DOMINION,1,0,0,,0,0,263,0,0,60.5,61.1,71.0,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,1,0,2,6,0,0,0,0,0,4,6,0,4,1,0,0,0,0,0,0,0,0,,6
Devin Roche,172294,HB,DOMINION,1,0,0,,0,0,263,0,0,,60.0,60.0,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,6
Cole Blaylock,172302,S,S ALABAMA,1,1,0,100.0,0,0,288,0,0,51.4,58.2,71.5,,67.1,74.8,0,0,0,0,16.0,0.0,0,0,0,118.8,1,0,0,5,0,4,10,0,0,0,0,0,0,10,0,6,5,0,0,0,1,0,0,16,0,16.0,6
Kalil Alexander,172318,ED,TEXAS ST,1,0,0,,0,0,314,0,0,49.1,48.9,80.8,63.0,41.6,22.1,0,1,0,0,,66.7,4,0,0,0.0,0,1,0,0,0,4,58,58,0,0,57,1,0,0,33,21,0,2,2,0,0,2,0,0,0,,6
Amarion Atwood,172319,CB,TEXAS ST,1,0,0,100.0,0,0,314,0,0,47.8,46.3,72.5,,53.8,41.2,0,0,0,0,24.0,50.0,1,0,1,118.8,2,0,0,5,1,13,21,0,0,0,0,0,0,21,0,8,15,1,1,0,2,0,0,30,36,15.0,6
Bobby Crosby,172325,S,TEXAS ST,1,1,0,100.0,1,0,314,0,0,43.0,51.4,77.7,70.8,68.1,84.0,0,0,0,0,27.0,0.0,0,0,1,118.8,2,1,0,15,0,40,69,3,0,0,3,0,45,66,2,27,6,0,5,0,2,1,0,27,12,13.5,6
Terry Webb,172339,DI,SMU,1,2,0,,0,0,287,0,0,,69.9,76.4,58.2,77.8,75.1,0,1,0,0,,0.0,0,0,0,0.0,0,1,0,0,0,0,54,54,0,48,2,4,0,0,38,16,0,2,2,0,0,2,0,0,0,,6
Deshaun Batiste,172340,ED,FAU,1,0,0,,0,0,165,0,0,,54.2,75.3,62.6,51.6,71.3,1,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,34,34,0,0,10,24,0,0,9,25,0,1,1,0,0,1,0,0,0,,6
Steven Cattledge,172345,LB,TROY,1,0,0,,0,0,318,0,0,65.5,48.7,68.9,,38.0,33.2,0,0,0,0,,33.3,1,0,0,0.0,0,0,0,14,0,5,17,0,0,0,0,0,0,17,0,12,3,1,2,0,0,0,0,0,0,,6
TJ Thompson,172369,LB,TROY,1,1,0,100.0,0,0,318,0,0,61.8,52.3,71.1,59.0,47.8,75.7,0,0,0,0,4.0,0.0,0,0,0,83.3,1,0,0,15,0,7,17,0,0,0,0,0,0,17,1,9,2,0,1,0,1,0,0,4,5,4.0,6
Caleb Downs,172375,S,OHIO STATE,1,2,0,50.0,0,0,260,0,0,70.6,73.0,0.0,58.0,83.6,82.6,0,1,0,0,5.0,0.0,0,0,1,56.3,2,0,0,22,0,25,46,1,0,0,1,0,17,45,2,19,6,1,3,0,4,1,0,6,4,3.0,6
Edric Hill,172380,DI,ALABAMA,1,1,0,,0,0,103,0,0,60.0,54.3,74.5,55.9,54.3,74.2,1,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,29,29,0,23,3,3,0,0,21,8,0,2,3,0,0,1,0,0,0,,6
Jahlil Hurley,172383,CB,KANSAS,1,0,0,0.0,0,0,198,0,0,76.6,77.9,70.0,,60.0,,0,0,0,0,,,0,1,0,39.6,0,0,0,1,8,5,9,0,0,0,0,0,0,9,0,4,0,0,0,0,1,0,0,0,0,,6
Justin Jefferson,172384,LB,ALABAMA,1,4,0,80.0,0,1,103,0,0,44.6,55.2,74.7,74.1,71.8,79.0,0,0,0,0,15.0,7.1,1,0,0,100.8,8,1,0,38,1,33,49,3,0,0,3,0,3,46,4,12,4,3,9,0,10,1,0,82,40,10.3,6
Tony Mitchell,172389,S,MISS STATE,1,2,0,100.0,0,0,227,0,0,54.0,64.8,80.8,56.6,75.4,54.5,0,0,0,0,13.0,25.0,2,0,0,118.8,2,0,0,28,0,23,73,19,0,0,19,0,8,54,5,45,18,2,4,0,2,0,0,26,19,13.0,6
Hunter Osborne,172391,DI,VIRGINIA,1,0,0,,0,0,335,0,0,,57.9,74.6,61.1,55.2,69.7,0,0,0,0,,,0,0,0,0.0,0,1,0,0,0,0,29,29,3,24,0,2,0,0,17,12,0,1,0,0,0,1,0,0,0,,6
Jordan Renaud,172393,ED,ALABAMA,1,0,0,,0,0,103,0,0,61.2,64.7,74.3,54.6,60.4,71.5,0,2,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,17,17,0,1,16,0,0,0,14,3,0,1,1,0,0,2,0,0,0,,6
Dezz Ricks,172394,CB,TEXAS A&M,1,0,0,100.0,0,0,312,0,0,55.1,56.5,76.0,,63.4,,0,0,0,0,44.0,,0,0,0,158.3,2,0,0,0,49,25,50,0,0,0,0,0,0,50,0,25,0,0,0,0,2,0,1,59,0,29.5,6
