player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Da'Jaun Riggs,191326,HB,OREGON,2,11,4,2,48.8,40,0,82,0,0,4,56,185.1,2,4,264,0,7,73.5,90.7,73.3,,70.3,57.0,87.2,60.0,24,0,0,0,3,14,0,0,0,11,1,82,56,5.09,7.5,0.0,4
Chubba Purdy,122412,QB,NEVADA,7,11,2,2,50.7,37,0,59,0,1,0,26,21.7,3,4,239,0,8,72.9,69.7,78.0,70.0,,61.8,63.3,60.1,19,0,10,2,8,27,14,1,2,12,0,73,49,4.45,6.6,1.25,1
Dylan Lee,184832,HB,IOWA STATE,2,11,3,0,0.0,0,0,35,0,0,3,25,56.8,0,1,193,0,10,73.6,70.9,71.2,,73.2,63.8,69.1,,7,0,7,1,3,11,0,0,1,12,1,35,25,2.27,3.2,2.33,1
Chris Tyree,122913,WR,VIRGINIA,10,11,1,0,0.0,0,0,43,5,1,1,20,10.4,1,2,335,0,4,79.9,54.4,85.1,,67.7,52.0,68.2,51.0,13,0,136,24,233,131,0,0,38,35,0,43,20,1.82,3.9,0.58,4
Chayden Peery,143925,QB,FIU,2,11,2,0,0.0,0,0,25,0,0,1,14,14.0,0,3,166,0,2,72.5,71.1,74.7,60.8,,,70.7,60.0,7,0,0,0,0,21,6,1,0,10,0,31,14,1.27,2.8,,0
Drew Pyne,122910,QB,MISSOURI,6,11,2,0,0.0,0,0,6,0,0,1,13,26.5,2,3,229,1,2,73.2,60.3,81.9,57.9,,,61.1,60.0,10,0,0,0,0,122,26,4,0,7,0,32,27,2.45,2.9,,3
Ben Gulbranson,131734,QB,OREGON ST,5,11,1,0,0.0,0,0,9,1,0,0,13,0.0,0,8,265,1,0,74.7,80.7,82.7,75.3,,60.0,82.5,60.0,4,1,0,0,1,110,6,2,1,9,1,15,29,2.64,1.4,0.0,1
Malachi Singleton,172426,QB,ARKANSAS,5,11,6,0,0.0,0,0,49,0,0,3,50,185.2,4,5,111,3,6,25.5,80.9,77.2,69.0,,,79.9,60.0,62,0,0,0,0,36,67,2,0,9,3,116,97,8.82,10.5,,2
Noah Smith,104112,WR,SM HOUSTON,10,11,0,2,42.7,32,1,75,0,4,0,26,20.6,3,3,281,1,10,50.5,68.9,85.4,73.3,,66.7,67.4,64.8,17,1,285,35,198,193,0,0,45,46,0,75,26,2.36,6.8,1.44,1
Israel Carter,175310,QB,USF,4,11,5,0,0.0,0,0,37,0,0,4,27,220.4,2,2,327,1,2,28.8,60.0,76.5,70.3,,,50.0,60.0,14,1,0,0,0,42,20,4,0,7,0,57,37,3.36,5.2,,4
PJ Martin,172310,HB,S ALABAMA,9,11,2,1,51.1,45,0,88,0,1,2,45,87.7,1,3,288,0,7,74.1,73.6,76.5,,80.0,58.8,83.2,40.4,45,0,33,3,28,15,0,0,6,14,1,88,45,4.09,8.0,1.18,4
Jalen Hampton,123351,HB,W KENTUCKY,6,11,1,0,0.0,0,0,57,0,0,1,40,33.1,2,3,346,1,6,23.9,58.3,73.9,,,57.1,58.7,60.0,14,0,0,0,4,13,0,0,0,11,0,57,40,3.64,5.2,0.0,5
Will Hammond,184898,QB,TEXAS TECH,3,11,1,0,0.0,0,0,22,0,0,1,14,38.9,1,5,315,2,1,21.7,68.9,28.4,77.2,,60.0,55.2,60.0,12,1,0,0,1,46,21,5,0,6,2,43,18,1.64,3.9,0.0,4
Kevin Riley,191139,HB,ALABAMA,2,11,2,0,0.0,0,0,31,0,0,2,18,25.2,0,4,103,0,6,73.6,70.8,73.3,,77.2,74.9,67.7,,9,0,9,2,6,11,0,0,2,13,0,31,18,1.64,2.8,1.5,5
Leshon Williams,129487,HB,IOWA,3,11,2,0,0.0,0,0,21,0,0,2,19,23.0,0,1,192,1,3,26.3,55.7,77.0,,85.6,37.8,58.7,60.0,8,0,26,4,20,12,0,0,4,15,0,21,19,1.73,1.9,1.3,8
Zach Hrbacek,150270,HB,SM HOUSTON,5,11,1,1,51.5,17,0,33,0,0,1,22,15.4,1,1,281,0,1,75.9,57.3,74.8,,77.2,58.6,56.2,60.9,17,0,5,2,13,19,0,0,2,13,0,33,22,2.0,3.0,0.38,10
Juelz Goff,183271,HB,PITTSBURGH,2,11,3,0,0.0,0,0,15,0,0,3,21,38.2,0,0,268,0,1,73.7,57.1,78.0,,20.6,58.9,60.8,,4,0,26,4,46,11,0,0,6,15,0,15,21,1.91,1.4,0.57,9
Christopher Vizzina,170032,QB,CLEMSON,7,11,2,2,65.4,53,0,70,0,0,2,56,138.3,3,5,140,2,6,41.9,59.6,77.7,55.1,,,64.1,60.0,35,0,0,0,0,42,11,2,0,9,1,81,63,5.73,7.4,,0
Jacory Barney Jr.,183547,WR,NEBRASKA,12,11,2,3,57.5,77,0,134,0,11,2,26,49.6,5,6,238,1,1,59.6,74.8,84.6,,,74.0,76.4,44.0,31,0,427,51,242,103,0,0,69,62,3,134,26,2.36,12.2,1.76,0
Christian Davis,173995,HB,BALL ST,5,11,0,0,0.0,0,0,11,0,0,0,16,0.0,0,0,117,0,3,73.8,55.2,0.0,,75.5,61.1,56.9,60.0,5,1,3,1,11,12,0,0,3,12,0,11,16,1.45,1.0,0.27,8
Corey Wren,122427,HB,UTEP,4,10,0,0,0.0,0,0,24,0,0,0,23,0.0,0,0,330,0,4,74.4,64.5,75.0,,56.5,55.1,68.2,,9,0,6,1,12,10,0,0,2,11,0,24,23,2.3,2.4,0.5,6
Justin Pegues,161679,HB,BOWL GREEN,12,10,7,0,0.0,0,0,51,1,0,7,37,123.3,3,3,122,0,6,85.1,59.5,79.4,47.3,,54.1,68.9,52.8,14,0,44,11,52,31,0,0,15,21,0,51,37,3.7,5.1,0.85,3
Jaren Mangham,97773,HB,MINNESOTA,4,10,3,1,24.2,16,0,66,0,0,3,50,150.0,3,3,225,0,4,73.1,79.1,72.1,,67.5,,75.2,,16,0,0,0,0,10,0,0,0,10,0,66,50,5.0,6.6,,6
Emmett Mosley V,183278,WR,STANFORD,9,10,3,0,0.0,0,0,15,4,7,3,24,41.4,1,1,300,0,3,76.3,68.2,34.4,55.4,,72.7,48.0,57.6,13,3,525,48,295,181,0,0,71,58,0,15,24,2.4,1.5,1.78,3
David Eziomume,183196,HB,CLEMSON,4,10,0,2,51.6,32,0,62,0,0,0,36,0.0,4,4,140,0,4,73.7,67.4,76.4,,43.3,53.4,70.7,57.6,17,0,0,0,14,18,0,0,0,10,0,62,36,3.6,6.2,0.0,6
RJ Martinez,147690,QB,TEXAS ST,4,10,0,0,0.0,0,0,-3,0,0,0,4,0.0,1,2,314,0,0,71.2,50.3,76.7,53.0,,57.0,52.3,60.0,15,1,0,0,0,33,25,4,0,6,0,22,7,0.7,2.2,,0
John Emery Jr.,97403,HB,LSU,1,10,3,1,63.9,39,0,61,0,0,3,32,87.3,2,2,211,0,8,73.1,67.8,72.9,,75.6,66.9,65.8,,39,0,10,1,7,10,0,0,1,11,0,61,32,3.2,6.1,1.43,2
Charleston French,190846,HB,N CAROLINA,3,10,1,1,53.6,45,0,84,0,0,1,58,52.7,2,3,245,0,4,73.1,72.9,71.9,,,63.4,71.3,,45,0,2,1,3,10,0,0,1,11,1,84,58,5.8,8.4,0.67,6
Grady Brosterhous,156379,QB,VIRGINIA,7,10,0,0,0.0,0,0,14,0,0,0,6,0.0,0,7,335,1,2,24.3,76.4,70.7,,,,70.1,60.0,5,0,0,0,0,12,0,0,0,10,4,14,6,0.6,1.4,,1
Will Henderson III,190255,HB,UTSA,4,10,3,0,0.0,0,0,11,1,0,3,11,23.6,0,0,331,0,5,73.4,58.4,74.8,,79.2,65.4,52.8,60.2,3,0,18,4,11,13,0,0,5,14,0,11,11,1.1,1.1,1.64,4
Rod Gainey Jr.,193130,HB,CHARLOTTE,4,10,0,0,0.0,0,0,34,0,0,0,24,0.0,1,3,136,1,9,23.6,60.3,73.2,,70.0,79.8,54.5,60.0,11,0,13,1,5,13,0,0,1,11,0,34,24,2.4,3.4,2.6,1
Jay Harris,184848,HB,OREGON,2,10,0,0,0.0,0,0,35,0,0,0,18,0.0,1,2,264,0,3,73.1,71.4,71.3,,,64.9,69.0,60.0,12,0,2,1,2,13,0,0,1,11,1,35,18,1.8,3.5,1.0,7
Frank Peasant,121817,HB,MIDDLE TN,2,10,4,1,61.2,30,0,49,0,1,4,51,212.5,1,2,224,0,4,74.1,83.5,75.1,,76.0,63.8,85.0,67.8,30,0,3,2,16,15,0,0,2,12,2,49,51,5.1,4.9,0.19,6
David Cordero,146071,HB,HAWAII,9,10,4,1,28.1,16,0,57,0,0,4,36,130.9,1,1,180,0,6,73.6,67.8,75.9,,50.0,59.9,69.2,59.0,16,0,-1,1,3,15,0,0,1,11,0,57,36,3.6,5.7,-0.33,4
Luke Wysong,146110,WR,NEW MEXICO,11,9,3,0,0.0,0,0,46,7,9,3,31,53.0,1,5,241,0,4,78.6,77.1,28.7,,,78.0,73.8,59.4,13,4,836,69,336,310,0,0,110,78,0,54,31,3.44,6.0,2.49,2
Cameron Friel,146195,QB,UNLV,5,10,2,0,0.0,0,0,25,0,0,2,11,22.0,1,6,325,1,2,25.8,63.5,76.0,61.2,,,61.4,60.3,14,0,0,0,0,42,0,0,0,10,2,25,11,1.1,2.5,,2
Cash Jones,155211,HB,GEORGIA,12,10,2,1,65.2,15,0,23,1,6,2,20,50.0,1,5,173,0,3,75.6,68.4,81.7,,11.5,83.0,69.4,57.0,15,0,238,22,126,21,0,0,26,32,1,23,20,2.0,2.3,1.89,7
Marcus Bellon,104082,WR,NEVADA,13,10,3,0,0.0,0,0,31,1,8,3,20,44.9,0,0,239,1,7,63.1,67.5,63.2,62.0,,68.1,63.5,56.2,9,3,524,39,327,235,0,0,45,49,0,31,20,2.0,3.1,1.6,0
John Alan Richter,156999,QB,TOLEDO,5,10,2,0,0.0,0,0,-16,0,0,0,0,0.0,0,0,316,1,0,50.7,70.9,45.9,77.0,,,44.4,60.0,7,2,0,0,0,48,32,8,0,2,0,16,21,2.1,1.6,,0
Alexander Diggs,160375,HB,KENNESAW,3,9,0,0,0.0,0,0,29,1,0,0,24,0.0,0,2,200,0,7,72.5,58.7,76.2,,78.2,29.4,65.3,50.3,8,0,0,0,7,13,0,0,1,9,0,29,24,2.67,3.2,0.0,2
Victor Snow,158249,WR,BUFFALO,12,9,0,0,0.0,0,0,61,5,10,0,26,49.0,3,5,126,0,3,82.6,74.3,85.6,,,75.1,77.2,48.6,12,0,601,50,270,238,0,0,72,59,2,61,26,2.89,6.8,2.23,2
Chris Parson,172551,QB,MISS STATE,4,9,4,0,0.0,0,0,29,0,0,4,27,133.3,1,2,227,1,5,72.4,69.0,72.2,38.0,,,74.3,60.0,10,1,0,0,0,16,0,0,0,9,0,29,27,3.0,3.2,,3
Jack Tuttle,83580,QB,MICHIGAN,2,9,3,0,0.0,0,0,13,0,0,0,2,0.0,1,2,222,3,2,20.7,29.1,79.1,33.9,,,32.4,60.0,13,0,0,0,0,54,33,6,0,3,0,46,40,4.44,5.1,,1
Luther Burden III,157170,WR,MISSOURI,12,9,8,2,68.7,79,0,115,3,30,8,99,597.1,4,6,229,1,4,64.5,77.9,36.9,,62.1,80.2,71.4,54.8,61,3,676,61,292,231,0,0,81,70,2,115,99,11.0,12.8,2.32,0
Damian Henderson II,173465,HB,COLO STATE,3,9,1,1,53.7,22,0,41,0,0,1,22,22.2,1,5,144,0,1,72.7,72.1,73.8,,73.2,62.8,70.4,64.0,22,0,13,2,5,14,0,0,2,11,0,41,22,2.44,4.6,2.6,8
Zach Evans,157490,HB,N TEXAS,2,9,6,1,69.0,40,0,58,0,0,6,45,230.8,1,1,251,0,1,72.8,65.1,73.8,,72.2,66.4,63.9,,40,0,10,4,11,9,0,0,5,13,0,58,45,5.0,6.4,0.91,8
Devonte Ross,146735,WR,TROY,12,9,1,0,0.0,0,0,35,9,10,1,16,23.3,1,1,318,0,2,71.1,80.9,88.6,,,81.9,68.9,56.0,14,0,1042,75,376,344,0,0,117,84,0,35,16,1.78,3.9,2.77,0
Trexler Ivey,122184,QB,CHARLOTTE,8,9,1,0,0.0,0,0,-18,0,0,0,0,0.0,1,1,136,0,0,72.7,55.5,79.8,52.8,,,63.4,60.0,10,0,0,0,0,69,13,2,0,7,0,-5,3,0.33,-0.6,,0
Dylan Paine,131950,HB,WASH STATE,4,9,3,1,37.5,15,0,40,0,0,3,35,129.6,1,4,341,0,4,72.5,64.9,75.4,,79.7,53.6,69.0,45.1,15,0,0,0,12,17,0,0,0,9,2,40,35,3.89,4.4,0.0,5
Cade McConnell,73935,QB,UTEP,4,9,1,0,0.0,0,0,3,0,0,0,9,0.0,1,1,330,3,3,31.2,53.3,46.5,59.8,,60.0,40.8,60.0,10,1,0,0,1,48,15,4,0,5,0,18,17,1.89,2.0,0.0,0
Jarvis Green,170007,HB,CLEMSON,4,9,3,0,0.0,0,0,53,0,1,3,35,141.4,2,4,140,0,4,72.9,68.8,74.5,,76.0,81.8,64.9,59.5,13,0,35,2,13,12,0,0,2,11,0,53,35,3.89,5.9,2.69,4
T.J. Finley,124093,QB,W KENTUCKY,3,9,1,0,0.0,0,0,19,0,0,0,11,0.0,0,2,346,0,2,72.5,66.9,79.3,67.7,,,56.9,60.0,8,0,-7,1,0,36,21,5,1,5,0,40,29,3.22,4.4,,0
Robert Briggs,163425,HB,UTAH ST,1,9,2,1,60.2,50,0,83,0,2,2,32,118.5,2,3,329,0,5,73.2,69.8,0.0,,70.0,74.9,70.8,60.0,50,1,38,3,22,11,0,0,4,12,0,83,32,3.56,9.2,1.73,4
Aiden Flora,191300,HB,IOWA STATE,2,9,5,1,34.9,15,0,43,0,0,5,24,148.1,2,4,193,0,4,71.9,80.3,73.0,,,58.6,77.5,59.1,15,0,0,0,2,11,0,0,0,9,1,43,24,2.67,4.8,0.0,4
Bennett Galloway,168436,HB,LA MONROE,11,9,6,0,0.0,0,0,31,1,0,6,31,229.6,1,2,209,1,2,21.8,63.6,76.8,,83.6,30.0,66.3,68.5,13,0,0,0,8,26,0,0,1,9,0,31,31,3.44,3.4,0.0,7
Kyle Williams,128374,WR,WASH STATE,12,9,1,1,38.6,22,1,57,5,15,1,18,46.4,3,4,341,1,2,53.6,77.8,16.1,,,79.5,70.7,56.6,22,5,1024,60,405,287,0,0,86,69,0,57,18,2.0,6.3,2.53,0
Jaylen Anderson,157350,HB,W VIRGINIA,4,9,3,0,0.0,0,0,34,0,1,3,28,124.4,0,3,343,1,0,24.5,65.2,74.0,,37.9,71.4,62.2,69.4,7,0,9,1,6,21,0,0,1,10,0,34,28,3.11,3.8,1.5,9
Ife Adeyi,104107,WR,SM HOUSTON,12,9,1,1,36.8,28,0,76,1,5,1,21,40.0,2,3,281,0,6,82.4,58.8,64.2,,62.1,59.0,72.9,45.3,28,2,238,26,253,302,0,0,48,35,1,76,21,2.33,8.4,0.94,0
Keshawn King,99612,HB,W MICHIGAN,2,9,0,0,0.0,0,0,27,0,0,0,14,0.0,0,0,347,0,1,72.5,61.1,72.9,,70.5,58.7,61.1,59.2,8,0,0,0,2,12,0,0,0,9,0,27,14,1.56,3.0,0.0,8
Ky Woods,163868,HB,NEVADA,9,9,2,0,0.0,0,0,38,0,0,2,17,31.5,0,1,239,0,9,75.0,81.0,76.0,,71.5,65.0,83.6,59.1,9,0,8,3,10,28,0,0,3,12,0,38,17,1.89,4.2,0.8,0
Jhari Patterson,151053,WR,E CAROLINA,12,9,3,3,65.1,71,0,109,1,6,3,28,84.8,4,4,156,0,8,75.1,75.1,34.1,,,72.2,78.7,65.8,30,1,238,24,119,120,0,0,30,33,0,109,28,3.11,12.1,2.0,0
Eddie Lee Marburger,145511,QB,UTSA,6,9,0,0,0.0,0,0,0,0,0,0,2,0.0,0,2,331,1,1,39.9,65.0,77.6,66.9,,,55.2,60.0,9,0,0,0,0,36,34,4,0,5,0,34,7,0.78,3.8,,0
Easton Messer,163051,WR,W KENTUCKY,12,9,0,0,0.0,0,0,37,2,10,0,20,40.4,1,1,346,0,4,78.3,74.7,59.0,,76.2,74.4,72.0,57.8,10,1,645,46,293,181,0,0,66,55,0,37,20,2.22,4.1,2.2,3
Rashad Amos,124224,HB,OLE MISS,4,9,3,1,56.0,42,0,75,0,0,3,63,233.3,2,3,226,0,3,72.5,73.3,73.5,,74.3,54.4,73.4,,42,0,0,0,7,9,0,0,0,9,0,75,63,7.0,8.3,0.0,6
Trebor Pena,123051,WR,SYRACUSE,12,9,3,0,0.0,0,0,47,4,13,3,27,54.5,2,3,304,1,0,71.4,77.3,87.2,50.8,,77.7,67.9,58.2,11,2,862,79,496,219,0,0,101,88,1,47,27,3.0,5.2,1.74,0
Brennan Presley,122982,WR,OKLA STATE,12,8,5,1,37.3,22,0,59,3,20,5,28,90.2,3,4,262,1,1,66.6,74.7,65.0,60.6,,75.2,72.7,55.5,22,1,762,89,391,227,0,0,131,97,1,59,28,3.5,7.4,1.95,1
Garret Rangel,157795,QB,OKLA STATE,4,8,1,2,72.2,70,0,88,0,0,1,9,25.0,2,2,262,0,0,71.4,44.8,23.7,39.8,,,66.0,60.0,54,1,0,0,0,28,9,2,0,6,0,97,10,1.25,12.1,,4
Sam Adams II,131886,HB,WASHINGTON,3,8,2,0,0.0,0,0,19,0,0,2,21,65.6,0,3,340,0,3,71.9,72.5,72.2,,74.4,56.4,71.3,60.0,7,0,0,0,4,10,0,0,0,8,0,19,21,2.63,2.4,0.0,5
Bradley Dunn,124231,HB,S CAROLINA,3,8,1,0,0.0,0,0,48,0,1,1,27,75.0,1,3,289,1,2,21.5,60.5,72.3,,,78.7,57.9,60.0,10,0,13,1,2,12,0,0,1,9,1,48,27,3.38,6.0,6.5,6
Cam'Ron Valdez,144749,HB,TEXAS TECH,2,8,1,1,39.5,17,0,43,0,0,1,24,30.0,1,2,315,0,4,73.2,68.5,75.5,,79.0,56.3,69.7,72.6,17,0,-2,2,26,15,0,0,4,10,0,43,24,3.0,5.4,-0.08,4
Malik Rutherford,143929,WR,GA TECH,12,8,2,0,0.0,0,0,38,6,14,2,18,62.3,2,4,176,1,7,53.5,70.3,86.9,,,72.6,63.1,49.5,20,0,670,59,277,269,20,1,79,66,0,58,24,3.0,7.3,2.42,0
Ty Simpson,157008,QB,ALABAMA,6,8,1,2,62.7,32,0,38,0,0,1,10,20.4,3,4,103,0,1,71.5,74.9,77.0,67.3,,,74.2,60.0,17,0,0,0,0,42,13,1,0,7,1,51,12,1.5,6.4,,5
Jordan Marshall,190837,HB,MICHIGAN,2,8,1,0,0.0,0,0,20,0,0,1,20,31.3,0,2,222,0,3,73.9,65.0,71.2,,74.1,56.8,67.9,47.3,8,0,0,0,4,9,0,0,0,8,0,20,20,2.5,2.5,0.0,5
Velton Gardner,97110,HB,TEXAS,2,8,0,0,0.0,0,0,26,1,0,0,16,0.0,1,2,311,0,3,71.9,58.1,72.4,,,35.8,64.8,,10,0,0,0,3,8,0,0,1,8,0,26,16,2.0,3.3,0.0,5
Mike Franklin,170511,HB,JVILLE ST,3,8,6,1,41.8,23,0,55,0,0,6,46,431.3,1,2,196,0,0,71.9,73.3,72.0,,,59.9,72.8,54.9,23,0,0,0,1,12,0,0,0,8,1,55,46,5.75,6.9,0.0,8
Zavion Thomas,163697,WR,LSU,12,8,2,1,35.1,26,0,74,0,2,2,22,39.3,3,3,211,0,4,67.1,69.8,84.3,,,65.8,79.1,60.8,26,0,188,20,140,83,0,0,35,28,0,74,22,2.75,9.3,1.34,0
Harold Fannin Jr.,163104,TE,BOWL GREEN,12,8,5,1,54.4,31,0,57,3,32,5,40,171.3,1,3,122,0,4,78.1,95.7,57.2,69.0,38.2,96.0,78.4,75.2,31,2,1342,100,367,258,0,0,128,108,1,57,40,5.0,7.1,3.66,1
Ja'koby Banks,173037,HB,MEMPHIS,10,8,2,0,0.0,0,0,29,0,0,2,22,50.0,2,1,218,0,3,71.9,56.1,76.9,54.8,,54.8,58.6,59.8,12,0,1,3,21,19,0,0,3,11,0,29,22,2.75,3.6,0.05,4
Matt Fuller,190231,HB,S CAROLINA,1,8,1,0,0.0,0,0,25,0,0,1,17,26.6,0,3,289,0,5,71.9,73.3,70.7,,,57.2,72.1,,8,0,0,0,4,8,0,0,0,8,0,25,17,2.13,3.1,0.0,3
Drew Devillier,190639,QB,RICE,3,8,3,0,0.0,0,0,17,0,0,0,4,0.0,1,0,275,1,0,41.1,53.8,35.9,51.5,,,63.5,60.0,10,2,0,0,0,52,16,3,0,5,0,33,42,5.25,4.1,,3
Ken Seals,124359,QB,TCU,5,8,2,0,0.0,0,0,-1,0,0,1,11,22.4,0,0,305,1,2,26.0,51.0,74.8,68.9,,,42.3,60.0,7,0,0,0,0,27,7,1,0,7,0,6,25,3.13,0.8,,2
Raleek Brown,158458,HB,ARIZONA ST,2,8,2,0,0.0,0,0,41,0,0,2,31,70.5,1,1,110,0,5,72.2,69.3,74.6,,75.3,63.0,70.2,59.1,14,0,6,3,13,11,0,0,5,11,0,41,31,3.88,5.1,0.46,3
Gerry Bohanon,77636,QB,BYU,3,8,0,0,0.0,0,0,6,0,0,0,12,0.0,0,1,128,0,3,71.7,77.6,72.7,73.8,,,67.0,60.0,7,0,0,0,0,19,0,0,0,8,0,6,12,1.5,0.8,,0
DeJuan Williams,183534,HB,MARYLAND,3,8,3,1,52.2,24,0,46,0,0,3,25,104.2,1,2,215,0,3,72.0,68.4,73.8,,73.7,58.5,69.5,60.0,24,0,2,1,12,9,0,0,1,9,1,46,25,3.13,5.8,0.17,5
EJ Colson Jr.,190335,QB,UCF,3,8,7,0,0.0,0,0,21,0,0,3,14,466.7,0,2,323,1,1,28.8,38.0,74.9,30.0,,,62.0,60.0,9,0,0,0,0,12,25,5,0,3,0,46,59,7.38,5.8,,2
Cameran Brown,184894,QB,TEXAS TECH,3,8,1,2,50.6,42,0,83,0,0,1,11,17.2,4,4,315,0,6,71.6,42.7,73.1,27.6,,60.0,69.0,60.0,22,0,0,0,1,11,0,0,0,8,0,83,11,1.38,10.4,0.0,2
Ryan Burger,157544,QB,LIBERTY,4,8,1,0,0.0,0,0,5,0,0,1,7,14.3,0,1,206,0,3,71.0,60.2,74.1,59.9,,,59.2,60.0,7,0,0,0,0,25,5,1,0,7,1,10,8,1.0,1.3,,2
Rocco Conti,186412,HB,AIR FORCE,5,8,1,0,0.0,0,0,19,0,0,1,19,29.7,0,0,101,0,4,71.9,53.5,76.9,,,52.6,52.8,63.3,6,0,0,0,15,35,0,0,0,8,0,19,19,2.38,2.4,0.0,0
Xavier Gayten,191197,HB,MISS STATE,5,8,4,2,77.4,89,0,115,0,1,4,38,263.9,4,4,227,0,5,72.0,86.6,72.9,,,68.6,83.6,73.4,72,0,10,1,10,8,0,0,1,9,1,115,38,4.75,14.4,1.0,2
Datrell Jones,175341,HB,BOSTON COL,3,8,2,1,64.4,47,0,73,0,0,2,70,218.8,2,2,121,0,5,73.1,75.6,72.5,,,59.1,73.3,60.0,47,0,0,0,2,11,0,0,0,8,1,73,70,8.75,9.1,0.0,3
Tychaun Chapman,162741,WR,MARSHALL,12,8,0,0,0.0,0,0,46,1,4,0,26,76.5,4,4,214,1,5,25.9,57.8,81.8,,,53.2,69.3,60.2,14,1,60,9,59,73,0,0,16,17,2,46,26,3.25,5.8,1.02,0
Victor Rosa,158629,HB,UCONN,4,8,1,1,56.9,29,0,51,1,0,1,40,50.0,1,1,146,0,3,72.1,58.1,75.6,,75.3,40.9,63.2,59.1,29,0,16,2,10,11,0,0,4,10,1,51,40,5.0,6.4,1.6,5
Brant Kuithe,84071,TE,UTAH,9,8,2,0,0.0,0,0,26,4,15,2,12,59.3,1,4,328,0,1,75.0,74.6,86.6,,68.8,79.8,66.6,41.6,11,1,505,35,198,141,0,0,54,43,2,26,12,1.5,3.3,2.55,7
Kyle Lowe,156595,QB,GA STATE,5,8,1,1,84.8,56,0,66,0,0,1,8,12.5,1,3,175,0,3,26.3,60.1,72.5,59.5,,,60.0,60.0,56,0,0,0,0,11,0,0,0,8,1,66,8,1.0,8.3,,4
Dillon Bell,163734,WR,GEORGIA,11,8,3,3,73.6,78,0,106,4,5,3,30,66.7,4,5,173,0,2,75.8,66.6,87.2,,,64.4,78.2,56.8,33,0,433,37,310,184,0,0,62,45,1,106,30,3.75,13.3,1.4,0
Cale Hellums,170981,QB,ARMY,3,7,0,0,0.0,0,0,28,0,0,0,14,0.0,1,2,114,0,3,71.3,68.4,70.1,,,,64.9,60.0,10,0,0,0,0,10,0,0,0,7,0,28,14,2.0,4.0,,4
C'Quan Jnopierre,165468,WR,FIU,12,7,0,0,0.0,0,0,5,0,3,0,12,32.1,0,0,166,0,2,75.7,61.6,80.3,,,59.7,59.7,77.0,7,0,73,9,75,39,0,0,13,16,0,5,12,1.71,0.7,0.97,1
Alton McCaskill,144253,HB,ARIZONA ST,2,7,1,0,0.0,0,0,17,0,0,1,17,34.7,0,0,110,0,0,71.3,56.5,72.2,,,,57.4,58.3,6,0,0,0,0,14,0,0,0,7,0,17,17,2.43,2.4,,7
Ryan Butler,167652,HB,STANFORD,6,7,1,1,50.0,22,0,44,1,1,1,25,79.4,1,2,300,0,6,71.5,57.1,78.4,,81.8,47.1,66.6,54.2,22,0,11,2,27,30,0,0,3,9,0,44,25,3.57,6.3,0.41,1
Sam Dixon,183713,HB,OHIO STATE,3,7,0,1,58.5,31,0,53,0,0,0,14,0.0,1,1,260,0,1,71.3,60.8,70.2,,73.4,,60.2,,31,0,0,0,0,7,0,0,0,7,0,53,14,2.0,7.6,,6
Ozarrio Smith,184323,HB,LA MONROE,2,7,0,0,0.0,0,1,16,0,0,0,20,0.0,1,1,209,0,1,71.3,48.3,0.0,,4.8,59.6,57.2,,11,1,0,0,1,7,0,0,0,7,0,16,20,2.86,2.3,0.0,6
Moses Gray,193216,HB,MARSHALL,2,7,0,0,0.0,0,0,24,0,0,0,11,0.0,0,0,214,1,0,19.3,44.8,72.2,,,56.9,46.5,60.0,6,0,0,0,4,11,0,0,0,7,0,24,11,1.57,3.4,0.0,7
Antonio Williams,156241,WR,CLEMSON,13,7,2,2,60.4,61,0,101,8,13,2,24,66.8,4,5,140,0,1,71.9,75.1,67.3,89.7,,73.5,79.3,59.6,36,1,858,70,400,248,0,0,94,77,1,101,24,3.43,14.4,2.15,0
Kendrick Law,157004,WR,ALABAMA,10,7,4,1,67.7,21,0,31,1,5,4,39,295.0,1,1,103,0,4,29.7,64.1,39.3,60.0,,62.3,66.2,67.4,21,1,105,10,115,130,0,0,13,17,0,31,39,5.57,4.4,0.91,1
Tucker McDonald,171056,QB,UCONN,3,7,0,0,0.0,0,0,1,0,0,0,3,0.0,0,1,146,0,0,71.1,63.2,73.6,62.2,,,60.4,60.0,9,0,0,0,0,24,0,0,0,7,0,1,3,0.43,0.1,,1
Harry Stewart III,183815,HB,KANSAS,2,7,0,0,0.0,0,0,24,0,0,0,15,0.0,0,1,198,0,2,71.3,69.9,73.4,,,57.5,67.6,66.8,7,0,0,0,1,9,0,0,0,7,0,24,15,2.14,3.4,0.0,5
Carson Smith,171016,HB,ARMY,4,7,1,0,0.0,0,0,30,0,0,1,19,38.8,1,1,114,0,2,71.9,62.8,0.0,,35.9,,68.0,56.8,12,1,0,0,0,22,0,0,0,7,0,30,19,2.71,4.3,,0
