player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Marshall Pritchett,198085,TE,ALABAMA,2,1,1,0,,0,0,0,0,0,1,3,150.0,0,0,103,0,0,65.3,66.6,77.9,,70.1,69.2,58.5,59.1,0,1,27,1,22,19,0,0,3,2,0,0,3,3.0,0.0,1.23,0
Josh Dallas,158343,WR,GA SOUTHRN,2,1,0,0,0.0,0,0,4,0,4,0,6,160.0,0,0,174,0,1,69.7,59.8,80.1,,63.1,61.8,57.3,44.8,4,0,87,14,64,19,0,0,18,15,0,4,6,6.0,4.0,1.36,0
Henry Boyer,158199,TE,KENTUCKY,2,1,0,0,0.0,0,0,2,0,0,0,1,0.0,0,0,202,0,0,65.3,58.8,78.7,,73.3,68.1,59.3,46.8,2,0,51,2,24,46,0,0,3,3,0,2,1,1.0,2.0,2.13,0
Camden Capehart,218404,WR,MISS STATE,1,1,1,0,0.0,0,0,6,0,0,1,5,500.0,0,0,227,0,0,62.5,63.1,72.2,,,55.5,63.5,59.6,6,0,0,0,4,11,0,0,0,1,0,6,5,5.0,6.0,0.0,0
Josh Williamson,173809,WR,KENNESAW,1,1,2,0,0.0,0,0,7,0,0,2,11,2.2e3,0,0,200,0,1,62.5,68.1,73.6,,,55.2,69.3,60.6,7,0,0,0,7,7,0,0,0,1,0,7,11,11.0,7.0,0.0,0
Mason Hayes,198071,FB,AIR FORCE,2,1,0,0,0.0,0,0,12,0,0,0,4,0.0,1,1,101,0,0,64.8,86.5,72.4,89.2,,62.3,63.0,79.3,12,0,1,1,2,13,0,0,1,2,0,12,4,4.0,12.0,0.5,1
Ryan Brass,205170,QB,NAVY,1,1,0,0,0.0,0,0,3,0,0,0,2,0.0,0,0,237,0,1,62.5,52.7,70.4,,,,55.3,60.0,3,0,0,0,0,11,0,0,0,1,0,3,2,2.0,3.0,,0
Mason Lowe,198040,FB,AIR FORCE,1,1,0,0,0.0,0,0,7,0,0,0,5,0.0,0,1,101,0,0,62.5,65.7,66.0,,,,60.0,60.0,7,0,0,0,0,2,0,0,0,1,0,7,5,5.0,7.0,,1
Treyson Bourguet,158154,QB,BYU,1,1,1,0,0.0,0,0,0,0,0,0,,100.0,1,1,128,1,0,62.7,87.2,71.2,69.2,,,69.3,60.0,17,0,0,0,0,11,17,1,0,0,0,17,12,12.0,17.0,,0
Javon Robinson,173924,WR,UTAH ST,2,1,0,0,0.0,0,0,3,2,2,0,2,57.1,0,0,329,0,0,67.4,63.1,78.5,,,63.7,57.5,60.6,3,0,131,6,44,16,0,0,15,7,0,3,2,2.0,3.0,2.98,0
Brandon Tennison,174109,QB,UTSA,1,1,0,0,0.0,0,0,-1,0,0,0,0,0.0,0,0,331,0,0,64.4,27.4,69.8,26.6,,,60.0,60.0,-1,0,0,0,0,7,0,0,0,1,0,-1,0,0.0,-1.0,,0
Terrence Smith Jr.,188214,WR,COLO STATE,2,1,0,0,0.0,0,0,3,0,2,0,2,44.4,0,0,144,0,0,68.2,64.0,79.1,37.5,,69.9,57.7,47.1,3,0,119,8,39,26,0,0,9,9,0,3,2,2.0,3.0,3.05,1
Matt Coleman,157831,WR,SACRAMENTO,3,1,0,0,0.0,0,0,-5,0,0,0,0,0.0,0,0,279,0,1,75.8,65.3,80.7,,,65.5,57.9,61.3,-5,0,232,14,107,60,0,0,25,15,0,-5,0,0.0,-5.0,2.17,0
Max Brown,157756,QB,W VIRGINIA,1,1,0,0,0.0,0,0,-7,0,0,0,0,0.0,0,0,343,1,1,,60.0,66.6,,,,,60.0,-7,0,0,0,0,3,0,0,0,1,0,-7,0,0.0,-7.0,,0
Jaron Thomas,205344,HB,MINNESOTA,1,1,1,0,0.0,0,0,5,0,0,1,5,500.0,0,0,225,0,1,62.5,65.7,63.8,,,,63.1,,5,0,0,0,0,1,0,0,0,1,0,5,5,5.0,5.0,,0
Titus Bautista,193209,HB,COLORADO,1,1,0,0,0.0,0,0,7,0,0,0,3,0.0,0,0,143,0,1,62.5,66.1,66.4,,,,63.4,,7,0,0,0,0,1,0,0,0,1,0,7,3,3.0,7.0,,0
Trey Drake,174411,QB,N DAK ST,2,1,0,0,0.0,0,0,-1,0,0,0,0,0.0,0,0,250,0,0,65.2,69.3,71.0,68.6,,,60.0,60.0,-1,0,0,0,0,9,0,0,0,1,0,-1,0,0.0,-1.0,,0
Nate Bennett,184815,QB,BAYLOR,1,1,0,1,100.0,17,0,17,0,0,0,2,0.0,1,1,118,0,1,69.3,65.1,76.7,59.6,,,66.7,60.0,17,0,0,0,0,26,0,0,0,1,1,17,2,2.0,17.0,,0
Da'Jaun Riggs,191326,HB,OREGON,1,1,0,0,0.0,0,0,2,0,0,0,2,0.0,0,0,264,0,0,62.5,56.9,67.9,,,58.3,59.7,,2,0,0,0,2,1,0,0,0,1,0,2,2,2.0,2.0,0.0,1
Miles O'Neill,191260,QB,N CAROLINA,1,1,0,1,100.0,15,0,15,0,0,0,6,0.0,1,1,245,0,0,65.9,53.3,71.8,50.3,,,60.4,60.0,15,0,0,0,0,10,0,0,0,1,0,15,6,6.0,15.0,,1
James Giggey,183742,TE,ARIZONA ST,2,1,0,0,,0,0,0,0,1,0,3,150.0,0,0,110,1,0,9.3,56.7,76.1,,75.0,64.7,54.5,70.0,0,0,11,1,8,12,0,0,1,2,0,0,3,3.0,0.0,1.38,0
Kayleb Barnett,205487,WR,VANDERBILT,2,1,0,0,0.0,0,0,2,0,4,0,2,200.0,0,0,333,0,0,66.0,76.4,73.9,,,77.8,57.7,61.3,2,0,31,3,9,7,0,0,4,4,0,2,2,2.0,2.0,3.44,0
Tyler White,127307,P,TEXAS A&M,1,1,0,0,0.0,0,0,-10,0,0,0,0,0.0,0,0,312,1,0,11.5,60.0,70.3,,,,60.0,,-10,0,0,0,0,1,0,0,0,1,0,-10,0,0.0,-10.0,,0
Brett Holloway,218808,QB,SM HOUSTON,1,1,0,0,0.0,0,0,6,0,0,0,5,0.0,0,0,281,0,1,62.5,69.7,63.6,,,,63.5,,6,0,0,0,0,1,0,0,0,1,0,6,5,5.0,6.0,,0
Terrell Crosby Jr.,157607,WR,TOLEDO,2,1,0,1,100.0,18,0,18,0,2,0,1,66.7,1,1,316,0,0,65.3,63.3,76.3,,38.8,63.7,63.0,61.1,18,0,22,2,16,15,0,0,4,3,0,18,1,1.0,18.0,1.38,0
Anthony League,207842,HB,CAL,1,1,0,0,0.0,0,0,1,0,0,0,0,0.0,0,0,130,0,0,62.5,55.7,62.7,,,,57.3,,1,0,0,0,0,1,0,0,0,1,0,1,0,0.0,1.0,,1
Jeremy Bell,191144,WR,GEORGIA,2,1,0,0,0.0,0,0,11,0,0,0,3,0.0,1,1,173,0,0,64.3,79.0,76.5,,,71.1,63.1,86.6,11,0,54,1,14,24,0,0,1,2,0,11,3,3.0,11.0,3.86,0
Brayden Roggow,184145,QB,AKRON,2,1,0,0,0.0,0,0,0,0,0,0,,100.0,1,1,102,0,0,66.7,82.5,73.1,79.2,,,64.3,60.0,15,0,0,0,0,8,15,1,0,0,1,15,0,0.0,15.0,,0
Ryan Coleman-Williams,191142,WR,ALABAMA,2,1,1,0,0.0,0,1,9,1,3,1,2,80.0,0,1,103,0,1,76.7,61.6,81.5,,,62.9,52.7,61.7,9,1,173,9,60,47,0,0,15,10,0,9,2,2.0,9.0,2.88,0
Gage Leonard,175245,WR,NAVY,1,1,0,0,0.0,0,0,5,0,0,0,3,0.0,0,1,237,0,1,62.5,66.3,67.5,,,,62.7,58.5,5,0,0,0,0,4,0,0,0,1,0,5,3,3.0,5.0,,0
Nate Palmer,183835,WR,WISCONSIN,2,1,1,0,0.0,0,0,2,0,0,1,0,0.0,0,0,349,0,1,69.0,63.7,70.3,,,55.0,63.2,60.0,2,0,0,0,5,2,0,0,0,1,0,2,0,0.0,2.0,0.0,0
Max Anderson,208861,QB,W VIRGINIA,1,1,1,0,0.0,0,0,7,0,0,1,7,700.0,0,1,343,0,1,62.5,69.5,68.1,,,,63.5,60.0,7,0,0,0,0,5,0,0,0,1,0,7,7,7.0,7.0,,0
Jalen Rashad Turner,186439,FB,AIR FORCE,1,1,0,0,0.0,0,0,9,0,0,0,2,0.0,0,1,101,0,0,62.5,71.3,69.5,,,59.8,63.6,69.8,9,0,0,0,1,5,0,0,0,1,0,9,2,2.0,9.0,0.0,1
Tony Diaz,209024,WR,IOWA,2,1,0,0,0.0,0,0,10,1,0,0,2,0.0,1,1,192,0,0,69.9,74.2,0.0,,,73.8,62.6,68.2,10,1,179,15,60,43,0,0,25,16,0,10,2,2.0,10.0,2.98,0
Kezion Dia-Johnson,191112,WR,UMASS,2,1,0,0,0.0,0,0,11,0,0,0,16,0.0,1,1,216,0,1,65.3,61.1,74.5,,,64.2,63.1,32.2,11,1,17,2,8,12,0,0,2,3,0,11,16,16.0,11.0,2.13,0
Kyle McNeal,175559,WR,FIU,2,1,0,0,0.0,0,0,-2,1,1,0,2,22.2,0,0,166,0,0,68.2,63.8,78.3,,,66.1,57.7,45.6,-2,0,80,8,41,18,0,0,11,9,0,-2,2,2.0,-2.0,1.95,0
Nasir Williams,191050,WR,C MICHIGAN,2,1,0,1,100.0,23,0,23,0,0,0,0,0.0,1,1,134,0,0,66.3,71.5,77.6,,,61.0,75.4,69.6,23,0,11,1,15,28,0,0,4,2,1,23,0,0.0,23.0,0.73,1
Crew Davis,213420,HB,N CAROLINA,1,1,1,0,0.0,0,0,3,0,1,1,3,300.0,0,0,245,0,1,64.3,62.3,66.2,,,79.9,58.5,,3,0,4,1,1,1,0,0,1,2,0,3,3,3.0,3.0,4.0,0
Drew Wagner,190897,WR,NWESTERN,1,1,0,0,0.0,0,0,4,1,0,0,2,0.0,0,0,256,0,0,69.7,64.2,76.0,,,62.3,59.5,73.6,4,0,43,3,25,16,0,0,7,4,0,4,2,2.0,4.0,1.72,0
Keisean Henderson,213714,QB,HOUSTON,2,1,0,1,100.0,54,0,54,0,0,0,2,0.0,1,0,182,1,0,17.4,77.8,72.0,73.2,,,64.8,60.0,54,0,0,0,0,9,0,0,0,1,1,54,2,2.0,54.0,,1
Koby Young,190823,WR,HOUSTON,2,1,1,0,0.0,0,0,11,2,1,1,6,240.0,1,1,182,0,0,66.5,64.9,80.0,,,61.7,63.2,79.5,11,0,101,4,45,38,0,0,8,5,0,11,6,6.0,11.0,2.24,0
Connor Moberly,184835,QB,IOWA STATE,1,1,0,0,0.0,0,0,1,0,0,0,0,0.0,0,0,193,1,1,63.7,51.3,67.4,56.0,,,57.3,60.0,1,0,0,0,0,2,0,0,0,1,0,1,0,0.0,1.0,,0
Nate Rogers,190774,QB,UAB,1,1,0,0,0.0,0,0,14,0,0,0,4,0.0,1,1,321,0,0,62.5,66.9,65.5,,,,63.0,60.0,14,0,0,0,0,2,0,0,0,1,0,14,4,4.0,14.0,,1
Jaden Reddell,184572,TE,GEORGIA,2,1,2,1,100.0,29,0,29,0,4,2,19,3.8e3,1,1,173,0,0,65.3,81.5,0.0,,69.6,74.1,69.4,76.9,29,1,38,2,17,10,0,0,2,3,0,29,19,19.0,29.0,2.24,0
Joseph Williams,190753,WR,COLORADO,2,1,0,0,0.0,0,0,0,0,1,0,,16.7,0,0,143,0,0,66.4,76.2,79.5,,,74.3,64.1,67.8,6,0,146,6,36,48,6,1,9,6,0,6,2,2.0,6.0,4.06,0
TK King,157338,WR,NEW MEX ST,3,1,0,0,0.0,0,1,2,0,0,0,0,0.0,0,0,242,0,1,73.8,76.3,1.7,,,78.9,57.9,50.7,2,1,239,14,68,42,0,0,25,15,0,2,0,0.0,2.0,3.51,0
Taji Atkins,190633,HB,TEXAS ST,1,1,0,0,0.0,0,0,2,0,0,0,0,0.0,0,0,314,1,0,9.7,31.3,67.3,,,58.4,43.0,60.0,2,0,0,0,2,3,0,0,0,1,0,2,0,0.0,2.0,0.0,1
Sacovie White-Helton,184583,WR,GEORGIA,2,1,0,0,0.0,0,0,8,0,4,0,3,240.0,0,0,173,0,1,75.7,86.3,73.6,,,82.7,63.4,60.4,8,0,104,4,13,6,0,0,4,5,0,8,3,3.0,8.0,8.0,0
Wyatt Young,190632,WR,OKLA STATE,2,1,0,0,0.0,0,0,2,1,0,0,2,0.0,0,0,262,0,1,69.5,76.0,79.0,,,76.3,59.6,54.2,2,0,205,13,56,33,0,0,16,14,0,2,2,2.0,2.0,3.66,0
Jayzon Thompson,213944,HB,CINCINNATI,1,1,1,0,0.0,0,0,4,0,0,1,0,0.0,0,0,138,0,0,62.5,74.6,69.8,,,57.8,63.3,80.9,4,0,0,0,3,6,0,0,0,1,0,4,0,0.0,4.0,0.0,1
Randy Pittman Jr.,176195,TE,SMU,2,1,0,0,0.0,0,0,5,0,1,0,-2,-28.6,0,0,287,0,1,67.4,64.0,0.0,,74.3,72.4,63.4,49.6,5,2,77,6,35,26,0,0,6,7,0,5,-2,-2.0,5.0,2.2,0
Jayden McGowan,157184,WR,BAYLOR,1,1,1,0,0.0,0,0,13,0,0,1,19,475.0,1,1,118,0,0,76.6,66.7,79.4,,,68.3,,48.4,13,0,67,3,34,27,0,0,6,4,1,13,19,19.0,13.0,1.97,0
Ryan Wingo,184520,WR,TEXAS,2,1,0,0,0.0,0,0,-10,2,0,0,-1,0.0,0,0,311,0,0,69.0,68.9,1.8,,,69.9,57.7,66.2,-10,1,143,11,68,43,0,0,14,12,0,-10,-1,-1.0,-10.0,2.1,0
Arthur Lewis IV,214048,HB,UCF,1,1,1,0,,0,0,0,0,0,1,2,200.0,0,0,323,0,0,62.5,58.9,66.9,,,,59.7,59.9,0,0,0,0,0,3,0,0,0,1,0,0,2,2.0,0.0,,1
Judah Price,176205,HB,MARSHALL,2,1,0,0,0.0,0,0,4,0,0,0,3,0.0,0,0,214,0,0,64.8,58.8,66.1,,,60.0,59.6,60.0,4,0,0,0,0,2,0,0,0,1,0,4,3,3.0,4.0,,1
Aaron Butler,184504,WR,OREGON ST,2,1,0,1,100.0,20,0,20,1,1,0,2,40.0,1,1,265,0,0,66.5,52.5,0.0,,,52.8,63.2,60.3,20,1,41,4,61,12,0,0,11,5,0,20,2,2.0,20.0,0.67,0
Gunner Stockton,157072,QB,GEORGIA,2,1,1,0,0.0,0,0,0,0,0,0,,100.0,0,0,173,0,0,68.5,85.3,75.7,86.4,,,57.3,60.0,3,0,0,0,0,16,3,1,0,0,0,3,4,4.0,3.0,,0
Holden Geriner,157045,QB,PITTSBURGH,1,1,0,0,0.0,0,0,0,0,0,0,,100.0,0,0,268,0,0,63.8,76.0,69.5,83.2,,,57.0,60.0,5,0,0,0,0,3,5,1,0,0,0,5,0,0.0,5.0,,0
Micahi Danzy,190564,WR,FLORIDA ST,2,1,0,0,0.0,0,1,1,1,3,0,2,85.7,0,0,167,0,0,67.4,56.7,0.4,,,57.0,59.5,66.7,1,1,69,6,54,58,0,0,8,7,0,1,2,2.0,1.0,1.28,0
Hunter Andrews,183855,TE,UTAH,2,1,0,0,0.0,0,0,13,1,0,0,5,0.0,1,1,328,0,1,66.0,69.3,78.3,,45.4,65.3,63.2,66.9,13,0,18,3,13,22,0,0,4,4,0,13,5,5.0,13.0,1.38,0
Luke Fahey,214565,QB,OHIO STATE,1,1,0,0,0.0,0,0,0,0,0,0,,100.0,0,0,260,0,0,64.9,76.4,71.4,81.1,,,57.3,60.0,3,0,0,0,0,7,3,1,0,0,0,3,0,0.0,3.0,,0
Aden Self,190543,TE,ARMY,2,1,0,0,0.0,0,0,5,0,0,0,4,0.0,0,0,114,0,1,62.5,63.4,78.4,,63.9,51.3,57.5,71.9,5,0,0,0,9,49,0,0,0,1,0,5,4,4.0,5.0,0.0,0
Brady Anderson,190493,TE,ARMY,2,1,0,1,100.0,30,0,30,0,0,0,0,0.0,1,1,114,0,0,65.3,66.3,78.6,,64.5,54.1,68.0,67.6,30,1,15,2,18,55,0,0,4,3,1,30,0,0.0,30.0,0.83,0
Karmello English,176212,WR,COAST CAR,2,1,0,0,0.0,0,0,10,0,0,0,1,0.0,1,1,141,0,0,70.1,64.2,80.3,,,64.0,63.2,47.3,10,0,34,4,54,26,0,0,11,5,0,10,1,1.0,10.0,0.63,0
Jackson Grier,176322,WR,APP STATE,2,1,1,1,100.0,28,0,28,0,2,1,19,1425.0,1,1,108,0,1,74.9,83.7,71.4,,,78.0,68.9,60.2,28,0,25,3,4,9,0,0,3,4,1,28,19,19.0,28.0,6.25,0
Chris Barnes,190363,WR,OKLA STATE,2,1,0,0,0.0,0,0,-5,0,0,0,0,0.0,0,0,262,0,0,68.9,61.3,82.8,,,62.9,57.6,50.0,-5,0,87,7,70,47,0,0,9,8,0,-5,0,0.0,-5.0,1.24,0
Trent Mosley,214643,WR,USC,3,1,0,0,0.0,0,0,8,0,5,0,0,0.0,0,0,326,0,0,75.1,89.8,79.9,,67.8,86.6,63.1,73.6,8,0,255,13,63,49,0,0,17,14,0,8,0,0.0,8.0,4.05,0
Nyziah Hunter,176556,WR,NEBRASKA,2,1,1,0,0.0,0,0,7,0,0,1,0,0.0,0,1,238,0,0,67.9,54.6,0.0,,,54.6,63.0,60.0,7,1,21,2,40,34,0,0,3,3,0,7,0,0.0,7.0,0.53,0
Duce Robinson,176642,WR,FLORIDA ST,2,0,0,0,,0,0,0,0,0,0,,0.0,0,0,167,1,0,65.7,61.7,9.6,,63.1,63.0,,59.7,0,1,75,5,62,69,0,0,10,5,0,0,,,,1.21,0
Derek Zammit,214942,QB,WASHINGTON,1,1,0,0,0.0,0,0,2,0,0,0,2,0.0,0,1,340,0,1,62.5,65.8,63.6,,,,62.4,,2,0,0,0,0,1,0,0,0,1,0,2,2,2.0,2.0,,0
Bryce Cain,184396,WR,AUBURN,2,1,0,1,100.0,25,0,25,0,0,0,3,0.0,1,1,115,0,0,68.9,65.4,68.9,,,58.8,63.2,60.0,25,0,0,0,2,2,0,0,0,1,0,25,3,3.0,25.0,0.0,0
Jamarcus Harrison,214946,QB,KENNESAW,1,1,0,0,0.0,0,0,-4,0,0,0,1,0.0,0,0,200,0,0,62.5,57.7,63.6,,,,59.2,,-4,0,0,0,0,1,0,0,0,1,0,-4,1,1.0,-4.0,,1
Isaiah Stone,184466,WR,GA STATE,2,1,2,0,0.0,0,0,2,0,0,2,7,700.0,0,0,175,0,0,66.7,55.4,72.9,,,55.9,59.6,60.0,2,0,13,1,8,9,0,0,1,2,0,2,7,7.0,2.0,1.63,0
Isaac Wilson,183872,QB,COLORADO,1,1,0,0,0.0,0,0,-1,0,0,0,0,0.0,0,0,143,0,0,64.4,63.7,68.6,62.7,,,60.0,60.0,-1,0,0,0,0,3,0,0,0,1,0,-1,0,0.0,-1.0,,0
Brandon Hills,176677,WR,AKRON,2,1,0,0,0.0,0,0,2,0,1,0,0,0.0,0,0,102,0,0,66.4,62.9,78.4,,,64.6,,45.7,2,0,41,3,28,19,0,0,4,4,0,2,0,0.0,2.0,1.46,0
Greg Spiller,185329,HB,DELAWARE,1,1,0,0,0.0,0,0,6,0,0,0,1,0.0,0,0,151,0,0,62.5,66.0,67.9,,73.6,59.9,63.1,,6,0,0,0,1,1,0,0,0,1,0,6,1,1.0,6.0,0.0,1
Owen Chambers,186410,FB,AIR FORCE,1,1,0,0,0.0,0,0,9,0,0,0,1,0.0,0,0,101,0,0,62.5,66.2,68.9,,,,63.5,58.2,9,0,0,0,0,5,0,0,0,1,0,9,1,1.0,9.0,,1
Jamarion McDougle,184011,WR,BALL ST,2,1,0,0,,0,0,0,0,0,0,0,0.0,0,0,117,0,1,65.9,56.4,78.9,60.0,,59.0,,44.8,0,1,70,5,55,26,0,0,7,6,0,0,0,0.0,0.0,1.27,0
Zion Booker,177939,WR,KENNESAW,2,1,0,0,,0,0,0,0,3,0,2,54.5,0,0,200,0,0,70.4,71.4,78.5,,,72.9,,48.8,0,0,83,10,47,28,0,0,12,11,0,0,2,2.0,0.0,1.77,0
Dane Nauman,190135,HB,TOLEDO,1,1,0,0,0.0,0,0,2,0,0,0,3,0.0,0,1,316,0,0,62.5,71.2,67.3,,,59.5,63.3,67.8,2,0,0,0,1,4,0,0,0,1,0,2,3,3.0,2.0,0.0,1
Reed Chandley,185980,P,FAU,1,1,0,0,0.0,0,1,-50,0,0,0,0,0.0,0,0,165,1,0,,60.0,70.3,,,,60.0,,-50,1,0,0,0,1,0,0,0,1,0,-50,0,0.0,-50.0,,0
G'Ivori Graham,224055,HB,TCU,1,1,0,0,0.0,0,0,10,0,0,0,8,0.0,1,1,305,0,0,62.5,57.5,63.5,,,,58.4,,10,0,0,0,0,1,0,0,0,1,0,10,8,8.0,10.0,,0
Davis Lane,156393,TE,RICE,2,1,0,0,0.0,0,0,-1,0,0,0,-2,0.0,0,0,275,1,1,10.9,52.2,76.3,,,64.1,42.9,65.4,-1,0,11,2,11,41,0,0,3,3,0,-1,-2,-2.0,-1.0,1.0,0
Donovan Triplett,215241,HB,W MICHIGAN,1,1,0,0,0.0,0,0,3,0,0,0,0,0.0,0,0,347,0,1,62.5,56.7,62.7,,,,58.0,,3,0,0,0,0,1,0,0,0,1,0,3,0,0.0,3.0,,0
Scoop Smith,215291,WR,MIAMI OH,2,1,0,0,0.0,0,0,10,0,4,0,2,160.0,1,1,221,0,0,68.6,90.4,72.8,,,88.1,63.0,60.7,10,0,73,4,10,6,0,0,5,5,0,10,2,2.0,10.0,7.3,0
Ace Cooper,215299,WR,BALL ST,2,1,1,0,0.0,0,0,1,0,0,1,2,200.0,0,0,117,0,1,74.1,55.4,72.3,,,56.0,59.6,58.8,1,0,0,0,3,8,0,0,0,1,0,1,2,2.0,1.0,0.0,0
Amari Odom,178686,QB,SYRACUSE,1,1,0,0,0.0,0,0,2,0,0,0,1,0.0,0,1,304,0,0,65.2,61.8,71.0,63.8,,,58.7,60.0,2,0,0,0,0,9,0,0,0,1,0,2,1,1.0,2.0,,0
Jared Hollins,184343,QB,S ALABAMA,1,1,0,0,0.0,0,0,0,0,0,0,,100.0,0,0,288,0,0,60.3,54.5,69.8,,,,57.3,60.0,1,0,0,0,0,8,1,1,0,0,0,1,0,0.0,1.0,,0
Noreel White,184749,WR,TROY,2,1,0,0,0.0,0,0,3,0,0,0,10,0.0,0,0,318,0,0,75.1,62.2,80.6,,,63.1,57.7,59.5,3,0,38,3,36,37,0,0,7,4,0,3,10,10.0,3.0,1.06,0
Nana Burris,149719,WR,ARK STATE,2,1,0,0,0.0,0,0,8,0,0,0,7,0.0,0,0,113,0,1,62.5,60.5,74.4,,,55.4,63.4,60.3,8,0,0,0,6,17,0,0,1,1,0,8,7,7.0,8.0,0.0,0
Kam Thomas,149138,WR,UTEP,2,1,0,0,0.0,0,0,-5,0,1,0,0,0.0,0,0,330,0,1,71.0,69.0,76.2,,,69.9,59.6,57.6,-5,0,92,2,25,23,0,0,4,3,0,-5,0,0.0,-5.0,3.68,0
Janerious Jackson,215611,HB,NEVADA,1,1,0,0,0.0,0,0,-2,0,0,0,1,0.0,0,0,239,0,1,62.5,55.6,68.4,,,58.6,58.4,60.0,-2,0,0,0,2,2,0,0,1,1,0,-2,1,1.0,-2.0,0.0,0
Maguire Anderson,147504,WR,FIU,2,1,1,0,0.0,0,0,9,0,3,1,5,142.9,0,0,166,0,0,76.2,74.6,80.4,,,74.2,63.2,47.6,9,0,186,13,56,31,0,0,19,14,0,9,5,5.0,9.0,3.32,0
Landon Graves,181155,QB,LA MONROE,1,1,0,0,0.0,0,0,0,0,0,0,,100.0,0,0,209,0,0,62.7,48.1,68.6,52.4,,,57.3,60.0,3,0,0,0,0,3,3,1,0,0,0,3,2,2.0,3.0,,0
Brandon Buckhaulter,146820,WR,LA MONROE,2,1,0,0,0.0,0,0,1,0,0,0,1,0.0,0,0,209,0,0,69.5,57.5,79.6,,,57.2,59.5,61.9,1,0,14,2,23,33,0,0,2,3,0,1,1,1.0,1.0,0.61,0
Evan Hampton,215617,HB,VANDERBILT,1,1,0,0,0.0,0,0,1,0,0,0,2,0.0,0,0,333,0,1,62.5,58.5,66.3,,,,59.5,60.0,1,0,0,0,0,2,0,0,0,1,0,1,2,2.0,1.0,,0
Chauncey Magwood,146734,WR,PURDUE,2,1,0,1,100.0,18,0,18,0,1,0,3,42.9,1,1,273,0,0,67.4,69.6,82.1,,,67.8,63.2,69.4,18,0,83,6,61,50,0,0,8,7,0,18,3,3.0,18.0,1.36,0
Trashon Dye,189984,HB,JAMES MAD,1,1,0,1,100.0,31,0,31,0,0,0,0,0.0,1,1,197,0,1,62.5,62.2,72.8,,,55.0,63.3,58.5,31,0,0,0,4,3,0,0,0,1,0,31,0,0.0,31.0,0.0,0
Oran Singleton Jr.,145589,WR,TULSA,2,1,0,0,0.0,0,0,-9,0,2,0,0,0.0,0,0,320,0,0,73.4,63.7,80.1,26.2,,71.3,57.5,58.6,-9,0,125,7,55,46,0,0,8,8,0,-9,0,0.0,-9.0,2.27,0
Alec Clark,183051,P,FLORIDA,1,1,0,0,0.0,0,0,13,0,0,0,3,0.0,1,0,163,0,0,62.5,56.2,70.3,,,,57.7,,13,0,0,0,0,1,0,0,0,1,0,13,3,3.0,13.0,,0
David Eziomume,183196,HB,CLEMSON,1,1,1,0,0.0,0,0,11,0,0,1,7,700.0,1,1,140,0,0,62.5,75.5,67.3,,,58.1,69.2,,11,0,0,0,3,1,0,0,0,1,1,11,7,7.0,11.0,0.0,1
Kenny Darby,215853,WR,KENTUCKY,2,1,0,0,0.0,0,0,9,0,3,0,3,100.0,0,0,202,0,0,68.2,73.2,77.8,,,72.3,63.2,60.2,9,0,119,8,38,18,0,0,11,9,0,9,3,3.0,9.0,3.13,0
Sylas Maiava-Alaimalo,215956,FB,AIR FORCE,2,1,0,0,0.0,0,0,4,0,1,0,2,66.7,0,0,101,0,0,65.3,66.8,0.0,,,79.4,59.6,56.8,4,1,34,2,9,9,0,0,4,3,0,4,2,2.0,4.0,3.78,1
Oswaldo Morales,215966,HB,AIR FORCE,1,1,0,0,0.0,0,0,7,0,0,0,3,0.0,0,0,101,0,1,62.5,65.6,66.2,,,,63.5,60.0,7,0,0,0,0,2,0,0,0,1,0,7,3,3.0,7.0,,0
Ric'Darious Farmer,189925,WR,UCF,2,1,1,0,0.0,0,0,6,0,2,1,6,257.1,0,0,323,0,0,67.4,62.7,0.0,,,62.6,63.5,59.5,6,1,63,6,42,16,0,0,8,7,0,6,6,6.0,6.0,1.5,0
Price Davis,215981,FB,AIR FORCE,1,1,0,0,0.0,0,0,5,0,0,0,4,0.0,0,0,101,0,1,62.5,66.3,63.8,,,,63.9,,5,0,0,0,0,1,0,0,0,1,0,5,4,4.0,5.0,,0
Evan Pryor,145057,HB,FLORIDA,2,1,0,0,0.0,0,0,4,0,0,0,2,0.0,0,0,163,0,0,64.3,56.4,71.7,,67.7,57.4,57.5,,4,0,5,1,9,1,0,0,1,2,0,4,2,2.0,4.0,0.56,1
John Hoyet Chance,189821,P,TCU,1,1,0,0,,0,1,0,0,0,0,0,0.0,0,0,305,0,0,62.5,60.0,70.3,,,,60.0,,0,1,0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,,0
Evans Chuba,184215,QB,PURDUE,1,1,0,0,0.0,0,0,0,0,0,0,,100.0,0,0,273,0,0,64.6,56.8,72.0,59.6,,,57.3,60.0,4,0,0,0,0,11,4,1,0,0,0,4,0,0.0,4.0,,0
