player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Ayden Pereira,159129,QB,GA STATE,1,2,0,0,0.0,0,0,0,0,0,0,,100.0,2,2,175,0,0,65.1,81.6,72.4,74.0,,,70.4,60.0,17,0,0,0,0,11,28,2,0,0,1,28,9,4.5,14.0,,0
Jamar Searcy,204448,HB,WAKE,1,2,1,0,0.0,0,0,9,0,0,1,6,150.0,0,0,339,0,0,65.5,73.1,66.3,,68.3,60.0,70.0,,6,0,0,0,0,2,0,0,0,2,0,9,6,3.0,4.5,,2
Bert Emanuel Jr.,158581,WR,S DIEGO ST,2,2,0,0,0.0,0,0,21,0,0,0,8,0.0,1,2,284,0,2,68.5,68.2,76.7,,,59.1,70.7,86.1,14,0,10,2,22,25,0,0,2,4,0,21,8,4.0,10.5,0.45,0
Demani Stewart,204710,HB,ARMY,1,2,0,0,0.0,0,0,10,0,0,0,8,0.0,0,1,114,0,1,65.5,62.8,68.9,,,58.8,62.5,59.8,7,0,0,0,2,4,0,0,0,2,0,10,8,4.0,5.0,0.0,0
Brandon Rose,158503,QB,UTAH,1,2,0,0,0.0,0,0,8,0,0,0,5,0.0,0,1,328,1,0,10.2,47.2,69.5,,,,52.1,60.0,7,0,0,0,0,8,0,0,0,2,0,8,5,2.5,4.0,,2
Jariel Cobb,204765,HB,CHARLOTTE,1,2,2,0,0.0,0,0,8,0,0,2,7,350.0,0,0,136,0,0,65.5,64.5,66.9,,,59.5,63.7,,4,0,0,0,1,2,0,0,0,2,0,8,7,3.5,4.0,0.0,2
Malichi Greaves,204823,FB,COLO STATE,2,2,2,0,0.0,0,0,12,0,0,2,7,233.3,0,1,144,0,1,66.3,63.3,70.3,,,60.4,62.3,60.0,8,0,5,1,2,6,0,0,1,3,0,12,7,3.5,6.0,2.5,1
Parker Puckett,205096,QB,MISS STATE,1,2,0,0,0.0,0,0,0,0,0,0,,100.0,1,2,227,0,0,65.4,65.5,73.3,55.9,,,69.3,60.0,17,1,0,0,0,14,24,2,0,0,0,24,5,2.5,12.0,,0
Triston White,205265,HB,N ILLINOIS,1,2,0,0,0.0,0,0,2,0,0,0,2,0.0,0,0,254,0,1,65.5,57.5,70.7,,74.4,56.2,58.7,,1,0,0,0,4,2,0,0,0,2,0,2,2,1.0,1.0,0.0,1
Kadale Williams,205421,HB,TOLEDO,1,2,0,0,0.0,0,0,1,0,0,0,3,0.0,0,0,316,0,0,65.5,53.9,68.2,,,,55.4,60.0,3,0,0,0,0,4,0,0,0,2,0,1,3,1.5,0.5,,2
Elijah McCoy,205466,HB,UTEP,1,2,0,0,0.0,0,0,2,0,0,0,3,0.0,0,0,330,0,2,65.5,55.0,68.2,,37.6,,57.7,59.3,2,0,0,0,0,4,0,0,0,2,0,2,3,1.5,1.0,,0
Xayvion Turner-Bradshaw,157644,WR,MARSHALL,2,2,0,0,0.0,0,0,5,0,2,0,3,37.5,0,0,214,0,1,68.5,60.9,79.3,,,62.4,55.4,55.0,4,0,102,6,49,32,0,0,10,8,0,5,3,1.5,2.5,2.08,0
Nick Woodford,207881,HB,C MICHIGAN,1,2,0,0,0.0,0,0,8,0,0,0,2,0.0,0,0,134,0,2,65.5,64.1,66.9,,,58.6,63.8,60.0,5,0,0,0,2,3,0,0,0,2,0,8,2,1.0,4.0,0.0,0
Karle Lacey Jr.,208850,QB,TEXAS,1,2,1,0,0.0,0,0,-3,0,0,1,0,0.0,0,0,311,0,1,66.2,74.1,72.2,81.1,,,54.5,60.0,6,0,0,0,0,10,6,1,0,1,0,3,0,0.0,1.5,,0
Armoni Weaver-Bomar,208872,WR,W VIRGINIA,2,2,0,0,0.0,0,0,6,0,1,0,0,0.0,0,0,343,0,0,67.4,73.5,73.4,,,77.4,56.2,61.3,3,0,67,3,9,18,0,0,3,5,0,6,0,0.0,3.0,7.44,2
Enoch Watson,213732,QB,BYU,1,2,0,0,0.0,0,0,-4,0,0,0,0,0.0,0,0,128,0,0,65.5,62.4,70.1,,,,60.1,60.0,-2,0,0,0,0,10,0,0,0,2,0,-4,0,0.0,-2.0,,0
Terrance Saryon,213747,WR,BYU,1,2,0,0,0.0,0,0,-1,0,0,0,1,0.0,0,0,128,0,1,65.5,52.7,71.9,,,59.1,55.3,60.7,4,0,0,0,1,11,0,0,0,2,0,-1,1,0.5,-0.5,0.0,1
Major Everhart,157295,HB,TCU,2,2,0,0,0.0,0,0,6,0,0,0,1,0.0,0,1,305,0,0,65.5,62.3,69.7,,,56.6,63.4,,8,0,0,0,3,2,0,0,0,2,1,6,1,0.5,3.0,0.0,1
Reece Adkins,121620,TE,UMASS,2,2,0,0,0.0,0,0,3,0,0,0,2,0.0,0,2,216,0,0,67.4,56.1,6.3,,74.2,52.8,67.8,56.3,2,1,13,3,21,43,0,0,3,5,1,3,2,1.0,1.5,0.62,0
Rocco Marriott,214106,QB,UCF,1,2,0,1,94.4,17,0,18,0,0,0,5,0.0,1,2,323,0,0,65.5,78.3,66.6,,,,69.1,60.0,17,0,0,0,0,3,0,0,0,2,1,18,5,2.5,9.0,,1
Brady Palmer,214560,QB,MINNESOTA,1,2,0,0,0.0,0,0,0,0,0,0,,100.0,0,0,225,0,0,64.9,56.9,71.6,53.1,,,62.0,60.0,8,0,0,0,0,8,8,2,0,0,0,8,1,0.5,4.0,,0
Landon Varnes,214943,QB,KENNESAW,1,2,0,0,0.0,0,0,0,0,0,0,,100.0,0,0,200,0,0,65.4,62.2,71.6,68.9,,,53.6,60.0,4,0,0,0,0,5,6,2,0,0,0,6,6,3.0,3.0,,0
Kalani McLeod,214948,QB,NEW MEX ST,1,2,0,0,0.0,0,0,-2,0,0,0,0,0.0,0,0,242,0,0,65.5,61.5,68.1,,,,60.1,60.0,-1,0,0,0,0,5,0,0,0,2,0,-2,0,0.0,-1.0,,0
Tucker Kilcrease,156863,QB,TROY,1,2,0,0,0.0,0,0,2,0,0,0,1,0.0,0,0,318,0,0,65.9,53.8,68.1,56.6,,,58.0,60.0,3,0,0,0,0,3,0,0,0,2,0,2,1,0.5,1.0,,1
Jonathan Stafford Jr.,215061,WR,W KENTUCKY,2,2,0,0,0.0,0,0,1,1,2,0,1,10.0,0,0,346,0,2,73.1,64.0,79.2,,62.1,66.4,56.8,47.3,1,0,65,8,62,34,0,0,13,10,0,1,1,0.5,0.5,1.05,0
A.J. Turner,156791,HB,MINNESOTA,1,2,0,0,0.0,0,0,4,0,0,0,0,0.0,0,0,225,0,1,66.3,60.3,72.5,,40.9,60.8,62.1,60.0,5,1,5,1,6,3,0,0,1,3,0,4,0,0.0,2.0,0.83,1
Levi Davis,215218,QB,OHIO,1,2,1,0,0.0,0,0,1,0,0,0,0,0.0,0,0,259,0,1,65.2,65.3,70.7,54.0,,,65.0,60.0,2,0,0,0,0,7,2,1,0,1,0,3,9,4.5,1.5,,0
Omari Hayes,156520,WR,IOWA STATE,2,2,0,1,65.2,15,0,23,0,2,0,6,85.7,1,2,193,0,1,69.6,80.8,77.2,,,77.7,69.8,59.2,15,0,93,5,25,20,0,0,6,7,0,23,6,3.0,11.5,3.72,0
Andrew Chavez,215441,HB,FRESNO ST,2,2,0,0,0.0,0,0,14,0,0,0,4,0.0,1,1,169,0,0,65.5,72.1,68.2,,,59.7,69.6,60.0,11,0,0,0,1,3,0,0,0,2,0,14,4,2.0,7.0,0.0,2
Rasean Jones,215459,WR,BOISE ST,2,2,0,1,100.0,19,0,19,0,1,0,0,0.0,1,1,120,0,0,68.8,70.2,2.7,,,71.7,60.8,61.4,19,1,137,7,56,60,0,0,14,9,1,19,0,0.0,9.5,2.45,0
Max Warner,216094,HB,MISSOURI,1,2,0,0,0.0,0,0,7,0,0,0,5,0.0,0,1,229,0,0,65.5,63.4,66.4,,,,62.5,,7,0,0,0,0,2,0,0,0,2,0,7,5,2.5,3.5,,2
Tre Garrison,216152,HB,OREGON ST,2,2,0,0,0.0,0,0,8,0,0,0,3,0.0,0,0,265,0,2,68.0,60.1,71.7,,,58.1,61.1,60.0,5,0,0,1,6,3,0,0,1,3,0,8,3,1.5,4.0,0.0,0
Derrek Cooper,216254,HB,TEXAS,1,2,0,0,0.0,0,0,6,0,0,0,5,0.0,0,1,311,0,1,65.5,64.5,66.9,,,60.0,63.5,,5,0,0,0,1,2,0,0,0,2,0,6,5,2.5,3.0,0.0,1
Jack Reeves,218453,HB,KANSAS,1,2,0,0,0.0,0,0,4,0,0,0,9,0.0,0,0,198,0,1,65.5,53.9,65.4,,,,55.5,,3,0,0,0,0,2,0,0,0,2,0,4,9,4.5,2.0,,1
Howard Fisher,227830,QB,AIR FORCE,1,2,0,0,0.0,0,0,9,0,0,0,5,0.0,0,1,101,0,0,65.5,64.2,68.1,,,,62.1,60.0,5,0,0,0,0,5,0,0,0,2,0,9,5,2.5,4.5,,2
Ryan Puglisi,184571,QB,GEORGIA,2,2,1,1,88.6,70,0,70,0,0,0,0,0.0,1,1,173,1,0,24.3,79.4,74.7,72.1,,,74.3,60.0,70,0,0,0,0,20,9,1,0,1,1,79,4,2.0,39.5,,1
Jelani Watkins,184469,WR,ARKANSAS,2,2,0,1,76.2,16,0,21,0,1,0,9,112.5,1,1,111,0,0,66.9,76.0,70.9,,,69.6,67.6,60.5,16,0,14,2,4,6,0,0,2,4,0,21,9,4.5,10.5,3.5,0
Trey'Dez Green,184453,TE,LSU,2,2,0,0,0.0,0,0,7,1,6,0,4,100.0,0,2,211,0,2,69.5,74.8,26.9,,44.4,78.8,66.7,56.9,6,1,162,10,69,58,0,0,14,12,0,7,4,2.0,3.5,2.35,0
Drake Lindsey,184727,QB,MINNESOTA,2,2,0,0,0.0,0,0,2,0,0,0,2,0.0,0,1,225,0,0,71.4,73.7,79.3,72.5,,,62.3,60.3,4,0,0,0,0,38,4,1,0,1,0,6,2,1.0,3.0,,0
DJ Lagway,184426,QB,BAYLOR,1,2,0,0,0.0,0,0,-2,0,0,0,0,0.0,0,0,118,2,2,25.7,68.4,78.5,75.2,,,28.3,60.0,0,0,0,0,0,43,0,0,0,2,0,-2,0,0.0,-1.0,,0
John White,184784,QB,SO MISS,1,2,1,0,0.0,0,0,7,0,0,1,7,175.0,1,1,296,0,2,66.2,54.5,69.5,47.3,,,62.9,60.0,12,0,0,0,0,6,0,0,0,2,0,7,7,3.5,3.5,,0
Chase Hendricks,171348,WR,CAL,2,1,0,0,0.0,0,0,-1,2,1,0,2,16.7,0,0,130,0,1,69.0,60.7,81.7,,,60.2,59.6,62.4,-1,0,97,11,82,56,0,0,16,12,0,-1,2,2.0,-1.0,1.18,0
Jaden Rashada,171886,QB,MISS STATE,1,1,0,0,0.0,0,0,-5,0,0,0,0,0.0,0,0,227,0,0,62.5,60.0,66.6,,,,60.0,60.0,-5,0,0,0,0,3,0,0,0,1,0,-5,0,0.0,-5.0,,0
Stone Saunders,200141,QB,S DIEGO ST,1,1,0,0,0.0,0,0,-8,0,0,0,-2,0.0,0,0,284,0,1,65.2,74.8,71.6,77.6,,,60.0,60.0,-8,0,0,0,0,12,0,0,0,1,0,-8,-2,-2.0,-8.0,,0
Andrew Marsh,198804,WR,MICHIGAN,2,1,0,1,100.0,15,0,15,0,2,0,2,66.7,1,1,222,0,1,74.9,58.3,0.0,,,58.1,63.1,61.5,15,1,28,5,44,56,0,0,9,6,0,15,2,2.0,15.0,0.64,0
Kaleb Brown,162861,WR,UAB,1,1,0,1,100.0,24,0,24,0,0,0,1,0.0,1,1,321,0,0,65.3,59.3,79.0,,,57.3,63.4,59.7,24,0,20,2,32,27,0,0,5,3,0,24,1,1.0,24.0,0.63,0
Xavier Butler,217395,HB,GA STATE,1,1,0,1,100.0,20,0,20,0,0,0,6,0.0,1,1,175,0,0,62.5,63.9,68.9,,,56.6,63.3,,20,0,0,0,5,1,0,0,1,1,1,20,6,6.0,20.0,0.0,1
Nehemiah Washington,200245,HB,UTAH ST,2,1,0,0,0.0,0,0,-4,0,0,0,0,0.0,0,0,329,0,0,62.5,53.3,73.0,,77.0,57.7,59.6,46.9,-4,0,0,0,1,9,0,0,0,1,0,-4,0,0.0,-4.0,0.0,1
M.J. Johnson,172354,WR,SO MISS,2,1,1,0,0.0,0,0,13,0,0,1,14,280.0,1,1,296,0,0,67.3,77.7,75.3,,,80.8,57.5,59.9,13,0,65,4,17,20,0,0,5,5,0,13,14,14.0,13.0,3.82,0
Bjorn Jurgensen,200271,QB,HAWAII,2,1,0,0,0.0,0,0,0,0,0,0,,100.0,0,0,180,0,0,63.8,55.9,68.1,60.4,,,57.3,,2,0,0,0,0,0,2,1,0,0,0,2,1,1.0,2.0,,0
Jalen Hale,172377,WR,SMU,2,1,0,0,0.0,0,1,2,0,1,0,0,0.0,0,0,287,1,0,12.6,64.6,0.0,,,74.6,48.9,57.0,2,1,121,3,27,21,0,0,3,4,0,2,0,0.0,2.0,4.48,0
Cedric Ross,217616,HB,COLO STATE,2,1,0,0,0.0,0,0,6,0,0,0,2,0.0,0,0,144,0,0,66.0,81.2,71.3,,,91.3,63.0,58.9,6,0,93,3,8,4,0,0,4,4,0,6,2,2.0,6.0,11.63,0
Henry Belin IV,162693,QB,MO STATE,1,1,1,1,100.0,16,0,16,0,0,1,0,0.0,1,1,230,0,0,65.2,68.4,72.5,63.5,,,62.9,60.0,16,0,0,0,0,17,0,0,0,1,1,16,0,0.0,16.0,,1
Noah Moss,217669,HB,NC STATE,1,1,2,0,0.0,0,0,13,0,0,2,10,2.0e3,1,1,248,0,0,65.5,75.6,66.2,,,,71.3,,13,0,0,0,0,2,0,0,0,1,0,13,10,10.0,13.0,,1
Kenneth Williams,183594,HB,MICH STATE,2,1,0,0,0.0,0,0,8,0,0,0,2,0.0,0,0,223,0,0,64.8,66.0,66.1,,,58.9,63.2,,8,0,0,0,2,1,0,0,0,1,0,8,2,2.0,8.0,0.0,0
Anthony Quinn Jr.,198718,HB,MARSHALL,1,1,0,0,0.0,0,0,-1,0,0,0,0,0.0,0,0,214,0,0,64.3,34.8,69.2,,,59.9,41.5,60.0,-1,0,0,1,2,2,0,0,1,2,0,-1,0,0.0,-1.0,0.0,1
Cam Barfield,162657,HB,HAWAII,1,1,0,0,0.0,0,0,1,0,0,0,1,0.0,0,0,180,0,1,66.4,58.9,70.5,,58.0,70.1,57.6,60.0,1,0,7,2,2,2,0,0,2,3,0,1,1,1.0,1.0,3.5,0
Eli Holstein,172381,QB,VIRGINIA,2,1,0,0,0.0,0,0,2,0,0,0,2,0.0,0,0,335,0,0,65.7,76.8,72.8,81.6,,,57.5,60.0,2,0,0,0,0,17,0,0,0,1,0,2,2,2.0,2.0,,1
Chris Kiel,201507,WR,N DAK ST,2,1,0,0,0.0,0,0,-3,0,3,0,3,180.0,0,0,250,0,1,66.5,70.7,77.0,,,71.1,58.3,60.9,-3,0,50,4,26,12,0,0,4,5,0,-3,3,3.0,-3.0,1.92,0
Braden Pegan,162463,WR,UTAH,2,1,1,0,0.0,0,0,12,1,0,1,9,112.5,1,1,328,0,0,67.8,73.3,81.3,,,70.0,69.4,61.8,12,0,113,7,48,41,0,0,11,8,1,12,9,9.0,12.0,2.35,0
Luke Watkins,198688,WR,LA TECH,2,1,0,0,0.0,0,0,-6,0,0,0,0,0.0,0,0,208,0,0,65.3,57.7,79.8,,,59.3,55.4,62.0,-6,0,38,2,32,28,0,0,3,3,0,-6,0,0.0,-6.0,1.19,0
AJ Wilson,161436,WR,UTSA,2,1,0,0,0.0,0,0,5,0,1,0,2,16.7,0,0,331,0,0,68.2,66.1,79.6,,,66.9,,48.5,5,0,115,11,56,31,0,0,14,12,0,5,2,2.0,5.0,2.05,0
Junior Sherrill,172627,WR,VANDERBILT,2,1,0,0,0.0,0,0,3,4,2,0,1,20.0,0,0,333,0,1,70.4,64.2,80.9,,,63.2,58.0,74.4,3,0,164,9,59,48,0,0,17,10,0,3,1,1.0,3.0,2.78,0
Luke Reynolds,183611,TE,VA TECH,2,1,0,0,0.0,0,0,-2,0,2,0,1,14.3,0,0,337,1,1,69.5,84.0,79.5,,67.3,85.7,59.1,64.9,-2,0,164,13,44,26,0,0,15,14,0,-2,1,1.0,-2.0,3.73,0
Davis Bryson,160369,WR,KENNESAW,2,1,0,0,0.0,0,0,7,0,0,0,0,0.0,0,0,200,0,1,61.0,53.6,77.3,,,55.9,,44.8,7,0,17,1,29,15,0,0,2,2,0,7,0,0.0,7.0,0.59,0
Cam Thompson,159604,WR,N ILLINOIS,2,1,0,0,,0,0,0,0,0,0,1,0.0,0,0,254,0,0,67.1,54.8,72.7,,,54.9,,61.3,0,0,0,1,12,7,0,0,2,2,0,0,1,1.0,0.0,0.0,0
Tate Nagy,198590,WR,KANSAS,2,1,0,0,0.0,0,0,1,0,2,0,1,50.0,0,0,198,0,1,75.5,68.7,77.9,48.8,,76.7,57.6,51.8,1,0,40,3,16,28,0,0,5,4,0,1,1,1.0,1.0,2.5,0
John Kelly,204090,HB,KANSAS,1,1,0,0,0.0,0,0,1,0,0,0,2,0.0,0,0,198,0,1,62.5,57.4,63.8,,,,58.5,,1,0,0,0,0,1,0,0,0,1,0,1,2,2.0,1.0,,0
Jaden Bray,127787,WR,W VIRGINIA,2,1,1,0,0.0,0,1,4,0,1,1,5,250.0,0,0,343,0,1,66.0,58.9,0.0,,,60.5,57.7,68.9,4,1,31,3,16,64,0,0,4,4,0,4,5,5.0,4.0,1.94,0
Coleman Carter,204112,QB,LA LAFAYET,1,1,0,0,0.0,0,0,-2,0,0,0,0,0.0,0,0,207,0,0,62.5,60.0,63.6,,,,60.0,,-2,0,0,0,0,1,0,0,0,1,0,-2,0,0.0,-2.0,,0
Trenton Chaney,204116,WR,LA LAFAYET,1,1,0,0,0.0,0,0,1,0,1,0,1,25.0,0,0,207,0,1,66.0,68.2,74.8,,,68.4,59.7,60.3,1,0,21,3,14,11,0,0,4,4,0,1,1,1.0,1.0,1.5,0
Russell Babineaux,204119,WR,LA LAFAYET,2,1,0,0,0.0,0,0,5,0,1,0,3,37.5,0,0,207,0,1,69.3,74.5,76.7,,,76.0,57.6,59.8,5,0,95,7,24,28,0,0,8,8,0,5,3,3.0,5.0,3.96,0
O'Lontae Dean,198552,HB,IOWA,1,1,1,0,0.0,0,0,5,0,0,1,6,600.0,0,0,192,0,0,62.5,65.4,65.2,,,59.8,63.0,,5,0,0,0,1,1,0,0,0,1,0,5,6,6.0,5.0,0.0,1
Jimmy Sullivan,198551,QB,IOWA,1,1,0,1,100.0,15,0,15,0,0,0,0,0.0,1,1,192,0,0,65.2,77.1,71.2,69.6,,,63.0,60.0,15,0,0,0,0,10,0,0,0,1,0,15,0,0.0,15.0,,1
Carson Boyd,198508,QB,ILLINOIS,1,1,0,0,0.0,0,0,-1,0,0,0,0,0.0,0,0,187,0,0,62.5,60.0,63.6,,,,60.0,,-1,0,0,0,0,1,0,0,0,1,0,-1,0,0.0,-1.0,,0
DJ Dugar,204194,HB,TULANE,1,1,0,0,,0,0,0,0,0,0,2,0.0,0,0,319,0,0,62.5,59.4,67.3,,72.9,58.9,59.6,,0,0,0,0,2,1,0,0,0,1,0,0,2,2.0,0.0,0.0,1
Vincent Genatone,158999,HB,NEBRASKA,1,1,0,0,0.0,0,0,4,0,0,0,3,0.0,0,1,238,0,0,62.5,63.8,63.5,,,,62.3,,4,0,0,0,0,1,0,0,0,1,0,4,3,3.0,4.0,,1
Tristan Ti'a,204242,QB,AUBURN,1,1,0,0,,0,0,0,0,0,0,1,0.0,0,0,115,1,0,63.3,57.9,71.8,56.3,,,,60.0,0,0,0,0,0,13,0,0,0,1,0,0,1,1.0,0.0,,1
Tristin Blackmon,222716,HB,BOWL GREEN,1,1,0,0,0.0,0,0,2,0,0,0,1,0.0,0,0,122,0,1,62.5,59.6,63.8,,,,59.8,,2,0,0,0,0,1,0,0,0,1,0,2,1,1.0,2.0,,0
Jaylin Brown,204267,HB,PITTSBURGH,1,1,0,0,,0,0,0,0,0,0,0,0.0,0,0,268,0,0,62.5,57.9,63.5,,,,58.9,,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,,1
Patrick Crayton Jr.,204285,QB,RICE,1,1,0,0,0.0,0,0,6,0,0,0,2,0.0,0,0,275,0,1,62.5,69.6,69.1,,,,63.5,60.0,6,0,0,0,0,7,0,0,0,1,0,6,2,2.0,6.0,,0
T.Y. Harding,158763,WR,UMASS,2,1,0,0,0.0,0,0,13,1,1,0,0,0.0,1,0,216,0,1,72.7,70.4,0.0,,,70.9,63.1,60.6,13,1,104,6,33,21,0,0,7,7,0,13,0,0.0,13.0,3.15,0
Evan Stewart,158674,WR,OREGON,2,1,0,0,0.0,0,0,-2,0,5,0,1,38.5,0,0,264,0,0,75.6,68.4,80.6,59.9,,68.8,59.5,61.3,-2,0,150,12,68,36,0,0,16,13,0,-2,1,1.0,-2.0,2.21,0
Cole Ballard,173062,QB,KANSAS,2,1,1,0,0.0,0,0,0,0,0,0,,100.0,1,1,198,0,0,64.9,83.0,74.7,82.2,,,64.3,60.1,14,0,0,0,0,15,14,1,0,0,0,14,9,9.0,14.0,,0
Tristan Lawyer,204372,ED,TULSA,1,1,1,1,100.0,56,0,56,0,0,1,30,3.0e3,1,1,320,0,0,62.5,76.0,60.0,,,,76.9,,56,0,0,0,0,1,0,0,0,1,1,56,30,30.0,56.0,,0
Jeremiah Smith,183710,WR,OHIO STATE,2,1,0,0,0.0,0,0,5,1,0,0,4,0.0,0,0,260,0,0,70.1,90.1,79.8,,,89.5,57.5,72.8,5,0,315,16,59,31,0,0,25,17,0,5,4,4.0,5.0,5.34,0
Talyn Taylor,198477,WR,GEORGIA,2,1,0,1,100.0,31,0,31,0,2,0,6,200.0,1,1,173,0,0,67.0,89.9,74.2,,,83.1,69.4,60.0,31,0,59,5,17,4,0,0,5,6,0,31,6,6.0,31.0,3.47,0
Jayon Farrar,198455,WR,FRESNO ST,2,1,0,1,100.0,16,0,16,0,0,0,3,0.0,1,1,169,0,0,65.3,60.8,75.2,,,57.4,63.2,62.1,16,0,10,2,10,14,0,0,2,3,0,16,3,3.0,16.0,1.0,0
Zacharyus Williams,188305,WR,USC,3,1,0,0,0.0,0,0,-7,0,5,0,0,0.0,0,0,326,0,0,68.4,76.0,80.4,,67.7,80.2,,49.7,-7,0,116,7,35,51,0,0,7,8,0,-7,0,0.0,-7.0,3.31,0
Madden Iamaleava,204536,QB,UCLA,2,1,0,0,0.0,0,0,-1,0,0,0,0,0.0,0,0,324,0,0,62.5,60.6,68.6,,,,60.0,60.0,-1,0,0,0,0,5,0,0,0,1,0,-1,0,0.0,-1.0,,0
Drayden Dickmann,173233,WR,WAKE,2,1,0,1,100.0,44,0,44,0,0,0,5,0.0,1,1,339,0,0,64.3,54.1,77.3,,,48.4,69.4,59.6,44,0,4,1,23,21,0,0,3,2,0,44,5,5.0,44.0,0.17,0
Corri Milliner,173337,WR,N TEXAS,2,1,0,1,100.0,17,0,17,0,2,0,0,0.0,1,1,251,0,0,69.3,73.6,81.4,,,78.8,63.2,33.4,17,0,131,7,38,40,0,0,9,8,0,17,0,0.0,17.0,3.45,0
Stroman Bridges,204694,FB,ARMY,2,1,0,0,0.0,0,0,10,0,0,0,4,0.0,1,1,114,0,0,64.3,65.5,75.4,,71.2,59.3,60.0,62.8,10,0,7,1,4,21,0,0,1,2,0,10,4,4.0,10.0,1.75,0
AJ Green Jr.,127442,HB,W MICHIGAN,1,1,0,0,0.0,0,0,2,0,0,0,2,0.0,0,0,347,0,0,62.5,59.3,63.5,,,,59.7,,2,0,0,0,0,1,0,0,0,1,0,2,2,2.0,2.0,,1
Lucian Anderson III,173364,QB,S CAROLINA,2,1,0,0,0.0,0,0,5,0,0,0,5,0.0,0,0,289,0,0,64.4,59.6,70.4,62.6,,,58.2,60.0,5,0,0,0,0,9,0,0,0,1,0,5,5,5.0,5.0,,1
Quentin Gibson,198298,WR,COLORADO,2,1,0,0,,0,0,0,0,0,0,1,0.0,0,0,143,0,1,67.4,66.1,75.0,,,66.9,59.6,55.0,0,0,25,6,18,10,0,0,6,7,0,0,1,1.0,0.0,1.39,0
Da'Shawn Martin,188233,WR,VIRGINIA,2,1,0,0,0.0,0,0,14,0,0,0,2,0.0,1,1,335,0,0,65.3,73.4,0.0,,,71.2,68.7,61.2,14,1,74,2,20,32,0,0,2,3,0,14,2,2.0,14.0,3.7,0
Braeden Robinson,218348,WR,HOUSTON,1,1,0,0,0.0,0,0,4,0,0,0,1,0.0,0,0,182,0,1,62.5,58.8,72.1,,,,59.5,60.3,4,0,0,0,0,12,0,0,0,1,0,4,1,1.0,4.0,,0
Anthony Evans III,173530,WR,MISS STATE,2,1,0,0,0.0,0,0,6,1,3,0,2,40.0,0,0,227,0,1,73.9,81.3,79.9,,,81.6,63.4,60.8,6,0,239,14,62,47,0,0,19,15,0,6,2,2.0,6.0,3.85,0
Tyrell Henry,158385,WR,WISCONSIN,2,1,1,0,0.0,0,0,2,1,3,1,8,355.6,0,0,349,0,1,25.4,71.0,78.5,,,71.8,57.4,61.3,2,0,133,8,41,29,0,0,16,9,0,2,8,8.0,2.0,3.24,0
Caleb Francois,218367,HB,IOWA STATE,1,1,0,0,,0,0,0,0,0,0,1,0.0,0,0,193,0,0,62.5,58.3,66.8,,,58.7,59.6,,0,0,0,0,2,1,0,0,0,1,0,0,1,1.0,0.0,0.0,1
Jared Porter,204843,HB,DELAWARE,1,1,0,0,0.0,0,0,7,0,0,0,3,0.0,0,0,151,0,0,62.5,63.3,68.2,,21.0,60.0,63.3,,7,0,0,0,1,1,0,0,0,1,0,7,3,3.0,7.0,0.0,1
TJ Stanley,204893,QB,GA STATE,1,1,0,0,0.0,0,0,-2,0,0,0,0,0.0,0,0,175,0,0,64.8,54.1,69.5,52.9,,,60.0,60.0,-2,0,0,0,0,4,0,0,0,1,0,-2,0,0.0,-2.0,,0
Giovanni Richardson,198110,WR,ARIZONA,2,1,0,1,100.0,17,0,17,0,3,0,3,64.3,1,1,109,1,0,22.1,74.1,77.2,,,74.9,,45.4,17,0,149,13,39,16,0,0,14,14,0,17,3,3.0,17.0,3.82,0
Jake Stoeckel,204973,P,KENT STATE,1,1,0,0,0.0,0,0,-18,0,0,0,0,0.0,0,0,201,1,0,16.9,60.0,70.3,,,,60.0,,-18,0,0,0,0,1,0,0,0,1,0,-18,0,0.0,-18.0,,0
Mikkel Skinner,204985,TE,KENTUCKY,2,1,0,0,0.0,0,0,3,0,0,0,0,0.0,0,0,202,0,0,66.5,76.8,0.0,,64.5,84.2,63.1,48.9,3,1,61,4,14,18,0,0,4,5,0,3,0,0.0,3.0,4.36,0
Niall Hayes,222817,P,LOUISVILLE,1,1,0,0,,0,0,0,0,0,0,0,0.0,0,0,210,1,0,,60.0,70.3,,,,60.0,,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,,0
Max Guest,198097,HB,APP STATE,1,1,0,0,0.0,0,0,5,0,0,0,3,0.0,0,0,108,0,0,62.5,66.2,65.2,,,59.8,63.5,,5,0,0,0,1,1,0,0,0,1,0,5,3,3.0,5.0,0.0,1
David Pierro,205007,WR,LA TECH,2,1,0,0,0.0,0,0,-2,0,0,0,0,0.0,0,0,208,0,1,64.3,57.7,73.4,,,58.3,59.5,60.3,-2,0,3,1,4,14,0,0,1,2,0,-2,0,0.0,-2.0,0.75,0
