player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,fumble_recovery_touchdowns,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interception_touchdowns,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,safeties,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,tackles_for_loss,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Aiden McComber,175702,LB,HAWAII,11,0,0,,0,0,180,0,0,60.0,52.5,77.1,50.0,66.3,77.5,0,1,0,0,,0.0,0,0,0,0.0,0,1,0,41,0,1,43,2,1,0,1,0,0,41,31,11,0,3,2,0,0,2,0,0,0,
Jamih Otis,175705,LB,HAWAII,11,15,0,71.0,1,2,180,1,1,60.8,60.0,11.3,67.5,59.3,45.1,2,5,0,1,26.0,20.0,14,0,3,86.6,22,1,0,498,2,287,549,21,0,0,21,0,2,528,41,221,26,24,41,3,31,8,1,209,119,9.5
Elijah Palmer,175706,CB,HAWAII,12,12,0,64.7,0,1,180,1,0,79.5,78.2,89.4,46.5,69.3,54.7,0,1,1,2,50.0,21.9,14,7,0,75.5,44,0,0,40,1,373,603,2,0,0,2,0,9,601,5,225,551,14,38,5,68,1,1,438,205,10.0
Zoram Petelo,175707,ED,HAWAII,6,0,0,,0,0,180,0,0,,58.1,79.1,65.7,50.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,30,29,0,0,29,0,0,1,17,13,0,0,0,0,0,0,0,0,0,
Josh Sagapolutele,175710,LB,HAWAII,3,0,0,,0,0,180,0,0,61.1,52.5,70.8,51.0,,25.7,0,0,0,0,,50.0,1,0,0,0.0,0,0,0,7,0,0,7,0,0,0,0,0,0,7,7,0,0,1,1,1,0,0,0,0,0,
Jaheim Wilson-Jones,175716,CB,HAWAII,12,6,0,53.3,0,0,180,0,0,62.9,60.0,84.8,,40.3,49.6,0,0,0,1,72.0,20.0,8,4,1,83.4,24,0,0,14,482,307,504,0,0,0,0,0,0,504,0,197,8,8,26,2,45,0,2,338,103,14.1
Michael Coats Jr.,175720,CB,W VIRGINIA,12,8,0,60.7,2,0,343,1,0,70.1,73.2,84.6,72.1,80.5,59.4,0,1,0,0,85.0,10.5,4,9,5,106.8,17,0,0,29,475,300,520,6,0,0,6,0,2,514,4,216,6,11,26,2,28,1,1,284,101,16.7
Bishop Turner,175729,S,NEVADA,12,3,0,75.0,0,0,239,1,0,70.9,70.3,28.4,63.5,69.4,66.3,0,1,0,1,48.0,16.7,4,2,1,67.7,6,0,0,52,1,167,306,3,0,0,3,0,216,303,4,135,34,3,17,0,8,1,0,82,18,13.7
Jayden Wilson,175744,LB,UTEP,12,27,0,83.3,0,3,330,1,0,63.1,74.5,58.5,61.6,80.8,66.2,6,4,0,1,21.0,14.1,14,0,1,95.4,25,1,0,562,1,279,697,49,0,0,49,0,1,648,71,347,82,33,58,6,30,11,1,227,156,9.1
Xavier Hamlett,175754,CB,S DIEGO ST,1,0,0,,0,0,284,0,0,,60.0,63.8,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
Jordan Napier,175759,WR,S DIEGO ST,1,0,0,,0,0,284,0,0,,60.0,60.0,,60.0,,0,0,0,0,,,0,0,1,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
Brady Nassar,175760,ED,S DIEGO ST,12,5,2,,0,0,284,0,0,68.6,70.3,86.4,63.5,70.1,60.1,4,14,0,0,,13.0,3,0,0,0.0,0,0,0,1,0,7,364,363,4,15,337,7,0,1,186,171,0,13,15,1,0,18,0,0,0,
Tymere Burton,175789,LB,UTAH ST,1,1,0,,0,0,329,0,0,75.7,75.1,75.7,65.5,60.1,78.6,0,0,0,0,,0.0,0,1,0,0.0,0,1,0,21,0,14,28,3,0,0,3,0,0,25,4,10,4,2,2,0,0,1,0,0,0,
Cameron Avery,175799,LB,COAST CAR,1,1,0,,0,0,141,0,0,60.0,55.4,70.5,,54.6,49.0,0,0,0,0,,33.3,1,0,0,0.0,0,0,0,8,0,1,8,0,0,0,0,0,0,8,0,7,0,0,1,0,0,0,0,0,0,
Bryson Graves,175806,WR,COAST CAR,1,0,0,,0,0,141,0,0,,60.1,60.0,,60.0,,0,0,0,0,,,0,0,2,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
Darius Taylor,175823,LB,VA TECH,1,0,0,,0,0,337,0,0,60.0,62.0,66.1,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,2,0,1,2,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,
Jordan Saunders,175831,S,DOMINION,6,4,0,100.0,0,0,263,0,0,60.3,58.0,77.2,48.5,58.3,67.2,0,1,0,0,67.0,15.4,2,0,0,118.8,2,0,0,54,0,30,80,0,0,0,0,0,13,80,0,50,11,2,7,0,2,1,0,78,34,39.0
Gage Sawyers,175832,LB,DOMINION,4,0,0,,0,0,263,0,0,61.6,53.7,72.3,58.6,49.4,20.1,0,0,0,0,,100.0,1,0,0,0.0,0,0,0,7,0,5,14,2,0,0,2,0,0,12,1,8,3,0,0,0,0,0,0,0,0,
Brian Dillard,175836,CB,S ALABAMA,9,4,0,40.0,0,0,288,0,0,68.2,66.1,81.0,59.3,56.0,60.4,0,0,0,0,44.0,15.0,3,3,0,63.8,6,0,0,24,211,117,236,1,0,0,1,0,0,235,1,118,0,4,13,0,15,0,0,102,31,17.0
RJ Moss Jr.,175843,DI,S ALABAMA,12,10,1,,0,0,288,1,0,63.1,51.0,56.6,60.2,44.7,56.2,1,4,0,0,,11.1,3,0,1,0.0,0,1,0,0,0,0,322,322,31,226,6,59,0,0,166,156,0,8,14,0,0,6,0,0,0,
Noland Asberry,175856,ED,ARK STATE,7,1,0,,0,1,113,0,0,60.0,74.3,78.0,77.3,63.2,77.9,0,1,0,0,,0.0,0,0,0,0.0,0,2,0,0,0,1,34,31,0,0,29,2,0,3,17,16,3,2,2,0,0,3,0,0,0,
Bray Hubbard,175863,S,ALABAMA,13,21,0,70.3,0,3,103,0,0,82.7,82.9,86.3,60.9,88.1,76.4,1,7,0,4,26.0,10.8,9,4,1,65.0,26,1,0,317,3,386,693,31,0,0,31,0,170,662,31,276,172,27,53,2,37,9,2,230,115,8.8
Keon Keeley,175865,ED,ALABAMA,10,6,0,0.0,0,0,103,0,0,75.2,64.5,82.0,56.6,64.6,71.1,2,5,0,0,,18.2,2,1,0,39.6,0,2,0,0,0,3,131,130,0,12,102,16,0,1,81,47,0,3,3,0,1,9,0,0,0,
Kolby Peavy,175867,CB,ALABAMA,1,0,0,100.0,0,0,103,0,0,63.5,71.6,71.8,,74.0,76.9,0,0,0,0,5.0,0.0,0,0,0,87.5,1,0,0,2,1,3,13,0,0,0,0,0,0,13,0,10,10,1,2,1,1,0,0,5,0,5.0
Yhonzae Pierre,175869,ED,ALABAMA,13,9,0,90.0,0,3,103,0,0,58.5,66.7,52.3,65.9,69.6,49.0,1,34,0,0,21.0,24.1,13,0,2,100.0,9,7,0,96,0,102,542,436,0,0,434,2,1,106,224,216,9,30,32,4,10,42,0,80,43,8.9
Walter Sansing III,175872,CB,ALABAMA,1,0,0,,0,0,103,0,0,,60.8,68.7,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,3,3,0,6,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,
Lane Whisenhunt,175876,ED,ALABAMA,1,0,0,,0,0,103,0,0,,79.5,72.0,,74.6,75.7,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,6,6,0,0,6,0,0,0,0,6,0,2,2,0,0,0,0,0,0,
Bobby Jamison-Travis,175881,DI,AUBURN,12,4,2,,0,0,115,0,0,57.4,78.2,85.0,63.4,84.6,78.9,1,7,0,0,,2.9,1,0,0,0.0,0,0,0,0,0,0,391,391,159,186,18,28,0,0,213,178,0,22,29,2,0,8,0,0,0,
Brayden Slade,175884,S,FLORIDA,3,0,0,0.0,0,0,163,0,0,64.4,58.8,75.1,,52.0,28.7,0,0,0,0,,50.0,1,0,0,39.6,0,0,0,4,0,10,26,0,0,0,0,0,22,26,0,16,0,0,1,0,1,0,0,0,0,
Kelley Jones,175896,CB,MISS STATE,12,5,0,28.9,0,0,227,0,0,75.1,75.0,85.1,48.5,72.0,72.9,0,0,0,2,34.0,9.7,3,9,4,54.7,11,0,0,47,545,337,624,3,0,0,3,0,5,621,6,281,24,6,23,0,38,0,3,212,50,19.3
Nick DeLoach Jr.,175900,CB,MISSOURI,4,0,0,25.0,0,0,229,0,0,67.3,68.5,75.6,,65.7,78.8,0,0,0,0,3.0,0.0,0,1,0,39.6,1,0,0,3,29,17,34,0,0,0,0,0,1,34,0,17,0,1,2,0,4,0,0,3,1,3.0
Shamar McNeil,175907,CB,MISSOURI,2,0,0,60.0,0,0,229,0,0,61.0,61.9,74.0,,62.5,77.0,0,0,0,0,14.0,0.0,0,0,0,72.9,3,0,0,1,26,14,27,0,0,0,0,0,0,27,0,13,0,0,2,0,5,0,0,25,0,8.3
Jamal Roberts,175912,HB,MISSOURI,1,0,0,,0,0,229,0,0,,60.0,60.0,,60.0,,0,0,0,0,,,0,0,1,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
Serigne Tounkara,175914,ED,CAL,3,0,0,,0,0,130,0,0,,65.2,75.0,54.5,68.6,73.0,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,13,13,0,0,13,0,0,0,7,6,0,1,1,0,0,0,0,0,0,
Sam Williams,175915,DI,MISSOURI,3,0,0,,0,0,229,0,0,,65.0,72.9,63.5,62.4,70.2,0,1,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,17,17,0,17,0,0,0,0,10,7,0,1,1,0,0,1,0,0,0,
Jamian Risher Jr.,175925,LB,S CAROLINA,2,1,0,,0,0,289,0,0,66.8,65.7,73.0,68.0,56.1,79.2,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,31,0,16,33,0,0,0,0,0,0,33,3,14,2,0,3,0,0,0,0,0,0,
Tyshawn Russell,175926,WR,SYRACUSE,1,0,0,,0,0,304,0,0,,60.0,60.0,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
Vicari Swain,175930,CB,S CAROLINA,12,2,0,50.0,2,2,289,0,0,74.0,72.8,0.0,90.4,62.4,68.2,0,0,0,2,43.0,12.1,4,5,3,58.1,19,1,0,29,427,264,488,11,0,0,11,0,13,477,3,221,7,11,27,1,38,1,1,251,72,13.2
Dalton Brooks,175932,S,TEXAS A&M,12,10,0,80.0,0,1,312,2,0,70.9,64.5,87.7,71.9,44.9,37.7,2,7,0,1,29.0,28.9,22,1,0,108.7,12,4,0,278,1,349,631,27,0,0,27,0,256,604,36,246,67,19,44,2,15,13,2,109,73,9.1
DJ Hicks,175935,DI,TEXAS A&M,13,4,0,,0,0,312,0,0,64.2,65.7,60.9,66.0,62.5,35.7,1,10,0,0,,24.0,6,0,1,0.0,0,4,0,0,0,0,378,376,27,301,12,36,0,2,228,150,0,14,15,3,0,15,0,0,0,
Chantz Johnson,175936,LB,TEXAS ST,8,5,0,100.0,0,0,314,0,0,52.1,60.3,79.2,68.2,64.8,52.2,1,1,0,0,12.0,22.2,2,0,0,108.3,3,0,0,75,0,33,90,5,0,0,5,0,0,85,7,50,9,2,2,0,3,2,0,30,23,10.0
Rylan Kennedy,175937,ED,TEXAS A&M,13,4,0,50.0,0,0,312,0,0,72.1,68.1,87.2,66.2,56.6,71.7,0,11,0,0,9.0,8.3,1,0,0,59.4,2,3,0,51,0,44,176,118,0,0,118,0,0,58,72,60,7,7,7,1,4,14,0,15,25,7.5
Bravion Rogers,175941,CB,TEXAS A&M,3,1,0,75.0,0,0,312,0,0,64.6,66.2,80.4,57.7,69.0,80.9,0,1,0,0,15.0,0.0,0,0,0,93.8,3,0,0,3,5,36,65,4,0,0,4,0,0,61,2,27,53,1,4,1,4,1,0,28,14,9.3
Samu Taumanupepe,175943,DI,BAYLOR,7,1,1,,0,0,118,0,0,,49.2,75.8,63.8,46.1,36.2,0,0,0,0,,33.3,1,0,0,0.0,0,0,0,0,0,0,27,27,16,11,0,0,0,0,8,19,0,1,1,0,0,0,0,0,0,
Cliff Mosley,175948,DI,LA MONROE,12,6,1,,0,0,209,0,0,63.4,62.7,43.9,53.2,69.7,58.2,1,9,0,1,,11.5,3,0,2,0.0,0,0,0,1,0,2,468,467,19,216,38,194,0,1,247,219,0,13,17,4,0,10,0,0,0,
Justin Cryer,175949,LB,FLORIDA ST,12,10,0,65.0,0,0,167,0,0,41.5,56.1,84.5,59.1,68.0,61.8,0,7,0,0,16.0,14.0,6,1,0,94.8,13,1,0,274,0,144,381,54,0,0,54,0,0,327,38,199,52,15,27,3,20,8,1,105,63,8.1
Jeremiah Warren,175960,DI,ILLINOIS,11,0,0,,0,0,187,0,0,61.6,60.6,77.6,59.5,58.0,73.5,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,3,97,97,2,37,0,58,0,0,47,47,0,2,2,0,0,0,0,0,0,
Pat Farrell,175961,DI,ILLINOIS,12,1,2,0.0,0,0,187,0,0,62.1,61.5,80.0,57.2,61.6,47.7,0,2,0,0,,20.0,2,1,0,39.6,0,2,0,0,0,2,190,190,3,53,3,131,0,0,105,83,0,4,7,0,1,4,0,0,0,
Mac Resetich,175962,S,ILLINOIS,11,6,0,50.0,0,0,187,0,0,52.6,53.3,83.0,55.3,55.9,29.5,1,1,0,0,11.0,34.6,9,0,0,62.5,3,0,0,29,1,116,197,3,0,0,3,0,136,194,1,80,28,2,11,0,6,2,0,27,4,9.0
Juice Clarke,175969,CB,ILLINOIS,8,9,0,53.7,1,0,187,1,0,61.9,61.2,0.4,50.2,66.9,57.7,0,0,0,0,18.0,17.1,7,5,3,79.6,29,0,0,28,464,317,522,0,0,0,0,0,1,522,3,202,29,8,25,1,54,0,2,264,127,9.1
Saboor Karriem,175970,S,ILLINOIS,7,4,0,100.0,0,0,187,0,0,67.2,67.1,80.6,53.8,67.7,77.4,0,2,0,0,16.0,9.5,2,0,0,107.5,5,0,0,45,1,84,153,11,0,0,11,0,81,142,6,63,15,3,15,0,5,2,0,49,21,9.8
Mason Muragin,175971,ED,ILLINOIS,1,0,0,,0,0,187,0,0,,48.8,69.3,56.9,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,5,5,0,0,2,3,0,0,4,1,0,0,0,0,0,0,0,0,0,
Alex Bray,175973,ED,KANSAS,12,4,0,50.0,0,0,198,0,0,56.3,61.0,86.5,56.5,63.2,78.9,2,2,0,0,4.0,4.8,1,0,0,56.3,1,0,0,0,0,16,311,311,0,57,223,31,0,0,125,170,0,10,16,4,2,4,0,4,2,4.0
Ta'Derius Collins,175986,ED,TEXAS ST,10,3,1,,0,0,314,0,0,67.4,72.4,83.4,65.8,69.9,81.4,0,3,0,0,,0.0,0,0,0,0.0,0,0,0,3,0,3,145,142,3,8,112,19,0,3,68,74,0,7,8,3,0,3,0,0,0,
Clay Conner,175988,S,INDIANA,1,0,0,,0,0,190,0,0,,60.0,60.0,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
Anthony Chung,175989,S,INDIANA,5,2,0,75.0,0,0,190,0,0,91.6,89.0,76.3,59.0,54.2,50.3,0,0,0,0,6.0,22.2,2,3,0,77.1,3,0,0,13,0,20,47,1,0,0,1,0,18,46,3,24,14,3,5,0,4,0,0,11,8,3.7
Jordan Shaw,175991,CB,TEXAS A&M,11,6,0,70.0,0,1,312,0,0,71.0,70.4,84.5,51.4,71.4,59.1,0,2,0,0,15.0,17.4,4,0,1,117.7,14,0,0,30,3,121,209,8,0,0,8,0,15,201,9,79,153,7,13,4,20,2,3,85,43,6.1
Kelvon McBride,176007,LB,NC STATE,3,0,0,,0,0,248,0,0,72.1,57.9,76.4,50.7,55.2,73.1,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,12,0,2,23,11,0,0,11,0,0,12,15,6,0,1,1,0,0,0,0,0,0,
Michael Tate,176008,CB,NC STATE,3,0,0,100.0,0,0,248,0,0,52.9,54.6,73.6,,62.1,20.4,0,0,0,0,11.0,100.0,1,0,0,112.5,2,0,0,1,22,13,24,0,0,0,0,0,0,24,0,11,0,0,0,0,2,0,0,22,19,11.0
Daemon Fagan,176009,CB,NC STATE,1,0,0,100.0,0,0,248,0,0,72.4,73.6,72.0,,60.7,75.1,0,0,0,0,2.0,0.0,0,0,0,79.2,1,0,0,1,0,3,10,0,0,0,0,0,2,10,0,7,7,1,1,0,1,0,0,2,3,2.0
Bishop Fitzgerald,176010,S,USC,10,4,0,68.0,1,0,326,0,0,90.4,90.3,87.2,70.0,71.2,80.2,0,1,1,5,32.0,10.2,6,3,1,84.9,17,1,0,145,2,290,540,2,0,0,2,0,303,538,9,241,88,13,49,1,25,2,4,157,72,9.2
Blake Fann,176012,LB,N TEXAS,1,0,0,,0,0,251,0,0,,60.0,60.0,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
Rashard Perry,176021,DI,SYRACUSE,5,2,0,,0,0,304,1,0,60.0,67.1,80.0,83.5,45.7,37.1,0,7,0,0,,33.3,2,0,0,0.0,0,1,0,0,0,0,117,117,38,76,0,3,0,0,75,42,0,2,2,0,0,8,0,0,0,
Berry Buxton III,176038,S,SYRACUSE,11,7,1,75.0,1,0,304,0,0,56.6,49.8,82.8,50.2,39.2,68.0,0,3,0,0,38.0,13.6,3,0,1,142.2,6,0,0,123,2,139,259,15,0,0,15,0,105,244,12,108,14,2,12,0,8,3,2,73,36,12.2
Zyian Moultrie-Goddard,176040,LB,SYRACUSE,8,2,0,33.3,0,0,304,0,0,62.0,64.4,79.0,59.8,64.6,52.5,0,1,0,0,23.0,16.7,2,0,0,61.8,1,0,0,68,0,25,81,7,0,0,7,0,0,74,7,49,6,5,8,1,3,1,0,23,2,23.0
Brandon Taylor,176041,S,TEMPLE,2,0,0,,0,0,306,0,0,,60.0,60.0,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,
Chris Marable Jr.,176052,DI,BOSTON COL,12,2,2,,0,0,121,0,0,62.4,59.7,64.3,58.7,59.1,74.2,0,6,0,0,,4.8,1,0,1,0.0,0,1,0,2,0,1,446,443,49,289,16,89,0,3,220,225,0,14,18,0,0,7,0,0,0,
Ka'Shawn Thomas,176053,DI,WAKE,3,0,0,,0,0,339,0,0,,54.3,73.3,61.5,51.8,,0,1,0,0,,,0,0,0,0.0,0,0,0,0,0,0,18,18,4,13,0,1,0,0,9,9,0,0,0,0,0,1,0,0,0,
Juju Tackie,176055,S,WAKE,3,0,0,100.0,0,0,339,0,0,61.2,64.2,75.3,,67.4,81.7,0,0,0,0,4.0,0.0,0,0,0,83.3,1,0,0,5,0,20,35,0,0,0,0,0,28,35,0,15,2,0,3,0,1,0,0,4,0,4.0
Brooks Yurachek,176057,LB,APP STATE,1,0,0,,0,0,108,0,0,,74.5,63.9,,61.2,73.2,0,0,0,0,,,0,0,0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
Kerrington Lee,176058,ED,WAKE,3,0,0,,0,0,339,0,0,60.5,48.7,76.3,62.0,43.9,31.8,0,1,0,0,,50.0,1,0,0,0.0,0,0,0,0,0,2,25,25,0,0,21,4,0,0,8,15,0,0,1,0,0,1,0,0,0,
Tyler Walton,176059,ED,WAKE,12,6,1,,0,0,339,0,0,68.1,68.9,82.7,63.7,66.4,81.4,2,5,0,0,,0.0,0,0,0,0.0,0,0,0,1,0,0,165,164,0,4,114,46,0,1,88,77,0,3,6,0,0,7,0,0,0,
Aiden Hall,176060,LB,WAKE,12,19,0,78.8,0,0,339,1,0,60.4,69.4,20.3,63.3,79.5,83.6,1,10,0,0,20.0,8.5,7,0,2,95.1,26,0,0,446,0,281,583,32,0,0,32,0,1,551,42,260,103,34,56,7,33,11,0,225,160,8.7
Davaughn Patterson,176061,S,WAKE,12,18,1,70.1,1,1,339,0,0,74.9,74.0,87.2,57.8,72.8,73.5,0,5,0,0,37.0,11.7,9,4,2,97.3,47,0,0,201,2,406,753,18,0,0,18,0,32,735,30,317,499,21,50,4,67,5,2,431,321,9.2
Rushaun Tongue,176062,S,WAKE,2,1,0,0.0,0,0,339,0,0,65.9,64.8,79.4,,59.3,56.2,0,0,0,0,,20.0,1,1,0,39.6,0,0,0,2,1,47,89,0,0,0,0,0,76,89,0,42,10,0,3,0,1,0,0,0,0,
Travon West,176063,CB,WAKE,12,9,0,60.7,1,0,339,0,0,67.4,65.0,0.0,,62.1,68.1,0,0,0,0,47.0,7.7,2,1,3,98.5,17,0,0,30,304,184,342,0,0,0,0,0,2,342,0,158,4,5,15,0,28,0,2,148,40,8.7
Antonio Robinson,176064,CB,FAU,3,0,0,,0,0,165,0,0,,61.1,66.1,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,4,2,0,6,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,
Darin Conley,176088,DI,BALL ST,12,6,1,,0,0,117,0,0,63.1,75.7,67.0,83.1,64.2,68.3,3,20,0,0,,8.3,2,0,1,0.0,0,2,0,2,0,0,533,531,7,434,30,60,0,2,289,244,0,14,16,4,0,25,0,0,0,
Grant Karczewski,176090,DI,VA TECH,1,0,0,,0,0,337,0,0,,60.0,64.7,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
Derek Fields,176099,S,BALL ST,11,5,0,61.5,0,0,117,0,0,52.7,56.3,86.9,57.6,64.8,61.4,0,0,0,0,52.0,17.8,8,2,0,92.0,16,0,0,161,4,223,442,4,0,0,4,0,31,438,2,217,242,13,32,1,26,0,0,241,103,15.1
Bryson Hammer,176105,WR,TOLEDO,1,0,0,,0,0,316,0,0,,60.0,60.0,,60.0,,0,0,0,0,,,0,0,1,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
Mohammed Hazime,176106,ED,KENT STATE,10,0,0,,0,0,201,0,0,60.0,52.7,78.5,56.4,51.7,75.4,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,1,54,54,0,0,52,2,0,0,8,45,0,2,3,0,0,0,0,0,0,
Dylan Hohler,176110,S,TOLEDO,6,0,1,50.0,0,0,316,0,0,73.1,76.1,75.9,67.9,70.3,27.9,0,1,0,1,4.0,50.0,3,0,0,16.7,2,0,0,35,0,38,71,0,0,0,0,0,27,71,0,33,8,0,3,0,4,1,0,6,10,3.0
Tommy Huss,176111,ED,TOLEDO,2,0,0,,0,0,316,0,0,,61.7,71.9,61.1,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,9,9,0,0,9,0,0,0,8,1,0,0,0,0,0,0,0,0,0,
Khari Johnson,176113,LB,C MICHIGAN,1,0,0,100.0,0,0,134,0,0,44.2,27.8,67.2,,,,0,0,0,0,15.0,,0,0,0,118.8,1,0,0,3,0,3,3,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,15,11,15.0
Joey Pope,176126,S,W MICHIGAN,11,15,0,63.2,0,0,347,0,0,60.1,62.5,84.9,70.2,64.1,54.2,0,0,0,2,28.0,20.0,11,1,0,47.1,12,1,0,182,1,215,378,2,0,0,2,0,152,376,2,161,41,9,29,2,19,1,0,146,41,12.2
Eric Williams,176140,S,TOLEDO,2,0,0,,0,0,316,0,0,,60.7,68.0,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,2,0,0,5,0,0,0,0,0,2,5,0,5,0,0,0,0,0,0,0,0,0,
Kamari Burns,176143,DI,CINCINNATI,11,3,0,,0,0,138,0,0,60.0,68.6,83.2,66.6,65.8,63.4,0,1,0,0,,18.2,2,0,0,0.0,0,1,0,0,0,0,174,174,135,33,2,4,0,0,85,89,0,4,6,0,0,2,0,0,0,
Jayden Davis,176145,S,GA SOUTHRN,1,3,0,100.0,0,0,174,0,0,63.4,57.0,0.0,60.0,57.0,85.8,0,0,0,0,17.0,0.0,0,0,1,118.8,1,0,0,26,0,21,52,0,0,0,0,0,20,52,1,30,6,0,6,0,1,0,0,17,14,17.0
Tausili Akana,176171,ED,BYU,12,1,0,100.0,0,0,128,0,0,62.5,67.1,85.1,63.7,70.0,52.0,5,6,0,0,5.0,20.0,3,0,1,87.5,2,1,0,2,0,35,152,150,1,5,140,4,0,2,90,27,0,10,11,3,2,12,0,10,11,5.0
S'Maje Burrell,176174,LB,N TEXAS,5,2,0,100.0,0,0,251,0,0,40.7,31.3,77.9,52.9,36.0,78.7,0,0,0,0,15.0,0.0,0,0,0,118.8,1,0,0,35,0,18,45,9,0,0,9,0,0,36,8,19,1,2,2,0,1,0,0,15,0,15.0
Jelani McDonald,176180,S,TEXAS,12,17,0,51.4,1,0,311,1,0,70.2,73.1,0.0,66.8,82.9,91.2,0,2,0,3,33.0,4.9,4,2,4,41.4,19,0,0,159,8,382,654,14,0,0,14,0,313,640,3,269,160,17,60,4,37,2,1,189,129,9.9
Warren Roberson,176184,CB,TEXAS,10,1,0,55.6,0,0,311,0,0,72.2,71.6,0.0,60.0,72.4,67.9,0,0,0,0,12.0,10.0,1,0,2,65.0,5,0,0,5,125,88,134,1,0,0,1,0,2,133,1,45,1,4,8,0,9,0,0,36,26,7.2
Brady Sarkisian,176185,LB,TEXAS,1,0,0,,0,0,311,0,0,43.7,46.8,70.0,59.6,65.7,73.2,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,10,0,8,10,0,0,0,0,0,0,10,1,1,0,1,1,1,0,0,0,0,0,
Billy Walton III,176188,ED,SMU,7,1,0,0.0,0,0,287,0,0,60.8,60.3,80.7,62.3,55.1,45.3,1,0,0,0,,50.0,1,0,0,39.6,0,1,0,1,0,2,63,62,0,1,61,0,0,1,39,22,0,1,0,0,1,2,0,0,0,
Derek Williams Jr.,176189,S,TEXAS,11,9,0,84.6,0,0,311,0,0,57.9,57.2,81.9,,54.0,64.6,0,0,0,0,23.0,13.8,4,1,0,152.7,11,0,0,52,2,134,204,1,0,0,1,0,112,203,0,70,37,1,16,0,13,0,2,145,76,13.2
Quentin Hatch,176193,LB,UCF,1,0,0,,0,0,323,0,0,,59.8,65.7,59.4,,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
Jayden Bell,176197,CB,W VIRGINIA,1,0,0,,0,0,343,0,0,,60.1,60.0,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
