player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,fumble_recovery_touchdowns,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interception_touchdowns,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,safeties,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,tackles_for_loss,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Mason White,43872,S,OREGON ST,11,5,0,80.0,0,1,265,0,0,81.1,69.2,81.8,68.1,43.3,73.7,0,0,0,0,18.0,11.1,3,2,0,92.5,4,0,0,91,3,83,194,0,0,0,0,0,55,194,4,107,44,6,19,1,5,0,0,31,18,7.8
James Camden,53418,LB,W MICHIGAN,12,18,0,72.2,0,2,347,0,0,78.5,82.3,83.9,76.5,76.3,65.1,1,8,0,0,24.0,14.3,12,0,0,110.2,13,4,0,486,1,222,557,18,0,0,18,0,0,539,63,272,52,35,54,2,18,13,1,127,82,9.8
Iesa Jarmon,53981,CB,AKRON,1,0,0,100.0,0,0,102,0,0,43.4,43.4,71.0,,60.0,,0,0,0,0,37.0,,0,0,0,158.3,2,0,0,1,11,8,12,0,0,0,0,0,0,12,0,4,0,0,0,0,2,0,2,49,21,24.5
Malik Denkins,55516,ED,C MICHIGAN,7,3,0,,0,0,134,0,0,61.2,61.6,78.9,56.2,59.2,77.9,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,63,63,5,0,51,7,0,0,26,37,0,3,3,0,0,0,0,0,0,
Shaun Myers,62235,LB,COLORADO,12,7,0,72.7,0,0,143,1,0,74.1,70.1,29.0,52.4,69.1,54.8,0,3,0,0,33.0,17.5,7,1,1,125.0,8,0,0,275,2,95,318,21,0,0,21,0,0,297,33,190,19,19,26,4,11,3,2,60,45,7.5
Will Whitson,64470,ED,MISS STATE,2,2,0,,0,0,227,0,0,,81.1,76.9,74.8,75.4,78.8,0,4,0,0,,0.0,0,0,0,0.0,0,2,0,0,0,0,46,46,0,2,29,15,0,0,28,18,0,5,3,3,0,6,0,0,0,
Mister Williams,70521,LB,S DIEGO ST,12,20,0,65.4,0,0,284,0,0,54.0,70.0,83.8,72.1,80.7,75.9,2,5,0,0,35.0,7.9,5,1,0,99.5,17,0,0,433,2,267,547,17,0,0,17,0,0,530,34,246,95,25,38,3,26,7,1,188,150,11.1
Ben Florentine,70644,DI,WYOMING,12,9,1,,0,0,351,0,0,57.0,74.8,86.1,69.3,74.5,67.5,5,12,0,0,,8.8,3,0,0,0.0,0,4,0,1,0,3,551,550,62,408,7,73,0,1,266,282,0,21,22,3,0,21,0,0,0,
Korey Foreman,70831,ED,FRESNO ST,12,4,1,66.7,1,0,169,0,0,46.4,67.3,33.8,69.8,71.9,58.7,4,8,0,0,17.0,21.7,5,2,2,103.5,2,4,0,0,0,18,304,304,0,4,297,3,0,0,177,109,0,13,14,2,3,16,0,33,10,16.5
Calvin Pitcher,70877,LB,UAB,12,14,0,77.8,0,0,321,0,0,45.6,60.1,84.7,52.3,70.4,66.1,0,2,0,0,65.0,14.9,7,1,0,155.8,7,1,0,232,0,88,307,51,0,0,50,1,0,256,19,200,24,15,26,0,9,3,1,126,104,18.0
Tate Romney,70946,LB,ARIZONA ST,10,2,0,66.7,0,0,110,0,0,52.1,49.6,0.0,53.4,56.5,50.2,0,0,0,0,30.0,21.4,3,1,1,138.9,4,0,0,77,0,46,101,11,0,0,11,0,2,90,7,48,11,2,9,0,6,0,1,60,31,15.0
Domani Jackson,71370,CB,ALABAMA,13,4,0,77.8,0,0,103,0,0,68.9,68.6,28.0,67.2,66.2,86.0,0,1,0,0,38.0,5.1,2,1,4,116.9,14,0,0,33,371,255,418,7,0,0,7,0,6,411,3,160,1,12,33,2,18,1,1,137,36,9.8
Keanu Tanuvasa,71398,DI,BYU,12,9,1,,0,0,128,0,0,71.7,63.2,43.9,63.5,61.3,54.0,2,16,0,0,,19.2,5,0,2,0.0,0,2,0,2,0,0,453,451,225,201,0,25,0,2,256,197,0,12,12,1,0,20,0,0,0,
Aaron Smith,71596,CB,NEW MEXICO,2,0,0,100.0,0,0,241,0,0,33.3,34.2,76.3,,53.8,41.8,0,0,0,0,19.0,50.0,1,0,0,108.3,5,0,0,2,1,13,25,0,0,0,0,0,1,25,0,12,21,0,1,0,5,0,0,50,13,10.0
DJ Harvey,72089,CB,USC,7,2,0,58.3,0,0,326,0,0,51.4,52.7,78.8,,64.3,40.7,0,0,0,0,75.0,28.6,2,1,1,130.6,7,0,0,3,96,74,104,0,0,0,0,0,1,104,0,30,4,0,3,0,12,0,1,155,59,22.1
Solomone Langi,72318,DI,S JOSE ST,11,9,0,,0,0,285,0,0,60.7,71.4,82.6,66.4,70.5,60.2,2,0,0,0,,10.0,2,0,0,0.0,0,2,0,0,0,1,208,208,103,104,0,1,0,0,72,135,0,9,9,1,0,4,0,0,0,
Raider Damuni,72338,S,BYU,10,9,0,52.9,0,0,128,1,0,69.5,65.9,81.8,60.7,58.2,63.2,0,3,0,1,33.0,15.4,6,2,0,68.8,9,0,0,142,1,191,340,5,0,0,5,0,112,335,6,143,80,13,24,0,17,3,1,112,69,12.4
Justin Flowe,72388,LB,UNLV,9,5,0,66.7,0,0,325,0,0,75.4,75.3,0.0,56.5,81.1,67.7,0,2,0,0,5.0,9.1,1,1,1,70.1,2,0,0,66,0,41,77,5,0,0,5,0,0,72,12,24,5,3,5,0,3,2,0,8,8,4.0
Ian Shewell,72474,DI,ARIZONA ST,2,0,0,,0,0,110,0,0,60.2,65.7,71.6,63.4,60.9,71.3,0,1,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,1,13,13,0,11,0,2,0,0,9,3,0,0,1,0,0,1,0,0,0,
Jadon Pearson,72538,LB,FRESNO ST,12,20,0,84.8,0,0,169,1,0,66.9,63.9,86.6,47.6,63.9,76.3,2,7,0,0,41.0,9.1,9,1,0,97.5,28,0,0,591,4,337,689,48,0,0,48,0,1,641,50,302,43,39,70,6,33,9,0,244,219,8.7
Marco Notarainni,73389,LB,BOISE ST,12,14,0,73.7,0,0,120,1,0,69.2,64.0,55.6,63.3,58.2,52.7,9,20,0,0,36.0,18.7,14,1,1,100.5,14,1,0,601,4,233,654,20,0,0,20,0,0,634,98,323,29,35,47,2,19,30,0,169,119,12.1
Trent Whalen,73609,LB,ARKANSAS,7,0,0,100.0,0,0,111,0,0,54.8,61.6,74.0,64.6,69.8,82.7,1,2,0,0,20.0,0.0,0,0,0,118.8,5,0,0,27,0,19,33,1,0,0,1,0,0,32,3,11,4,4,7,0,5,3,0,66,46,13.2
Gio De Leon,73658,LB,BUFFALO,4,0,0,,0,0,126,0,0,64.2,60.9,74.4,57.7,57.0,73.0,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,16,0,8,22,6,0,0,6,0,0,16,3,11,0,1,1,0,0,0,0,0,0,
Cory Hall,73699,DI,UNLV,3,0,0,,0,0,325,0,0,,53.4,71.7,58.0,55.2,,0,1,0,0,,,0,0,0,0.0,0,0,0,0,0,0,12,12,1,9,0,2,0,0,5,7,0,0,0,0,0,1,0,0,0,
Taariq Al-Uqdah,74119,LB,WASHINGTON,3,1,0,57.1,0,0,340,0,0,63.4,64.1,80.5,68.8,58.5,78.4,0,2,0,0,25.0,6.7,1,0,0,73.5,4,1,0,139,5,80,152,3,0,0,3,0,0,149,16,56,4,9,13,1,7,3,0,40,14,10.0
Ryan Quintanar,74152,LB,USC,2,0,0,100.0,0,0,326,0,0,36.1,28.7,70.8,56.0,41.7,17.7,0,1,0,0,5.0,100.0,2,0,0,87.5,1,0,0,8,0,4,11,1,0,0,1,0,0,10,3,4,2,0,0,0,1,1,0,5,3,5.0
Justin Sinclair,74258,S,HAWAII,9,3,0,57.1,0,2,180,0,0,50.2,56.6,79.7,60.0,69.3,79.8,0,0,0,0,13.0,5.9,1,0,2,74.1,4,0,0,52,0,64,129,2,0,0,2,0,41,127,1,64,33,2,13,0,7,0,0,41,8,10.3
Zion Branch,74395,S,GEORGIA,8,1,0,87.5,0,0,173,0,0,59.0,64.0,82.3,,75.3,74.7,0,0,0,0,20.0,8.7,2,0,2,99.0,7,0,0,51,1,119,196,3,0,0,3,0,118,193,0,77,23,9,20,1,8,0,0,62,26,8.9
Jaymar Mundy,75041,CB,OHIO,5,0,0,60.0,2,0,259,0,0,51.2,48.9,0.0,,58.6,59.0,0,0,0,0,42.0,25.0,1,0,2,143.8,3,0,0,3,55,34,60,0,0,0,0,0,0,60,0,26,1,1,3,0,5,0,1,63,9,21.0
Silas Walters,75263,S,MIAMI OH,10,14,1,55.2,1,0,221,0,0,71.4,70.5,52.3,64.0,68.5,63.3,0,4,0,3,23.0,16.1,10,4,3,73.1,32,0,0,137,2,363,614,24,0,0,24,0,39,590,15,236,412,12,38,1,58,4,4,328,91,10.3
Aneesh Vyas,75285,DI,WYOMING,9,3,0,,0,0,351,0,0,60.0,55.5,83.0,50.5,56.5,64.3,1,1,0,0,,7.7,1,1,0,0.0,0,0,0,0,0,0,266,266,46,172,5,43,0,0,140,126,0,5,9,0,0,2,0,0,0,
Bam Booker,76122,ED,BOWL GREEN,12,5,1,,0,0,122,0,0,61.8,55.6,60.7,53.8,57.1,70.5,0,7,0,0,,6.3,1,0,1,0.0,0,0,0,1,0,0,361,360,12,121,173,54,0,1,187,174,0,6,10,0,0,7,0,0,0,
Solomon Vanhorse,78573,HB,INDIANA,1,0,0,,0,0,190,0,0,,60.0,60.0,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
Moroni Anae,81437,LB,UTAH,6,1,1,,0,0,328,0,0,58.6,81.4,75.9,74.5,85.4,60.7,0,1,0,0,,20.0,1,0,0,0.0,0,0,0,26,0,9,31,5,0,0,5,0,0,26,7,15,0,2,3,0,0,1,0,0,0,
Brendon Harris,83446,S,MIDDLE TN,12,9,0,64.3,0,0,224,0,0,57.7,63.3,86.1,60.5,70.8,73.4,0,0,0,0,56.0,10.3,4,0,0,137.8,9,0,0,144,5,201,422,41,0,0,41,0,138,381,10,211,93,13,26,3,14,0,2,143,81,15.9
Jayden Dunlap,85725,CB,BYU,8,2,0,57.1,0,0,128,0,0,56.4,59.6,78.5,71.4,67.6,58.7,0,0,0,0,35.0,16.7,1,0,0,133.9,4,0,0,10,100,68,115,0,0,0,0,0,0,115,1,46,5,2,3,0,7,0,1,75,24,18.8
Gracen Halton,85774,DI,OKLAHOMA,13,7,1,,0,0,261,1,1,59.6,85.0,64.3,76.9,87.5,65.9,3,22,0,0,,14.3,4,0,1,0.0,0,5,0,1,0,3,422,421,75,287,25,34,0,1,259,160,0,19,17,3,0,30,0,0,0,
Kalib Perry,86267,LB,LOUISVILLE,12,6,1,78.6,0,0,210,0,0,51.8,60.1,84.0,52.3,69.8,58.9,1,4,0,1,33.0,15.4,8,1,0,105.5,22,0,0,275,0,166,357,46,0,0,46,0,0,311,38,153,36,24,38,2,28,5,1,281,135,12.8
Blake Ruffin,86298,S,LOUISVILLE,6,3,0,,0,0,210,0,0,70.5,66.8,76.6,60.0,57.4,63.9,0,0,0,0,,14.3,1,0,0,0.0,0,0,0,11,0,22,52,4,0,0,4,0,16,48,1,29,20,1,3,0,0,0,0,0,0,
Jalil Tucker,86578,CB,OREGON ST,11,3,0,58.7,1,0,265,0,0,55.1,56.8,84.2,63.7,62.1,54.3,1,0,0,1,61.0,21.2,7,2,5,113.0,27,0,0,41,449,270,506,1,0,0,1,0,1,505,6,230,13,4,23,0,46,1,4,464,151,17.2
Jackson Schulz,86773,S,KENTUCKY,5,2,0,,0,0,202,0,0,80.5,78.8,72.1,,67.3,82.6,0,0,0,0,,0.0,0,1,0,0.0,0,0,0,9,0,11,26,0,0,0,0,0,14,26,0,15,1,0,2,0,0,0,0,0,0,
Ceyair Wright,86877,CB,NEBRASKA,12,10,0,56.4,0,0,238,0,0,65.5,67.7,50.0,57.2,75.2,46.8,0,2,0,0,45.0,23.1,9,4,3,83.2,22,1,0,105,158,295,612,17,0,0,17,0,7,595,8,309,323,7,20,1,39,3,1,239,205,10.9
David Reese,90079,ED,SYRACUSE,12,4,2,60.0,0,0,304,2,0,58.4,60.1,52.0,68.3,51.9,74.7,2,17,0,0,24.0,7.4,2,0,2,97.1,3,3,0,17,0,48,495,463,0,7,448,8,0,32,248,199,14,12,21,0,5,22,0,54,42,18.0
Chance Tucker,90524,CB,NOTRE DAME,4,0,0,50.0,0,0,258,0,0,42.7,45.1,74.8,55.4,63.5,,0,0,0,0,6.0,,0,0,0,56.3,2,0,0,1,32,14,36,0,0,0,0,0,0,36,1,21,3,0,0,0,4,0,0,9,0,4.5
Ose Egbase,90529,ED,UNLV,12,6,0,,0,1,325,0,0,67.6,62.8,84.5,68.8,51.5,37.2,0,14,0,0,,22.7,5,0,0,0.0,0,2,0,1,0,3,308,305,17,59,179,50,0,3,183,122,0,8,11,0,0,16,0,0,0,
Tyrice Ivy Jr.,90783,S,OREGON ST,1,4,0,100.0,0,0,265,0,0,57.9,64.0,74.3,59.4,72.3,83.4,0,0,0,0,19.0,0.0,0,0,0,147.9,3,0,0,20,3,16,37,0,0,0,0,0,2,37,1,20,12,0,3,0,3,0,1,30,11,10.0
Solomon Brown,97386,S,BUFFALO,12,10,0,56.0,0,1,126,0,0,70.5,72.9,88.8,58.1,75.2,76.1,0,1,0,1,43.0,10.3,6,4,2,85.4,14,0,0,183,2,335,625,34,0,0,34,0,275,591,6,284,130,15,42,0,25,1,2,160,48,11.4
Marvae Myers,97517,CB,MARSHALL,10,5,0,45.7,0,0,214,0,0,64.0,67.3,84.6,67.8,76.7,66.5,0,0,0,1,69.0,14.7,5,2,6,106.1,16,1,0,78,434,297,535,2,0,0,2,0,17,533,4,234,4,6,24,0,35,1,4,334,146,20.9
Jett Elad,97543,S,RUTGERS,12,15,0,88.2,0,1,278,1,0,65.3,63.1,17.7,67.0,60.3,43.5,2,1,0,2,69.0,19.8,19,2,2,98.8,15,0,0,368,5,341,670,47,0,0,46,1,222,623,22,307,28,15,62,3,17,3,1,276,129,18.4
Mohamed Toure,97751,LB,MIAMI FL,13,17,0,67.3,0,0,220,0,0,39.1,57.6,84.1,71.7,71.8,52.7,0,10,0,0,36.0,18.6,16,3,0,97.7,33,1,0,418,0,275,528,17,0,0,17,0,0,511,46,207,91,28,53,1,49,11,2,304,192,9.2
Zaylin Wood,97761,DI,VANDERBILT,12,7,1,,0,0,333,0,0,58.8,66.5,85.7,67.1,61.9,52.2,3,14,0,1,,19.0,4,0,0,0.0,0,5,0,5,0,6,411,406,74,174,123,35,0,5,271,134,0,14,10,0,0,22,0,0,0,
Mark Davis,97886,CB,VANDERBILT,11,2,0,60.0,0,1,333,0,0,81.5,77.5,82.5,59.3,46.8,45.0,0,0,0,0,32.0,26.7,8,3,0,76.3,12,0,0,5,227,163,246,1,0,0,1,0,0,245,1,82,13,9,20,2,20,0,0,116,33,9.7
Shammond Cooper,97918,LB,AKRON,11,14,0,77.8,0,0,102,0,0,49.6,69.1,86.4,66.5,81.6,81.9,1,4,0,0,38.0,6.3,4,0,0,126.2,21,1,0,449,3,238,515,16,0,0,16,0,0,499,30,247,47,29,45,3,27,6,2,226,174,10.8
Anthonie Cooper,97970,DI,ARIZONA ST,11,1,0,,0,0,110,0,0,63.6,55.9,79.6,52.8,56.7,76.6,2,4,0,1,,0.0,0,0,0,0.0,0,2,0,1,0,1,167,166,0,74,12,80,0,1,134,32,0,4,2,0,0,8,0,0,0,
Jalar Holley,97977,DI,CHARLOTTE,12,0,0,,0,0,136,0,0,,56.9,82.2,57.7,55.6,77.1,1,3,0,0,,0.0,0,0,0,0.0,0,1,0,0,0,0,241,241,29,203,0,9,0,0,108,133,0,6,7,0,0,5,0,0,0,
Richie Hagarty,98121,ED,NWESTERN,8,3,0,100.0,0,0,256,0,0,52.7,59.0,46.1,61.7,60.7,80.7,1,4,0,0,10.0,0.0,0,0,1,108.3,1,1,0,0,0,9,206,206,0,10,163,33,0,0,101,96,0,5,7,1,1,6,0,10,1,10.0
Myles Farmer,98122,S,APP STATE,5,1,0,100.0,0,0,108,0,0,52.6,58.2,0.0,59.8,71.6,66.8,0,0,0,0,22.0,16.7,1,0,1,118.8,1,0,0,12,2,5,34,9,0,0,9,0,5,25,1,28,6,2,4,2,1,0,0,22,9,22.0
Immanuel Hickman Sr.,98192,DI,VA TECH,12,8,0,,0,1,337,0,0,70.2,72.6,45.6,55.8,78.8,79.1,1,1,0,0,,0.0,0,0,1,0.0,0,0,0,1,0,0,210,209,84,122,0,3,0,1,90,120,0,5,6,0,0,2,0,0,0,
Quindarius Dunnigan,98193,ED,MICH STATE,12,11,0,100.0,0,1,223,0,0,69.3,69.9,59.2,63.0,70.7,72.2,6,10,0,0,6.0,10.0,3,0,1,91.7,1,5,0,1,0,3,306,304,2,23,259,20,0,2,176,127,0,14,16,3,1,21,0,6,1,6.0
Zukudo Igwenagu,98305,ED,UMASS,11,3,1,,0,0,216,0,0,,59.8,49.3,61.1,59.7,32.1,1,3,0,0,,26.3,5,0,1,0.0,0,0,0,0,0,0,240,240,0,2,149,89,0,0,79,161,0,10,11,0,0,4,0,0,0,
Jalen Catalon,98867,S,MISSOURI,12,11,0,76.9,0,0,229,0,0,74.8,75.3,83.4,57.8,75.4,79.1,0,3,0,0,25.0,12.5,5,0,0,93.1,10,0,0,123,1,188,342,6,0,0,6,0,168,336,9,145,44,11,24,0,13,3,0,84,46,8.4
Taurean Carter II,98934,DI,COLORADO,6,1,0,,0,0,143,0,0,,65.5,76.8,53.6,69.5,75.3,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,66,65,1,60,0,4,0,1,25,41,0,1,3,0,0,0,0,0,0,
Isaiah Gibson Sr.,98952,DI,SO MISS,12,6,1,,0,0,296,0,0,55.7,49.4,67.9,57.3,47.1,29.7,0,7,0,0,,25.0,5,0,1,0.0,0,0,0,7,0,2,487,480,193,280,2,5,0,7,239,246,0,7,9,0,0,7,0,0,0,
Brandon Mack II,99105,ED,HOUSTON,12,11,0,81.8,0,2,182,0,0,66.7,69.6,52.5,62.3,74.9,48.7,4,8,0,0,22.0,22.5,9,0,2,91.7,9,5,0,5,0,59,499,467,0,1,466,0,0,32,225,215,27,20,20,1,11,17,0,66,30,7.3
Will Jones II,99276,S,N TEXAS,12,12,0,56.7,0,1,251,2,0,68.6,66.9,87.6,57.5,62.8,62.0,1,1,0,2,42.0,17.5,14,1,1,72.9,17,0,0,411,5,324,747,21,0,0,21,0,224,726,15,408,86,13,54,2,30,2,2,210,102,12.4
Logan Wilson,99280,CB,CINCINNATI,11,9,0,56.8,0,2,138,2,0,74.1,72.5,5.8,,70.7,65.5,0,0,0,0,69.0,13.0,6,6,3,104.4,21,0,0,65,471,301,547,7,0,0,7,0,0,540,0,246,4,9,31,2,37,0,2,329,88,15.7
Isheem Young,99281,S,MEMPHIS,7,0,0,50.0,0,0,218,0,0,65.1,64.9,84.7,60.0,55.6,37.2,0,0,0,0,15.0,33.3,1,0,0,75.0,1,0,0,32,0,50,81,2,0,0,2,0,29,79,1,30,17,1,2,0,2,0,0,15,10,15.0
Virdel Edwards II,99286,CB,HAWAII,11,2,0,76.2,0,0,180,0,0,70.6,70.4,31.3,,69.6,68.7,0,0,0,0,52.0,7.4,2,2,3,133.4,16,0,0,37,410,268,457,0,0,0,0,0,0,457,0,189,10,7,23,1,21,0,1,262,81,16.4
Deshawn McCuin,99502,CB,S DIEGO ST,10,2,0,64.7,0,0,284,0,0,72.5,69.2,81.4,57.5,53.3,40.0,0,0,0,1,32.0,26.7,4,1,0,59.4,11,0,0,21,134,114,199,3,0,0,3,0,28,196,2,83,13,6,9,1,17,0,0,114,43,10.4
Nate Temple,99726,ED,PITTSBURGH,11,2,0,,1,0,268,0,0,53.6,53.2,40.8,48.8,64.1,42.6,3,1,0,0,,18.2,2,0,1,0.0,0,0,0,2,0,2,170,168,0,1,165,2,0,2,90,78,0,5,7,1,0,4,0,0,0,
Cecil Powell,99735,S,SM HOUSTON,11,6,0,64.1,1,1,281,1,0,74.6,77.4,21.5,68.8,85.9,74.2,1,5,0,1,48.0,9.3,5,2,5,79.5,25,1,0,108,5,274,535,104,0,0,104,0,7,431,29,232,311,18,43,5,39,7,1,245,166,9.8
Jordan Huff,99745,S,GA STATE,12,11,0,71.4,0,0,175,0,0,63.1,61.0,83.6,57.9,56.5,51.8,0,2,0,1,27.0,20.7,12,2,0,61.3,10,0,0,242,2,222,470,1,0,0,1,0,162,469,4,244,63,9,35,1,14,2,0,99,46,9.9
Antonio Clary,99757,S,VIRGINIA,9,5,0,85.7,0,0,335,0,0,69.4,66.5,0.0,59.9,64.5,81.3,1,0,0,2,19.0,5.6,1,0,1,67.0,6,0,0,81,0,100,174,0,0,0,0,0,71,174,1,73,22,2,12,0,7,1,0,67,36,11.2
Kenan Johnson,99761,CB,VIRGINIA,1,0,0,,0,0,335,0,0,61.9,50.1,68.8,,49.2,21.4,0,0,0,0,,100.0,1,0,0,0.0,0,0,0,0,5,2,5,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,
Rico Watson III,99809,ED,USF,12,6,0,84.2,0,0,327,0,0,40.6,61.9,11.4,69.9,78.1,54.5,1,8,0,1,24.0,19.6,9,0,4,77.6,16,2,0,98,2,148,493,338,0,3,325,10,1,155,146,199,54,21,31,4,19,11,0,150,104,9.4
Ben Smiley,99845,ED,UCONN,10,3,0,100.0,0,0,146,0,0,57.9,57.7,84.5,57.7,58.0,34.0,2,9,0,0,5.0,29.6,8,0,0,127.1,1,0,0,3,0,12,322,318,0,18,207,93,0,4,160,150,0,13,16,3,1,11,1,5,7,5.0
Blaine Spires,100324,ED,PITTSBURGH,8,3,0,,0,0,268,0,0,52.4,74.3,86.3,69.8,76.0,56.3,2,11,0,0,,18.8,3,0,0,0.0,0,2,0,0,0,5,236,236,0,4,224,8,0,0,129,102,0,11,10,2,0,15,0,0,0,
Siale Taupaki,100432,DI,UCLA,12,3,0,,0,0,324,1,0,60.0,63.0,53.3,61.9,64.6,50.0,2,6,0,0,,18.8,3,0,1,0.0,0,1,0,1,0,0,290,289,32,228,2,27,0,1,136,154,0,8,10,1,0,9,0,0,0,
Stephon Wright,100437,DI,UCONN,12,10,1,50.0,0,0,146,0,0,52.7,67.2,83.0,65.5,71.8,41.8,1,10,0,0,19.0,23.3,7,0,0,122.9,1,1,0,0,0,9,342,342,3,181,46,112,0,0,157,176,0,11,13,1,2,12,1,19,7,19.0
De'Jon Benton,100445,DI,HAWAII,11,9,0,,0,1,180,0,0,62.8,79.7,0.0,90.0,70.1,39.0,7,27,0,0,,28.2,11,0,6,0.0,0,7,1,2,0,2,496,494,33,281,109,71,0,2,293,201,0,21,19,4,0,41,0,0,0,
Levani Damuni,100457,LB,UTAH,12,10,1,57.1,0,0,328,1,0,63.3,76.5,82.5,64.4,82.6,85.9,2,7,0,0,11.0,2.9,1,0,0,69.9,4,2,0,250,2,101,293,30,0,0,28,2,0,263,52,140,11,14,23,3,7,11,0,34,38,8.5
Sitiveni Havili Kaufusi,100595,ED,OKLA STATE,12,4,0,,0,0,262,0,0,67.2,63.2,49.3,58.2,64.8,58.2,0,6,0,0,,21.1,4,1,1,0.0,0,2,0,1,0,0,246,245,10,92,69,74,0,1,133,113,0,11,11,1,0,8,0,0,0,
Naki Fahina,101179,DI,UTAH ST,5,1,0,,0,0,329,0,0,61.3,62.7,81.4,58.4,63.2,76.2,0,1,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,1,127,127,98,24,0,5,0,0,69,57,0,4,5,1,0,1,0,0,0,
Javin Wright,101373,LB,NEBRASKA,11,21,0,58.1,0,0,238,0,0,74.2,80.3,84.2,64.9,82.8,74.9,0,3,0,1,20.0,10.3,9,1,0,65.4,18,2,0,419,6,232,515,33,0,0,33,0,1,482,29,254,55,28,57,6,31,5,1,131,92,7.3
Smith Vilbert,101408,ED,N CAROLINA,12,10,2,,0,1,245,2,0,71.4,64.3,53.1,58.8,67.5,44.0,1,18,0,0,,25.0,9,0,2,0.0,0,2,0,1,0,2,534,531,0,58,352,121,0,3,274,258,0,14,17,4,0,21,0,0,0,
Jalen Hunt,101456,ED,CINCINNATI,12,3,0,,0,0,138,0,0,60.0,76.1,84.8,58.7,86.7,75.9,3,16,0,0,,10.5,2,0,0,0.0,0,3,0,2,0,0,498,496,8,107,117,264,0,2,268,230,0,14,14,4,0,22,0,0,0,
Joey Velazquez,101480,LB,OHIO STATE,1,0,0,,0,0,260,0,0,,64.4,67.2,,62.4,,0,0,0,0,,,0,0,0,0.0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,
Derik LeCaptain,101506,LB,MINNESOTA,3,1,0,,0,0,225,0,0,63.2,60.7,74.5,56.6,59.5,75.7,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,10,0,3,23,10,0,0,10,0,0,13,5,15,3,1,1,0,0,0,0,0,0,
Tate Hallock,101668,S,W MICHIGAN,12,13,0,58.1,0,1,347,1,0,80.8,78.1,86.7,54.0,75.4,70.6,0,5,1,2,48.0,13.2,9,2,0,46.8,18,1,0,260,2,324,653,21,0,0,21,0,203,632,26,303,167,23,46,2,31,6,0,173,109,9.6
Marlon Jones,101808,CB,VANDERBILT,7,1,0,76.9,0,0,333,0,0,58.4,55.5,79.7,57.7,36.4,84.5,0,0,0,0,15.0,0.0,0,0,0,116.8,10,0,0,3,93,87,122,0,0,0,0,0,0,122,1,34,26,0,8,0,13,0,1,78,27,7.8
Rushawn Lawrence,101911,DI,MINNESOTA,12,4,0,,0,0,225,0,0,60.8,59.3,82.5,58.8,57.9,60.9,0,6,0,0,,13.6,3,0,0,0.0,0,3,0,0,0,0,273,273,32,208,18,15,0,0,160,113,0,12,15,2,0,9,0,0,0,
Brendan Harrington,102848,LB,GA SOUTHRN,12,20,2,87.5,0,0,174,0,0,74.6,61.7,86.6,59.8,50.4,58.2,0,8,0,1,26.0,15.5,16,1,0,75.9,28,0,0,620,1,349,773,51,0,0,51,0,0,722,47,377,100,37,67,2,32,8,0,171,124,6.1
Logan Lutui,103655,ED,BYU,12,11,1,50.0,0,0,128,0,0,76.1,70.8,29.3,60.4,74.1,61.5,2,7,0,1,18.0,14.9,7,2,3,19.3,4,1,0,4,0,49,443,434,0,27,371,36,0,9,158,236,5,22,29,2,8,10,0,29,13,7.3
Marcus Bellon,104082,WR,NEVADA,1,0,0,,0,0,239,0,0,,60.0,60.0,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
Noah Holmes,104560,LB,E CAROLINA,9,1,0,,0,0,156,0,0,70.8,73.3,74.4,65.4,70.3,65.7,0,3,0,0,,15.4,2,0,0,0.0,0,0,0,65,0,27,80,3,0,0,3,0,2,77,8,45,9,7,10,0,0,3,0,0,0,
Jalen Bell,106404,DI,MEMPHIS,12,8,0,,0,0,218,0,0,63.1,77.1,84.7,60.7,84.6,53.6,5,13,0,1,,17.1,7,0,0,0.0,0,1,0,1,0,1,505,503,14,237,94,158,0,2,278,226,0,20,26,4,0,19,0,0,0,
