player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,epa,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,positive_epa_percent,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Harold Mack,198380,WR,E MICHIGAN,6,12.6,7,69.0,66.7,6,9,0,9.1,2,0.12,13,160,0,63.6,71.3,69.4,,73.0,0.0,0,3,51,0.0,0,167,1,45.1,20,91.6,153,98.8,165,90.8,29,2,1.2,2,333,91,4.6,16.7,2.18
Grayson Barnes,171301,TE,W VIRGINIA,12,10.1,3,72.4,50.0,3,6,0,4.5,1,-0.14,10,343,1,75.2,26.8,50.6,37.6,59.4,49.8,126,1,34,29.6,75,253,1,37.9,21,69.2,175,44.7,113,103.8,29,2,4.0,10,228,73,3.5,10.9,1.3
Tychaun Chapman,162741,WR,SO MISS,12,17.8,4,72.4,50.0,2,4,0,12.5,3,0.26,12,296,0,54.9,70.9,66.4,,67.4,0.0,0,1,50,0.0,0,170,0,42.0,21,95.3,162,88.2,150,123.1,29,2,11.2,19,393,124,5.9,18.7,2.43
Colbie Young,162739,WR,GEORGIA,7,11.6,10,79.3,50.0,1,2,0,8.0,2,0.26,17,173,0,67.6,70.9,74.9,,75.3,0.0,0,1,45,0.0,0,160,1,51.0,23,91.9,147,7.5,12,112.1,29,1,92.5,148,336,153,6.7,14.6,2.29
Broc Lane,128386,TE,UTAH ST,11,13.0,2,65.5,100.0,2,2,0,9.5,2,0.13,7,329,0,62.9,70.1,53.5,57.6,55.3,43.3,117,0,52,17.4,47,270,4,44.4,19,76.7,207,52.6,142,111.0,29,2,4.1,11,218,38,2.0,11.5,1.05
Terry Bussey,191251,WR,TEXAS A&M,13,8.8,5,62.1,66.7,2,3,0,21.7,5,0.24,11,312,0,31.4,78.6,52.8,,53.5,0.0,0,4,34,0.0,0,229,1,50.9,18,93.9,215,16.2,37,53.7,29,1,83.8,192,195,99,5.5,10.8,0.91
Elija Lofton,183234,TE,MIAMI FL,13,5.0,5,75.9,50.0,1,2,0,8.3,2,0.26,10,220,0,65.7,72.0,62.9,67.3,62.5,54.1,118,1,29,19.3,42,218,3,48.3,22,77.1,168,33.5,73,114.6,29,3,5.0,11,203,127,5.8,9.2,1.21
Nick Cenacle,169053,WR,HAWAII,7,7.4,0,69.0,100.0,3,3,0,16.7,4,0.22,11,180,0,44.0,70.2,50.8,,52.5,0.0,0,1,26,0.0,0,221,2,46.3,20,96.8,214,93.2,206,80.2,29,1,6.8,15,164,34,1.7,8.2,0.77
Nicholas Singleton,164188,HB,PENN STATE,12,0.2,7,82.8,50.0,1,2,0,4.0,1,0.24,9,266,0,77.4,89.1,77.6,53.2,75.5,3.3,6,0,50,19.1,35,183,0,49.4,24,78.7,144,14.8,27,109.6,29,1,4.9,9,219,243,10.1,9.1,1.52
Bailey Stockton,175368,WR,GA TECH,10,7.4,3,71.4,100.0,1,1,0,4.8,1,0.06,11,176,0,74.4,81.8,67.6,,67.8,0.0,0,2,33,0.0,0,116,2,49.1,20,93.1,108,93.1,108,65.0,28,0,6.0,7,223,118,5.9,11.2,2.06
Jacob Harris,173370,TE,BOWL GREEN,12,8.3,2,67.9,85.7,6,7,0,0.0,0,-0.17,10,122,0,85.5,70.1,74.1,61.8,75.4,59.1,101,1,38,11.1,19,171,1,43.0,19,85.4,146,33.9,58,110.4,28,5,7.0,12,182,52,2.7,9.6,1.25
Gary Bryant Jr.,131819,WR,OREGON,10,4.6,3,89.3,66.7,2,3,0,0.0,0,0.25,13,264,1,88.0,39.0,61.9,66.7,61.3,0.0,0,1,49,0.5,1,187,1,49.2,25,94.1,176,71.1,133,135.6,28,4,28.3,53,297,186,7.4,11.9,1.69
Tim Grear Jr.,173507,WR,AKRON,11,13.3,1,50.0,50.0,4,8,0,6.7,1,0.03,9,102,0,68.7,69.0,65.9,,65.7,0.0,0,0,37,0.0,0,136,1,41.5,14,95.6,130,5.1,7,82.1,28,1,94.9,129,178,46,3.3,12.7,1.37
Eddie Freauff,191213,WR,OREGON ST,12,11.6,3,42.9,50.0,3,6,0,14.3,2,-0.16,6,265,0,51.7,68.5,57.0,,55.6,0.0,0,2,30,0.0,0,178,0,44.4,12,94.9,169,11.2,20,41.4,28,1,88.8,158,144,51,4.3,12.0,0.85
Nick Laboy,148767,WR,DELAWARE,12,17.5,4,35.7,44.4,4,9,0,16.7,2,0.03,7,151,0,47.7,68.4,59.8,,58.7,0.0,0,0,35,0.0,0,156,0,42.1,10,92.9,145,9.6,15,79.8,28,2,90.4,141,162,37,3.7,16.2,1.12
Jackson Holman,171851,WR,WYOMING,11,11.0,3,46.4,14.3,1,7,0,0.0,0,-0.28,4,351,0,82.7,68.7,55.6,61.0,54.2,0.7,1,4,44,0.7,1,145,0,36.4,13,95.9,139,14.5,21,22.8,28,0,84.8,123,145,40,3.1,11.2,1.04
Trey Leckner,176682,TE,WASH STATE,12,4.5,3,78.6,50.0,1,2,1,0.0,0,-0.07,9,341,1,86.7,27.3,59.2,55.5,70.3,72.9,129,2,19,25.4,45,177,8,43.3,22,68.9,122,18.1,32,92.7,28,3,4.5,8,135,83,3.8,6.1,1.11
Marshaun Brown,175717,WR,NEVADA,10,12.9,1,57.1,44.4,4,9,0,5.9,1,-0.14,11,239,0,71.9,69.7,64.1,63.9,61.7,0.0,0,1,22,0.5,1,188,0,40.4,16,94.1,177,32.4,61,71.1,28,1,67.6,127,164,21,1.3,10.3,0.93
Dawson Pough,207820,WR,BOSTON COL,11,12.2,4,46.4,33.3,2,6,0,13.3,2,-0.07,6,121,0,57.6,69.2,53.4,,53.0,0.0,0,1,52,0.0,0,264,1,40.2,13,97.0,256,26.5,70,67.1,28,1,73.5,194,197,80,6.2,15.2,0.77
Shamar Porter,175159,WR,UCONN,12,9.6,2,64.3,0.0,0,5,1,14.3,3,0.3,10,146,0,50.6,69.9,51.4,63.9,54.0,0.0,0,0,56,0.4,1,233,4,52.7,18,94.8,221,11.6,27,104.2,28,1,88.4,206,246,134,7.4,13.7,1.11
Jayden Sellers,199954,WR,S CAROLINA,6,7.0,9,78.6,33.3,1,3,0,0.0,0,0.04,9,289,0,76.1,72.4,70.6,,71.0,1.4,2,0,75,0.0,0,144,0,44.0,22,92.4,133,83.3,120,128.7,28,1,14.6,21,337,209,9.5,15.3,2.53
Nate Kurisky,156319,TE,LOUISVILLE,10,6.0,0,71.4,60.0,3,5,1,4.8,1,0.04,8,210,0,74.4,70.2,60.7,60.9,64.6,43.4,86,1,37,20.2,40,198,5,45.3,20,76.8,152,37.4,74,93.9,28,2,2.5,5,157,59,3.0,7.9,1.03
Elijah Sessoms,164548,TE,DELAWARE,12,7.4,0,78.6,57.1,4,7,0,8.3,2,0.14,10,151,1,66.8,27.7,50.3,62.2,49.9,52.8,200,0,21,23.2,88,379,0,50.4,22,72.3,274,41.7,158,118.8,28,2,4.2,16,190,61,2.8,8.6,0.69
Miles Burris,184261,WR,CHARLOTTE,12,12.0,2,46.4,66.7,2,3,0,0.0,0,-0.26,6,136,0,82.7,68.7,55.6,61.0,54.6,0.5,1,3,18,0.5,1,208,1,36.3,13,92.3,192,10.1,21,20.4,28,0,89.4,186,129,38,2.9,9.9,0.67
Jamari Johnson,174706,TE,OREGON,13,6.8,5,85.7,100.0,1,1,0,4.0,1,0.35,16,264,0,77.2,70.9,75.4,69.0,82.4,49.3,107,1,56,26.7,58,217,5,48.0,24,70.5,153,38.2,83,127.7,28,2,9.2,20,361,218,9.1,15.0,2.36
Quintrevion Wisner,176190,HB,TEXAS,9,0.6,8,81.5,0.0,0,1,0,12.0,3,0.21,7,311,0,58.6,89.8,77.3,68.1,58.2,0.0,0,0,19,21.5,53,247,0,43.3,22,74.5,184,3.6,9,101.5,27,1,3.6,9,146,154,7.0,6.6,0.79
Carson Hansen,174669,HB,IOWA STATE,11,-1.2,7,70.4,0.0,0,1,0,9.5,2,0.22,8,193,0,64.0,84.1,77.9,42.3,57.6,0.0,0,1,22,16.8,37,220,1,47.9,19,81.4,179,6.8,15,66.0,27,0,6.8,15,134,183,9.6,7.1,0.75
Matt Coleman,157831,WR,S JOSE ST,10,6.6,0,74.1,33.3,1,3,0,9.1,2,0.16,7,285,0,63.6,71.9,57.3,,56.9,0.7,1,1,13,0.0,0,146,0,50.4,20,95.2,139,77.4,113,80.9,27,1,21.9,32,131,37,1.9,6.6,0.94
DeAngelo Irvin Jr.,174074,WR,UNLV,12,7.1,4,66.7,16.7,1,6,0,10.0,2,0.18,7,325,0,61.3,82.9,56.2,70.2,56.1,0.0,0,0,60,0.5,1,194,1,51.1,18,93.3,181,94.3,183,99.0,27,1,4.6,9,188,126,7.0,10.4,1.04
Charlie Becker,188661,WR,INDIANA,12,17.5,4,74.1,85.7,6,7,0,0.0,0,0.45,15,190,0,86.3,70.4,78.6,,78.7,0.0,0,0,53,0.0,0,145,0,57.5,20,92.4,134,19.3,28,140.6,27,2,80.7,117,389,114,5.7,19.5,2.9
Dacari Collins,144111,WR,LOUISVILLE,12,17.1,6,48.1,25.0,1,4,1,0.0,0,-0.16,9,210,0,84.2,69.5,64.9,,67.3,0.0,0,0,36,0.0,0,157,2,37.5,13,96.8,152,8.9,14,88.3,27,1,91.1,143,219,29,2.2,16.8,1.44
Lloyd Avant,190713,HB,COLO STATE,12,-1.2,11,88.9,0.0,0,1,0,7.7,2,-0.05,11,144,0,67.6,73.7,73.5,43.8,69.7,0.0,0,0,41,31.9,79,248,0,39.9,24,65.7,163,4.0,10,119.6,27,1,1.6,4,263,287,12.0,11.0,1.61
Jake Johnson,158655,TE,N CAROLINA,12,9.1,2,59.3,66.7,4,6,1,0.0,0,-0.17,11,245,0,84.2,69.5,57.3,59.3,57.8,36.3,85,0,19,5.1,12,234,1,44.0,16,88.0,206,53.4,125,86.0,27,1,10.3,24,144,40,2.5,9.0,0.7
Malik Sherrod,128189,HB,BOISE ST,12,0.9,5,88.9,100.0,1,1,0,4.0,1,0.14,4,120,1,77.4,79.7,71.1,58.8,56.3,0.0,0,0,24,26.7,47,176,0,49.1,24,69.9,123,6.8,12,106.5,27,1,10.2,18,178,167,7.0,7.4,1.45
Joseph Himon II,162843,HB,NWESTERN,10,1.0,3,77.8,0.0,0,1,0,4.5,1,0.0,5,256,0,75.2,87.6,78.7,21.7,65.8,0.0,0,1,16,13.8,19,138,0,45.7,21,80.4,111,9.4,13,69.4,27,0,4.3,6,118,153,7.3,5.6,1.06
Ja'Kyrian Turner,199087,HB,PITTSBURGH,11,0.4,5,85.2,,0,0,0,8.0,2,0.02,5,268,0,67.6,88.8,77.2,20.1,59.7,1.6,3,0,28,14.7,27,184,1,40.5,23,77.2,142,12.0,22,88.6,27,0,6.0,11,142,139,6.0,6.2,1.0
Raiden Vines-Bright,199523,WR,WASHINGTON,11,8.1,4,85.2,0.0,0,1,0,0.0,0,0.29,8,340,0,87.0,71.2,62.6,71.2,59.8,0.4,1,0,45,1.2,3,258,0,56.5,23,97.7,252,81.8,211,102.9,27,0,17.8,46,235,149,6.5,10.2,0.93
Elijah Lagg,200217,TE,UAB,12,7.6,1,74.1,50.0,1,2,0,4.8,1,0.03,7,321,1,74.4,26.3,46.9,70.5,46.7,71.1,209,1,17,26.5,78,294,2,46.5,20,69.0,203,19.4,57,73.2,27,0,8.2,24,161,73,3.7,8.1,0.79
Larry Simmons,163666,WR,UTAH,12,17.6,0,51.9,62.5,5,8,0,6.7,1,0.33,12,328,0,68.7,69.7,66.8,61.9,67.4,0.0,0,0,48,0.6,1,168,1,48.7,14,93.5,157,23.2,39,126.7,27,6,76.8,129,271,20,1.4,19.4,1.73
Javion Kinnard,204805,HB,COLO STATE,10,3.9,9,70.4,,0,0,0,13.6,3,0.0,6,144,0,53.5,79.5,68.2,70.2,68.5,4.5,4,2,79,1.1,1,89,1,45.1,19,91.0,81,38.2,34,78.2,27,1,10.1,9,233,251,13.2,12.3,2.88
Josh Kattus,163777,TE,KENTUCKY,11,10.0,1,63.0,42.9,3,7,0,5.6,1,-0.06,10,202,0,72.8,70.2,71.0,77.5,65.2,51.7,108,0,34,16.7,35,209,2,41.3,17,78.9,165,41.1,86,109.3,27,2,6.2,13,195,103,6.1,11.5,1.18
Hudson Habermehl,100658,TE,UCLA,12,4.2,0,76.9,100.0,3,3,0,4.8,1,0.0,4,324,1,74.4,26.3,45.5,69.9,45.3,57.7,158,1,26,16.8,46,274,0,43.9,20,80.7,221,25.9,71,72.3,26,0,13.5,37,138,79,4.0,6.9,0.62
Dijon Stanley,176663,HB,NEW MEX ST,11,-1.8,2,92.3,100.0,1,1,0,7.7,2,-0.12,6,242,0,67.6,71.0,60.9,39.0,56.0,0.0,0,0,16,24.4,57,234,1,38.6,24,70.9,166,7.3,17,88.3,26,0,1.3,3,135,177,7.4,5.6,0.81
Cameron Seldon,174740,WR,VA TECH,11,5.1,6,88.5,80.0,4,5,0,4.2,1,-0.02,8,337,0,76.5,74.3,61.1,,63.8,0.0,0,0,22,0.0,0,122,2,39.3,23,95.9,117,98.4,120,118.8,26,2,1.6,2,165,79,3.4,7.2,1.41
Walker Lyons,190350,TE,USC,12,8.6,1,76.9,100.0,3,3,0,4.8,1,0.42,15,326,0,64.7,70.4,69.3,67.3,67.6,51.4,107,2,26,18.3,38,208,0,56.1,20,74.5,155,34.1,71,95.5,26,2,12.5,26,223,115,5.8,11.2,1.44
Gabe Milbourn,146345,TE,OREGON ST,11,6.7,5,65.4,66.7,2,3,0,5.6,1,-0.06,10,265,0,71.9,69.7,59.7,49.7,66.7,74.3,139,2,26,28.9,54,187,0,46.4,17,67.9,127,22.5,42,67.0,26,1,0.0,0,185,95,5.6,10.9,1.46
Desmond Reid,159936,HB,PITTSBURGH,7,4.8,5,88.5,100.0,1,1,0,0.0,0,0.18,14,268,0,87.0,84.9,80.1,38.0,91.4,1.9,3,0,50,18.4,29,158,1,46.0,23,77.2,122,18.4,29,142.0,26,2,7.6,12,310,233,10.1,13.5,2.54
Mark Hamper,175085,WR,CAL,9,13.2,1,65.4,50.0,4,8,0,15.0,3,0.05,10,130,0,49.2,69.7,59.4,,60.5,0.0,0,0,35,0.0,0,159,0,45.7,17,95.0,151,19.5,31,88.9,26,0,80.5,128,202,62,3.6,11.9,1.34
Riley Nowakowski,129928,TE,INDIANA,12,5.4,6,88.5,60.0,3,5,0,0.0,0,0.33,11,190,0,87.7,71.5,81.0,68.5,75.4,68.7,200,0,43,40.2,117,291,1,59.0,23,55.7,162,21.0,61,139.7,26,2,8.6,25,296,188,8.2,12.9,1.83
Jabari Smith Jr.,169926,WR,FAU,11,12.8,4,57.7,37.5,3,8,0,6.3,1,-0.01,9,165,0,57.1,69.6,61.7,,61.4,0.0,0,2,37,0.0,0,141,0,40.7,15,95.7,135,98.6,139,83.2,26,3,1.4,2,166,57,3.8,11.1,1.23
DJ Riles,156596,WR,GA STATE,12,7.7,3,57.7,33.3,1,3,0,16.7,3,-0.07,9,175,0,45.4,69.3,68.0,,69.0,0.0,0,1,32,0.0,0,84,0,44.3,15,92.9,78,84.5,71,74.8,26,1,15.5,13,174,87,5.8,11.6,2.23
Kyirin Heath,163659,TE,SO MISS,11,8.7,6,73.1,66.7,4,6,0,0.0,0,0.14,7,296,0,85.9,70.2,65.5,59.5,67.9,52.5,115,1,34,13.7,30,219,3,45.3,19,81.3,178,38.4,84,122.0,26,3,7.3,16,228,101,5.3,12.0,1.28
Miles Davis,122056,HB,UTAH ST,12,0.8,1,96.2,,0,0,0,0.0,0,0.16,12,329,1,87.7,67.9,76.1,51.6,72.0,0.4,1,0,30,31.7,77,243,1,47.2,25,65.4,159,11.5,28,131.7,26,3,6.2,15,166,181,7.2,6.6,1.04
Qua Ashley,160363,HB,BALL ST,10,-0.8,5,80.8,,0,0,0,8.7,2,-0.22,7,117,0,65.7,77.7,62.9,47.2,63.5,0.0,0,0,27,53.5,122,228,0,32.1,21,44.7,102,5.3,12,109.5,26,2,3.5,8,107,134,6.4,5.1,1.05
Seth McGowan,122936,HB,KENTUCKY,11,1.3,0,69.2,100.0,1,1,2,21.7,5,-0.01,5,202,0,33.6,72.2,70.1,27.0,43.4,0.0,0,0,17,17.6,39,221,2,42.6,18,78.3,173,5.0,11,79.2,26,0,5.4,12,121,125,6.9,6.7,0.7
Chip Trayanum,131631,HB,TOLEDO,10,0.1,3,73.1,0.0,0,1,0,5.0,1,0.24,10,316,0,73.6,72.9,78.3,59.4,61.6,2.1,5,0,57,26.4,64,242,0,50.9,19,68.6,166,2.9,7,121.8,26,2,3.3,8,207,217,11.4,10.9,1.25
Sawyer Racanelli,131910,WR,WAKE,11,10.1,4,65.4,50.0,2,4,0,10.5,2,0.11,13,339,0,61.3,70.5,68.7,49.0,72.0,0.0,0,1,62,1.4,2,148,0,45.6,17,90.5,134,69.6,103,99.8,26,1,29.7,44,290,128,7.5,17.1,2.16
Toric Goins Jr.,199470,WR,UTEP,10,15.2,2,50.0,50.0,3,6,0,23.5,4,-0.13,7,330,0,29.7,68.7,57.3,,56.3,0.0,0,3,49,0.0,0,149,0,37.9,13,97.3,145,5.4,8,50.0,26,1,94.6,141,206,83,6.4,15.8,1.42
Tyson Davis,145702,WR,C MICHIGAN,11,10.8,2,76.9,66.7,2,3,0,4.8,1,0.09,12,134,0,74.6,71.8,72.9,62.1,72.5,0.0,0,1,36,0.7,1,138,0,49.6,20,94.2,130,90.6,125,119.1,26,2,9.4,13,270,73,3.7,13.5,2.08
Brady Hunt,145631,TE,S CAROLINA,12,3.6,0,80.8,50.0,2,4,0,4.5,1,-0.07,6,289,0,75.2,72.1,46.5,54.2,51.9,57.5,142,0,20,21.5,53,247,2,40.2,21,74.5,184,32.0,79,93.6,26,0,2.4,6,168,113,5.4,8.0,0.91
Qua'Vez Humphreys,170501,WR,SM HOUSTON,11,12.7,3,50.0,28.6,2,7,1,7.1,1,-0.31,9,281,0,70.9,69.5,60.1,,59.4,0.0,0,1,38,0.0,0,209,1,36.9,13,93.3,195,0.0,0,61.7,26,1,100.0,209,132,45,3.5,10.2,0.68
Jalen Mickens,198689,WR,LA TECH,12,6.2,3,84.6,66.7,2,3,0,4.3,1,-0.03,8,208,1,75.9,27.9,58.1,70.7,56.9,0.5,1,0,40,1.0,2,198,0,44.0,22,95.5,189,50.0,99,109.0,26,1,49.0,97,184,86,3.9,8.4,0.97
Gerard Bullock Jr.,164014,TE,KENNESAW,12,3.7,2,88.5,80.0,4,5,0,4.2,1,0.12,7,200,1,76.5,27.7,48.9,57.8,54.5,37.8,132,0,19,33.8,118,349,4,42.9,23,63.0,220,40.1,140,105.0,26,1,6.3,22,159,85,3.7,6.9,0.72
Tyree Kelly,175318,WR,UMASS,9,9.3,1,50.0,50.0,5,10,1,0.0,0,-0.22,6,216,0,82.7,68.7,57.4,,58.6,0.0,0,0,18,0.0,0,128,3,41.1,13,96.9,124,5.5,7,61.9,26,0,94.5,121,113,19,1.5,8.7,0.91
Jesse Watson,183727,WR,PURDUE,12,14.3,0,30.8,28.6,2,7,0,38.5,5,-0.01,5,273,0,17.0,67.5,52.2,,53.1,0.0,0,1,24,0.0,0,144,0,40.8,8,90.3,130,94.4,136,50.2,26,2,5.6,8,80,2,0.3,10.0,0.62
Jeffery Pittman,172552,HB,SO MISS,10,-2.2,5,88.5,0.0,0,1,0,0.0,0,0.07,2,296,0,87.0,70.4,79.3,58.4,67.6,0.0,0,1,37,26.1,47,180,1,42.3,23,67.8,122,2.2,4,65.1,26,0,2.2,4,90,166,7.2,3.9,0.74
Deion Colzie,147473,WR,MIAMI OH,9,18.1,0,34.6,20.0,1,5,0,30.8,4,-0.03,7,221,0,24.8,67.9,53.6,,52.5,0.0,0,3,44,0.0,0,196,2,46.7,9,92.9,182,32.1,63,28.7,26,1,67.9,133,153,9,1.0,17.0,0.84
Joe Jackson,173106,HB,KANSAS ST,12,0.5,0,84.6,100.0,1,1,0,4.3,1,0.1,5,199,0,75.9,82.5,67.2,28.2,55.9,0.0,0,1,19,19.4,54,278,0,42.9,22,78.1,217,12.9,36,82.5,26,1,12.6,35,119,113,5.1,5.4,0.55
Louis Hansen,144929,TE,UCONN,12,5.0,1,76.9,,0,0,0,4.8,1,0.26,9,146,0,74.6,70.2,63.2,64.0,64.5,44.4,80,0,19,22.2,40,180,2,51.7,20,75.6,136,38.3,69,97.3,26,0,9.4,17,194,121,6.1,9.7,1.43
Makai Cope,146430,WR,MO STATE,11,10.9,2,69.2,60.0,3,5,0,0.0,0,0.23,11,230,0,85.1,69.9,68.9,62.1,68.8,0.0,0,0,27,0.5,1,188,2,48.3,18,95.2,179,6.9,13,100.8,26,0,93.1,175,256,66,3.7,14.2,1.43
Arhmad Branch,174948,WR,PURDUE,9,16.5,2,56.0,33.3,1,3,0,6.7,1,0.16,10,273,0,69.9,69.2,70.5,,71.4,0.0,0,2,49,0.0,0,106,0,48.5,14,91.5,97,8.5,9,77.4,25,2,91.5,97,212,71,5.1,15.1,2.19
Marcus Burke,146699,WR,UCF,9,13.1,0,48.0,50.0,4,8,0,7.7,1,0.07,9,323,0,66.4,69.2,61.5,,62.9,0.0,0,0,30,0.0,0,150,0,47.9,12,97.3,146,18.7,28,69.4,25,0,81.3,122,164,37,3.1,13.7,1.12
Viron Ellison Jr.,190723,HB,DELAWARE,12,0.9,7,80.0,66.7,2,3,0,9.1,2,0.12,8,151,0,64.7,63.2,69.6,58.6,63.7,2.3,5,0,43,35.9,79,220,0,48.1,20,61.4,135,5.0,11,124.5,25,2,0.0,0,187,172,8.6,9.4,1.39
Ahmon Green,123857,TE,GA SOUTHRN,12,6.4,0,64.0,33.3,1,3,1,5.9,1,0.21,9,174,0,70.9,69.8,44.2,71.3,45.7,57.6,223,0,29,27.4,106,387,4,48.4,16,69.3,268,34.4,133,83.1,25,0,6.2,24,166,91,5.7,10.4,0.62
Quin Smith,173880,WR,AIR FORCE,10,18.8,1,60.0,50.0,2,4,1,0.0,0,0.21,15,101,0,83.8,69.3,80.1,,87.2,3.0,3,2,52,0.0,0,101,2,47.9,15,93.1,94,5.9,6,110.4,25,4,89.1,90,358,71,4.7,23.9,3.81
Brady Kluse,184714,WR,MEMPHIS,12,11.4,1,84.0,66.7,2,3,0,4.5,1,0.12,14,218,0,75.2,70.8,64.4,62.1,64.4,0.5,1,0,25,0.5,1,221,1,46.9,21,93.7,207,7.2,16,131.7,25,2,92.3,204,230,55,2.6,11.0,1.11
Terrell Crosby Jr.,157607,WR,TOLEDO,12,12.2,3,64.0,75.0,3,4,0,11.1,2,0.24,7,316,0,61.3,70.4,67.9,,67.7,0.8,1,0,24,0.0,0,129,0,52.4,16,97.7,126,4.7,6,101.1,25,1,94.6,122,194,64,4.0,12.1,1.54
Eni Falayi,147417,TE,WAKE,11,6.6,1,76.0,66.7,2,3,0,5.0,1,0.08,13,339,0,73.8,70.1,54.3,69.2,62.0,67.8,213,0,42,28.0,88,314,2,42.9,19,67.2,211,25.2,79,128.4,25,2,6.1,19,218,103,5.4,11.5,1.03
Charles Robertson,156740,WR,LA LAFAYET,12,13.6,1,56.0,66.7,4,6,0,6.7,1,-0.04,11,207,1,68.7,24.1,55.2,63.9,54.8,0.4,1,3,45,0.4,1,231,1,39.0,14,91.8,212,60.2,139,58.8,25,1,39.4,91,218,31,2.2,15.6,1.03
Colin Weber,145578,TE,RUTGERS,12,2.1,0,68.0,33.3,1,3,0,15.0,3,0.25,3,278,1,49.4,24.7,41.1,60.5,35.9,91.4,170,1,12,22.6,42,186,1,56.0,17,73.7,137,8.6,16,59.1,25,0,0.0,0,102,74,4.4,6.0,0.74
Anthony Woods,158969,HB,UCLA,11,-1.2,12,96.0,,0,0,0,4.0,1,-0.01,9,324,0,77.8,84.0,72.0,47.7,78.3,0.6,1,0,45,24.9,42,169,0,43.5,24,71.6,121,3.6,6,128.5,25,2,1.2,2,211,247,10.3,8.8,1.74
Lacota Dippre,172212,TE,JAMES MAD,13,7.3,4,68.0,60.0,3,5,0,10.5,2,0.26,11,197,0,61.9,71.7,76.4,69.2,68.6,59.5,113,0,36,20.0,38,190,1,48.3,17,75.3,143,27.4,52,131.2,25,3,11.6,22,197,105,6.2,11.6,1.38
Rohan Jones,159125,TE,ARKANSAS,12,14.0,2,80.0,66.7,2,3,1,0.0,0,0.39,18,111,0,87.0,71.7,90.3,56.9,92.7,70.3,83,1,62,3.4,4,118,1,50.0,20,89.8,106,21.2,25,141.7,25,4,4.2,5,533,229,11.5,26.7,5.03
Camden Overton-Howard,159794,TE,GA STATE,6,6.8,2,60.0,50.0,3,6,1,11.8,2,0.02,7,175,0,60.0,24.7,56.2,71.2,60.8,59.7,108,1,20,17.7,32,181,8,43.3,15,77.9,141,30.4,55,84.1,25,2,8.3,15,132,53,3.5,8.8,0.94
Cameron Dickey,184897,HB,TEXAS TECH,12,0.3,4,76.0,33.3,1,3,0,13.6,3,0.3,7,315,0,53.7,65.4,77.0,36.8,55.5,0.0,0,0,69,30.4,78,257,0,51.0,19,67.7,174,4.3,11,123.6,25,2,6.2,16,189,190,10.0,9.9,1.09
Jalen Brown,172471,WR,ARKANSAS,5,12.8,1,48.0,16.7,1,6,0,14.3,2,0.3,8,111,1,51.7,21.4,56.7,,57.1,0.0,0,1,42,0.0,0,145,0,51.4,12,95.2,138,24.1,35,79.9,25,2,75.9,110,167,66,5.5,13.9,1.21
Bryson Washington,174649,HB,BAYLOR,11,-2.2,4,72.0,33.3,1,3,0,5.3,1,0.05,4,118,0,72.8,50.1,70.3,44.6,56.0,0.4,1,0,12,27.8,76,273,1,45.4,18,66.3,181,7.0,19,90.9,25,1,0.7,2,93,157,8.7,5.2,0.51
Xavier Daisy,190761,WR,UAB,11,10.7,0,72.0,50.0,1,2,0,0.0,0,0.12,10,321,0,85.5,70.1,56.6,67.1,57.9,0.4,1,0,21,1.3,3,224,0,46.0,18,92.9,208,26.8,60,104.9,25,1,72.8,163,177,43,2.4,9.8,0.85
Ricky Ahumaraeze,176505,WR,NWESTERN,12,15.2,1,36.0,33.3,3,9,0,10.0,1,-0.07,7,256,0,61.4,67.5,63.1,79.9,61.9,0.0,0,1,32,2.1,3,140,0,45.6,9,95.0,133,13.6,19,42.9,25,0,85.7,120,165,43,4.8,18.3,1.24
Max Patterson,145128,WR,DELAWARE,12,10.4,1,72.0,62.5,5,8,0,10.0,2,0.23,11,151,0,61.3,69.9,68.6,,68.2,0.8,1,0,40,0.0,0,128,1,51.6,18,96.9,124,76.6,98,145.0,25,3,21.1,27,260,72,4.0,14.4,2.1
Landon Collins,198835,WR,MIDDLE TN,5,13.0,2,64.0,62.5,5,8,0,0.0,0,0.13,9,224,0,84.2,69.5,66.2,,66.5,0.0,0,0,48,0.0,0,107,0,43.1,16,95.3,102,1.9,2,98.9,25,1,98.1,105,181,26,1.6,11.3,1.77
Terik Mulder,162265,TE,KENT STATE,10,7.7,0,76.0,100.0,2,2,0,9.5,2,-0.11,10,201,0,63.6,70.2,71.5,54.8,76.3,75.9,123,2,50,21.0,34,162,1,36.4,19,74.1,120,15.4,25,104.7,25,4,8.6,14,198,100,5.3,10.4,1.65
Benson Prosper,198369,WR,E MICHIGAN,12,6.5,4,84.0,100.0,4,4,0,12.5,3,0.01,10,160,0,54.9,74.2,57.6,,59.7,0.0,0,0,22,0.0,0,177,2,44.6,21,94.9,168,98.3,174,96.2,25,0,1.7,3,177,65,3.1,8.4,1.05
