player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,epa,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,positive_epa_percent,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Javon Rogers,190302,WR,KENNESAW,5,15.1,2,33.3,0.0,0,3,0,44.4,4,0.11,4,200,1,13.1,14.1,50.2,,50.0,0.0,0,0,66,0.0,0,45,0,36.6,5,91.1,41,6.7,3,63.7,15,0,93.3,42,122,34,6.8,24.4,2.98
Michael Scott,198579,WR,JAMES MAD,12,8.7,1,53.3,50.0,1,2,0,11.1,1,-0.35,3,197,1,58.9,23.2,57.5,,54.3,0.0,0,0,32,0.0,0,64,1,37.3,8,92.2,59,87.5,56,92.4,15,1,12.5,8,85,27,3.4,10.6,1.44
P.J. Prioleau,144099,HB,VA TECH,7,-0.9,9,86.7,100.0,1,1,0,7.1,1,0.09,4,337,0,67.5,77.8,66.6,11.3,82.9,0.0,0,0,24,24.4,11,45,0,47.7,13,75.6,34,6.7,3,91.7,15,0,0.0,0,90,99,7.6,6.9,2.65
Bam McReynolds,157876,HB,LA MONROE,11,-4.5,4,93.3,,0,0,0,6.7,1,-0.05,5,209,0,68.7,89.2,87.6,76.7,73.8,0.0,0,0,13,40.4,38,94,0,36.0,14,56.4,53,9.6,9,107.2,15,1,0.0,0,66,130,9.3,4.7,1.25
Connor Witthoft,128287,TE,DELAWARE,8,9.1,1,60.0,50.0,1,2,1,0.0,0,0.08,3,151,0,80.1,67.5,51.1,42.7,52.1,49.6,67,0,16,21.5,29,135,3,44.0,9,74.1,100,43.0,58,70.4,15,0,3.7,5,66,20,2.2,7.3,0.66
Jax Markovich,199781,TE,UMASS,10,6.3,0,46.7,50.0,2,4,0,22.2,2,-0.4,2,216,0,37.6,69.0,44.4,72.8,45.7,51.2,62,1,16,7.4,9,121,0,34.8,7,88.4,107,47.1,57,25.7,15,0,1.7,2,38,16,2.3,5.4,0.36
Chris Brooks Jr.,158688,WR,WISCONSIN,12,10.0,0,73.3,,0,0,0,0.0,0,-0.13,8,349,0,82.2,68.5,61.1,76.7,62.7,2.1,3,1,18,1.4,2,141,1,44.4,11,92.9,131,10.6,15,69.9,15,0,86.5,122,124,43,3.9,11.3,0.95
Rueben Owens II,172590,HB,TEXAS A&M,12,3.6,3,86.7,0.0,0,1,0,0.0,0,0.22,7,312,0,83.8,88.7,76.6,47.5,66.3,0.0,0,0,24,24.0,55,229,1,53.0,13,71.2,163,3.1,7,102.8,15,0,2.6,6,130,106,8.2,10.0,0.8
Chase Curtis,123069,TE,TCU,12,9.3,1,80.0,25.0,1,4,0,0.0,0,0.42,10,305,1,82.2,28.5,60.7,61.4,64.3,59.3,112,1,27,22.2,42,189,2,53.7,12,74.1,140,28.0,53,122.6,15,2,11.1,21,159,47,3.9,13.3,1.14
Leo Pulalasi,176689,HB,WASH STATE,11,-0.1,7,73.3,0.0,0,1,0,15.4,2,0.12,4,341,0,49.5,79.3,68.6,64.6,60.7,1.1,1,0,18,27.8,25,90,0,42.4,11,68.9,62,5.6,5,82.1,15,0,2.2,2,68,82,7.5,6.2,1.1
Jaxxon Warren,191072,TE,COLO STATE,2,11.5,0,46.7,25.0,1,4,0,12.5,1,-0.1,4,144,0,56.4,66.7,59.9,58.6,60.6,29.2,19,1,27,10.8,7,65,1,37.7,7,84.6,55,50.8,33,61.8,15,1,20.0,13,95,39,5.6,13.6,1.73
Jalen Buckley,163158,HB,W MICHIGAN,11,-1.5,1,80.0,,0,0,0,20.0,3,-0.02,3,347,0,38.6,80.1,75.5,35.2,57.6,0.0,0,0,34,29.5,41,139,0,40.2,12,66.9,93,4.3,6,112.5,15,1,1.4,2,85,117,9.8,7.1,0.91
Nick Elksnis,146698,TE,UNLV,12,9.0,1,60.0,50.0,1,2,1,0.0,0,0.16,4,325,0,80.9,67.9,63.7,69.4,62.8,82.1,170,3,23,42.5,88,207,2,49.5,9,54.1,112,12.1,25,79.9,15,2,4.8,10,100,42,4.7,11.1,0.89
Jayvan Boggs,198437,WR,FLORIDA ST,8,16.0,0,60.0,50.0,1,2,0,10.0,1,0.18,7,167,0,62.9,67.9,64.2,,63.4,0.0,0,0,31,0.0,0,93,0,48.4,9,97.8,91,63.4,59,102.9,15,1,36.6,34,103,15,1.7,11.4,1.13
Kelby Williams,172300,WR,W KENTUCKY,9,12.3,1,73.3,50.0,1,2,0,0.0,0,0.18,8,346,0,64.6,68.2,62.1,,62.0,0.0,0,0,45,0.0,0,110,0,47.2,11,96.4,106,10.0,11,109.0,15,0,90.0,99,165,54,4.9,15.0,1.56
TJ Lott,172287,WR,DOMINION,7,12.1,0,53.3,0.0,0,1,0,0.0,0,0.02,3,263,0,79.3,67.1,69.4,,70.0,0.0,0,0,34,0.0,0,55,0,46.3,8,98.2,54,94.5,52,92.1,15,1,5.5,3,84,40,5.0,10.5,1.56
Xayvion Turner-Bradshaw,157644,WR,MARSHALL,10,12.3,0,60.0,50.0,1,2,0,10.0,1,0.36,7,214,0,61.0,76.2,63.4,,65.3,0.0,0,0,44,0.0,0,57,0,52.8,9,93.0,53,98.2,56,87.9,15,0,1.8,1,129,45,5.0,14.3,2.43
Rashad Amos,124224,HB,GA STATE,10,1.0,6,66.7,50.0,1,2,0,16.7,2,0.42,1,175,0,47.1,47.1,63.0,86.1,53.2,0.0,0,0,13,25.3,24,95,1,55.6,10,63.2,60,0.0,0,77.1,15,0,0.0,0,70,61,6.1,7.0,1.17
Tae Meadows,156865,HB,TROY,11,-0.7,1,66.7,100.0,1,1,0,23.1,3,0.08,4,318,0,32.9,70.1,72.2,74.7,45.0,0.0,0,0,12,34.9,87,249,0,45.0,10,63.1,157,1.2,3,74.0,15,0,1.6,4,59,63,6.3,5.9,0.38
JeyQuan Smith,175327,WR,USF,12,12.8,0,46.7,,0,0,0,36.4,4,0.43,6,327,0,18.4,70.2,56.4,,54.1,1.1,1,0,42,0.0,0,95,0,47.7,7,92.6,88,6.3,6,70.1,15,0,90.5,86,105,57,8.1,15.0,1.19
Tykeem Wallace,147986,WR,KENNESAW,7,13.9,2,53.3,0.0,0,3,0,0.0,0,0.21,5,200,1,79.3,11.9,52.0,,57.1,1.9,1,0,22,0.0,0,52,0,42.9,8,94.2,49,98.1,51,69.6,15,0,0.0,0,83,37,4.6,10.4,1.69
Oscar Adaway III,100835,HB,S CAROLINA,11,3.9,5,57.1,,0,0,0,20.0,2,0.0,3,289,0,41.2,81.1,58.7,16.9,51.2,6.2,7,2,19,11.5,13,113,0,43.0,8,85.0,96,2.7,3,31.5,14,0,1.8,2,72,81,10.1,9.0,0.75
Donnell Gee Jr.,204370,WR,TULSA,6,18.1,1,35.7,28.6,2,7,0,0.0,0,0.02,4,320,0,76.3,67.0,59.1,64.4,60.0,0.0,0,0,50,1.0,1,105,1,37.2,5,88.6,93,23.8,25,68.8,14,0,76.2,80,124,32,6.4,24.8,1.33
Cortez Mills Jr.,199803,WR,NEBRASKA,11,15.1,0,64.3,,0,0,0,0.0,0,0.15,6,238,0,80.1,67.5,70.0,,68.5,0.0,0,2,62,0.0,0,69,0,49.3,9,97.1,67,20.3,14,83.6,14,1,79.7,55,147,29,3.2,16.3,2.19
Austin Henderson,130268,TE,LIBERTY,12,12.9,0,57.1,25.0,1,4,0,11.1,1,0.17,6,206,0,58.9,67.1,52.5,42.6,55.2,28.2,35,0,26,11.3,14,124,0,42.7,8,83.9,104,63.7,79,76.8,14,0,8.1,10,91,17,2.1,11.4,0.88
Cameren Smith,161150,HB,CHARLOTTE,10,0.0,1,78.6,,0,0,0,0.0,0,-0.18,2,136,0,81.5,46.4,66.0,26.4,63.5,0.0,0,0,17,31.3,40,128,0,40.7,11,65.6,84,0.8,1,83.6,14,0,2.3,3,57,59,5.4,5.2,0.68
Jadon Porter,184818,WR,BAYLOR,8,9.1,1,64.3,25.0,1,4,0,10.0,1,0.13,4,118,0,61.0,67.5,58.4,,57.7,0.0,0,0,22,0.0,0,84,0,48.7,9,92.9,78,4.8,4,104.8,14,1,95.2,80,85,31,3.4,9.4,1.09
William Fowles,174702,WR,APP STATE,8,12.1,0,42.9,0.0,0,2,0,25.0,2,-0.14,5,108,0,33.8,66.2,50.5,,51.9,0.0,0,1,19,0.0,0,128,0,43.0,6,94.5,121,28.1,36,33.6,14,0,71.9,92,86,26,4.3,14.3,0.71
Roman Hemby,144891,HB,INDIANA,12,-1.2,9,92.9,50.0,1,2,0,0.0,0,0.35,7,190,0,82.7,82.2,82.7,33.8,69.3,0.0,0,0,26,28.9,58,201,0,58.6,13,69.2,139,3.5,7,112.2,14,0,1.0,2,153,172,13.2,11.8,1.1
Jaden Richardson,183626,WR,USC,11,12.0,1,64.3,42.9,3,7,0,0.0,0,0.52,6,326,0,80.1,67.5,67.2,65.5,66.9,2.6,2,0,43,1.3,1,76,0,65.3,9,93.4,71,11.8,9,87.8,14,0,85.5,65,108,18,2.0,12.0,1.52
Leon Neal Jr.,146496,WR,WASH STATE,12,6.9,0,85.7,50.0,1,2,0,0.0,0,0.07,5,341,0,82.2,68.5,69.4,,70.5,1.3,1,1,18,0.0,0,75,0,42.9,12,93.3,70,62.7,47,91.4,14,1,36.0,27,103,42,3.5,8.6,1.47
Dierre Hill Jr.,199870,HB,OREGON,12,-1.9,9,78.6,,0,0,0,0.0,0,0.22,4,264,0,81.5,84.1,90.7,67.7,71.1,0.0,0,0,40,1.8,1,57,0,52.7,11,94.7,54,42.1,24,122.9,14,1,12.3,7,109,151,13.7,9.9,2.02
Justin Smith-Brown,142775,WR,W VIRGINIA,11,10.2,1,50.0,33.3,1,3,0,0.0,0,-0.31,4,343,0,78.5,17.7,56.5,,58.4,0.0,0,1,56,0.0,0,111,0,33.0,7,95.5,106,8.1,9,48.8,14,0,91.9,102,117,92,13.1,16.7,1.1
Rico Powers Jr.,124250,WR,LA MONROE,4,26.5,0,35.7,0.0,0,4,0,0.0,0,-0.17,3,209,1,49.8,13.7,51.9,,52.0,0.0,0,1,21,0.0,0,69,2,28.1,5,92.8,64,10.1,7,17.9,14,0,89.9,62,53,-3,-0.6,10.6,0.83
Tiger Bachmeier,174177,WR,BYU,12,11.9,0,50.0,0.0,0,2,1,0.0,0,0.25,3,128,1,78.5,28.2,57.3,,53.5,0.0,0,0,17,0.0,0,99,1,53.1,7,97.0,96,37.4,37,61.3,14,0,62.6,62,59,39,5.6,8.4,0.61
Isaac Brown,183312,HB,LOUISVILLE,8,-1.6,2,78.6,,0,0,0,8.3,1,-0.11,0,210,0,64.6,58.1,79.8,22.0,56.0,0.0,0,0,12,32.4,47,145,0,46.4,11,64.8,94,7.6,11,79.2,14,0,0.7,1,42,62,5.6,3.8,0.45
Chris Hilton Jr.,146762,WR,LSU,12,16.9,0,50.0,0.0,0,4,0,12.5,1,0.01,3,211,1,56.4,16.5,47.4,61.0,47.9,0.0,0,0,11,0.7,1,140,1,46.6,7,92.9,130,14.3,20,59.8,14,0,85.7,120,54,20,2.9,7.7,0.42
Jake Bruno,151266,TE,OHIO,12,4.7,2,64.3,100.0,3,3,0,18.2,2,0.14,6,259,0,44.3,68.9,60.1,53.4,58.8,37.0,44,0,16,24.4,29,119,1,50.9,9,70.6,84,37.8,45,121.1,14,2,6.7,8,87,56,6.2,9.7,1.04
Jayden Ballard,145054,WR,WISCONSIN,12,19.6,0,50.0,20.0,1,5,0,0.0,0,-0.44,6,349,0,78.5,74.5,59.3,,58.9,0.0,0,0,58,0.0,0,135,0,35.3,7,98.5,133,4.4,6,128.0,14,2,95.6,129,150,61,8.7,21.4,1.13
Darrick Bledsoe III,183985,WR,SM HOUSTON,7,12.0,0,50.0,0.0,0,1,0,12.5,1,-0.13,4,281,0,58.9,67.1,54.6,,53.3,0.0,0,1,24,0.0,0,147,0,42.4,7,94.6,139,1.4,2,39.6,14,0,98.6,145,86,12,1.7,12.3,0.62
Dennis Murray Jr.,189969,HB,GA STATE,9,0.8,3,100.0,,0,0,0,0.0,0,0.13,4,175,0,83.8,75.4,63.6,21.4,72.5,1.1,1,0,52,8.0,7,88,0,47.0,14,86.4,76,6.8,6,120.5,14,1,9.1,8,101,90,6.4,7.2,1.33
Keenan Phillips,199183,HB,S ALABAMA,12,-2.9,6,78.6,,0,0,0,8.3,1,0.02,2,288,0,66.1,89.5,84.3,74.4,56.8,0.0,0,0,14,17.6,25,142,0,46.5,11,75.4,107,2.8,4,83.9,14,0,4.2,6,58,105,9.5,5.3,0.54
Louis Brown IV,163319,WR,BAYLOR,4,16.8,1,42.9,25.0,1,4,0,14.3,1,-0.02,3,118,0,53.4,66.2,60.2,,62.0,0.0,0,0,28,0.0,0,53,1,40.0,6,94.3,50,0.0,0,86.6,14,1,100.0,53,84,30,5.0,14.0,1.68
Austin Smith,146318,TE,SM HOUSTON,12,7.7,0,50.0,60.0,3,5,2,0.0,0,-0.26,2,281,0,78.5,66.7,50.6,57.1,53.6,45.3,81,0,27,32.4,58,179,2,34.7,7,64.8,116,53.1,95,63.1,14,0,0.0,0,65,24,3.4,9.3,0.56
Logan Loya,131801,WR,MINNESOTA,10,6.1,1,71.4,33.3,1,3,0,0.0,0,0.15,3,225,0,80.9,72.0,55.3,,55.7,0.0,0,0,10,0.0,0,96,0,45.6,10,93.8,90,90.6,87,79.8,14,0,9.4,9,61,43,4.3,6.1,0.68
Myles Libman,176621,WR,STANFORD,12,10.4,0,50.0,0.0,0,3,0,12.5,1,-0.29,4,300,0,56.4,66.7,54.2,67.1,52.6,2.1,2,2,20,1.1,1,95,1,42.4,7,95.8,91,16.8,16,53.0,14,1,80.0,76,84,25,3.6,12.0,0.92
Sam Scott,150701,HB,WYOMING,12,-0.1,3,78.6,100.0,2,2,0,8.3,1,-0.1,5,351,0,68.7,86.4,75.2,66.9,68.0,0.0,0,0,36,30.4,48,158,0,40.8,11,65.8,104,0.0,0,124.1,14,1,1.9,3,113,108,9.8,10.3,1.09
Mavin Anderson,71443,WR,TEXAS ST,11,8.1,2,64.3,0.0,0,3,0,0.0,0,0.25,8,314,0,80.1,69.1,52.7,68.3,55.2,0.5,1,2,48,0.5,1,197,1,51.6,9,94.9,187,64.5,127,86.0,14,1,35.0,69,155,69,7.7,17.2,0.83
Reece Vander Zee,189694,WR,IOWA,7,14.1,0,78.6,100.0,5,5,0,0.0,0,0.08,8,192,0,81.5,68.3,79.2,68.0,77.9,0.0,0,0,29,2.3,2,87,0,45.1,11,90.8,79,6.9,6,142.6,14,1,93.1,81,186,27,2.5,16.9,2.35
Matt Adcock,198738,TE,MEMPHIS,12,4.9,2,85.7,100.0,2,2,0,0.0,0,0.28,5,218,0,82.7,69.6,63.2,57.9,60.8,75.7,109,0,10,25.0,36,144,2,50.4,12,71.5,103,22.2,32,127.1,14,3,0.7,1,70,22,1.8,5.8,0.68
Johncarlos Miller II,148343,TE,TEXAS TECH,12,9.6,0,64.3,60.0,3,5,2,0.0,0,0.16,4,315,0,80.1,68.5,52.7,73.2,48.7,57.5,126,1,17,31.1,68,219,3,48.3,9,66.2,145,33.8,74,48.8,14,0,6.4,14,77,30,3.3,8.6,0.53
Jer'Michael Carter,172737,WR,OKLAHOMA,13,10.6,0,64.3,66.7,2,3,0,0.0,0,-0.15,5,261,0,80.1,67.5,60.9,,59.0,0.0,0,1,22,0.0,0,98,0,37.9,9,96.9,95,18.4,18,56.0,14,0,81.6,80,101,23,2.6,11.2,1.06
Jordan Washington,184519,TE,TEXAS,10,5.9,0,57.1,,0,0,0,33.3,4,-0.16,5,311,0,20.9,67.8,47.6,36.8,51.5,79.1,87,1,32,32.7,36,110,3,35.5,8,65.5,72,12.7,14,75.9,14,1,8.2,9,108,80,10.0,13.5,1.5
Jackson Owens,198939,WR,NEW MEX ST,9,10.4,1,57.1,25.0,1,4,0,11.1,1,-0.18,4,242,0,58.9,67.1,57.0,,59.5,0.0,0,0,20,0.0,0,77,1,35.3,8,88.3,68,3.9,3,73.8,14,0,96.1,74,81,18,2.3,10.1,1.19
Marcellous Hawkins,200025,HB,VA TECH,11,-2.1,3,78.6,,0,0,0,15.4,2,-0.12,5,337,0,51.7,88.7,86.0,72.3,58.4,0.0,0,0,19,34.7,67,193,1,37.6,11,61.7,119,11.4,22,114.0,14,1,0.0,0,79,105,9.5,7.2,0.66
Jalen Dupree,191053,HB,COLO STATE,9,1.9,1,85.7,,0,0,0,7.7,1,-0.11,3,144,1,67.5,74.0,71.7,73.0,47.3,0.0,0,0,33,28.1,48,171,1,39.8,12,66.1,113,1.8,3,91.4,14,0,0.6,1,83,63,5.3,6.9,0.73
Micah Ford,188865,HB,STANFORD,9,-1.1,6,78.6,100.0,1,1,0,8.3,1,-0.12,4,300,0,66.1,68.9,81.8,68.9,59.7,0.0,0,0,54,29.1,44,151,0,44.1,11,64.9,98,0.7,1,102.1,14,0,4.0,6,119,129,11.7,10.8,1.21
Bricen Brantley,174808,WR,WYOMING,9,17.0,1,35.7,0.0,0,5,0,16.7,1,-0.38,1,351,0,49.8,70.7,53.4,,52.5,0.0,0,0,20,0.0,0,49,0,38.8,5,100.0,49,8.2,4,44.3,14,0,91.8,45,33,19,3.8,6.6,0.67
Kris Hughes,182676,WR,LOUISVILLE,10,13.8,0,57.1,0.0,0,2,0,27.3,3,-0.27,5,210,0,27.8,67.1,62.4,,61.2,0.0,0,1,33,0.0,0,58,0,38.6,8,98.3,57,100.0,58,76.2,14,1,0.0,0,109,38,4.8,13.6,1.91
Var'keyes Gumms,145319,TE,UNLV,10,13.4,2,78.6,50.0,1,2,0,8.3,1,0.42,9,325,0,66.1,68.5,71.2,76.4,78.6,81.1,107,0,27,27.3,36,132,0,55.2,11,68.9,91,12.9,17,156.3,14,3,6.1,8,168,63,5.7,15.3,1.85
Nate Sullivan Jr.,138317,TE,LA MONROE,12,4.2,0,46.2,0.0,0,1,1,25.0,2,-0.35,4,209,0,33.4,67.7,43.8,48.2,50.0,50.0,69,1,14,30.4,42,138,6,33.1,6,65.9,91,34.8,48,23.9,13,0,4.3,6,48,27,4.5,8.0,0.53
Bill Davis,176332,HB,LA LAFAYET,12,0.1,0,76.9,0.0,0,1,0,9.1,1,-0.11,3,207,0,62.9,90.1,77.9,58.4,54.0,0.0,0,0,26,30.0,48,160,0,38.7,10,65.0,104,4.4,7,91.5,13,0,5.6,9,79,81,8.1,7.9,0.76
DeKalon Taylor,168419,HB,COLORADO,4,2.8,4,76.9,,0,0,0,9.1,1,0.52,6,143,0,62.9,48.2,65.6,57.3,77.8,0.0,0,0,22,11.1,7,63,0,54.1,10,85.7,54,14.3,9,139.7,13,2,11.1,7,106,79,7.9,10.6,1.96
Eli Wood,156382,WR,VIRGINIA,11,11.9,3,69.2,50.0,2,4,0,0.0,0,0.22,6,335,0,80.1,67.5,70.2,,71.2,0.0,0,0,38,0.0,0,67,0,47.0,9,98.5,66,38.8,26,118.8,13,1,61.2,41,104,30,3.3,11.6,1.58
Kevorian Barnes,145514,HB,TCU,7,-1.5,1,76.9,,0,0,0,9.1,1,0.3,2,305,0,62.9,87.1,77.3,68.4,60.2,0.0,0,1,12,28.9,39,135,0,57.7,10,68.9,93,5.2,7,49.5,13,0,13.3,18,48,67,6.7,4.8,0.52
Tyshawn Russell,175926,WR,SYRACUSE,3,6.3,1,69.2,0.0,0,1,0,18.2,2,0.08,4,304,0,44.7,69.4,59.3,,60.0,0.0,0,1,28,0.0,0,54,0,52.0,9,92.6,50,72.2,39,54.3,13,0,27.8,15,83,41,4.6,9.2,1.66
Ben Turner,198713,WR,MARSHALL,10,5.0,0,69.2,0.0,0,1,0,10.0,1,-0.33,4,214,0,61.0,68.9,62.4,,64.0,0.0,0,0,17,0.0,0,51,0,32.7,9,96.1,49,100.0,51,77.7,13,0,0.0,0,56,53,5.9,6.2,1.14
Micah Gilbert,184095,WR,NOTRE DAME,8,13.9,2,69.2,0.0,0,3,0,0.0,0,0.42,8,258,0,80.1,67.5,76.6,,78.5,2.2,1,1,26,0.0,0,45,0,54.5,9,97.8,44,6.7,3,83.2,13,1,91.1,41,93,32,3.6,10.3,2.11
Dawson Johnson,190274,TE,DOMINION,12,6.9,1,76.9,100.0,2,2,0,0.0,0,0.09,5,263,0,81.5,68.2,53.1,57.2,56.5,13.2,21,0,17,24.5,39,159,0,42.3,10,72.3,115,47.8,76,123.6,13,1,6.9,11,99,52,5.2,9.9,0.86
Malachi Thomas,144107,HB,PURDUE,12,1.1,1,84.6,0.0,0,1,0,0.0,0,-0.08,7,273,0,82.2,82.7,70.3,80.9,76.4,0.0,0,0,44,24.0,29,121,0,41.2,11,71.9,87,1.7,2,138.0,13,2,5.0,6,99,89,8.1,9.0,1.14
Sire Gaines,184229,HB,BOISE ST,12,0.2,2,76.9,,0,0,0,9.1,1,-0.05,3,120,0,63.3,48.3,83.6,48.9,57.1,0.0,0,0,20,37.0,57,154,2,44.0,10,62.3,96,1.9,3,113.3,13,1,3.2,5,67,77,7.7,6.7,0.7
Lane Wadle,184299,TE,GA STATE,12,5.7,0,69.2,50.0,1,2,0,0.0,0,0.04,5,175,1,80.1,18.7,48.6,54.1,53.5,62.9,105,1,17,27.5,46,167,1,44.1,9,67.1,112,29.9,50,56.3,13,0,5.4,9,89,60,6.7,9.9,0.79
Keyjuan Brown,174695,HB,LOUISVILLE,9,0.6,1,84.6,,0,0,0,0.0,0,-0.07,2,210,0,82.2,86.2,88.6,18.6,64.7,0.0,0,0,38,17.0,24,141,0,40.7,11,79.4,112,4.3,6,104.5,13,0,3.5,5,118,122,11.1,10.7,1.05
Rico Walker,170209,TE,PURDUE,10,6.2,2,69.2,66.7,2,3,2,10.0,1,-0.03,4,273,0,61.4,67.5,51.0,49.5,62.8,61.1,66,1,30,21.3,23,108,3,44.4,9,73.1,79,29.6,32,59.8,13,0,9.3,10,100,54,6.0,11.1,1.27
Jarod Bowie,170410,WR,W VIRGINIA,10,6.0,2,69.2,0.0,0,1,0,10.0,1,0.07,5,343,0,61.0,72.8,61.5,,58.6,0.0,0,0,18,0.0,0,68,0,40.9,9,97.1,66,100.0,68,86.1,13,0,0.0,0,82,69,7.7,9.1,1.24
Jonathan Brady,156940,WR,INDIANA,12,5.5,1,92.3,100.0,1,1,0,0.0,0,0.73,8,190,0,82.7,85.2,71.9,64.5,72.6,1.5,1,0,16,1.5,1,65,0,63.9,12,92.3,60,87.7,57,136.7,13,3,10.8,7,95,56,4.7,7.9,1.58
Joshua Porter,183447,WR,USF,12,7.0,2,84.6,,0,0,0,0.0,0,0.26,4,327,0,81.5,78.8,61.1,,59.3,2.2,2,0,26,0.0,0,90,0,54.1,11,94.4,85,76.7,69,120.2,13,1,21.1,19,87,36,3.3,7.9,1.02
Derrick Avery Jr.,204904,WR,GA STATE,12,20.0,0,30.8,33.3,1,3,0,33.3,2,-0.1,3,175,0,26.0,65.0,48.9,,49.5,0.0,0,0,20,0.0,0,146,0,37.2,4,93.8,137,13.7,20,68.1,13,1,86.3,126,46,23,5.8,11.5,0.34
Micah Woods,171218,WR,S ALABAMA,9,3.3,3,84.6,33.3,1,3,0,0.0,0,0.37,6,288,0,81.5,71.9,64.0,,69.3,0.0,0,0,33,0.0,0,46,1,54.8,11,91.3,42,32.6,15,128.5,13,1,67.4,31,113,109,9.9,10.3,2.69
Sean Patrick,190981,HB,AKRON,10,3.5,2,84.6,,0,0,0,0.0,0,0.08,8,102,0,82.2,87.1,67.1,29.3,73.9,0.0,0,0,22,18.0,22,122,0,39.5,11,77.0,94,5.7,7,110.3,13,0,1.6,2,136,107,9.7,12.4,1.45
Lynel Billups-Williams,171271,WR,MIAMI OH,12,8.5,1,46.2,0.0,0,1,0,14.3,1,0.0,2,221,0,53.4,86.1,52.8,,51.0,1.0,1,0,15,0.0,0,101,0,45.5,6,97.0,98,67.3,68,56.9,13,0,25.7,26,51,34,5.7,8.5,0.52
Rickey Hunt Jr.,171350,HB,MIDDLE TN,8,-1.8,3,100.0,,0,0,0,0.0,0,-0.11,4,224,0,83.3,79.9,65.8,36.6,59.0,0.0,0,0,34,16.3,22,135,0,40.2,13,82.2,111,12.6,17,98.4,13,0,6.7,9,99,122,9.4,7.6,0.89
Jacob Barrick,163938,TE,W VIRGINIA,10,3.9,3,69.2,,0,0,0,18.2,2,-0.24,3,343,1,44.7,18.7,55.2,70.9,50.1,55.2,53,0,15,27.1,26,96,0,38.7,9,71.9,69,41.7,40,81.9,13,0,2.1,2,69,54,6.0,7.7,1.0
Dale Martin,147140,WR,LA LAFAYET,8,14.2,0,46.2,33.3,1,3,0,14.3,1,0.03,5,207,0,53.8,66.2,65.0,,65.0,0.0,0,1,69,0.0,0,63,0,45.8,6,93.7,59,33.3,21,91.0,13,2,66.7,42,134,66,11.0,22.3,2.27
Dorian Lewis,171559,HB,LA MONROE,12,-2.8,3,84.6,0.0,0,1,0,0.0,0,-0.27,2,209,0,82.7,78.8,66.0,59.0,67.5,0.0,0,0,15,42.0,42,100,0,28.7,11,51.0,51,13.0,13,86.5,13,0,1.0,1,62,120,10.9,5.6,1.22
Aviyon Smith-Mack,171609,WR,SM HOUSTON,4,7.5,2,61.5,,0,0,0,0.0,0,-0.29,3,281,0,80.1,67.5,55.3,,58.7,0.0,0,0,12,0.0,0,72,1,38.5,8,90.3,65,100.0,72,69.1,13,0,0.0,0,49,21,2.6,6.1,0.75
Dominic Lee-Knicely,198293,HB,COAST CAR,12,1.7,0,69.2,,0,0,0,10.0,1,-0.35,2,141,0,62.9,67.3,68.7,22.5,56.4,0.8,1,0,25,23.3,28,120,0,33.9,9,70.8,85,7.5,9,83.5,13,0,3.3,4,74,70,7.8,8.2,0.87
Cameron Pettaway,191013,HB,BOWL GREEN,9,3.1,6,61.5,0.0,0,1,0,11.1,1,0.06,5,122,0,58.9,85.1,72.8,25.2,60.7,0.0,0,1,73,19.8,21,106,0,43.6,8,78.3,83,10.4,11,105.4,13,2,2.8,3,139,122,15.3,17.4,1.67
Chris Culliver,175393,WR,N CAROLINA,6,17.4,0,38.5,0.0,0,2,0,37.5,3,-0.2,4,245,0,20.0,69.0,51.4,,51.9,0.0,0,0,51,0.0,0,84,1,46.3,5,95.2,80,15.5,13,91.8,13,1,84.5,71,100,6,1.2,20.0,1.25
Ismail Mahdi,161419,HB,ARIZONA,12,-1.2,3,100.0,100.0,1,1,0,0.0,0,-0.02,4,109,0,83.8,66.3,74.0,36.3,57.4,0.5,1,0,27,21.1,39,185,0,43.7,13,74.1,137,10.8,20,123.1,13,1,9.2,17,96,112,8.6,7.4,0.7
Brock Townsend,184677,HB,C MICHIGAN,11,2.2,3,92.3,100.0,3,3,0,0.0,0,0.19,7,134,0,82.7,85.2,74.3,52.6,81.1,0.0,0,0,51,44.6,50,112,0,48.5,12,53.6,60,10.7,12,151.8,13,3,0.9,1,142,107,8.9,11.8,2.37
Anthony Carrie,183214,HB,FIU,12,-0.8,0,84.6,0.0,0,1,0,8.3,1,0.08,5,166,0,64.6,73.0,65.8,45.2,60.7,0.0,0,0,15,26.4,42,159,0,45.3,11,68.6,109,4.4,7,85.6,13,0,3.8,6,59,75,6.8,5.4,0.54
Ky Woods,163868,HB,NEVADA,11,2.4,7,76.9,,0,0,0,9.1,1,0.18,5,239,0,64.6,48.7,65.0,73.8,86.1,5.7,2,1,47,14.3,5,35,0,45.5,10,80.0,28,25.7,9,93.1,13,1,8.6,3,104,116,11.6,10.4,3.71
