player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te
Scarlee Jean,160961,G,FAU,12,100.0,0,165,63.9,75.2,56.6,4,14,621,100.0,100.0,98.6,6,18,0,970,0,565,78,970,663,663,0,318,307,3
Vincent Fiacable,144836,C,FAU,12,100.0,0,165,67.9,83.2,60.8,0,6,621,100.0,100.0,99.4,5,7,1,967,967,0,0,967,661,661,0,0,306,0
Ryan Lengyel,144516,G,BAYLOR,12,100.0,0,118,60.4,65.9,55.6,3,17,544,100.0,100.0,97.8,0,22,2,962,0,962,0,962,590,590,0,0,372,0
Kaden Sieracki,158571,T,BAYLOR,12,100.0,2,118,63.0,56.8,65.5,2,29,537,100.0,100.0,97.1,4,31,0,948,0,0,0,948,583,583,0,948,365,0
Brycen Sanders,172527,C,OLE MISS,13,100.0,1,226,58.4,62.4,55.2,2,9,465,100.0,100.0,98.8,3,11,0,946,945,0,0,946,494,494,1,0,452,0
Jayden Williams,146815,T,OLE MISS,13,100.0,0,226,70.9,81.2,61.7,2,9,465,100.0,100.0,98.4,1,13,2,944,0,0,0,944,494,494,0,938,450,5
Patrick Kutas,163635,G,OLE MISS,13,100.0,0,226,65.2,72.7,64.7,4,8,465,100.0,100.0,98.5,6,13,1,943,0,0,0,943,494,494,942,1,449,0
Diego Pounds,143976,T,OLE MISS,13,100.0,0,226,62.9,74.9,53.8,3,10,462,100.0,100.0,98.6,2,13,0,941,0,1,938,941,491,491,0,0,450,1
Fintan Brose,142242,G,DELAWARE,12,100.0,1,151,67.3,77.9,59.9,2,12,560,100.0,100.0,98.4,1,16,2,931,142,782,0,931,602,602,0,1,329,0
Riley McGehee,188347,T,ARK STATE,12,100.0,0,113,67.0,70.5,62.7,1,25,544,100.0,100.0,96.9,4,30,4,926,0,0,562,926,581,581,0,364,345,0
Anthony Caccese,173606,G,DELAWARE,12,100.0,0,151,66.5,74.7,61.7,3,7,553,100.0,100.0,98.7,5,12,2,920,0,1,0,920,595,595,669,247,325,1
Emmanuel Kojo Poku,162652,G,E CAROLINA,12,100.0,0,156,64.1,67.5,63.2,2,10,444,100.0,100.0,98.6,4,12,0,913,0,0,0,913,475,475,912,0,438,0
Darius Bell,148375,C,E CAROLINA,12,100.0,0,156,55.5,64.1,54.7,2,13,444,100.0,100.0,98.1,8,16,1,913,913,0,0,913,475,475,0,0,438,0
Simon Wilson,170493,C,TULSA,12,100.0,2,320,66.4,69.8,64.2,2,7,459,100.0,100.0,99.0,4,9,0,910,899,0,0,910,499,499,11,0,411,0
Wil Saxton,156838,G,ARK STATE,12,100.0,0,113,62.1,64.0,60.5,1,23,526,100.0,100.0,97.3,4,26,2,905,0,0,0,905,563,563,905,0,342,0
Jack Hollifield,144079,C,TULANE,13,100.0,0,319,57.8,63.5,54.9,0,15,453,100.0,100.0,98.1,7,16,1,897,897,0,0,897,478,478,0,0,419,0
Tyhler Williams,156886,G,GA STATE,12,100.0,0,175,50.7,54.1,51.1,9,16,525,100.0,100.0,97.4,6,26,1,888,419,469,0,888,566,566,0,0,322,0
Will Flowers,138993,C,APP STATE,12,100.0,0,108,63.4,70.7,64.6,0,11,526,100.0,100.0,98.8,8,12,1,885,885,0,0,885,552,552,0,0,333,0
Amare Grayson,189783,G,JVILLE ST,12,100.0,1,196,67.4,69.1,65.0,1,7,353,100.0,100.0,98.6,3,9,1,878,0,0,21,878,377,377,855,0,501,1
Ja'Kavion Nonar,162800,T,FAU,11,100.0,3,165,56.9,61.0,56.4,6,25,562,100.0,100.0,96.9,11,33,2,876,0,0,865,876,602,602,0,1,274,8
Cayden Sweatt,175006,G,APP STATE,12,100.0,1,108,62.6,68.0,58.9,1,9,521,100.0,100.0,98.3,3,14,4,876,0,875,0,876,547,547,0,0,329,1
Malik Williams,128441,T,NEW MEX ST,12,100.0,0,242,52.9,49.0,58.4,7,17,537,100.0,100.0,96.3,5,32,8,874,0,0,832,874,577,577,0,42,297,0
Adam Lepkowski,145455,C,UAB,12,100.0,1,321,69.9,78.7,66.3,1,8,486,100.0,100.0,98.5,6,12,3,873,871,0,0,873,515,515,0,0,358,2
Kadyn Proctor,172392,T,ALABAMA,13,99.4,0,103,85.4,81.8,81.6,4,13,501,99.6,99.6,97.9,2,19,2,873,0,0,857,878,525,527,0,0,348,13
Kage Casey,157197,T,BOISE ST,12,100.0,1,120,79.0,78.9,75.2,0,5,445,100.0,100.0,98.5,2,9,4,872,0,0,864,872,474,474,0,0,398,8
Alvin Ebosele,158554,T,HOUSTON,12,100.0,2,182,55.2,42.3,63.2,8,19,388,100.0,100.0,95.7,8,30,3,870,0,0,849,870,423,423,0,21,447,0
Sully Burns,158410,T,TEXAS ST,12,100.0,0,314,68.0,63.7,67.0,2,16,413,100.0,100.0,96.6,1,23,5,870,0,0,5,870,439,439,0,861,431,3
Canon Boone,146846,C,MISS STATE,12,100.0,1,227,66.5,75.6,64.1,3,5,440,100.0,100.0,98.4,5,11,3,869,869,0,0,869,465,465,0,0,404,0
Brock Riker,190110,C,TEXAS ST,12,100.0,1,314,71.7,79.1,71.5,1,6,413,100.0,100.0,99.2,7,7,0,868,868,0,0,868,438,438,0,0,430,0
Daylon Metoyer,190992,T,BOISE ST,12,100.0,1,120,43.0,44.8,48.6,2,32,438,100.0,100.0,95.9,10,35,1,867,0,0,0,867,465,465,0,867,402,0
JonDarius Morgan,146917,G,UAB,12,99.9,1,321,70.6,78.4,66.4,3,8,482,99.8,99.8,98.9,2,11,0,867,0,0,1,868,510,511,847,14,357,6
Broderick Roman,100253,C,SO MISS,12,100.0,1,296,63.4,74.1,62.8,0,10,454,100.0,100.0,98.9,10,10,0,866,710,0,0,866,492,492,156,0,374,0
Zhen Sotelo,146067,G,HAWAII,12,100.0,0,180,63.4,75.8,55.9,0,5,568,100.0,100.0,99.6,4,5,0,861,0,854,0,861,595,595,0,5,266,0
Shadre Hurst,158418,G,TULANE,13,100.0,1,319,79.2,92.1,78.7,1,4,431,100.0,100.0,99.2,9,6,1,860,0,802,54,860,454,454,2,0,406,1
Max Iheanachor,171881,T,ARIZONA ST,12,100.0,3,110,72.5,78.3,66.8,3,11,452,100.0,100.0,98.5,8,14,0,860,0,0,0,860,484,484,0,859,376,0
Nick Krahe,173185,T,W VIRGINIA,12,100.0,1,343,63.5,71.9,57.4,3,13,378,100.0,100.0,97.6,7,17,1,860,0,0,856,860,395,395,0,0,465,4
Nikola Milovac,169998,T,KENNESAW,12,100.0,1,200,48.9,51.9,51.3,5,21,414,100.0,100.0,96.6,10,27,1,859,0,0,0,859,439,439,0,841,420,18
Zach Greenberg,190848,C,JAMES MAD,13,100.0,0,197,67.7,68.7,65.6,1,9,376,100.0,100.0,98.1,4,12,2,858,858,0,0,858,402,402,0,0,456,0
James Milovale,175703,T,HAWAII,12,100.0,0,180,57.5,57.0,59.1,6,14,568,100.0,100.0,97.9,7,22,2,857,0,0,0,857,595,595,0,851,262,6
Emeka Obigbo,168593,G,TEXAS ST,12,100.0,0,314,56.3,70.6,51.2,0,7,408,100.0,100.0,98.9,3,8,1,855,0,852,0,855,434,434,0,0,421,3
BJ Tolo,175687,G,NEW MEX ST,12,100.0,0,242,63.4,62.2,65.4,3,14,524,100.0,100.0,98.0,5,19,2,854,267,0,0,854,562,562,587,0,292,0
Eric Meeks,53398,C,MARSHALL,12,100.0,1,214,65.6,73.9,61.5,0,8,381,100.0,100.0,98.4,5,10,2,852,852,0,0,852,406,406,0,0,446,0
Shunmarkus Adams,150889,G,MARSHALL,12,100.0,0,214,60.1,71.4,57.4,4,8,381,100.0,100.0,98.2,4,13,1,852,0,852,0,852,406,406,0,0,446,0
Kwabena Asamoah,156503,G,RUTGERS,12,100.0,0,278,71.5,76.9,68.3,4,6,441,100.0,100.0,98.6,0,11,1,849,0,0,0,849,466,466,849,0,383,0
Anwar O'neal,178137,T,DELAWARE,11,100.0,1,151,66.3,68.4,62.3,2,11,515,100.0,100.0,97.6,3,19,6,849,0,2,846,849,554,554,1,0,295,0
Dorion Strawn,150063,T,TEXAS ST,12,100.0,1,314,75.6,81.4,70.6,1,15,406,100.0,100.0,97.5,5,18,2,848,0,0,836,848,431,431,0,0,417,12
Bryan Felter,129877,G,RUTGERS,12,100.0,0,278,69.8,64.4,70.5,4,8,441,100.0,100.0,98.0,1,15,3,846,0,846,0,846,466,466,0,0,380,0
Parker Mitchell,159177,G,MEMPHIS,12,100.0,0,218,60.7,72.3,59.3,3,16,455,100.0,100.0,96.6,8,25,6,845,0,0,0,845,483,483,761,84,362,0
Jim Bonifas,144544,C,IOWA STATE,12,100.0,1,193,72.2,78.5,68.5,1,7,394,100.0,100.0,99.0,2,8,0,845,845,0,0,845,419,419,0,0,426,0
Malachi Breland,169934,G,MEMPHIS,12,100.0,0,218,69.4,77.6,65.8,3,10,454,100.0,100.0,98.3,4,14,1,845,0,845,0,845,482,482,0,0,363,0
Yakari Walker,147380,C,MEMPHIS,12,100.0,0,218,60.3,66.1,60.5,3,20,454,100.0,100.0,96.6,7,27,4,845,845,0,0,845,482,482,0,0,363,0
Febechi Nwaiwu,145324,G,OKLAHOMA,13,100.0,0,261,69.6,91.6,59.3,0,2,479,100.0,100.0,99.8,1,2,0,845,144,54,0,845,505,505,647,0,340,0
Chris Adams,145359,T,MEMPHIS,12,100.0,1,218,67.4,64.7,69.8,2,16,453,100.0,100.0,96.0,8,27,9,843,0,0,843,843,481,481,0,0,362,0
Jacoby Jackson,144756,G,MISS STATE,12,100.0,1,227,61.2,71.6,56.6,1,13,425,100.0,100.0,97.9,2,16,2,843,0,420,0,843,451,451,420,0,392,0
Hayes Creel,160187,T,SO MISS,12,100.0,1,296,56.2,60.8,50.4,2,17,440,100.0,100.0,97.6,4,20,1,843,0,1,0,843,475,475,0,842,368,0
Brandon Best,156298,G,KENNESAW,12,100.0,0,200,60.9,85.4,52.7,0,4,407,100.0,100.0,99.3,0,5,1,843,0,842,0,843,431,431,0,0,412,1
Coleton Price,158567,C,BAYLOR,11,100.0,1,118,71.0,83.6,69.5,0,6,483,100.0,100.0,99.2,9,7,1,842,842,0,0,842,526,526,0,0,316,0
Malachi Preciado,162892,C,S ALABAMA,12,100.0,0,288,61.8,66.2,59.9,2,6,331,100.0,100.0,98.5,2,9,1,842,842,0,0,842,363,363,0,0,479,0
Mason Myers,172201,C,ARK STATE,11,100.0,1,113,60.0,68.7,60.6,0,15,494,100.0,100.0,98.3,9,16,1,842,842,0,0,842,528,528,0,0,314,0
Cam Griffin,170422,G,JVILLE ST,12,100.0,1,196,64.4,73.3,61.9,0,14,337,100.0,100.0,97.3,3,16,2,841,85,375,311,841,359,359,3,59,482,7
Dominick Giudice,144942,G,MISSOURI,12,100.0,1,229,70.1,78.6,67.7,1,10,390,100.0,100.0,98.3,5,12,1,840,0,839,0,840,411,411,0,0,429,1
Quincy Jenkins,122299,G,W KENTUCKY,12,100.0,2,346,59.6,72.0,54.2,1,14,495,100.0,100.0,98.5,4,15,0,840,0,0,0,840,522,522,840,0,318,0
Marshall Jackson,72689,T,W KENTUCKY,12,100.0,0,346,63.2,69.1,56.0,4,10,495,100.0,100.0,97.6,3,19,5,840,0,0,827,840,522,522,0,0,318,12
George Maile,158562,G,UTAH ST,12,99.8,1,329,55.0,56.6,58.4,2,10,462,100.0,99.6,97.2,13,19,7,838,0,837,0,840,500,502,0,0,338,2
JaDarious Lee,162946,T,KENNESAW,12,100.0,1,200,40.5,34.2,47.1,10,27,402,100.0,100.0,94.9,8,39,2,838,0,0,788,838,427,427,0,0,411,50
Brady Small,171015,C,ARMY,12,100.0,0,114,79.6,64.5,79.6,0,4,158,100.0,100.0,98.7,2,4,0,836,836,0,0,836,173,173,0,0,663,0
Jimmy Liston,174964,C,UTAH ST,12,100.0,1,329,67.2,71.9,66.3,3,9,461,100.0,100.0,98.7,7,12,0,836,836,0,0,836,499,499,0,0,337,0
Aaron Fenimore,174929,C,LIBERTY,12,100.0,0,206,73.5,63.9,74.2,1,13,359,100.0,100.0,97.8,1,15,1,836,836,0,0,836,380,380,0,0,456,0
Gus Zilinskas,145132,C,RUTGERS,12,100.0,0,278,73.2,76.5,69.5,0,12,439,100.0,100.0,98.6,0,12,0,836,836,0,0,836,464,464,0,0,372,0
Logan Taylor,151098,G,BOSTON COL,12,99.9,0,121,70.8,71.2,73.7,2,15,518,99.8,99.8,97.4,6,22,5,836,0,0,224,837,537,538,523,84,299,6
Teddy Williams,171030,T,ARMY,12,100.0,0,114,89.5,62.1,89.5,2,7,158,100.0,100.0,96.5,4,10,1,835,0,0,0,835,173,173,0,753,662,81
Henry Appleton,170956,T,ARMY,12,100.0,0,114,68.2,47.4,68.7,3,5,158,100.0,100.0,97.5,1,8,0,835,0,0,728,835,173,173,0,1,662,106
Keagen Trost,102324,T,MISSOURI,12,100.0,0,229,92.4,85.4,91.7,2,3,386,100.0,100.0,99.1,3,6,1,834,0,1,0,834,407,407,0,807,427,25
Reese Baker,189564,T,TULANE,13,100.0,0,319,59.0,71.2,52.2,3,18,422,100.0,100.0,96.6,2,25,4,834,0,0,0,834,444,444,172,650,390,11
Brian Parker II,162699,T,DUKE,12,100.0,1,154,88.2,82.5,87.1,2,14,475,100.0,100.0,97.7,2,19,3,833,0,0,0,833,508,508,0,830,325,0
Will Jeffcoat,147322,G,ARMY,12,100.0,0,114,90.4,67.0,89.3,0,5,158,100.0,100.0,98.4,2,5,0,832,0,832,0,832,173,173,0,0,659,0
Lance Heard,172477,T,TENNESSEE,12,100.0,1,307,69.9,72.9,68.7,1,17,420,100.0,100.0,97.6,7,19,1,832,0,0,832,832,453,453,0,0,379,0
Justin Pickett,143870,G,DUKE,12,100.0,1,154,68.9,73.8,69.3,1,17,475,100.0,100.0,97.9,6,19,1,831,0,0,0,831,508,508,828,0,323,0
Connor Tollison,146881,C,MISSOURI,12,100.0,0,229,62.9,72.7,60.0,1,9,385,100.0,100.0,97.9,4,13,3,831,831,0,0,831,406,406,0,0,425,0
Jaleel Davis,143989,T,FIU,12,99.9,2,166,55.6,51.3,57.9,3,33,423,99.8,99.8,95.0,5,39,3,830,0,2,819,831,449,450,0,0,381,10
Matt Craycraft,162694,C,DUKE,12,100.0,1,154,68.9,72.7,65.7,1,11,475,100.0,100.0,97.9,4,16,4,830,830,0,0,830,508,508,0,0,322,0
Peseti Lapuaho,159070,T,S JOSE ST,12,100.0,0,285,33.1,31.0,39.2,4,27,522,100.0,100.0,96.8,6,32,1,829,0,0,828,829,555,555,0,0,274,0
Harrison Hayes,147549,G,LIBERTY,12,100.0,1,206,64.2,65.1,62.7,1,13,356,100.0,100.0,97.2,3,17,3,829,0,0,0,829,377,377,828,0,452,0
Everett Small,184060,T,E MICHIGAN,12,99.9,0,160,64.3,68.3,61.4,0,21,435,99.8,99.8,96.9,2,24,3,829,149,0,680,830,467,468,0,0,362,1
Trevor Brock,171197,T,BUFFALO,12,100.0,0,126,75.1,69.9,75.2,8,17,461,100.0,100.0,97.1,2,26,1,828,0,125,0,828,483,483,0,702,345,0
Noah Josey,126259,G,VIRGINIA,12,100.0,1,335,67.0,85.1,61.7,1,5,424,100.0,100.0,99.3,4,6,0,828,0,827,0,828,438,438,0,0,390,1
Henry Tabansi,171215,T,BUFFALO,12,100.0,1,126,64.6,65.6,67.4,4,16,462,100.0,100.0,96.8,8,25,5,828,0,0,827,828,483,483,0,0,345,0
James Neal III,157599,T,IOWA STATE,12,100.0,1,193,59.3,43.5,65.9,4,16,386,100.0,100.0,96.4,4,24,4,826,0,0,823,826,412,412,0,0,414,2
Markel Bell,183226,T,MIAMI FL,13,100.0,0,220,70.3,83.8,63.6,1,8,420,100.0,100.0,98.9,6,9,0,826,0,1,821,826,440,440,0,0,386,3
James Brockermeyer,125681,C,MIAMI FL,13,100.0,1,220,71.0,83.4,68.4,2,8,420,100.0,100.0,98.8,5,10,0,825,825,0,0,825,440,440,0,0,385,0
Bruno Fina,131791,T,DUKE,12,100.0,0,154,67.8,66.2,66.7,6,14,471,100.0,100.0,97.2,5,23,3,825,0,0,815,825,504,504,0,0,321,6
Francis Mauigoa,170088,T,MIAMI FL,13,99.9,1,220,83.6,87.0,79.4,3,5,419,99.8,99.8,98.6,7,10,2,825,0,0,0,826,439,440,10,814,386,1
Derrick Graham,123703,T,TULANE,12,100.0,2,319,67.2,80.7,58.4,3,14,419,100.0,100.0,97.7,3,18,1,824,0,0,822,824,442,442,0,0,382,1
Sheridan Wilson,157336,C,TEXAS TECH,12,100.0,0,315,65.5,90.1,61.7,1,3,430,100.0,100.0,99.5,9,4,0,824,824,0,0,824,452,452,0,0,372,0
Xavier Chaplin,157653,T,AUBURN,12,100.0,0,115,55.5,68.2,56.4,3,12,454,100.0,100.0,97.7,12,18,3,823,0,0,821,823,482,482,0,2,341,0
Tanoa Togiai,131879,G,UTAH,12,100.0,0,328,60.9,85.2,55.8,0,7,359,100.0,100.0,99.0,4,7,0,823,0,790,18,823,383,383,0,15,440,0
Caleb Lomu,176655,T,UTAH,12,100.0,0,328,68.4,82.1,62.0,2,6,359,100.0,100.0,98.9,4,8,0,823,0,0,800,823,383,383,0,18,440,4
Spencer Fano,174217,T,UTAH,12,100.0,1,328,83.9,81.5,79.9,0,5,358,100.0,100.0,99.3,5,5,0,822,0,0,0,822,382,382,0,777,440,45
Ben Taylor-Whitfield,173151,T,TCU,12,100.0,1,305,67.9,71.6,66.6,5,11,450,100.0,100.0,97.6,8,19,3,822,0,0,505,822,475,475,0,313,347,4
Tyler Miller,122526,T,IOWA STATE,12,100.0,0,193,64.0,71.7,58.5,2,8,384,100.0,100.0,98.4,2,11,1,821,0,0,1,821,408,408,0,816,413,4
Roger Carreon,163374,G,BOISE ST,12,100.0,0,120,63.2,55.9,64.7,1,9,413,100.0,100.0,98.5,5,11,1,820,0,0,0,820,440,440,820,0,380,0
Alex Wollschlaeger,130396,T,KENTUCKY,12,100.0,0,202,68.4,67.9,67.4,3,23,427,100.0,100.0,96.0,5,30,4,820,0,0,0,820,458,458,0,814,362,6
Davion Weatherspoon,145888,G,OHIO,12,100.0,0,259,73.5,77.8,73.9,1,7,373,100.0,100.0,98.9,8,8,0,820,0,820,0,820,399,399,0,0,421,0
Joshua Braun,124371,G,KENTUCKY,12,100.0,0,202,62.5,77.4,57.4,1,11,427,100.0,100.0,97.9,3,15,3,820,0,820,0,820,458,458,0,0,362,0
Jager Burton,146741,C,KENTUCKY,12,100.0,0,202,71.3,79.5,67.5,0,12,426,100.0,100.0,98.6,2,12,0,819,817,0,0,819,457,457,2,0,362,0
Jalen Farmer,157745,G,KENTUCKY,12,100.0,0,202,69.8,72.4,67.4,0,11,426,100.0,100.0,98.0,1,14,3,818,0,0,0,818,457,457,818,0,361,0
Tyler Doty,130407,G,BUFFALO,12,100.0,0,126,75.1,77.6,76.0,7,2,459,100.0,100.0,98.6,4,11,2,817,0,23,0,817,481,481,793,0,336,0
Da'Metrius Weatherspoon,154759,T,SYRACUSE,12,100.0,1,304,72.9,69.5,71.8,1,12,464,100.0,100.0,97.7,3,17,4,817,0,95,0,817,493,493,0,721,324,0
Joseph Harbert,157842,C,S JOSE ST,12,100.0,0,285,57.7,57.6,57.5,4,13,514,100.0,100.0,98.3,6,17,0,816,619,20,4,816,546,546,120,53,270,0
Anez Cooper,162732,G,MIAMI FL,13,99.9,0,220,69.9,76.8,68.9,2,6,414,99.8,99.8,99.0,6,8,0,816,0,2,0,817,434,435,803,2,382,9
Ivan Escobar,147467,C,UTEP,12,100.0,1,330,62.4,65.5,61.1,1,20,470,100.0,100.0,97.6,3,22,1,815,815,0,0,815,504,504,0,0,311,0
Jaheim Buchanon,175543,G,FIU,12,100.0,0,166,72.0,74.6,70.2,4,8,415,100.0,100.0,98.3,2,13,1,815,30,783,0,815,441,441,0,2,374,0
Niki Prongos,162464,T,STANFORD,12,100.0,1,300,63.9,75.2,55.5,6,7,442,100.0,100.0,97.2,5,19,6,814,0,0,814,814,465,465,0,0,349,0
Matt Henry,190689,G,TROY,12,100.0,0,318,67.7,67.9,66.8,1,11,461,100.0,100.0,97.2,2,19,7,814,0,20,0,814,480,480,793,0,334,0
Reid Williams,129405,C,UNLV,12,100.0,0,325,71.4,80.4,65.6,3,9,413,100.0,100.0,98.3,0,13,1,813,813,0,0,813,441,441,0,0,372,0
Mason Murphy,74236,T,AUBURN,12,100.0,0,115,66.2,65.9,67.6,2,20,448,100.0,100.0,95.3,4,32,10,813,213,0,0,813,476,476,0,596,337,4
Wes Hoeh,144049,C,UCONN,12,100.0,0,146,71.8,72.1,74.6,3,9,461,100.0,100.0,98.7,8,12,0,812,812,0,0,812,486,486,0,0,326,0
Demetrius Hunter,156167,C,HOUSTON,12,100.0,2,182,59.7,57.9,61.9,2,8,357,100.0,100.0,98.3,8,11,1,811,811,0,0,811,391,391,0,0,420,0
Davion Carter,158004,G,TEXAS TECH,12,100.0,0,315,71.1,84.8,65.5,3,2,421,100.0,100.0,99.2,0,6,1,811,0,0,1,811,443,443,808,0,368,2
BJ Williams,170127,G,PITTSBURGH,12,100.0,0,268,62.7,71.9,56.3,0,14,487,100.0,100.0,97.7,0,18,4,811,0,0,0,811,520,520,811,0,291,0
Mark Robinson,211484,T,UTEP,12,99.8,0,330,53.0,59.1,48.1,5,17,467,100.0,99.6,97.4,3,23,1,811,0,0,807,813,501,503,0,0,310,4
JaQuan Adams,176868,T,TULSA,11,100.0,0,320,69.7,73.5,64.1,0,14,416,100.0,100.0,98.1,2,15,1,811,0,4,798,811,446,446,0,0,365,8
Jo Simmons,156717,T,JAMES MAD,12,100.0,0,197,66.1,68.1,65.1,1,9,354,100.0,100.0,97.5,5,14,4,810,0,0,809,810,378,378,0,0,432,1
Addison Nichols,157622,G,SMU,12,100.0,0,287,71.8,89.1,64.4,1,5,471,100.0,100.0,99.4,0,6,0,810,5,0,0,810,496,496,805,0,314,0
Nick Marinaro,148848,C,OHIO,12,100.0,1,259,69.8,64.8,71.6,0,13,370,100.0,100.0,98.0,6,14,1,809,809,0,0,809,396,396,0,0,413,0
Joseph Immediato,145493,G,UTEP,12,100.0,0,330,56.2,69.3,51.4,0,17,462,100.0,100.0,97.7,5,19,2,809,0,0,1,809,499,499,609,197,310,1
Joshua Bates,173685,C,SMU,12,100.0,0,287,70.4,80.4,66.4,2,9,470,100.0,100.0,98.8,6,11,0,809,809,0,0,809,496,496,0,0,313,0
Shiyazh Pete,147455,T,KENTUCKY,12,100.0,1,202,49.8,47.1,50.2,3,25,424,100.0,100.0,95.3,3,34,6,808,0,0,797,808,455,455,0,0,353,11
Blake Miller,156248,T,CLEMSON,12,100.0,1,140,76.8,81.6,72.4,2,10,458,100.0,100.0,98.3,5,14,2,808,0,0,0,808,482,482,0,792,326,13
Ka'ena Decambra,146066,C,ARIZONA,12,100.0,0,109,66.8,78.6,61.1,2,4,444,100.0,100.0,99.1,3,7,1,808,808,0,0,808,476,476,0,0,332,0
James Williams,199468,G,UTEP,12,100.0,1,330,60.3,68.5,56.4,2,7,461,100.0,100.0,99.0,2,9,0,807,0,807,0,807,497,497,0,0,310,0
Ryan Linthicum,144122,C,CLEMSON,12,100.0,1,140,59.5,81.0,49.8,2,8,457,100.0,100.0,98.7,4,11,1,806,806,0,0,806,481,481,0,0,325,0
Shedrick Rhodes Jr.,130602,T,OHIO,12,100.0,0,259,71.7,69.1,70.5,2,10,373,100.0,100.0,97.6,3,15,3,806,0,0,806,806,399,399,0,0,407,0
Ashanti Cole,167085,G,LA TECH,12,100.0,0,208,59.0,69.1,56.2,1,11,345,100.0,100.0,97.4,2,15,3,805,0,776,0,805,371,371,24,3,434,0
Tyson Ruffins,175727,C,CAL,12,100.0,0,130,65.0,81.2,60.0,1,8,488,100.0,100.0,98.9,7,10,1,805,576,29,0,805,513,513,199,0,292,1
Delano Townsend,173351,G,OLE MISS,12,100.0,1,226,56.8,65.2,53.7,0,8,383,100.0,100.0,98.4,3,10,2,804,1,803,0,804,407,407,0,0,397,0
Ebubedike Nnabugwu,174465,T,MO STATE,12,100.0,2,230,64.5,78.8,63.0,4,14,481,100.0,100.0,97.5,11,21,3,804,0,185,618,804,512,512,0,0,292,0
Cole Best,144473,C,USF,12,100.0,0,327,71.5,78.3,68.3,1,8,414,100.0,100.0,98.9,5,9,0,804,796,8,0,804,442,442,0,0,362,0
Lyndon Cooper,143987,C,PITTSBURGH,12,100.0,3,268,64.0,74.2,62.4,0,9,483,100.0,100.0,98.4,10,12,3,804,804,0,0,804,516,516,0,0,288,0
Jacob Ponton,184909,T,TEXAS TECH,12,99.9,0,315,72.3,67.0,77.2,5,9,421,99.8,99.8,97.4,8,18,4,803,0,0,13,804,443,444,0,788,360,3
Jimarion McCrimon,175196,T,E CAROLINA,12,100.0,0,156,57.1,62.9,53.1,3,9,402,100.0,100.0,97.8,3,15,3,803,0,0,799,803,429,429,0,0,374,3
Erick Cade,146816,T,MO STATE,12,100.0,0,230,66.2,74.5,60.1,1,19,481,100.0,100.0,96.9,4,25,5,803,0,0,0,803,512,512,0,802,291,0
Jack Walsh,150706,C,WYOMING,12,100.0,0,351,66.7,74.2,63.1,1,8,421,100.0,100.0,98.7,4,10,1,802,802,0,0,802,453,453,0,0,349,0
Rex Johnsen,157668,T,WYOMING,12,100.0,1,351,59.9,52.1,64.4,4,14,421,100.0,100.0,96.7,4,23,5,802,0,0,535,802,453,453,0,267,349,0
Brandon Baker,184502,T,TEXAS,12,100.0,1,311,64.9,75.8,63.9,2,21,430,100.0,100.0,97.3,11,23,0,802,0,0,16,802,455,455,0,786,347,0
Josiah Chenault,177028,C,KENNESAW,12,100.0,0,200,70.2,81.8,66.5,2,7,387,100.0,100.0,98.8,3,9,0,802,802,0,0,802,411,411,0,0,391,0
Julius Pierce,98396,C,FIU,12,100.0,1,166,60.5,69.3,57.5,2,3,411,100.0,100.0,99.4,5,5,0,801,801,0,0,801,435,435,0,0,366,0
Kyle Scott,171888,G,ARIZONA ST,12,100.0,0,110,60.5,64.5,58.5,2,15,419,100.0,100.0,97.5,3,19,2,801,0,0,0,801,449,449,800,0,352,0
Keylan Rutledge,156597,G,GA TECH,12,100.0,0,176,76.6,77.6,77.1,2,3,375,100.0,100.0,99.3,5,5,0,801,0,0,0,801,396,396,800,0,405,1
Ryan Baer,156362,T,PITTSBURGH,12,100.0,0,268,76.3,70.4,77.0,3,21,482,100.0,100.0,96.3,2,30,6,800,0,0,0,800,515,515,0,800,285,0
Corey Robinson II,144567,T,ARKANSAS,12,100.0,1,111,64.4,70.0,60.9,4,24,446,100.0,100.0,96.9,6,28,0,800,0,0,800,800,473,473,0,0,327,0
Jalen Slappy,156800,G,MARSHALL,12,100.0,0,214,65.2,62.4,65.1,2,17,351,100.0,100.0,97.3,2,19,0,799,0,0,0,799,374,374,593,206,425,0
Parker Brailsford,162482,C,ALABAMA,12,100.0,0,103,66.0,76.7,60.6,2,7,466,100.0,100.0,98.8,5,10,1,798,798,0,0,798,489,489,0,0,309,0
Cash Hudson,164802,C,MO STATE,12,100.0,0,230,58.4,68.6,50.8,5,17,479,100.0,100.0,96.9,0,26,4,798,798,0,0,798,510,510,0,0,288,0
Malik McGowan,122842,G,UNLV,12,100.0,1,325,64.3,75.2,60.8,4,8,409,100.0,100.0,98.3,4,13,1,798,0,797,0,798,436,436,0,0,362,0
