Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,,,Roster Position
134050-225975,QB,Bryce,Bryce Underwood,Underwood,18.5,1,9300,OU@MICH,MICH,OU,,,,,,QB/Super FLEX
134050-199991,QB,Will,Will Hammond,Hammond,13.077142987932477,7,9200,TTU@ORST,TTU,ORST,,,,,,QB/Super FLEX
134050-225584,QB,Jaron-Keawe,Jaron-Keawe Sagapolutele,Sagapolutele,13.239999771118164,1,9100,CAL@SYR,CAL,SYR,,,,,,QB/Super FLEX
134050-184204,WR,Anthony,Anthony Evans III,Evans III,21.299999237060547,1,9100,MSST@MINN,MSST,MINN,,,,,,WR/Super FLEX
134050-200652,QB,Drake,Drake Lindsey,Lindsey,13.126667022705078,12,9000,MSST@MINN,MINN,MSST,,,,,,QB/Super FLEX
134050-184313,RB,DeSean,DeSean Bishop,Bishop,13.699999809265137,1,9000,TENN@GT,TENN,GT,,,,,,RB/Super FLEX
134050-167621,QB,Noah,Noah Fifita,Fifita,21.332308255709133,13,8900,ARIZ@BYU,ARIZ,BYU,,,,,,QB/Super FLEX
134050-184190,WR,Carlos,Carlos Hernandez,Hernandez,25,1,8900,WAKE@PUR,WAKE,PUR,,,,,,WR/Super FLEX
134050-199628,WR,Cam,Cam Coleman,Coleman,20.5,1,8800,OSU@TEX,TEX,OSU,,,,,,WR/Super FLEX
134050-200037,RB,Cameron,Cameron Dickey,Dickey,17.115384615384617,13,8800,TTU@ORST,TTU,ORST,,,,,,RB/Super FLEX
134050-167853,QB,Alonza,Alonza Barnett III,Barnett III,16.219999313354492,1,8800,UCF@PITT,UCF,PITT,,,,,,QB/Super FLEX
134050-187048,QB,Jaylen,Jaylen Raynor,Raynor,21.238333384195965,12,8700,ISU@IOWA,ISU,IOWA,,,,,,QB/Super FLEX
134050-199526,RB,Daniel,Daniel Hill,Hill,18.700000762939453,1,8700,BAMA@UK,BAMA,UK,,,,,,RB/Super FLEX
134050-173105,WR,Isaiah,Isaiah Sategna III,Sategna III,21.600000381469727,1,8700,OU@MICH,OU,MICH,,,,,,WR/Super FLEX
134050-202761,QB,Alberto,Alberto Mendoza,Mendoza,7.28000020980835,1,8600,TENN@GT,GT,TENN,,,,,,QB/Super FLEX
134050-190779,WR,Collin,Collin Dixon,Dixon,22,1,8600,DUKE@ILL,ILL,DUKE,,,,,,WR/Super FLEX
134050-226234,RB,Bo,Bo Jackson,Jackson,16.100000381469727,1,8600,OSU@TEX,OSU,TEX,,Shoulder,,,,RB/Super FLEX
134050-158436,WR,Umari,Umari Hatcher,Hatcher,,0,8500,CAL@SYR,SYR,CAL,,,,,,WR/Super FLEX
134050-202568,QB,Drew,Drew Mestemaker,Mestemaker,9.9399995803833,1,8500,ORE@OKST,OKST,ORE,,,,,,QB/Super FLEX
134050-184265,RB,Rueben,Rueben Owens II,Owens II,11.199999809265137,1,8500,ASU@TXAM,TXAM,ASU,,,,,,RB/Super FLEX
134050-205930,WR,Ryan,Ryan Coleman-Williams,Coleman-Williams,16.399999618530273,1,8400,BAMA@UK,BAMA,UK,,,,,,WR/Super FLEX
134050-183771,QB,Ryan,Ryan Browne,Browne,25.079999923706055,1,8400,WAKE@PUR,PUR,WAKE,,,,,,QB/Super FLEX
134050-185833,RB,Darius,Darius Taylor,Taylor,14.344445122612846,9,8400,MSST@MINN,MINN,MSST,,,,,,RB/Super FLEX
134050-183825,WR,Cataurus,Cataurus Hicks,Hicks,19.899999618530273,1,8300,UCF@PITT,PITT,UCF,,,,,,WR/Super FLEX
134050-226091,RB,Jordon,Jordon Davison,Davison,15.5,1,8200,ORE@OKST,ORE,OKST,,,,,,RB/Super FLEX
134050-199797,WR,Mario,Mario Craver,Craver,12.600000381469727,1,8200,ASU@TXAM,TXAM,ASU,,,,,,WR/Super FLEX
134050-201132,QB,Jeremy,Jeremy Hecklinski,Hecklinski,7.639999866485596,1,8100,ISU@IOWA,IOWA,ISU,,,,,,QB/Super FLEX
134050-225785,RB,Ja'Kyrian,Ja'Kyrian Turner,Turner,18.799999237060547,1,8100,UCF@PITT,PITT,UCF,,,,,,RB/Super FLEX
134050-187396,QB,Hank,Hank Brown,Brown,10.359999656677246,1,8100,ISU@IOWA,IOWA,ISU,,,,,,QB/Super FLEX
134050-188189,WR,Chase,Chase Hendricks,Hendricks,15.600000381469727,1,8100,CAL@SYR,CAL,SYR,,,,,,WR/Super FLEX
134050-170803,WR,Coy,Coy Eakin,Eakin,8.738461421086239,13,8000,TTU@ORST,TTU,ORST,,,,,,WR/Super FLEX
134050-175062,RB,Raleek,Raleek Brown,Brown,17,1,8000,OSU@TEX,TEX,OSU,,,,,,RB/Super FLEX
134050-185103,QB,Kenny,Kenny Minchey,Minchey,29.739999771118164,1,7900,BAMA@UK,UK,BAMA,,,,,,QB/Super FLEX
134050-199814,WR,Ryan,Ryan Wingo,Wingo,21.600000381469727,1,7900,OSU@TEX,TEX,OSU,,,,,,WR/Super FLEX
134050-202159,WR,Jeremiah,Jeremiah McClellan,McClellan,24,1,7900,ORE@OKST,ORE,OKST,,,,,,WR/Super FLEX
134050-200504,RB,Ca'Lil,Ca'Lil Valentine,Valentine,15.699999809265137,1,7900,DUKE@ILL,ILL,DUKE,,,,,,RB/Super FLEX
134050-208020,RB,Jordan,Jordan Marshall,Marshall,7.099999904632568,1,7800,OU@MICH,MICH,OU,,,,,,RB/Super FLEX
134050-185537,WR,Omarion,Omarion Miller,Miller,13.51818154074929,11,7800,ASU@TXAM,ASU,TXAM,,,,,,WR/Super FLEX
134050-171315,WR,Javon,Javon Tracy,Tracy,8.218181956898082,11,7800,MSST@MINN,MINN,MSST,,,,,,WR/Super FLEX
134050-157370,QB,Walker,Walker Eget,Eget,4.340000152587891,1,7800,DUKE@ILL,DUKE,ILL,,,,,,QB/Super FLEX
134050-203025,RB,J'Koby,J'Koby Williams,Williams,14.223076453575722,13,7700,TTU@ORST,TTU,ORST,,,,,,RB/Super FLEX
134050-199750,WR,Braylon,Braylon Staley,Staley,1.7999999523162842,1,7700,TENN@GT,TENN,GT,,,,,,WR/Super FLEX
134050-191744,WR,Devin,Devin McCuin,McCuin,18.700000762939453,1,7700,OSU@TEX,OSU,TEX,,,,,,WR/Super FLEX
134050-183197,RB,Justice,Justice Haynes,Haynes,7.300000190734863,1,7600,TENN@GT,GT,TENN,,,,,,RB/Super FLEX
134050-199871,QB,Cutter,Cutter Boley,Boley,13.718181263316762,11,7600,ASU@TXAM,ASU,TXAM,,,,,,QB/Super FLEX
134050-189829,WR,Jojo,Jojo Phillips,Phillips,3.8500000635782876,6,7600,ARIZ@BYU,BYU,ARIZ,,,,,,WR/Super FLEX
134050-243396,WR,Tony,Tony Diaz,Diaz,18.899999618530273,1,7600,ISU@IOWA,IOWA,ISU,,,,,,WR/Super FLEX
134050-177896,WR,Isaiah,Isaiah Horton,Horton,13.600000381469727,1,7500,ASU@TXAM,TXAM,ASU,,,,,,WR/Super FLEX
134050-243538,RB,Shavane,Shavane Anderson Jr.,Anderson Jr.,,0,7500,CAL@SYR,SYR,CAL,,,,,,RB/Super FLEX
134050-202596,WR,Wyatt,Wyatt Young,Young,12.600000381469727,1,7500,ORE@OKST,OKST,ORE,,,,,,WR/Super FLEX
134050-188532,RB,Kedrick,Kedrick Reescano,Reescano,9.63000030517578,10,7400,ARIZ@BYU,ARIZ,BYU,,,,,,RB/Super FLEX
134050-242333,QB,Braden,Braden Atkinson,Atkinson,21.940000534057617,1,7400,TTU@ORST,ORST,TTU,,,,,,QB/Super FLEX
134050-179206,WR,Hudson,Hudson Clement,Clement,4.099999904632568,1,7400,DUKE@ILL,ILL,DUKE,,,,,,WR/Super FLEX
134050-191696,WR,Marquis,Marquis Johnson,Johnson,17.399999618530273,1,7400,MSST@MINN,MSST,MINN,,,,,,WR/Super FLEX
134050-184254,WR,Asaad,Asaad Waseem,Waseem,19.700000762939453,1,7400,WAKE@PUR,PUR,WAKE,,,,,,WR/Super FLEX
134050-201046,RB,Lloyd,Lloyd Avant,Avant,15,1,7300,OU@MICH,OU,MICH,,,,,,RB/Super FLEX
134050-190848,WR,Kenny,Kenny Johnson,Johnson,9.699999882624699,13,7300,TTU@ORST,TTU,ORST,,,,,,WR/Super FLEX
134050-200270,WR,Antonio,Antonio Meeks,Meeks,16.799999237060547,1,7300,WAKE@PUR,WAKE,PUR,,,,,,WR/Super FLEX
134050-184492,RB,Hollywood,Hollywood Smothers,Smothers,17.299999237060547,1,7200,OSU@TEX,TEX,OSU,,,,,,RB/Super FLEX
134050-184848,WR,Ian,Ian Strong,Strong,11.899999618530273,1,7200,CAL@SYR,CAL,SYR,,,,,,WR/Super FLEX
134050-172834,WR,Trell,Trell Harris,Harris,13.100000381469727,1,7200,OU@MICH,OU,MICH,,,,,,WR/Super FLEX
134050-230978,WR,Jordan,Jordan Allen,Allen,13.300000190734863,1,7200,TENN@GT,GT,TENN,,,,,,WR/Super FLEX
134050-200654,RB,Fame,Fame Ijeboi,Ijeboi,18.700000762939453,1,7200,WAKE@PUR,PUR,WAKE,,,,,,RB/Super FLEX
134050-203067,WR,Jalen,Jalen Smith,Smith,7.990000152587891,10,7100,MSST@MINN,MINN,MSST,,,,,,WR/Super FLEX
134050-229711,WR,JJ,JJ Buchanan,Buchanan,21.600000381469727,1,7100,OU@MICH,MICH,OU,,,,,,WR/Super FLEX
134050-170667,WR,Jayshon,Jayshon Platt,Platt,11.216667175292969,12,7100,DUKE@ILL,ILL,DUKE,D,Undisclosed,,,,WR/Super FLEX
134050-209963,RB,Ty,Ty Clark III,Clark III,10.5,1,7100,WAKE@PUR,WAKE,PUR,,,,,,RB/Super FLEX
134050-202532,RB,Duke,Duke Watson,Watson,17,1,7100,UCF@PITT,UCF,PITT,,,,,,RB/Super FLEX
134050-168176,WR,Nic,Nic Anderson,Anderson,0.8999999761581421,1,7000,BAMA@UK,UK,BAMA,,,,,,WR/Super FLEX
134050-205947,RB,Fluff,Fluff Bothwell,Bothwell,7.300000190734863,1,7000,MSST@MINN,MSST,MINN,,,,,,RB/Super FLEX
134050-187577,WR,Cole,Cole Weaver,Weaver,8.290908813476562,11,7000,CAL@SYR,SYR,CAL,,,,,,WR/Super FLEX
134050-183501,RB,CJ,CJ Baxter,Baxter,16.799999237060547,1,7000,BAMA@UK,UK,BAMA,,,,,,RB/Super FLEX
134050-200425,WR,Censere,Censere Lee,Lee,17.100000381469727,1,7000,UCF@PITT,PITT,UCF,,,,,,WR/Super FLEX
134050-242344,WR,Jesse,Jesse Legree,Legree,22.100000381469727,1,6900,TTU@ORST,ORST,TTU,,,,,,WR/Super FLEX
134050-242494,RB,Devaughn,Devaughn Eka,Eka,,0,6900,ARIZ@BYU,BYU,ARIZ,,,,,,RB/Super FLEX
134050-170860,WR,Javen,Javen Nicholas,Nicholas,11.863636363636363,11,6900,DUKE@ILL,DUKE,ILL,Q,Undisclosed,,,,WR/Super FLEX
134050-188290,WR,Kam,Kam Shanks,Shanks,14,1,6900,WAKE@PUR,WAKE,PUR,,,,,,WR/Super FLEX
134050-241598,RB,EJ,EJ Crowell,Crowell,11.5,1,6900,BAMA@UK,BAMA,UK,,,,,,RB/Super FLEX
134050-225406,WR,Noah,Noah Jennings,Jennings,4.1299999237060545,10,6800,MSST@MINN,MINN,MSST,,,,,,WR/Super FLEX
134050-241941,WR,TK,TK Keys,Keys,9.899999618530273,1,6800,TENN@GT,TENN,GT,,,,,,WR/Super FLEX
134050-224035,RB,Jamarion,Jamarion Morrow,Morrow,11.699999809265137,1,6800,ASU@TXAM,TXAM,ASU,,,,,,RB/Super FLEX
134050-242557,WR,Legend,Legend Glasker,Glasker,,0,6800,ARIZ@BYU,BYU,ARIZ,,,,,,WR/Super FLEX
134050-190279,RB,Ja'Kobi,Ja'Kobi Jackson,Jackson,14.300000190734863,1,6800,OSU@TEX,OSU,TEX,,,,,,RB/Super FLEX
134050-231642,RB,Tylik,Tylik Hill,Hill,1.6857143129621233,7,6700,CAL@SYR,SYR,CAL,,,,,,RB/Super FLEX
134050-191229,WR,Reed,Reed Harris,Harris,10.70999984741211,10,6700,ASU@TXAM,ASU,TXAM,,,,,,WR/Super FLEX
134050-154845,RB,CJ,CJ Campbell Jr.,Campbell Jr.,6.199999809265137,1,6700,DUKE@ILL,DUKE,ILL,,,,,,RB/Super FLEX
134050-167609,WR,Evan,Evan Stewart,Stewart,9,1,6700,ORE@OKST,ORE,OKST,,,,,,WR/Super FLEX
134050-202548,WR,Reece,Reece Vander Zee,Vander Zee,4.199999809265137,1,6700,ISU@IOWA,IOWA,ISU,,,,,,WR/Super FLEX
134050-225320,WR,Giovanni,Giovanni Richardson,Richardson,4.781818043101918,11,6600,ARIZ@BYU,ARIZ,BYU,,,,,,WR/Super FLEX
134050-203274,RB,Aiden,Aiden Flora,Flora,2.6624999046325684,8,6600,ISU@IOWA,ISU,IOWA,P,Undisclosed,,,,RB/Super FLEX
134050-225987,WR,Andrew,Andrew Marsh,Marsh,0.5,1,6600,OU@MICH,MICH,OU,,,,,,WR/Super FLEX
134050-230260,RB,Caleb,Caleb Hawkins,Hawkins,13.800000190734863,1,6600,ORE@OKST,OKST,ORE,,,,,,RB/Super FLEX
134050-207817,WR,Terry,Terry Bussey,Bussey,11.899999618530273,1,6600,ASU@TXAM,TXAM,ASU,,,,,,WR/Super FLEX
134050-199993,WR,Micah,Micah Hudson,Hudson,3.0250000953674316,8,6600,TTU@ORST,TTU,ORST,,,,,,WR/Super FLEX
134050-183826,TE,Jamari,Jamari Johnson,Johnson,13.699999809265137,1,6600,ORE@OKST,ORE,OKST,,,,,,WR/Super FLEX
134050-190028,QB,Jackson,Jackson Brousseau,Brousseau,0.800000011920929,1,6600,CAL@SYR,CAL,SYR,,,,,,QB/Super FLEX
134050-201198,WR,Justin,Justin Bowick,Bowick,9.199999809265137,1,6500,ORE@OKST,OKST,ORE,,,,,,WR/Super FLEX
134050-225910,QB,Carson,Carson Boyd,Boyd,,0,6500,DUKE@ILL,ILL,DUKE,,,,,,QB/Super FLEX
134050-191331,WR,Duane,Duane Thomas Jr.,Thomas Jr.,6.733333587646484,12,6500,UCF@PITT,UCF,PITT,Q,Undisclosed,,,,WR/Super FLEX
134050-187382,WR,Brandon,Brandon Inniss,Inniss,5.099999904632568,1,6500,OSU@TEX,OSU,TEX,,,,,,WR/Super FLEX
134050-247353,RB,Damon,Damon Ferguson Jr.,Ferguson Jr.,11.899999618530273,1,6500,UCF@PITT,PITT,UCF,,,,,,RB/Super FLEX
134050-190118,RB,Kyson,Kyson Brown,Brown,1.433333396911621,3,6500,ASU@TXAM,ASU,TXAM,,,,,,RB/Super FLEX
134050-173755,WR,Justus,Justus Ross-Simmons,Ross-Simmons,10.34999974568685,6,6500,CAL@SYR,SYR,CAL,,,,,,WR/Super FLEX
134050-242010,WR,Kenny,Kenny Darby,Darby,15.800000190734863,1,6400,BAMA@UK,UK,BAMA,,,,,,WR/Super FLEX
134050-158154,WR,Ty,Ty Robinson,Robinson,11.899999618530273,1,6400,DUKE@ILL,ILL,DUKE,,,,,,WR/Super FLEX
134050-223966,WR,Lotzeir,Lotzeir Brooks,Brooks,3.299999952316284,1,6400,BAMA@UK,BAMA,UK,,,,,,WR/Super FLEX
134050-226087,RB,Dierre,Dierre Hill Jr.,Hill Jr.,5.699999809265137,1,6400,ORE@OKST,ORE,OKST,,,,,,RB/Super FLEX
134050-175018,WR,Kyler,Kyler Kasper,Kasper,2.433333396911621,3,6400,ARIZ@BYU,BYU,ARIZ,,,,,,WR/Super FLEX
134050-167000,QB,Thomas,Thomas Castellanos,Castellanos,22.62909074263139,11,6400,TTU@ORST,TTU,ORST,,,,,,QB/Super FLEX
134050-183394,QB,Austin,Austin Mack,Mack,0.7599999904632568,1,6400,BAMA@UK,BAMA,UK,,,,,,QB/Super FLEX
134050-205949,RB,Xavier,Xavier Gayten,Gayten,8.800000190734863,1,6400,MSST@MINN,MSST,MINN,,,,,,RB/Super FLEX
134050-243257,WR,Isaiah,Isaiah Fuhrmann,Fuhrmann,1.5,1,6400,TENN@GT,GT,TENN,,,,,,WR/Super FLEX
134050-225792,QB,Steele,Steele Pizzella,Pizzella,1.5399999618530273,1,6300,WAKE@PUR,WAKE,PUR,,,,,,QB/Super FLEX
134050-203275,WR,Dominic,Dominic Overby,Overby,6.050000190734863,4,6300,ISU@IOWA,ISU,IOWA,,,,,,WR/Super FLEX
134050-189154,RB,AJ,AJ Newberry,Newberry,11.600000381469727,1,6300,TTU@ORST,ORST,TTU,,,,,,RB/Super FLEX
134050-207823,WR,Ashton,Ashton Bethel-Roman,Bethel-Roman,1.7999999523162842,1,6300,ASU@TXAM,TXAM,ASU,,,,,,WR/Super FLEX
134050-242851,WR,Josh,Josh Derry,Derry,6,1,6300,UCF@PITT,UCF,PITT,,,,,,WR/Super FLEX
134050-247119,WR,Jared,Jared Richardson,Richardson,,0,6300,DUKE@ILL,DUKE,ILL,,,,,,WR/Super FLEX
134050-183650,WR,Israel,Israel Polk,Polk,9.75,12,6300,ORE@OKST,OKST,ORE,,,,,,WR/Super FLEX
134050-243325,WR,Malik,Malik Knight,Knight,13.800000190734863,1,6300,UCF@PITT,PITT,UCF,,,,,,WR/Super FLEX
134050-202423,WR,Donte,Donte Lee Jr.,Lee Jr.,9.38000030517578,10,6300,TTU@ORST,TTU,ORST,,,,,,WR/Super FLEX
134050-171832,RB,Quincy,Quincy Craig,Craig,5.900000254313151,12,6300,ARIZ@BYU,ARIZ,BYU,,,,,,RB/Super FLEX
134050-202562,RB,Xavier,Xavier Williams,Williams,9,1,6300,ISU@IOWA,IOWA,ISU,,,,,,RB/Super FLEX
134050-202646,RB,Ashten,Ashten Emory,Emory,0.6000000238418579,1,6300,CAL@SYR,CAL,SYR,,,,,,RB/Super FLEX
134050-200625,QB,Dylan,Dylan Raiola,Raiola,14.811111450195312,9,6300,ORE@OKST,ORE,OKST,,,,,,QB/Super FLEX
134050-163813,TE,Rocky,Rocky Beers,Beers,11.300000190734863,1,6300,OU@MICH,OU,MICH,,,,,,WR/Super FLEX
134050-243731,RB,Savion,Savion Hiter,Hiter,1.899999976158142,1,6200,OU@MICH,MICH,OU,,,,,,RB/Super FLEX
134050-225625,WR,Waden,Waden Charles,Charles,4.220000076293945,10,6200,UCF@PITT,UCF,PITT,,,,,,WR/Super FLEX
134050-225764,WR,Darius,Darius Johnson,Johnson,1.9500000476837158,4,6200,CAL@SYR,SYR,CAL,,,,,,WR/Super FLEX
134050-223936,WR,Derek,Derek Meadows,Meadows,5.900000095367432,1,6200,BAMA@UK,BAMA,UK,,,,,,WR/Super FLEX
134050-170765,TE,Terrance,Terrance Carter Jr.,Carter Jr.,9.690908952192826,11,6200,TTU@ORST,TTU,ORST,,,,,,WR/Super FLEX
134050-226235,QB,Tavien,Tavien St. Clair,St. Clair,6.880000114440918,1,6200,OSU@TEX,OSU,TEX,,,,,,QB/Super FLEX
134050-183876,WR,Noah,Noah Rogers,Rogers,6.1099998474121096,10,6200,BAMA@UK,BAMA,UK,O,Leg,,,,WR/Super FLEX
134050-200431,WR,Emmett,Emmett Mosley V,Mosley V,5.199999809265137,1,6200,OSU@TEX,TEX,OSU,,,,,,WR/Super FLEX
134050-167695,RB,Aidan,Aidan Laughery,Laughery,5.099999904632568,1,6200,DUKE@ILL,ILL,DUKE,,,,,,RB/Super FLEX
134050-184180,QB,Ryan,Ryan Staub,Staub,1.0800000429153442,1,6200,TENN@GT,TENN,GT,,,,,,QB/Super FLEX
134050-176067,WR,Xavier,Xavier Townsend,Townsend,8.199999809265137,1,6200,WAKE@PUR,PUR,WAKE,,,,,,WR/Super FLEX
134050-243685,RB,TJ,TJ Thomas,Thomas,,0,6200,MSST@MINN,MINN,MSST,,,,,,RB/Super FLEX
134050-202898,RB,Cameron,Cameron Pettaway,Pettaway,7.887499809265137,8,6100,ISU@IOWA,ISU,IOWA,,,,,,RB/Super FLEX
134050-241813,RB,J.J.,J.J. Hill,Hill,23.799999237060547,1,6100,MSST@MINN,MSST,MINN,,,,,,RB/Super FLEX
134050-192942,WR,Jalen,Jalen Jones,Jones,26.399999618530273,1,6100,TTU@ORST,TTU,ORST,,,,,,WR/Super FLEX
134050-191293,WR,Derek,Derek Eusebio,Eusebio,6.466666751437717,9,6100,ASU@TXAM,ASU,TXAM,Q,Undisclosed,,,,WR/Super FLEX
134050-207845,WR,Eddie,Eddie Freauff,Freauff,4.316666603088379,6,6100,TTU@ORST,ORST,TTU,Q,Undisclosed,,,,WR/Super FLEX
134050-199693,RB,Xavier,Xavier Robinson,Robinson,3,1,6100,OU@MICH,OU,MICH,,,,,,RB/Super FLEX
134050-199812,WR,Parker,Parker Livingstone,Livingstone,1.100000023841858,1,6100,OU@MICH,OU,MICH,,,,,,WR/Super FLEX
134050-226452,QB,Amari,Amari Odom,Odom,20.35818204012784,11,6100,CAL@SYR,SYR,CAL,,,,,,QB/Super FLEX
134050-167631,QB,AJ,AJ Swann,Swann,11.84000015258789,6,6100,MSST@MINN,MSST,MINN,,,,,,QB/Super FLEX
134050-171853,TE,Jeremiah,Jeremiah Hasley,Hasley,4.599999904632568,1,6100,DUKE@ILL,DUKE,ILL,,,,,,WR/Super FLEX
134050-241599,RB,Trae'shawn,Trae'shawn Brown,Brown,7.5,1,6100,BAMA@UK,BAMA,UK,,,,,,RB/Super FLEX
134050-188488,WR,Tre,Tre Spivey,Spivey,7.5538459190955525,13,6000,ARIZ@BYU,ARIZ,BYU,,,,,,WR/Super FLEX
134050-242043,RB,KJ,KJ Edwards,Edwards,5.099999904632568,1,6000,ASU@TXAM,TXAM,ASU,,,,,,RB/Super FLEX
134050-158524,WR,Jonah,Jonah Burton,Burton,5.300000190734863,1,6000,DUKE@ILL,DUKE,ILL,,,,,,WR/Super FLEX
134050-224105,QB,Karle,Karle Lacey Jr.,Lacey Jr.,2.5,1,6000,OSU@TEX,TEX,OSU,,,,,,QB/Super FLEX
134050-183384,RB,Quinten,Quinten Joyner,Joyner,,0,6000,TTU@ORST,TTU,ORST,,,,,,RB/Super FLEX
134050-242822,RB,Landen,Landen Chambers,Chambers,17.600000381469727,1,6000,UCF@PITT,UCF,PITT,,,,,,RB/Super FLEX
134050-205971,WR,Zion,Zion Ragins,Ragins,12,1,6000,MSST@MINN,MSST,MINN,,,,,,WR/Super FLEX
134050-210231,TE,Mason,Mason Mini,Mini,13.800000190734863,1,6000,CAL@SYR,CAL,SYR,,,,,,WR/Super FLEX
134050-183949,QB,Keyone,Keyone Jenkins,Jenkins,5.679999828338623,1,6000,UCF@PITT,UCF,PITT,,,,,,QB/Super FLEX
134050-229182,QB,Whitt,Whitt Newbauer,Newbauer,6.539999961853027,1,6000,OU@MICH,OU,MICH,,,,,,QB/Super FLEX
134050-243598,RB,Legend,Legend Bey,Bey,14.399999618530273,1,6000,OSU@TEX,OSU,TEX,,,,,,RB/Super FLEX
134050-202688,WR,Jonathan,Jonathan Bibbs,Bibbs,11.899999618530273,1,6000,UCF@PITT,UCF,PITT,,,,,,WR/Super FLEX
134050-184322,TE,Ethan,Ethan Davis,Davis,8.199999809265137,1,5900,TENN@GT,TENN,GT,,,,,,WR/Super FLEX
134050-188596,QB,Max,Max Shikenjanski,Shikenjanski,-0.20000000298023224,1,5900,MSST@MINN,MINN,MSST,,,,,,QB/Super FLEX
134050-225638,QB,Dan,Dan Mahan,Mahan,0.800000011920929,1,5900,DUKE@ILL,DUKE,ILL,,,,,,QB/Super FLEX
134050-242038,WR,Aaron,Aaron Gregory,Gregory,9.199999809265137,1,5900,ASU@TXAM,TXAM,ASU,,,,,,WR/Super FLEX
134050-225804,WR,Bryce,Bryce Yates,Yates,13.300000190734863,1,5900,UCF@PITT,PITT,UCF,,,,,,WR/Super FLEX
134050-224042,WR,Radarious,Radarious Jackson,Jackson,5.300000190734863,1,5900,TENN@GT,TENN,GT,,,,,,WR/Super FLEX
134050-207719,WR,Chris,Chris Barnes,Barnes,6.099999904632568,1,5900,ORE@OKST,OKST,ORE,,,,,,WR/Super FLEX
134050-166794,QB,Maalik,Maalik Murphy,Murphy,10.902222527398003,9,5900,TTU@ORST,ORST,TTU,,,,,,QB/Super FLEX
134050-242722,WR,Kenyon,Kenyon Alston,Alston,,0,5900,DUKE@ILL,ILL,DUKE,Q,Undisclosed,,,,WR/Super FLEX
134050-205937,WR,Rico,Rico Scott,Scott,3.0999999046325684,1,5900,BAMA@UK,BAMA,UK,,,,,,WR/Super FLEX
134050-199930,RB,Sione,Sione Moa,Moa,5.449999809265137,4,5900,ARIZ@BYU,BYU,ARIZ,O,Knee,,,,RB/Super FLEX
134050-243448,RB,Deuce,Deuce Lawrence,Lawrence,11.899999618530273,1,5900,WAKE@PUR,WAKE,PUR,,,,,,RB/Super FLEX
